Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Желтые карточки,К2 Желтые карточки,К1 Всего передач,К2 Всего передач,К1 Завершено передач,К2 Завершено передач,К1 Oтборы,К2 Oтборы,К1 Атаки,К2 Атаки,К1 Опасные атаки,К2 Опасные атаки,К1 Красные карточки,К2 Красные карточки
10.03.2019 21:30,Арсенал,Манчестер Юнайтед,2,0,46.0,54.0,14.0,14.0,3.0,4.0,7.0,7.0,4.0,3.0,18.0,17.0,5.0,2.0,5.0,1.0,4.0,1.0,12.0,18.0,2.0,2.0,395.0,465.0,,,18.0,21.0,97.0,115.0,53.0,47.0,,
10.03.2019 19:05,Челси,Вулверхэмптон,1,1,76.0,24.0,22.0,2.0,6.0,1.0,2.0,1.0,14.0,0.0,16.0,9.0,13.0,0.0,1.0,2.0,0.0,5.0,8.0,14.0,1.0,4.0,820.0,277.0,,,14.0,38.0,206.0,52.0,121.0,14.0,,
10.03.2019 17:00,Ливерпуль,Бёрнли,4,2,69.0,31.0,23.0,3.0,5.0,2.0,7.0,0.0,11.0,1.0,15.0,6.0,7.0,3.0,2.0,7.0,0.0,1.0,4.0,7.0,2.0,0.0,647.0,290.0,,,21.0,25.0,139.0,102.0,79.0,46.0,,
09.03.2019 22:30,Манчестер Сити,Уотфорд,3,1,71.0,29.0,19.0,2.0,9.0,1.0,7.0,0.0,3.0,1.0,8.0,15.0,9.0,1.0,4.0,1.0,0.0,6.0,11.0,7.0,1.0,1.0,727.0,298.0,,,6.0,18.0,147.0,75.0,87.0,12.0,,
09.03.2019 20:00,Кардифф,Вест Хэм,2,0,29.0,71.0,16.0,9.0,7.0,2.0,6.0,5.0,3.0,2.0,9.0,9.0,7.0,5.0,2.0,1.0,2.0,5.0,7.0,12.0,2.0,1.0,226.0,565.0,,,12.0,19.0,86.0,104.0,49.0,49.0,,
09.03.2019 20:00,Лестер,Фулхэм,3,1,53.0,47.0,18.0,6.0,8.0,3.0,8.0,1.0,2.0,2.0,14.0,10.0,6.0,5.0,1.0,1.0,2.0,5.0,9.0,13.0,0.0,2.0,521.0,464.0,,,26.0,26.0,127.0,99.0,48.0,29.0,,
09.03.2019 20:00,Ньюкасл Юнайтед,Эвертон,3,2,46.0,54.0,19.0,7.0,7.0,3.0,7.0,2.0,5.0,2.0,10.0,16.0,8.0,2.0,2.0,0.0,1.0,4.0,13.0,10.0,3.0,1.0,361.0,443.0,,,23.0,17.0,106.0,119.0,48.0,59.0,,
09.03.2019 20:00,Саутгемптон,Тоттенхэм,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.03.2019 20:00,Хаддерсфилд,Борнмут,0,2,56.0,44.0,8.0,8.0,1.0,4.0,3.0,3.0,4.0,1.0,8.0,14.0,6.0,5.0,1.0,0.0,2.0,1.0,14.0,9.0,3.0,1.0,462.0,372.0,,,19.0,18.0,136.0,93.0,59.0,42.0,,
09.03.2019 17:30,Кристал Пэлас,Брайтон,1,2,63.0,37.0,15.0,4.0,3.0,3.0,5.0,1.0,7.0,0.0,18.0,9.0,8.0,0.0,1.0,1.0,1.0,2.0,8.0,18.0,1.0,5.0,579.0,358.0,,,28.0,23.0,135.0,86.0,75.0,36.0,,
03.03.2019 21:15,Эвертон,Ливерпуль,0,0,42.0,58.0,7.0,10.0,3.0,3.0,3.0,3.0,1.0,4.0,14.0,14.0,3.0,7.0,2.0,4.0,3.0,3.0,12.0,10.0,1.0,2.0,343.0,474.0,,,18.0,18.0,120.0,117.0,55.0,49.0,,
03.03.2019 19:05,Фулхэм,Челси,1,2,36.0,64.0,12.0,21.0,5.0,7.0,4.0,6.0,3.0,8.0,10.0,13.0,5.0,4.0,2.0,0.0,5.0,4.0,11.0,10.0,2.0,1.0,384.0,694.0,,,15.0,16.0,75.0,120.0,53.0,56.0,,
03.03.2019 17:00,Уотфорд,Лестер,2,1,39.0,61.0,6.0,14.0,5.0,2.0,0.0,6.0,1.0,6.0,13.0,18.0,1.0,5.0,4.0,1.0,1.0,3.0,15.0,12.0,5.0,1.0,371.0,576.0,,,14.0,12.0,92.0,124.0,38.0,69.0,,
02.03.2019 22:30,Вест Хэм,Ньюкасл Юнайтед,2,0,56.0,44.0,10.0,17.0,4.0,2.0,3.0,6.0,3.0,9.0,16.0,9.0,1.0,6.0,1.0,3.0,2.0,2.0,8.0,14.0,3.0,4.0,538.0,422.0,,,25.0,20.0,116.0,111.0,41.0,36.0,,
02.03.2019 20:00,Бёрнли,Кристал Пэлас,1,3,57.0,43.0,18.0,10.0,4.0,4.0,10.0,4.0,4.0,2.0,12.0,12.0,8.0,5.0,2.0,0.0,2.0,3.0,9.0,9.0,1.0,2.0,422.0,348.0,,,16.0,15.0,135.0,84.0,77.0,37.0,,
02.03.2019 20:00,Борнмут,Манчестер Сити,0,1,18.0,82.0,0.0,23.0,0.0,7.0,0.0,10.0,0.0,6.0,9.0,8.0,0.0,14.0,1.0,2.0,6.0,0.0,7.0,7.0,1.0,2.0,176.0,809.0,,,14.0,9.0,39.0,151.0,14.0,91.0,,
02.03.2019 20:00,Брайтон,Хаддерсфилд,1,0,53.0,47.0,13.0,6.0,4.0,4.0,5.0,0.0,4.0,2.0,7.0,14.0,6.0,3.0,3.0,0.0,4.0,3.0,11.0,6.0,2.0,2.0,455.0,413.0,,,23.0,18.0,141.0,98.0,65.0,26.0,,
02.03.2019 20:00,Вулверхэмптон,Кардифф,2,0,56.0,44.0,13.0,12.0,6.0,4.0,5.0,4.0,2.0,4.0,6.0,12.0,7.0,8.0,1.0,0.0,4.0,4.0,11.0,6.0,1.0,2.0,473.0,354.0,,,20.0,18.0,112.0,154.0,32.0,83.0,,
02.03.2019 20:00,Манчестер Юнайтед,Саутгемптон,3,2,64.0,36.0,16.0,9.0,6.0,3.0,9.0,4.0,1.0,2.0,9.0,9.0,9.0,7.0,2.0,0.0,1.0,3.0,7.0,10.0,2.0,1.0,511.0,282.0,,,8.0,22.0,101.0,100.0,53.0,50.0,,
02.03.2019 17:30,Тоттенхэм,Арсенал,1,1,60.0,40.0,10.0,9.0,3.0,4.0,6.0,2.0,1.0,3.0,15.0,19.0,3.0,4.0,5.0,1.0,3.0,2.0,15.0,14.0,3.0,2.0,508.0,334.0,,,14.0,24.0,139.0,84.0,45.0,42.0,0.0,1.0
28.02.2019 01:00,Кристал Пэлас,Манчестер Юнайтед,1,3,45.0,55.0,17.0,13.0,2.0,4.0,11.0,5.0,4.0,4.0,6.0,10.0,5.0,6.0,2.0,0.0,1.0,1.0,8.0,9.0,2.0,3.0,374.0,468.0,,,20.0,20.0,111.0,100.0,53.0,46.0,,
28.02.2019 01:00,Ливерпуль,Уотфорд,5,0,62.0,38.0,19.0,5.0,10.0,3.0,4.0,1.0,5.0,1.0,8.0,6.0,6.0,4.0,1.0,2.0,3.0,5.0,5.0,7.0,0.0,2.0,627.0,392.0,,,17.0,29.0,134.0,81.0,81.0,31.0,,
28.02.2019 01:00,Манчестер Сити,Вест Хэм,1,0,75.0,25.0,20.0,2.0,7.0,1.0,11.0,1.0,2.0,0.0,7.0,9.0,12.0,2.0,7.0,2.0,1.0,6.0,2.0,6.0,0.0,2.0,780.0,255.0,,,14.0,14.0,160.0,75.0,112.0,19.0,,
28.02.2019 01:00,Челси,Тоттенхэм,2,0,47.0,53.0,11.0,9.0,1.0,0.0,8.0,5.0,2.0,4.0,15.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,14.0,1.0,1.0,480.0,546.0,,,27.0,23.0,95.0,149.0,37.0,58.0,,
28.02.2019 00:45,Арсенал,Борнмут,5,1,65.0,35.0,16.0,13.0,6.0,5.0,5.0,4.0,5.0,4.0,12.0,13.0,9.0,4.0,4.0,4.0,4.0,1.0,11.0,9.0,2.0,2.0,650.0,346.0,,,7.0,18.0,127.0,80.0,68.0,36.0,,
28.02.2019 00:45,Саутгемптон,Фулхэм,2,0,41.0,59.0,14.0,14.0,4.0,4.0,7.0,4.0,3.0,6.0,15.0,17.0,7.0,4.0,2.0,2.0,4.0,2.0,15.0,13.0,0.0,1.0,380.0,566.0,,,21.0,15.0,134.0,110.0,51.0,36.0,,
27.02.2019 01:00,Ньюкасл Юнайтед,Бёрнли,2,0,54.0,46.0,12.0,12.0,3.0,2.0,8.0,6.0,1.0,4.0,10.0,8.0,4.0,7.0,0.0,2.0,2.0,1.0,8.0,8.0,1.0,3.0,445.0,367.0,,,19.0,24.0,132.0,111.0,33.0,58.0,,
27.02.2019 00:45,Кардифф,Эвертон,0,3,33.0,67.0,6.0,12.0,0.0,4.0,5.0,5.0,1.0,3.0,13.0,15.0,3.0,4.0,3.0,1.0,1.0,0.0,12.0,12.0,3.0,1.0,257.0,534.0,,,21.0,10.0,116.0,109.0,63.0,49.0,,
27.02.2019 00:45,Лестер,Брайтон,2,1,49.0,51.0,19.0,15.0,3.0,3.0,9.0,9.0,7.0,3.0,11.0,11.0,4.0,8.0,2.0,4.0,2.0,1.0,6.0,4.0,1.0,1.0,446.0,444.0,,,14.0,6.0,99.0,110.0,47.0,66.0,,
27.02.2019 00:45,Хаддерсфилд,Вулверхэмптон,1,0,50.0,50.0,15.0,7.0,3.0,0.0,9.0,5.0,3.0,2.0,13.0,9.0,3.0,5.0,0.0,4.0,0.0,2.0,10.0,10.0,2.0,2.0,445.0,461.0,,,24.0,20.0,129.0,118.0,45.0,52.0,,
24.02.2019 19:05,Арсенал,Саутгемптон,2,0,62.0,38.0,12.0,10.0,4.0,4.0,4.0,3.0,4.0,3.0,15.0,10.0,6.0,4.0,3.0,1.0,4.0,2.0,7.0,14.0,,,582.0,346.0,,,14.0,16.0,114.0,118.0,66.0,57.0,,
24.02.2019 19:05,Манчестер Юнайтед,Ливерпуль,0,0,35.0,65.0,6.0,7.0,3.0,1.0,1.0,4.0,2.0,2.0,17.0,18.0,3.0,7.0,3.0,1.0,1.0,3.0,15.0,17.0,1.0,3.0,317.0,565.0,,,18.0,19.0,75.0,120.0,21.0,74.0,,
23.02.2019 22:30,Лестер,Кристал Пэлас,1,4,65.0,35.0,27.0,7.0,5.0,5.0,10.0,2.0,12.0,0.0,13.0,5.0,8.0,3.0,0.0,1.0,1.0,4.0,7.0,14.0,2.0,1.0,541.0,289.0,,,19.0,15.0,151.0,76.0,86.0,30.0,,
23.02.2019 20:00,Борнмут,Вулверхэмптон,1,1,45.0,55.0,10.0,10.0,3.0,2.0,5.0,5.0,2.0,3.0,16.0,10.0,9.0,8.0,1.0,3.0,1.0,2.0,10.0,15.0,4.0,5.0,370.0,468.0,,,21.0,21.0,97.0,119.0,61.0,52.0,,
23.02.2019 20:00,Ньюкасл Юнайтед,Хаддерсфилд,2,0,54.0,46.0,29.0,3.0,12.0,0.0,11.0,1.0,6.0,2.0,7.0,11.0,12.0,0.0,0.0,0.0,1.0,10.0,11.0,7.0,2.0,0.0,549.0,480.0,,,13.0,10.0,137.0,109.0,78.0,30.0,0.0,1.0
23.02.2019 17:30,Бёрнли,Тоттенхэм,2,1,31.0,69.0,10.0,17.0,4.0,6.0,3.0,5.0,3.0,6.0,12.0,12.0,7.0,6.0,4.0,0.0,5.0,2.0,9.0,12.0,1.0,3.0,214.0,504.0,,,12.0,16.0,82.0,115.0,58.0,69.0,,
23.02.2019 00:45,Вест Хэм,Фулхэм,3,1,55.0,45.0,21.0,8.0,7.0,5.0,9.0,2.0,5.0,1.0,14.0,16.0,12.0,0.0,3.0,3.0,4.0,4.0,11.0,11.0,1.0,1.0,553.0,473.0,,,24.0,18.0,140.0,111.0,70.0,29.0,,
23.02.2019 00:45,Кардифф,Уотфорд,1,5,35.0,65.0,15.0,12.0,6.0,7.0,5.0,4.0,4.0,1.0,12.0,13.0,3.0,3.0,3.0,1.0,2.0,5.0,10.0,11.0,1.0,2.0,313.0,579.0,,,23.0,14.0,115.0,128.0,43.0,40.0,,
12.02.2019 01:00,Вулверхэмптон,Ньюкасл Юнайтед,1,1,59.0,41.0,22.0,9.0,6.0,3.0,8.0,2.0,8.0,4.0,10.0,8.0,13.0,1.0,1.0,1.0,2.0,5.0,7.0,9.0,1.0,3.0,623.0,434.0,,,15.0,21.0,127.0,137.0,71.0,22.0,,
10.02.2019 21:00,Манчестер Сити,Челси,6,0,56.0,44.0,15.0,12.0,9.0,4.0,5.0,3.0,1.0,5.0,13.0,12.0,2.0,2.0,2.0,1.0,4.0,3.0,9.0,13.0,1.0,2.0,681.0,535.0,,,14.0,23.0,114.0,85.0,45.0,53.0,,
10.02.2019 18:30,Тоттенхэм,Лестер,3,1,53.0,47.0,12.0,20.0,5.0,9.0,2.0,9.0,5.0,2.0,9.0,17.0,2.0,9.0,7.0,5.0,8.0,2.0,11.0,4.0,3.0,1.0,499.0,437.0,,,14.0,12.0,92.0,118.0,38.0,58.0,,
09.02.2019 22:30,Брайтон,Бёрнли,1,3,68.0,32.0,16.0,9.0,6.0,5.0,4.0,2.0,6.0,2.0,8.0,8.0,9.0,3.0,1.0,0.0,2.0,5.0,8.0,7.0,1.0,1.0,519.0,253.0,,,10.0,11.0,143.0,79.0,85.0,29.0,,
09.02.2019 20:00,Кристал Пэлас,Вест Хэм,1,1,57.0,43.0,25.0,6.0,5.0,4.0,10.0,1.0,10.0,1.0,10.0,15.0,10.0,4.0,4.0,1.0,3.0,4.0,12.0,9.0,3.0,0.0,482.0,371.0,,,16.0,21.0,122.0,99.0,76.0,54.0,,
09.02.2019 20:00,Ливерпуль,Борнмут,3,0,66.0,34.0,20.0,12.0,9.0,2.0,6.0,5.0,5.0,5.0,8.0,16.0,8.0,5.0,1.0,2.0,2.0,6.0,14.0,6.0,2.0,2.0,707.0,362.0,,,23.0,12.0,141.0,70.0,79.0,39.0,,
09.02.2019 20:00,Саутгемптон,Кардифф,1,2,67.0,33.0,14.0,6.0,7.0,3.0,5.0,3.0,2.0,0.0,15.0,15.0,8.0,2.0,0.0,3.0,1.0,6.0,15.0,12.0,3.0,3.0,539.0,267.0,,,18.0,15.0,141.0,90.0,64.0,39.0,,
09.02.2019 20:00,Уотфорд,Эвертон,1,0,44.0,56.0,7.0,9.0,2.0,4.0,3.0,4.0,2.0,1.0,16.0,22.0,8.0,2.0,0.0,6.0,4.0,1.0,21.0,10.0,2.0,2.0,327.0,425.0,,,22.0,22.0,101.0,116.0,49.0,49.0,0.0,1.0
09.02.2019 20:00,Хаддерсфилд,Арсенал,1,2,55.0,45.0,15.0,9.0,6.0,4.0,6.0,4.0,3.0,1.0,13.0,18.0,5.0,0.0,2.0,1.0,2.0,5.0,17.0,12.0,3.0,2.0,482.0,410.0,,,25.0,19.0,169.0,85.0,63.0,23.0,,
09.02.2019 17:30,Фулхэм,Манчестер Юнайтед,0,3,51.0,49.0,15.0,15.0,3.0,7.0,7.0,4.0,5.0,4.0,12.0,13.0,5.0,4.0,2.0,3.0,4.0,3.0,14.0,9.0,3.0,2.0,503.0,483.0,,,21.0,11.0,119.0,128.0,60.0,64.0,,
07.02.2019 00:45,Эвертон,Манчестер Сити,0,2,39.0,61.0,4.0,15.0,1.0,4.0,0.0,4.0,3.0,7.0,11.0,12.0,5.0,6.0,0.0,5.0,2.0,1.0,12.0,6.0,1.0,1.0,336.0,546.0,,,26.0,21.0,112.0,116.0,67.0,70.0,,
05.02.2019 01:00,Вест Хэм,Ливерпуль,1,1,27.0,73.0,13.0,11.0,2.0,6.0,7.0,3.0,4.0,2.0,14.0,10.0,2.0,5.0,1.0,3.0,5.0,1.0,9.0,11.0,1.0,1.0,245.0,690.0,,,19.0,16.0,87.0,143.0,33.0,63.0,,
03.02.2019 21:30,Манчестер Сити,Арсенал,3,1,59.0,41.0,19.0,4.0,12.0,2.0,3.0,0.0,4.0,2.0,8.0,17.0,4.0,2.0,5.0,0.0,1.0,9.0,11.0,8.0,1.0,1.0,613.0,432.0,,,13.0,10.0,108.0,74.0,70.0,19.0,,
03.02.2019 19:05,Лестер,Манчестер Юнайтед,0,1,45.0,55.0,17.0,10.0,6.0,6.0,8.0,2.0,3.0,2.0,10.0,14.0,7.0,2.0,0.0,1.0,5.0,6.0,14.0,9.0,4.0,4.0,418.0,532.0,,,12.0,17.0,115.0,113.0,63.0,48.0,,
02.02.2019 22:30,Кардифф,Борнмут,2,0,27.0,73.0,12.0,9.0,5.0,2.0,0.0,5.0,7.0,2.0,13.0,18.0,6.0,7.0,2.0,0.0,2.0,3.0,17.0,14.0,1.0,2.0,218.0,615.0,,,17.0,13.0,71.0,165.0,37.0,64.0,,
02.02.2019 20:00,Бёрнли,Саутгемптон,1,1,54.0,46.0,15.0,10.0,6.0,4.0,3.0,3.0,6.0,3.0,8.0,12.0,4.0,2.0,2.0,0.0,3.0,5.0,10.0,9.0,3.0,1.0,457.0,404.0,,,12.0,17.0,152.0,121.0,65.0,37.0,,
02.02.2019 20:00,Брайтон,Уотфорд,0,0,55.0,45.0,21.0,5.0,4.0,0.0,13.0,5.0,4.0,0.0,12.0,17.0,7.0,0.0,4.0,0.0,0.0,4.0,15.0,10.0,1.0,0.0,456.0,383.0,,,21.0,26.0,120.0,102.0,85.0,33.0,,
02.02.2019 20:00,Кристал Пэлас,Фулхэм,2,0,37.0,63.0,17.0,8.0,6.0,0.0,6.0,7.0,5.0,1.0,11.0,10.0,11.0,1.0,1.0,1.0,0.0,4.0,9.0,12.0,2.0,3.0,346.0,608.0,,,25.0,16.0,98.0,145.0,49.0,49.0,,
02.02.2019 20:00,Челси,Хаддерсфилд,5,0,65.0,35.0,23.0,5.0,7.0,2.0,8.0,1.0,8.0,2.0,5.0,10.0,11.0,2.0,2.0,1.0,2.0,2.0,8.0,5.0,,,737.0,395.0,,,27.0,13.0,147.0,81.0,78.0,39.0,,
02.02.2019 20:00,Эвертон,Вулверхэмптон,1,3,64.0,36.0,13.0,8.0,4.0,4.0,2.0,2.0,7.0,2.0,14.0,13.0,3.0,1.0,2.0,1.0,1.0,3.0,12.0,14.0,3.0,1.0,534.0,306.0,,,19.0,22.0,163.0,84.0,51.0,29.0,,
02.02.2019 17:30,Тоттенхэм,Ньюкасл Юнайтед,1,0,72.0,28.0,21.0,8.0,4.0,2.0,8.0,3.0,9.0,3.0,7.0,8.0,6.0,3.0,2.0,2.0,2.0,3.0,6.0,6.0,0.0,1.0,744.0,295.0,,,10.0,17.0,163.0,89.0,93.0,24.0,,
31.01.2019 01:00,Ливерпуль,Лестер,1,1,72.0,28.0,10.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,9.0,18.0,7.0,1.0,4.0,3.0,1.0,2.0,13.0,6.0,1.0,3.0,779.0,301.0,,,15.0,19.0,172.0,92.0,89.0,34.0,,
31.01.2019 01:00,Тоттенхэм,Уотфорд,2,1,69.0,31.0,17.0,9.0,3.0,1.0,6.0,5.0,8.0,3.0,13.0,8.0,9.0,5.0,1.0,5.0,0.0,1.0,6.0,9.0,0.0,4.0,588.0,274.0,,,17.0,18.0,137.0,60.0,86.0,32.0,,
31.01.2019 00:45,Борнмут,Челси,4,0,32.0,68.0,12.0,11.0,7.0,7.0,2.0,2.0,3.0,2.0,12.0,8.0,3.0,7.0,1.0,6.0,7.0,3.0,8.0,6.0,1.0,0.0,331.0,714.0,,,10.0,17.0,56.0,155.0,24.0,95.0,,
31.01.2019 00:45,Саутгемптон,Кристал Пэлас,1,1,59.0,41.0,13.0,15.0,4.0,3.0,5.0,9.0,4.0,3.0,8.0,13.0,3.0,8.0,2.0,0.0,2.0,3.0,11.0,8.0,2.0,4.0,529.0,370.0,,,25.0,24.0,156.0,96.0,65.0,43.0,0.0,1.0
30.01.2019 01:00,Манчестер Юнайтед,Бёрнли,2,2,74.0,26.0,28.0,6.0,9.0,4.0,11.0,0.0,8.0,2.0,11.0,12.0,11.0,3.0,2.0,4.0,2.0,7.0,10.0,9.0,1.0,3.0,650.0,228.0,,,5.0,13.0,119.0,71.0,103.0,26.0,,
30.01.2019 01:00,Ньюкасл Юнайтед,Манчестер Сити,2,1,24.0,76.0,6.0,12.0,2.0,4.0,2.0,3.0,2.0,5.0,10.0,11.0,1.0,8.0,2.0,5.0,3.0,0.0,9.0,7.0,2.0,3.0,239.0,767.0,,,20.0,22.0,64.0,163.0,22.0,80.0,,
30.01.2019 00:45,Арсенал,Кардифф,2,1,71.0,29.0,15.0,19.0,4.0,2.0,5.0,9.0,6.0,8.0,14.0,13.0,4.0,7.0,0.0,1.0,1.0,2.0,14.0,12.0,3.0,3.0,590.0,232.0,,,13.0,16.0,119.0,84.0,70.0,45.0,,
30.01.2019 00:45,Вулверхэмптон,Вест Хэм,3,0,55.0,45.0,20.0,4.0,9.0,0.0,4.0,3.0,7.0,1.0,10.0,10.0,5.0,1.0,2.0,0.0,0.0,6.0,8.0,10.0,4.0,1.0,477.0,400.0,,,23.0,16.0,114.0,142.0,53.0,39.0,,
30.01.2019 00:45,Фулхэм,Брайтон,4,2,62.0,38.0,24.0,15.0,7.0,6.0,9.0,5.0,8.0,4.0,6.0,12.0,10.0,1.0,1.0,1.0,4.0,3.0,10.0,5.0,2.0,3.0,623.0,382.0,,,6.0,14.0,127.0,106.0,81.0,54.0,,
30.01.2019 00:45,Хаддерсфилд,Эвертон,0,1,58.0,42.0,10.0,10.0,2.0,5.0,6.0,4.0,2.0,1.0,9.0,14.0,3.0,4.0,0.0,0.0,4.0,2.0,13.0,10.0,1.0,4.0,548.0,400.0,,,17.0,25.0,149.0,117.0,58.0,23.0,0.0,1.0
20.01.2019 21:00,Фулхэм,Тоттенхэм,1,2,27.0,73.0,12.0,14.0,4.0,5.0,5.0,6.0,3.0,3.0,9.0,17.0,7.0,10.0,7.0,1.0,3.0,3.0,10.0,8.0,2.0,3.0,246.0,679.0,,,15.0,13.0,89.0,159.0,25.0,82.0,,
20.01.2019 18:30,Хаддерсфилд,Манчестер Сити,0,3,32.0,68.0,5.0,12.0,2.0,4.0,3.0,6.0,0.0,2.0,11.0,12.0,1.0,4.0,2.0,2.0,1.0,2.0,10.0,9.0,2.0,2.0,345.0,734.0,,,22.0,13.0,93.0,164.0,34.0,40.0,,
19.01.2019 22:30,Арсенал,Челси,2,0,36.0,64.0,13.0,13.0,5.0,1.0,7.0,9.0,1.0,3.0,15.0,13.0,5.0,6.0,1.0,0.0,1.0,3.0,13.0,15.0,0.0,2.0,355.0,647.0,,,33.0,13.0,83.0,142.0,55.0,94.0,,
19.01.2019 20:00,Борнмут,Вест Хэм,2,0,39.0,61.0,10.0,9.0,4.0,1.0,5.0,6.0,1.0,2.0,10.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0,6.0,10.0,0.0,1.0,359.0,582.0,,,21.0,14.0,98.0,122.0,60.0,61.0,,
19.01.2019 20:00,Ливерпуль,Кристал Пэлас,4,3,70.0,30.0,19.0,9.0,9.0,3.0,7.0,3.0,3.0,3.0,10.0,7.0,8.0,3.0,1.0,3.0,0.0,5.0,6.0,8.0,2.0,1.0,734.0,304.0,,,19.0,22.0,156.0,75.0,99.0,23.0,1.0,0.0
19.01.2019 20:00,Манчестер Юнайтед,Брайтон,2,1,56.0,44.0,20.0,7.0,5.0,3.0,9.0,3.0,6.0,1.0,12.0,12.0,6.0,5.0,1.0,2.0,2.0,3.0,11.0,11.0,1.0,0.0,507.0,391.0,,,14.0,16.0,113.0,109.0,47.0,42.0,,
19.01.2019 20:00,Ньюкасл Юнайтед,Кардифф,3,0,53.0,47.0,16.0,9.0,6.0,1.0,5.0,5.0,5.0,3.0,5.0,12.0,7.0,10.0,1.0,0.0,1.0,3.0,11.0,6.0,0.0,1.0,375.0,325.0,,,18.0,25.0,95.0,113.0,55.0,53.0,,
19.01.2019 20:00,Саутгемптон,Эвертон,2,1,39.0,61.0,11.0,7.0,4.0,2.0,4.0,1.0,3.0,4.0,13.0,15.0,7.0,6.0,3.0,2.0,1.0,2.0,12.0,11.0,2.0,1.0,302.0,473.0,,,20.0,20.0,93.0,138.0,43.0,62.0,,
19.01.2019 20:00,Уотфорд,Бёрнли,0,0,55.0,45.0,9.0,11.0,4.0,3.0,3.0,6.0,2.0,2.0,16.0,21.0,1.0,7.0,2.0,8.0,3.0,4.0,14.0,9.0,1.0,2.0,412.0,330.0,,,15.0,12.0,116.0,103.0,39.0,59.0,,
19.01.2019 17:30,Вулверхэмптон,Лестер,4,3,46.0,54.0,12.0,16.0,7.0,6.0,3.0,5.0,2.0,5.0,9.0,12.0,5.0,9.0,1.0,0.0,3.0,3.0,11.0,10.0,3.0,3.0,381.0,447.0,,,20.0,15.0,104.0,142.0,33.0,74.0,,
15.01.2019 01:00,Манчестер Сити,Вулверхэмптон,3,0,76.0,24.0,24.0,3.0,9.0,0.0,7.0,1.0,8.0,2.0,4.0,10.0,12.0,1.0,3.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,872.0,283.0,,,10.0,18.0,186.0,56.0,125.0,9.0,0.0,1.0
13.01.2019 21:30,Тоттенхэм,Манчестер Юнайтед,0,1,61.0,39.0,21.0,13.0,11.0,8.0,6.0,3.0,4.0,2.0,9.0,12.0,7.0,4.0,4.0,1.0,7.0,11.0,8.0,8.0,1.0,2.0,567.0,363.0,,,19.0,15.0,119.0,97.0,62.0,34.0,,
13.01.2019 19:15,Эвертон,Борнмут,2,0,51.0,49.0,15.0,16.0,3.0,7.0,8.0,7.0,4.0,2.0,9.0,18.0,5.0,9.0,1.0,1.0,7.0,1.0,17.0,8.0,5.0,0.0,396.0,378.0,,,19.0,14.0,86.0,121.0,52.0,65.0,,
12.01.2019 22:30,Челси,Ньюкасл Юнайтед,2,1,66.0,34.0,10.0,9.0,6.0,2.0,2.0,6.0,2.0,1.0,14.0,11.0,8.0,5.0,5.0,1.0,1.0,4.0,6.0,13.0,1.0,1.0,698.0,351.0,,,18.0,23.0,144.0,97.0,62.0,30.0,,
12.01.2019 20:00,Бёрнли,Фулхэм,2,1,42.0,58.0,11.0,12.0,0.0,4.0,6.0,4.0,5.0,4.0,9.0,7.0,2.0,6.0,2.0,0.0,,,5.0,9.0,1.0,2.0,419.0,564.0,,,22.0,11.0,123.0,144.0,37.0,60.0,,
12.01.2019 20:00,Брайтон,Ливерпуль,0,1,29.0,71.0,7.0,10.0,0.0,3.0,5.0,5.0,2.0,2.0,5.0,20.0,2.0,7.0,5.0,0.0,2.0,0.0,15.0,5.0,,,301.0,755.0,,,11.0,10.0,80.0,158.0,31.0,58.0,,
12.01.2019 20:00,Кардифф,Хаддерсфилд,0,0,39.0,61.0,3.0,14.0,0.0,2.0,0.0,4.0,3.0,8.0,16.0,15.0,3.0,10.0,3.0,3.0,2.0,0.0,12.0,14.0,3.0,1.0,270.0,425.0,,,14.0,11.0,129.0,122.0,40.0,53.0,,
12.01.2019 20:00,Кристал Пэлас,Уотфорд,1,2,55.0,45.0,15.0,16.0,6.0,2.0,6.0,9.0,3.0,5.0,14.0,14.0,7.0,7.0,3.0,2.0,0.0,5.0,11.0,11.0,1.0,4.0,408.0,334.0,,,32.0,15.0,137.0,106.0,80.0,55.0,,
12.01.2019 20:00,Лестер,Саутгемптон,1,2,72.0,28.0,23.0,8.0,6.0,3.0,8.0,3.0,9.0,2.0,14.0,11.0,10.0,3.0,4.0,4.0,1.0,5.0,7.0,9.0,2.0,3.0,552.0,227.0,,,10.0,15.0,174.0,81.0,109.0,21.0,0.0,1.0
