Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Желтые карточки,К2 Желтые карточки,К1 Всего передач,К2 Всего передач,К1 Завершено передач,К2 Завершено передач,К1 Oтборы,К2 Oтборы,К1 Атаки,К2 Атаки,К1 Опасные атаки,К2 Опасные атаки,К1 Красные карточки,К2 Красные карточки
12.01.2019 17:30,Вест Хэм,Арсенал,1,0,42.0,58.0,11.0,11.0,3.0,2.0,7.0,8.0,1.0,1.0,13.0,12.0,7.0,3.0,5.0,3.0,2.0,2.0,7.0,10.0,0.0,2.0,380.0,555.0,,,11.0,15.0,93.0,108.0,55.0,39.0,,
04.01.2019 01:00,Манчестер Сити,Ливерпуль,2,1,50.0,50.0,9.0,7.0,4.0,5.0,4.0,2.0,1.0,0.0,8.0,14.0,2.0,1.0,2.0,1.0,4.0,2.0,12.0,7.0,4.0,2.0,578.0,583.0,,,14.0,18.0,142.0,97.0,46.0,36.0,,
03.01.2019 01:00,Ньюкасл Юнайтед,Манчестер Юнайтед,0,2,35.0,65.0,14.0,16.0,3.0,7.0,8.0,6.0,3.0,3.0,8.0,9.0,1.0,2.0,0.0,0.0,5.0,3.0,10.0,9.0,1.0,2.0,350.0,687.0,,,29.0,17.0,100.0,151.0,34.0,42.0,,
03.01.2019 00:45,Борнмут,Уотфорд,3,3,57.0,43.0,25.0,11.0,12.0,3.0,8.0,6.0,5.0,2.0,17.0,12.0,4.0,2.0,2.0,2.0,0.0,9.0,9.0,15.0,1.0,4.0,491.0,379.0,,,15.0,17.0,123.0,101.0,47.0,35.0,,
03.01.2019 00:45,Вест Хэм,Брайтон,2,2,54.0,46.0,13.0,13.0,6.0,6.0,6.0,2.0,1.0,5.0,14.0,4.0,1.0,5.0,0.0,4.0,4.0,4.0,9.0,11.0,0.0,1.0,494.0,410.0,,,10.0,16.0,132.0,108.0,39.0,38.0,,
03.01.2019 00:45,Вулверхэмптон,Кристал Пэлас,0,2,52.0,48.0,9.0,17.0,1.0,4.0,5.0,6.0,3.0,7.0,7.0,9.0,3.0,10.0,1.0,0.0,2.0,1.0,9.0,7.0,4.0,1.0,527.0,480.0,,,26.0,19.0,108.0,141.0,45.0,66.0,,
03.01.2019 00:45,Хаддерсфилд,Бёрнли,1,2,43.0,57.0,9.0,16.0,2.0,8.0,3.0,7.0,4.0,1.0,11.0,11.0,5.0,2.0,0.0,2.0,6.0,1.0,11.0,9.0,2.0,4.0,361.0,483.0,,,19.0,9.0,117.0,156.0,36.0,59.0,1.0,1.0
03.01.2019 00:45,Челси,Саутгемптон,0,0,72.0,28.0,17.0,6.0,6.0,2.0,2.0,3.0,9.0,1.0,14.0,13.0,7.0,2.0,5.0,3.0,2.0,6.0,8.0,11.0,1.0,2.0,748.0,296.0,,,18.0,21.0,176.0,98.0,65.0,49.0,,
01.01.2019 22:30,Кардифф,Тоттенхэм,0,3,27.0,73.0,6.0,13.0,3.0,4.0,2.0,6.0,1.0,3.0,8.0,12.0,5.0,3.0,6.0,2.0,1.0,3.0,6.0,6.0,1.0,0.0,290.0,823.0,,,14.0,9.0,92.0,122.0,34.0,35.0,,
01.01.2019 20:00,Арсенал,Фулхэм,4,1,60.0,40.0,16.0,9.0,9.0,4.0,4.0,4.0,3.0,1.0,16.0,11.0,8.0,3.0,4.0,4.0,3.0,5.0,7.0,12.0,0.0,1.0,542.0,365.0,,,16.0,19.0,105.0,114.0,77.0,33.0,,
01.01.2019 17:30,Эвертон,Лестер,0,1,60.0,40.0,17.0,8.0,2.0,4.0,7.0,3.0,8.0,1.0,10.0,6.0,6.0,5.0,1.0,2.0,3.0,2.0,5.0,8.0,3.0,1.0,525.0,366.0,,,18.0,26.0,172.0,105.0,91.0,45.0,,
30.12.2018 21:30,Манчестер Юнайтед,Борнмут,4,1,64.0,36.0,11.0,7.0,8.0,3.0,0.0,2.0,3.0,2.0,6.0,14.0,4.0,5.0,6.0,0.0,2.0,4.0,10.0,7.0,2.0,0.0,681.0,355.0,,,12.0,8.0,118.0,70.0,51.0,46.0,1.0,0.0
30.12.2018 19:15,Бёрнли,Вест Хэм,2,0,43.0,57.0,17.0,11.0,5.0,4.0,9.0,2.0,3.0,5.0,12.0,19.0,5.0,5.0,4.0,1.0,4.0,3.0,15.0,11.0,1.0,4.0,338.0,453.0,,,21.0,15.0,103.0,102.0,56.0,51.0,,
30.12.2018 19:15,Саутгемптон,Манчестер Сити,1,3,24.0,76.0,5.0,14.0,4.0,6.0,1.0,4.0,0.0,4.0,13.0,12.0,3.0,8.0,0.0,2.0,3.0,3.0,11.0,10.0,2.0,3.0,235.0,783.0,,,26.0,12.0,74.0,174.0,18.0,73.0,1.0,0.0
30.12.2018 17:00,Кристал Пэлас,Челси,0,1,34.0,66.0,4.0,12.0,0.0,4.0,2.0,4.0,2.0,4.0,11.0,14.0,3.0,4.0,3.0,3.0,3.0,0.0,11.0,8.0,,,394.0,781.0,,,14.0,12.0,82.0,167.0,35.0,87.0,,
29.12.2018 22:30,Ливерпуль,Арсенал,5,1,48.0,52.0,15.0,8.0,10.0,2.0,3.0,3.0,2.0,3.0,16.0,10.0,5.0,3.0,2.0,5.0,1.0,5.0,8.0,13.0,1.0,2.0,511.0,551.0,,,17.0,17.0,94.0,114.0,48.0,40.0,,
29.12.2018 20:00,Брайтон,Эвертон,1,0,45.0,55.0,11.0,13.0,3.0,4.0,3.0,6.0,5.0,3.0,12.0,11.0,6.0,6.0,2.0,1.0,4.0,2.0,10.0,11.0,0.0,2.0,349.0,427.0,,,23.0,17.0,98.0,99.0,50.0,58.0,,
29.12.2018 20:00,Лестер,Кардифф,0,1,62.0,38.0,16.0,12.0,7.0,3.0,3.0,3.0,6.0,6.0,16.0,12.0,10.0,4.0,0.0,1.0,2.0,7.0,14.0,16.0,0.0,2.0,448.0,273.0,,,19.0,13.0,99.0,117.0,50.0,62.0,,
29.12.2018 20:00,Тоттенхэм,Вулверхэмптон,1,3,61.0,39.0,10.0,11.0,3.0,4.0,4.0,4.0,3.0,3.0,12.0,6.0,6.0,7.0,0.0,4.0,1.0,2.0,7.0,7.0,3.0,2.0,665.0,416.0,,,18.0,19.0,134.0,97.0,53.0,56.0,,
29.12.2018 20:00,Уотфорд,Ньюкасл Юнайтед,1,1,63.0,37.0,12.0,8.0,5.0,2.0,2.0,4.0,5.0,2.0,20.0,18.0,3.0,6.0,1.0,4.0,1.0,4.0,17.0,16.0,1.0,2.0,566.0,326.0,,,6.0,20.0,136.0,107.0,72.0,42.0,,
29.12.2018 20:00,Фулхэм,Хаддерсфилд,1,0,44.0,56.0,14.0,9.0,5.0,5.0,7.0,1.0,2.0,3.0,10.0,15.0,4.0,3.0,3.0,2.0,5.0,4.0,12.0,10.0,3.0,1.0,395.0,529.0,,,9.0,8.0,121.0,107.0,50.0,36.0,,
28.12.2018 00:45,Саутгемптон,Вест Хэм,1,2,46.0,54.0,11.0,16.0,5.0,5.0,3.0,6.0,3.0,5.0,6.0,13.0,4.0,6.0,4.0,2.0,3.0,4.0,10.0,3.0,2.0,0.0,409.0,487.0,,,26.0,20.0,121.0,151.0,39.0,56.0,,
27.12.2018 00:30,Уотфорд,Челси,1,2,35.0,65.0,10.0,10.0,2.0,4.0,5.0,5.0,3.0,1.0,7.0,13.0,3.0,4.0,0.0,2.0,2.0,1.0,15.0,5.0,1.0,0.0,392.0,729.0,,,18.0,12.0,106.0,135.0,61.0,63.0,,
26.12.2018 22:15,Брайтон,Арсенал,1,1,32.0,68.0,12.0,7.0,3.0,4.0,8.0,1.0,1.0,2.0,5.0,11.0,4.0,9.0,1.0,1.0,3.0,2.0,10.0,4.0,2.0,1.0,324.0,711.0,,,17.0,7.0,91.0,117.0,43.0,56.0,,
26.12.2018 20:00,Бёрнли,Эвертон,1,5,49.0,51.0,11.0,13.0,4.0,6.0,6.0,3.0,1.0,4.0,19.0,15.0,5.0,7.0,2.0,2.0,1.0,3.0,11.0,19.0,2.0,4.0,401.0,417.0,,,16.0,8.0,142.0,94.0,60.0,39.0,,
26.12.2018 20:00,Кристал Пэлас,Кардифф,0,0,63.0,37.0,31.0,9.0,5.0,4.0,12.0,4.0,14.0,1.0,13.0,9.0,12.0,1.0,0.0,3.0,4.0,5.0,9.0,11.0,0.0,3.0,487.0,303.0,,,10.0,22.0,125.0,90.0,88.0,39.0,,
26.12.2018 20:00,Лестер,Манчестер Сити,2,1,34.0,66.0,10.0,11.0,5.0,4.0,4.0,4.0,1.0,3.0,11.0,6.0,3.0,7.0,1.0,3.0,3.0,3.0,5.0,8.0,2.0,2.0,320.0,613.0,,,22.0,17.0,89.0,157.0,29.0,97.0,0.0,1.0
26.12.2018 20:00,Ливерпуль,Ньюкасл Юнайтед,4,0,75.0,25.0,16.0,6.0,8.0,2.0,4.0,4.0,4.0,0.0,10.0,9.0,10.0,2.0,1.0,1.0,2.0,4.0,7.0,9.0,,,723.0,233.0,,,8.0,14.0,164.0,85.0,69.0,29.0,,
26.12.2018 20:00,Манчестер Юнайтед,Хаддерсфилд,3,1,65.0,35.0,16.0,10.0,10.0,2.0,2.0,7.0,4.0,1.0,14.0,7.0,5.0,3.0,1.0,4.0,1.0,7.0,9.0,13.0,1.0,1.0,634.0,335.0,,,14.0,28.0,143.0,87.0,49.0,36.0,,
26.12.2018 20:00,Тоттенхэм,Борнмут,5,0,57.0,43.0,10.0,14.0,7.0,4.0,2.0,6.0,1.0,4.0,11.0,5.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,8.0,2.0,1.0,599.0,449.0,,,12.0,18.0,109.0,92.0,36.0,46.0,,
26.12.2018 17:30,Фулхэм,Вулверхэмптон,1,1,30.0,70.0,11.0,14.0,5.0,5.0,5.0,7.0,1.0,2.0,8.0,9.0,2.0,0.0,0.0,2.0,4.0,4.0,9.0,6.0,2.0,1.0,286.0,685.0,,,16.0,20.0,107.0,160.0,29.0,70.0,,
23.12.2018 21:00,Эвертон,Тоттенхэм,2,6,42.0,58.0,10.0,17.0,3.0,8.0,5.0,7.0,2.0,2.0,11.0,17.0,2.0,1.0,4.0,2.0,2.0,1.0,13.0,9.0,0.0,2.0,412.0,605.0,,,11.0,13.0,137.0,108.0,52.0,25.0,,
22.12.2018 22:30,Кардифф,Манчестер Юнайтед,1,5,26.0,74.0,9.0,17.0,3.0,9.0,5.0,4.0,1.0,4.0,12.0,15.0,4.0,7.0,3.0,0.0,4.0,2.0,13.0,13.0,2.0,1.0,209.0,640.0,,,18.0,18.0,79.0,123.0,44.0,40.0,,
22.12.2018 20:00,Борнмут,Брайтон,2,0,57.0,43.0,14.0,10.0,3.0,5.0,7.0,4.0,4.0,1.0,19.0,11.0,6.0,5.0,3.0,2.0,5.0,1.0,8.0,18.0,2.0,2.0,541.0,392.0,,,12.0,19.0,129.0,107.0,47.0,37.0,0.0,1.0
22.12.2018 20:00,Вест Хэм,Уотфорд,0,2,51.0,49.0,18.0,11.0,7.0,5.0,5.0,1.0,6.0,5.0,12.0,12.0,10.0,4.0,4.0,2.0,3.0,7.0,9.0,11.0,3.0,2.0,381.0,380.0,,,20.0,24.0,108.0,105.0,75.0,57.0,,
22.12.2018 20:00,Манчестер Сити,Кристал Пэлас,2,3,78.0,22.0,19.0,5.0,5.0,3.0,9.0,2.0,5.0,0.0,7.0,8.0,13.0,0.0,2.0,1.0,0.0,3.0,7.0,6.0,0.0,4.0,733.0,213.0,,,18.0,25.0,181.0,56.0,121.0,15.0,,
22.12.2018 20:00,Ньюкасл Юнайтед,Фулхэм,0,0,54.0,46.0,9.0,4.0,0.0,2.0,5.0,0.0,4.0,2.0,15.0,13.0,6.0,0.0,2.0,4.0,2.0,0.0,9.0,12.0,1.0,2.0,499.0,463.0,,,24.0,7.0,131.0,96.0,65.0,32.0,,
22.12.2018 20:00,Хаддерсфилд,Саутгемптон,1,3,63.0,37.0,16.0,13.0,5.0,6.0,5.0,6.0,6.0,1.0,10.0,14.0,8.0,2.0,3.0,1.0,3.0,4.0,12.0,9.0,2.0,3.0,523.0,329.0,,,14.0,12.0,142.0,102.0,49.0,29.0,,
22.12.2018 20:00,Челси,Лестер,0,1,72.0,28.0,17.0,8.0,5.0,3.0,8.0,2.0,4.0,3.0,11.0,14.0,9.0,5.0,3.0,2.0,2.0,5.0,10.0,9.0,0.0,2.0,693.0,262.0,,,18.0,23.0,169.0,71.0,104.0,53.0,,
22.12.2018 17:30,Арсенал,Бёрнли,3,1,60.0,40.0,10.0,7.0,6.0,2.0,1.0,3.0,3.0,2.0,16.0,12.0,1.0,3.0,2.0,4.0,1.0,3.0,10.0,14.0,2.0,5.0,553.0,357.0,,,17.0,16.0,109.0,106.0,41.0,45.0,,
22.12.2018 01:00,Вулверхэмптон,Ливерпуль,0,2,38.0,62.0,11.0,15.0,5.0,6.0,4.0,4.0,2.0,5.0,5.0,11.0,1.0,10.0,4.0,2.0,4.0,5.0,7.0,3.0,,,420.0,675.0,,,26.0,18.0,106.0,169.0,32.0,58.0,,
16.12.2018 21:00,Ливерпуль,Манчестер Юнайтед,3,1,64.0,36.0,36.0,6.0,11.0,2.0,11.0,3.0,14.0,1.0,17.0,8.0,13.0,2.0,2.0,3.0,1.0,8.0,6.0,14.0,0.0,2.0,562.0,321.0,,,12.0,26.0,154.0,85.0,97.0,27.0,,
16.12.2018 18:30,Брайтон,Челси,1,2,42.0,58.0,6.0,10.0,2.0,3.0,3.0,4.0,1.0,3.0,10.0,20.0,4.0,1.0,5.0,4.0,1.0,1.0,14.0,6.0,2.0,2.0,455.0,654.0,,,26.0,15.0,97.0,127.0,39.0,50.0,,
16.12.2018 18:30,Саутгемптон,Арсенал,3,2,34.0,66.0,12.0,13.0,7.0,4.0,1.0,4.0,4.0,5.0,12.0,13.0,4.0,5.0,2.0,2.0,2.0,4.0,12.0,10.0,3.0,1.0,317.0,629.0,,,20.0,16.0,87.0,118.0,30.0,56.0,,
15.12.2018 22:30,Фулхэм,Вест Хэм,0,2,56.0,44.0,16.0,6.0,4.0,3.0,9.0,2.0,3.0,1.0,12.0,20.0,6.0,4.0,6.0,2.0,1.0,4.0,14.0,10.0,2.0,1.0,498.0,391.0,,,16.0,22.0,136.0,92.0,63.0,42.0,,
15.12.2018 20:00,Вулверхэмптон,Борнмут,2,0,38.0,62.0,9.0,13.0,3.0,3.0,3.0,5.0,3.0,5.0,7.0,21.0,5.0,3.0,4.0,0.0,3.0,1.0,15.0,7.0,1.0,2.0,389.0,633.0,,,21.0,8.0,82.0,144.0,34.0,76.0,,
15.12.2018 20:00,Кристал Пэлас,Лестер,1,0,43.0,57.0,8.0,12.0,1.0,2.0,5.0,7.0,2.0,3.0,14.0,15.0,4.0,4.0,6.0,3.0,2.0,0.0,10.0,8.0,2.0,1.0,384.0,495.0,,,25.0,26.0,113.0,128.0,43.0,58.0,,
15.12.2018 20:00,Тоттенхэм,Бёрнли,1,0,70.0,30.0,15.0,4.0,3.0,0.0,6.0,2.0,6.0,2.0,6.0,8.0,8.0,3.0,2.0,1.0,0.0,2.0,7.0,8.0,0.0,2.0,623.0,264.0,,,7.0,23.0,150.0,97.0,74.0,30.0,,
15.12.2018 20:00,Уотфорд,Кардифф,3,2,72.0,28.0,17.0,10.0,8.0,3.0,6.0,4.0,3.0,3.0,6.0,9.0,5.0,0.0,2.0,1.0,1.0,5.0,7.0,5.0,,,663.0,255.0,,,13.0,17.0,153.0,92.0,53.0,34.0,,
15.12.2018 20:00,Хаддерсфилд,Ньюкасл Юнайтед,0,1,74.0,26.0,15.0,8.0,5.0,5.0,7.0,2.0,3.0,1.0,13.0,8.0,10.0,1.0,2.0,1.0,4.0,5.0,5.0,13.0,1.0,1.0,624.0,233.0,,,18.0,17.0,195.0,68.0,93.0,23.0,,
15.12.2018 17:30,Манчестер Сити,Эвертон,3,1,67.0,33.0,13.0,9.0,5.0,2.0,4.0,5.0,4.0,2.0,11.0,10.0,6.0,2.0,3.0,2.0,1.0,2.0,7.0,9.0,1.0,2.0,705.0,335.0,,,14.0,11.0,149.0,80.0,61.0,34.0,,
11.12.2018 01:00,Эвертон,Уотфорд,2,2,57.0,43.0,12.0,15.0,5.0,3.0,5.0,7.0,2.0,5.0,10.0,13.0,6.0,6.0,4.0,4.0,1.0,3.0,13.0,13.0,1.0,1.0,412.0,321.0,,,24.0,24.0,106.0,105.0,50.0,54.0,,
09.12.2018 21:00,Ньюкасл Юнайтед,Вулверхэмптон,1,2,50.0,50.0,12.0,13.0,4.0,6.0,4.0,5.0,4.0,2.0,16.0,9.0,4.0,6.0,0.0,2.0,4.0,3.0,10.0,17.0,2.0,5.0,425.0,425.0,,,13.0,13.0,118.0,99.0,52.0,46.0,1.0,0.0
09.12.2018 00:45,Лестер,Тоттенхэм,0,2,42.0,58.0,10.0,7.0,3.0,2.0,5.0,4.0,2.0,1.0,8.0,15.0,6.0,5.0,3.0,1.0,0.0,3.0,12.0,7.0,3.0,1.0,410.0,578.0,,,21.0,23.0,125.0,111.0,59.0,41.0,,
08.12.2018 22:30,Челси,Манчестер Сити,2,0,39.0,61.0,8.0,14.0,5.0,4.0,1.0,6.0,2.0,4.0,13.0,13.0,1.0,13.0,1.0,2.0,4.0,3.0,12.0,11.0,2.0,0.0,410.0,640.0,,,26.0,19.0,67.0,160.0,19.0,72.0,,
08.12.2018 20:00,Арсенал,Хаддерсфилд,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.12.2018 20:00,Бёрнли,Брайтон,1,0,38.0,62.0,14.0,14.0,4.0,1.0,4.0,12.0,6.0,1.0,13.0,13.0,2.0,7.0,2.0,1.0,1.0,3.0,11.0,11.0,2.0,0.0,307.0,515.0,,,11.0,12.0,111.0,115.0,31.0,50.0,,
08.12.2018 20:00,Вест Хэм,Кристал Пэлас,3,2,49.0,51.0,13.0,8.0,6.0,4.0,5.0,2.0,2.0,2.0,8.0,13.0,5.0,3.0,2.0,0.0,2.0,3.0,10.0,8.0,1.0,2.0,430.0,474.0,,,22.0,20.0,107.0,127.0,64.0,59.0,,
08.12.2018 20:00,Кардифф,Саутгемптон,1,0,37.0,63.0,13.0,12.0,4.0,1.0,8.0,6.0,1.0,5.0,11.0,13.0,7.0,7.0,4.0,0.0,1.0,3.0,9.0,10.0,2.0,2.0,248.0,448.0,,,13.0,16.0,98.0,109.0,51.0,52.0,,
08.12.2018 20:00,Манчестер Юнайтед,Фулхэм,4,1,63.0,37.0,20.0,10.0,11.0,4.0,6.0,4.0,3.0,2.0,18.0,13.0,10.0,3.0,4.0,3.0,3.0,7.0,11.0,15.0,1.0,3.0,625.0,376.0,,,14.0,18.0,120.0,117.0,65.0,42.0,0.0,1.0
08.12.2018 17:30,Борнмут,Ливерпуль,0,4,40.0,60.0,8.0,10.0,2.0,4.0,3.0,4.0,3.0,2.0,13.0,12.0,6.0,6.0,3.0,2.0,1.0,2.0,9.0,11.0,2.0,1.0,424.0,634.0,,,14.0,12.0,106.0,139.0,38.0,61.0,,
06.12.2018 01:00,Манчестер Юнайтед,Арсенал,2,2,45.0,55.0,10.0,9.0,7.0,4.0,0.0,2.0,3.0,3.0,15.0,17.0,4.0,4.0,2.0,3.0,2.0,5.0,13.0,10.0,3.0,3.0,446.0,545.0,,,15.0,12.0,123.0,94.0,36.0,44.0,,
06.12.2018 01:00,Тоттенхэм,Саутгемптон,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.12.2018 00:45,Бёрнли,Ливерпуль,1,3,26.0,74.0,10.0,18.0,6.0,12.0,3.0,2.0,1.0,4.0,7.0,18.0,5.0,9.0,6.0,3.0,9.0,5.0,10.0,3.0,1.0,0.0,229.0,680.0,,,13.0,4.0,98.0,96.0,37.0,52.0,,
06.12.2018 00:45,Вулверхэмптон,Челси,2,1,30.0,70.0,6.0,17.0,2.0,3.0,3.0,10.0,1.0,4.0,10.0,18.0,1.0,5.0,2.0,0.0,2.0,0.0,18.0,10.0,4.0,4.0,281.0,678.0,,,14.0,13.0,85.0,149.0,33.0,52.0,,
06.12.2018 00:45,Фулхэм,Лестер,1,1,46.0,54.0,25.0,13.0,7.0,5.0,10.0,6.0,8.0,2.0,8.0,12.0,10.0,8.0,2.0,2.0,4.0,6.0,12.0,7.0,,,314.0,382.0,,,7.0,14.0,110.0,102.0,61.0,42.0,,
06.12.2018 00:45,Эвертон,Ньюкасл Юнайтед,1,1,76.0,24.0,19.0,8.0,3.0,5.0,8.0,3.0,8.0,0.0,19.0,6.0,14.0,2.0,0.0,2.0,4.0,2.0,7.0,18.0,0.0,5.0,647.0,205.0,,,13.0,23.0,167.0,74.0,101.0,19.0,,
05.12.2018 01:00,Уотфорд,Манчестер Сити,1,2,30.0,70.0,11.0,15.0,7.0,7.0,2.0,5.0,2.0,3.0,9.0,3.0,3.0,11.0,4.0,7.0,5.0,6.0,4.0,8.0,0.0,1.0,308.0,714.0,,,19.0,16.0,96.0,147.0,36.0,80.0,,
05.12.2018 00:45,Борнмут,Хаддерсфилд,2,1,33.0,67.0,6.0,23.0,2.0,6.0,4.0,10.0,0.0,7.0,7.0,8.0,4.0,8.0,3.0,0.0,5.0,0.0,14.0,11.0,4.0,2.0,304.0,608.0,,,15.0,25.0,78.0,157.0,45.0,104.0,,
05.12.2018 00:45,Брайтон,Кристал Пэлас,3,1,31.0,69.0,9.0,18.0,3.0,5.0,3.0,8.0,3.0,5.0,9.0,13.0,4.0,5.0,0.0,0.0,4.0,0.0,14.0,12.0,2.0,3.0,269.0,591.0,,,30.0,17.0,74.0,137.0,37.0,78.0,1.0,0.0
05.12.2018 00:45,Вест Хэм,Кардифф,3,1,61.0,39.0,17.0,9.0,11.0,5.0,3.0,2.0,3.0,2.0,15.0,11.0,10.0,4.0,2.0,5.0,4.0,8.0,10.0,10.0,1.0,2.0,461.0,295.0,,,12.0,13.0,112.0,120.0,38.0,33.0,,
02.12.2018 21:15,Ливерпуль,Эвертон,1,0,58.0,42.0,15.0,9.0,3.0,3.0,9.0,4.0,3.0,2.0,6.0,12.0,8.0,1.0,1.0,3.0,3.0,2.0,12.0,7.0,3.0,2.0,521.0,388.0,,,21.0,16.0,126.0,83.0,73.0,38.0,,
02.12.2018 19:05,Арсенал,Тоттенхэм,4,2,59.0,41.0,22.0,11.0,7.0,6.0,11.0,3.0,4.0,2.0,15.0,13.0,8.0,5.0,5.0,2.0,4.0,3.0,15.0,17.0,3.0,5.0,477.0,331.0,,,25.0,23.0,100.0,88.0,55.0,37.0,0.0,1.0
02.12.2018 17:00,Челси,Фулхэм,2,0,66.0,34.0,16.0,9.0,9.0,4.0,1.0,4.0,6.0,1.0,18.0,6.0,4.0,6.0,0.0,1.0,4.0,7.0,8.0,17.0,2.0,1.0,725.0,360.0,,,18.0,23.0,139.0,106.0,50.0,42.0,,
01.12.2018 22:30,Саутгемптон,Манчестер Юнайтед,2,2,40.0,60.0,16.0,11.0,6.0,5.0,6.0,4.0,4.0,2.0,15.0,12.0,3.0,5.0,0.0,2.0,3.0,4.0,12.0,13.0,4.0,4.0,358.0,520.0,,,21.0,24.0,114.0,104.0,49.0,38.0,,
01.12.2018 20:00,Кристал Пэлас,Бёрнли,2,0,59.0,41.0,29.0,4.0,9.0,0.0,11.0,2.0,9.0,2.0,12.0,11.0,10.0,2.0,1.0,2.0,0.0,7.0,9.0,10.0,1.0,1.0,518.0,357.0,,,8.0,18.0,123.0,103.0,81.0,55.0,,
01.12.2018 20:00,Лестер,Уотфорд,2,0,38.0,62.0,7.0,8.0,3.0,0.0,3.0,6.0,1.0,2.0,6.0,8.0,4.0,8.0,1.0,1.0,0.0,1.0,7.0,6.0,2.0,1.0,303.0,496.0,,,27.0,15.0,84.0,124.0,35.0,72.0,0.0,1.0
01.12.2018 20:00,Манчестер Сити,Борнмут,3,1,73.0,27.0,16.0,4.0,6.0,1.0,4.0,2.0,6.0,1.0,6.0,11.0,8.0,4.0,2.0,3.0,0.0,3.0,9.0,3.0,,,786.0,286.0,,,14.0,6.0,159.0,77.0,72.0,37.0,,
01.12.2018 20:00,Ньюкасл Юнайтед,Вест Хэм,0,3,59.0,41.0,16.0,7.0,4.0,4.0,7.0,3.0,5.0,0.0,13.0,13.0,7.0,3.0,3.0,3.0,1.0,4.0,10.0,10.0,3.0,3.0,492.0,358.0,,,14.0,25.0,120.0,88.0,61.0,27.0,,
01.12.2018 20:00,Хаддерсфилд,Брайтон,1,2,32.0,68.0,7.0,14.0,2.0,6.0,3.0,3.0,2.0,5.0,17.0,9.0,2.0,6.0,1.0,4.0,4.0,1.0,10.0,12.0,0.0,2.0,265.0,568.0,,,12.0,14.0,97.0,129.0,35.0,50.0,1.0,0.0
01.12.2018 01:00,Кардифф,Вулверхэмптон,2,1,48.0,52.0,17.0,15.0,3.0,4.0,8.0,9.0,6.0,2.0,12.0,6.0,7.0,6.0,2.0,0.0,3.0,1.0,3.0,12.0,1.0,2.0,312.0,345.0,,,26.0,21.0,142.0,103.0,53.0,51.0,,
27.11.2018 01:30,Бёрнли,Ньюкасл Юнайтед,1,2,56.0,44.0,14.0,17.0,4.0,3.0,8.0,8.0,2.0,6.0,12.0,7.0,5.0,5.0,1.0,1.0,1.0,3.0,6.0,11.0,0.0,1.0,585.0,450.0,,,14.0,12.0,155.0,102.0,46.0,34.0,,
25.11.2018 21:00,Вулверхэмптон,Хаддерсфилд,0,2,45.0,55.0,12.0,14.0,3.0,6.0,6.0,4.0,3.0,4.0,9.0,10.0,3.0,5.0,1.0,1.0,4.0,3.0,9.0,8.0,1.0,2.0,443.0,547.0,,,21.0,26.0,131.0,126.0,40.0,45.0,,
25.11.2018 18:30,Борнмут,Арсенал,1,2,41.0,59.0,11.0,20.0,5.0,4.0,2.0,11.0,4.0,5.0,10.0,11.0,5.0,8.0,4.0,2.0,2.0,4.0,6.0,9.0,2.0,1.0,394.0,574.0,,,15.0,18.0,70.0,106.0,35.0,72.0,,
24.11.2018 22:30,Тоттенхэм,Челси,3,1,40.0,60.0,18.0,13.0,9.0,2.0,6.0,5.0,3.0,6.0,12.0,10.0,4.0,4.0,3.0,5.0,1.0,6.0,19.0,12.0,0.0,3.0,369.0,549.0,,,12.0,17.0,102.0,135.0,50.0,48.0,,
24.11.2018 20:00,Брайтон,Лестер,1,1,55.0,45.0,14.0,8.0,3.0,3.0,8.0,3.0,3.0,2.0,8.0,15.0,6.0,1.0,5.0,1.0,2.0,2.0,10.0,7.0,3.0,3.0,431.0,369.0,,,20.0,17.0,111.0,98.0,54.0,53.0,0.0,1.0
24.11.2018 20:00,Вест Хэм,Манчестер Сити,0,4,31.0,69.0,9.0,9.0,1.0,6.0,5.0,2.0,3.0,1.0,4.0,4.0,8.0,1.0,2.0,3.0,2.0,1.0,6.0,3.0,,,359.0,839.0,,,21.0,12.0,93.0,154.0,52.0,46.0,,
24.11.2018 20:00,Манчестер Юнайтед,Кристал Пэлас,0,0,60.0,40.0,12.0,13.0,5.0,2.0,4.0,9.0,3.0,2.0,11.0,13.0,10.0,3.0,2.0,3.0,2.0,5.0,13.0,12.0,1.0,2.0,509.0,351.0,,,23.0,13.0,115.0,86.0,79.0,36.0,,
24.11.2018 20:00,Уотфорд,Ливерпуль,0,3,36.0,64.0,5.0,10.0,1.0,7.0,4.0,3.0,0.0,0.0,13.0,12.0,5.0,5.0,4.0,4.0,4.0,1.0,12.0,13.0,0.0,2.0,360.0,637.0,,,15.0,13.0,113.0,159.0,34.0,39.0,0.0,1.0
