Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Желтые карточки,К2 Желтые карточки,К1 Всего передач,К2 Всего передач,К1 Oтборы,К2 Oтборы,К1 Атаки,К2 Атаки,К1 Опасные атаки,К2 Опасные атаки,К1 Красные карточки,К2 Красные карточки,К1 Вбрасывания,К2 Вбрасывания,К1 Завершено передач,К2 Завершено передач
25.06.2020 00:15,Ливерпуль,Кристал Пэлас,4,0,74.0,26.0,21.0,3.0,7.0,0.0,10.0,3.0,4.0,0.0,6.0,7.0,6.0,0.0,0.0,1.0,0.0,3.0,7.0,5.0,,,886.0,330.0,17.0,20.0,166.0,61.0,96.0,6.0,,,,,,
24.06.2020 22:00,Вулверхэмптон,Борнмут,1,0,55.0,45.0,10.0,4.0,2.0,0.0,7.0,2.0,1.0,2.0,13.0,13.0,6.0,4.0,2.0,2.0,0.0,1.0,11.0,11.0,3.0,3.0,425.0,347.0,14.0,17.0,88.0,106.0,35.0,40.0,,,,,,
24.06.2020 22:00,Манчестер Юнайтед,Шеффилд Юнайтед,3,0,68.0,32.0,15.0,4.0,6.0,1.0,5.0,1.0,4.0,2.0,8.0,11.0,10.0,5.0,1.0,2.0,1.0,3.0,10.0,6.0,1.0,0.0,748.0,338.0,7.0,15.0,137.0,63.0,67.0,34.0,,,,,,
24.06.2020 22:00,Норвич,Эвертон,0,1,46.0,54.0,9.0,12.0,1.0,5.0,2.0,3.0,6.0,4.0,14.0,9.0,6.0,5.0,1.0,1.0,4.0,1.0,8.0,13.0,0.0,1.0,432.0,495.0,15.0,20.0,114.0,108.0,35.0,48.0,,,,,,
24.06.2020 22:00,Ньюкасл Юнайтед,Астон Вилла,1,1,52.0,48.0,13.0,14.0,3.0,2.0,4.0,7.0,6.0,5.0,12.0,17.0,6.0,9.0,1.0,0.0,1.0,2.0,15.0,13.0,2.0,2.0,416.0,369.0,6.0,5.0,112.0,103.0,38.0,56.0,,,,,,
24.06.2020 00:15,Тоттенхэм,Вест Хэм,2,0,64.0,36.0,15.0,10.0,4.0,2.0,11.0,7.0,0.0,1.0,9.0,15.0,9.0,4.0,3.0,2.0,2.0,2.0,12.0,7.0,2.0,2.0,662.0,361.0,9.0,22.0,136.0,117.0,53.0,31.0,,,,,,
23.06.2020 22:00,Лестер,Брайтон,0,0,66.0,34.0,11.0,9.0,2.0,1.0,7.0,3.0,2.0,5.0,13.0,9.0,6.0,7.0,0.0,0.0,1.0,2.0,10.0,13.0,2.0,2.0,588.0,294.0,16.0,21.0,131.0,91.0,51.0,29.0,,,,,,
23.06.2020 00:00,Манчестер Сити,Бёрнли,5,0,72.0,28.0,19.0,1.0,7.0,0.0,7.0,1.0,5.0,0.0,8.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0,8.0,7.0,1.0,1.0,816.0,322.0,12.0,11.0,131.0,79.0,51.0,20.0,,,,,,
21.06.2020 23:00,Эвертон,Ливерпуль,0,0,30.0,70.0,9.0,10.0,3.0,3.0,4.0,4.0,2.0,3.0,14.0,17.0,1.0,6.0,2.0,1.0,3.0,3.0,15.0,12.0,2.0,2.0,256.0,594.0,20.0,16.0,61.0,143.0,15.0,61.0,,,23.0,26.0,,
21.06.2020 20:15,Астон Вилла,Челси,1,2,26.0,74.0,8.0,19.0,4.0,5.0,3.0,7.0,1.0,7.0,17.0,9.0,2.0,10.0,0.0,0.0,3.0,3.0,9.0,17.0,2.0,1.0,246.0,692.0,8.0,7.0,93.0,146.0,21.0,98.0,,,,,,
21.06.2020 18:00,Ньюкасл Юнайтед,Шеффилд Юнайтед,3,0,46.0,54.0,12.0,7.0,8.0,1.0,2.0,3.0,2.0,3.0,11.0,11.0,2.0,4.0,3.0,1.0,1.0,5.0,9.0,10.0,2.0,2.0,442.0,509.0,11.0,16.0,94.0,127.0,42.0,47.0,0.0,1.0,,,,
20.06.2020 23:45,Борнмут,Кристал Пэлас,0,2,59.0,41.0,12.0,7.0,1.0,2.0,7.0,4.0,4.0,1.0,18.0,16.0,11.0,4.0,2.0,3.0,0.0,1.0,13.0,15.0,3.0,2.0,494.0,350.0,18.0,26.0,125.0,96.0,64.0,40.0,,,,,,
20.06.2020 21:30,Вест Хэм,Вулверхэмптон,0,2,42.0,58.0,7.0,10.0,2.0,6.0,2.0,1.0,3.0,3.0,8.0,8.0,5.0,7.0,0.0,1.0,4.0,2.0,8.0,7.0,1.0,1.0,357.0,506.0,15.0,18.0,110.0,119.0,41.0,56.0,,,,,,
20.06.2020 19:00,Брайтон,Арсенал,2,1,41.0,59.0,9.0,13.0,5.0,6.0,2.0,3.0,2.0,4.0,12.0,13.0,10.0,7.0,0.0,4.0,5.0,3.0,13.0,8.0,2.0,1.0,325.0,476.0,22.0,8.0,75.0,132.0,45.0,52.0,,,,,,
20.06.2020 16:30,Уотфорд,Лестер,1,1,32.0,68.0,8.0,15.0,4.0,2.0,3.0,7.0,1.0,6.0,15.0,15.0,2.0,7.0,0.0,3.0,1.0,3.0,15.0,12.0,0.0,1.0,254.0,555.0,13.0,27.0,88.0,119.0,61.0,55.0,,,,,,
20.06.2020 00:15,Тоттенхэм,Манчестер Юнайтед,1,1,39.0,61.0,10.0,12.0,3.0,6.0,3.0,4.0,4.0,2.0,22.0,17.0,7.0,6.0,1.0,3.0,5.0,2.0,17.0,18.0,0.0,1.0,364.0,579.0,14.0,16.0,104.0,147.0,49.0,79.0,,,,,,
19.06.2020 22:00,Норвич,Саутгемптон,0,3,55.0,45.0,9.0,22.0,1.0,9.0,3.0,6.0,5.0,7.0,16.0,13.0,9.0,7.0,3.0,1.0,6.0,1.0,9.0,15.0,1.0,1.0,393.0,331.0,19.0,23.0,83.0,137.0,39.0,65.0,,,,,,
18.06.2020 00:15,Манчестер Сити,Арсенал,3,0,67.0,33.0,20.0,3.0,12.0,0.0,5.0,3.0,3.0,0.0,11.0,11.0,5.0,2.0,1.0,5.0,0.0,9.0,9.0,7.0,1.0,1.0,692.0,333.0,7.0,15.0,141.0,56.0,62.0,16.0,0.0,1.0,,,,
17.06.2020 22:00,Астон Вилла,Шеффилд Юнайтед,0,0,45.0,55.0,14.0,5.0,6.0,1.0,5.0,1.0,3.0,3.0,14.0,12.0,12.0,4.0,1.0,0.0,1.0,6.0,11.0,14.0,1.0,1.0,382.0,483.0,8.0,18.0,99.0,120.0,47.0,65.0,,,,,,
10.03.2020 01:00,Лестер,Астон Вилла,4,0,65.0,35.0,15.0,4.0,7.0,1.0,7.0,3.0,1.0,0.0,12.0,18.0,9.0,0.0,3.0,2.0,1.0,3.0,15.0,12.0,2.0,1.0,543.0,301.0,25.0,22.0,121.0,94.0,68.0,12.0,,,,,,
08.03.2020 21:30,Манчестер Юнайтед,Манчестер Сити,2,0,28.0,72.0,12.0,7.0,6.0,4.0,2.0,3.0,4.0,0.0,11.0,12.0,2.0,11.0,1.0,2.0,4.0,4.0,11.0,9.0,2.0,4.0,294.0,761.0,19.0,15.0,73.0,144.0,33.0,69.0,,,,,,
08.03.2020 19:00,Челси,Эвертон,4,0,61.0,39.0,17.0,3.0,11.0,1.0,5.0,1.0,1.0,1.0,12.0,8.0,6.0,1.0,0.0,1.0,1.0,7.0,8.0,10.0,1.0,2.0,646.0,415.0,13.0,15.0,125.0,102.0,58.0,30.0,,,,,,
07.03.2020 22:30,Бёрнли,Тоттенхэм,1,1,45.0,55.0,21.0,13.0,8.0,2.0,4.0,6.0,9.0,5.0,11.0,17.0,3.0,5.0,2.0,0.0,1.0,7.0,16.0,11.0,5.0,4.0,378.0,479.0,24.0,14.0,121.0,111.0,52.0,40.0,,,,,,
07.03.2020 20:00,Арсенал,Вест Хэм,1,0,69.0,31.0,9.0,14.0,2.0,6.0,3.0,6.0,4.0,2.0,11.0,13.0,6.0,7.0,2.0,2.0,6.0,1.0,11.0,9.0,1.0,2.0,621.0,264.0,13.0,11.0,110.0,92.0,65.0,55.0,,,,,,
07.03.2020 20:00,Вулверхэмптон,Брайтон,0,0,43.0,57.0,11.0,7.0,1.0,1.0,7.0,4.0,3.0,2.0,7.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,1.0,3.0,458.0,606.0,22.0,23.0,111.0,131.0,69.0,88.0,,,,,,
07.03.2020 20:00,Кристал Пэлас,Уотфорд,1,0,45.0,55.0,10.0,10.0,3.0,4.0,3.0,1.0,4.0,5.0,17.0,16.0,8.0,8.0,2.0,1.0,4.0,2.0,12.0,16.0,4.0,4.0,371.0,464.0,21.0,22.0,108.0,135.0,75.0,96.0,,,,,,
07.03.2020 20:00,Саутгемптон,Ньюкасл Юнайтед,0,1,38.0,62.0,7.0,14.0,3.0,7.0,1.0,3.0,3.0,4.0,17.0,13.0,5.0,8.0,0.0,2.0,6.0,3.0,14.0,15.0,0.0,3.0,298.0,500.0,19.0,15.0,78.0,73.0,61.0,57.0,1.0,0.0,,,,
07.03.2020 20:00,Шеффилд Юнайтед,Норвич,1,0,42.0,58.0,10.0,12.0,4.0,5.0,4.0,4.0,2.0,3.0,11.0,14.0,10.0,5.0,1.0,3.0,5.0,3.0,12.0,8.0,,,359.0,519.0,14.0,18.0,68.0,74.0,74.0,52.0,,,,,,
07.03.2020 17:30,Ливерпуль,Борнмут,2,1,74.0,26.0,14.0,6.0,6.0,4.0,4.0,0.0,4.0,2.0,16.0,11.0,9.0,4.0,1.0,5.0,3.0,4.0,10.0,12.0,0.0,1.0,729.0,246.0,7.0,10.0,80.0,44.0,46.0,23.0,,,,,,
01.03.2020 19:00,Тоттенхэм,Вулверхэмптон,2,3,65.0,35.0,13.0,14.0,5.0,4.0,2.0,7.0,6.0,3.0,14.0,11.0,4.0,5.0,0.0,0.0,1.0,3.0,12.0,14.0,3.0,2.0,617.0,322.0,21.0,25.0,136.0,101.0,62.0,28.0,,,,,,
01.03.2020 19:00,Эвертон,Манчестер Юнайтед,1,1,44.0,56.0,16.0,14.0,5.0,5.0,6.0,5.0,5.0,4.0,12.0,13.0,13.0,8.0,3.0,1.0,4.0,4.0,11.0,11.0,3.0,4.0,327.0,426.0,15.0,17.0,90.0,112.0,64.0,61.0,,,,,,
29.02.2020 22:30,Уотфорд,Ливерпуль,3,0,29.0,71.0,14.0,7.0,5.0,1.0,7.0,4.0,2.0,2.0,9.0,9.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,8.0,,,299.0,732.0,13.0,8.0,79.0,101.0,40.0,70.0,,,,,,
29.02.2020 20:00,Борнмут,Челси,2,2,27.0,73.0,9.0,23.0,5.0,6.0,3.0,12.0,1.0,5.0,8.0,9.0,4.0,14.0,1.0,2.0,4.0,3.0,8.0,5.0,2.0,2.0,301.0,808.0,8.0,18.0,104.0,154.0,31.0,88.0,,,,,,
29.02.2020 20:00,Вест Хэм,Саутгемптон,3,1,34.0,66.0,14.0,10.0,7.0,2.0,5.0,3.0,2.0,5.0,12.0,8.0,4.0,9.0,0.0,1.0,1.0,4.0,8.0,11.0,1.0,1.0,257.0,521.0,16.0,17.0,98.0,151.0,41.0,53.0,,,,,,
29.02.2020 20:00,Ньюкасл Юнайтед,Бёрнли,0,0,54.0,46.0,21.0,8.0,4.0,1.0,6.0,4.0,11.0,3.0,12.0,13.0,11.0,7.0,2.0,2.0,1.0,4.0,11.0,9.0,4.0,3.0,376.0,323.0,19.0,14.0,82.0,124.0,54.0,38.0,,,,,,
29.02.2020 17:30,Брайтон,Кристал Пэлас,0,1,66.0,34.0,24.0,12.0,8.0,3.0,9.0,6.0,7.0,3.0,11.0,10.0,8.0,7.0,1.0,3.0,2.0,8.0,8.0,9.0,2.0,1.0,538.0,273.0,26.0,23.0,124.0,101.0,84.0,29.0,,,,,,
29.02.2020 01:00,Норвич,Лестер,1,0,42.0,58.0,11.0,19.0,6.0,4.0,1.0,8.0,4.0,7.0,16.0,16.0,6.0,7.0,2.0,0.0,4.0,5.0,13.0,16.0,1.0,2.0,344.0,468.0,22.0,15.0,95.0,111.0,44.0,69.0,,,,,,
25.02.2020 01:00,Ливерпуль,Вест Хэм,3,2,69.0,31.0,25.0,7.0,7.0,4.0,10.0,2.0,8.0,1.0,12.0,6.0,16.0,8.0,2.0,2.0,2.0,4.0,4.0,10.0,0.0,3.0,626.0,269.0,23.0,19.0,176.0,64.0,85.0,47.0,,,,,,
23.02.2020 21:30,Арсенал,Эвертон,3,2,51.0,49.0,9.0,17.0,4.0,5.0,5.0,8.0,0.0,4.0,15.0,14.0,6.0,3.0,2.0,2.0,3.0,1.0,12.0,12.0,0.0,4.0,491.0,455.0,13.0,21.0,104.0,97.0,60.0,59.0,,,,,,
23.02.2020 19:00,Вулверхэмптон,Норвич,3,0,40.0,60.0,19.0,6.0,6.0,4.0,9.0,1.0,4.0,1.0,6.0,13.0,4.0,1.0,1.0,0.0,4.0,3.0,11.0,6.0,2.0,3.0,378.0,588.0,32.0,16.0,83.0,144.0,34.0,39.0,,,,,,
23.02.2020 19:00,Манчестер Юнайтед,Уотфорд,3,0,58.0,42.0,21.0,7.0,9.0,2.0,9.0,2.0,3.0,3.0,15.0,7.0,3.0,5.0,1.0,1.0,2.0,6.0,6.0,15.0,0.0,1.0,597.0,420.0,21.0,16.0,107.0,135.0,37.0,46.0,,,,,,
22.02.2020 22:30,Лестер,Манчестер Сити,0,1,32.0,68.0,10.0,18.0,3.0,7.0,4.0,7.0,3.0,4.0,11.0,14.0,3.0,7.0,1.0,1.0,6.0,3.0,14.0,10.0,,,311.0,677.0,14.0,15.0,82.0,145.0,34.0,61.0,,,,,,
22.02.2020 20:00,Бёрнли,Борнмут,3,0,42.0,58.0,16.0,12.0,10.0,4.0,2.0,4.0,4.0,4.0,7.0,9.0,7.0,3.0,1.0,1.0,4.0,7.0,9.0,9.0,4.0,3.0,306.0,430.0,22.0,12.0,108.0,96.0,51.0,61.0,,,,,,
22.02.2020 20:00,Кристал Пэлас,Ньюкасл Юнайтед,1,0,44.0,56.0,18.0,8.0,9.0,2.0,7.0,3.0,2.0,3.0,14.0,15.0,7.0,5.0,0.0,3.0,2.0,8.0,15.0,11.0,2.0,6.0,356.0,447.0,22.0,16.0,123.0,109.0,48.0,39.0,0.0,1.0,,,,
22.02.2020 20:00,Саутгемптон,Астон Вилла,2,0,46.0,54.0,28.0,4.0,9.0,1.0,11.0,0.0,8.0,3.0,20.0,13.0,9.0,6.0,0.0,2.0,1.0,7.0,13.0,17.0,1.0,4.0,341.0,398.0,17.0,13.0,124.0,83.0,46.0,34.0,,,,,,
22.02.2020 20:00,Шеффилд Юнайтед,Брайтон,1,1,66.0,34.0,13.0,9.0,3.0,2.0,5.0,4.0,5.0,3.0,8.0,6.0,12.0,2.0,3.0,2.0,1.0,2.0,5.0,6.0,0.0,2.0,532.0,285.0,15.0,15.0,163.0,79.0,117.0,27.0,,,,,,
22.02.2020 17:30,Челси,Тоттенхэм,2,1,49.0,51.0,17.0,5.0,7.0,3.0,8.0,0.0,2.0,2.0,13.0,16.0,3.0,5.0,1.0,0.0,2.0,5.0,14.0,14.0,1.0,2.0,551.0,572.0,26.0,24.0,141.0,128.0,41.0,26.0,,,,,,
20.02.2020 00:30,Манчестер Сити,Вест Хэм,2,0,78.0,22.0,20.0,3.0,7.0,0.0,5.0,2.0,8.0,1.0,10.0,7.0,6.0,1.0,1.0,3.0,0.0,5.0,5.0,7.0,0.0,1.0,891.0,244.0,11.0,15.0,174.0,58.0,109.0,28.0,,,,,,
18.02.2020 01:00,Челси,Манчестер Юнайтед,0,2,61.0,39.0,17.0,9.0,1.0,3.0,6.0,4.0,10.0,2.0,11.0,13.0,9.0,8.0,2.0,0.0,1.0,1.0,11.0,11.0,4.0,3.0,596.0,378.0,19.0,13.0,124.0,113.0,57.0,30.0,,,,,,
16.02.2020 21:30,Арсенал,Ньюкасл Юнайтед,4,0,69.0,31.0,15.0,10.0,7.0,2.0,6.0,5.0,2.0,3.0,13.0,17.0,5.0,6.0,1.0,4.0,2.0,3.0,15.0,9.0,2.0,0.0,647.0,294.0,13.0,18.0,140.0,103.0,80.0,36.0,,,,,,
16.02.2020 19:00,Астон Вилла,Тоттенхэм,2,3,55.0,45.0,18.0,23.0,4.0,10.0,8.0,6.0,6.0,7.0,11.0,11.0,12.0,7.0,0.0,1.0,7.0,2.0,12.0,10.0,2.0,0.0,439.0,379.0,15.0,22.0,130.0,111.0,58.0,36.0,,,,,,
15.02.2020 22:30,Норвич,Ливерпуль,0,1,37.0,63.0,5.0,17.0,1.0,6.0,3.0,7.0,1.0,4.0,12.0,6.0,2.0,7.0,1.0,0.0,5.0,1.0,5.0,11.0,1.0,2.0,368.0,620.0,18.0,16.0,57.0,135.0,19.0,102.0,,,,,,
15.02.2020 17:30,Саутгемптон,Бёрнли,1,2,64.0,36.0,10.0,9.0,2.0,6.0,6.0,3.0,2.0,0.0,15.0,9.0,4.0,3.0,1.0,3.0,4.0,1.0,8.0,11.0,2.0,2.0,519.0,296.0,11.0,18.0,133.0,107.0,69.0,33.0,,,,,,
15.02.2020 01:00,Вулверхэмптон,Лестер,0,0,41.0,59.0,15.0,9.0,3.0,3.0,8.0,2.0,4.0,4.0,10.0,16.0,7.0,0.0,2.0,0.0,3.0,3.0,13.0,10.0,2.0,4.0,328.0,493.0,18.0,21.0,94.0,126.0,70.0,45.0,0.0,1.0,,,,
09.02.2020 19:00,Шеффилд Юнайтед,Борнмут,2,1,54.0,46.0,16.0,10.0,6.0,2.0,4.0,7.0,6.0,1.0,9.0,9.0,8.0,4.0,0.0,1.0,1.0,4.0,10.0,8.0,2.0,3.0,449.0,391.0,17.0,10.0,130.0,101.0,70.0,58.0,,,,,,
08.02.2020 22:30,Брайтон,Уотфорд,1,1,67.0,33.0,10.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,14.0,11.0,3.0,2.0,2.0,2.0,1.0,1.0,9.0,12.0,2.0,2.0,603.0,301.0,13.0,25.0,132.0,86.0,85.0,33.0,,,,,,
08.02.2020 17:30,Эвертон,Кристал Пэлас,3,1,46.0,54.0,14.0,10.0,8.0,2.0,4.0,6.0,2.0,2.0,14.0,12.0,4.0,6.0,1.0,2.0,1.0,5.0,11.0,12.0,0.0,1.0,358.0,420.0,20.0,15.0,120.0,110.0,60.0,58.0,,,,,,
02.02.2020 21:30,Тоттенхэм,Манчестер Сити,2,0,33.0,67.0,3.0,18.0,3.0,5.0,0.0,6.0,0.0,7.0,14.0,9.0,2.0,6.0,2.0,0.0,5.0,1.0,8.0,14.0,2.0,5.0,337.0,686.0,21.0,15.0,82.0,162.0,24.0,80.0,0.0,1.0,,,,
02.02.2020 19:00,Бёрнли,Арсенал,0,0,42.0,58.0,15.0,13.0,2.0,2.0,10.0,6.0,3.0,5.0,12.0,13.0,5.0,7.0,4.0,1.0,2.0,2.0,8.0,11.0,1.0,3.0,320.0,462.0,19.0,17.0,118.0,87.0,67.0,42.0,,,,,,
01.02.2020 22:30,Манчестер Юнайтед,Вулверхэмптон,0,0,64.0,36.0,16.0,15.0,5.0,4.0,8.0,5.0,3.0,6.0,16.0,14.0,4.0,6.0,0.0,1.0,4.0,5.0,14.0,15.0,3.0,2.0,633.0,354.0,19.0,28.0,158.0,78.0,100.0,39.0,,,,,,
01.02.2020 20:00,Борнмут,Астон Вилла,2,1,40.0,60.0,16.0,18.0,6.0,5.0,5.0,9.0,5.0,4.0,16.0,10.0,1.0,8.0,1.0,3.0,4.0,4.0,10.0,15.0,3.0,3.0,303.0,457.0,12.0,5.0,115.0,116.0,48.0,71.0,1.0,0.0,,,,
01.02.2020 20:00,Вест Хэм,Брайтон,3,3,35.0,65.0,12.0,19.0,6.0,6.0,3.0,10.0,3.0,3.0,11.0,11.0,4.0,6.0,2.0,1.0,3.0,3.0,8.0,9.0,1.0,1.0,321.0,607.0,22.0,20.0,122.0,140.0,41.0,59.0,,,,,,
01.02.2020 20:00,Кристал Пэлас,Шеффилд Юнайтед,0,1,61.0,39.0,13.0,10.0,3.0,3.0,5.0,3.0,5.0,4.0,18.0,10.0,9.0,5.0,1.0,0.0,2.0,3.0,9.0,15.0,3.0,2.0,515.0,337.0,14.0,20.0,114.0,110.0,51.0,52.0,,,,,,
01.02.2020 20:00,Ливерпуль,Саутгемптон,4,0,62.0,38.0,16.0,17.0,9.0,4.0,3.0,7.0,4.0,6.0,20.0,11.0,6.0,11.0,2.0,5.0,4.0,5.0,9.0,15.0,0.0,2.0,530.0,321.0,14.0,18.0,104.0,91.0,40.0,48.0,,,,,,
01.02.2020 20:00,Ньюкасл Юнайтед,Норвич,0,0,43.0,57.0,15.0,19.0,5.0,4.0,4.0,9.0,6.0,6.0,16.0,13.0,8.0,12.0,3.0,0.0,4.0,5.0,10.0,15.0,2.0,1.0,365.0,485.0,15.0,10.0,104.0,99.0,52.0,59.0,,,,,,
01.02.2020 20:00,Уотфорд,Эвертон,2,3,44.0,56.0,11.0,12.0,2.0,5.0,5.0,4.0,4.0,3.0,16.0,18.0,4.0,4.0,0.0,2.0,2.0,0.0,17.0,14.0,2.0,4.0,364.0,441.0,15.0,22.0,92.0,116.0,43.0,45.0,0.0,1.0,,,,
01.02.2020 17:30,Лестер,Челси,2,2,50.0,50.0,14.0,7.0,4.0,3.0,5.0,1.0,5.0,3.0,15.0,17.0,4.0,6.0,1.0,1.0,1.0,2.0,16.0,14.0,2.0,2.0,478.0,485.0,25.0,15.0,102.0,132.0,45.0,42.0,,,,,,
30.01.2020 00:45,Вест Хэм,Ливерпуль,0,2,29.0,71.0,7.0,13.0,4.0,5.0,3.0,5.0,0.0,3.0,6.0,6.0,3.0,7.0,1.0,0.0,3.0,4.0,6.0,6.0,2.0,0.0,332.0,828.0,15.0,17.0,80.0,168.0,28.0,59.0,,,,,,
24.01.2020 01:00,Вулверхэмптон,Ливерпуль,1,2,47.0,53.0,10.0,13.0,3.0,6.0,5.0,1.0,2.0,6.0,11.0,8.0,2.0,4.0,2.0,0.0,4.0,2.0,6.0,11.0,0.0,1.0,505.0,594.0,11.0,11.0,108.0,139.0,47.0,36.0,,,,,,
23.01.2020 01:15,Манчестер Юнайтед,Бёрнли,0,2,72.0,28.0,24.0,5.0,7.0,2.0,10.0,2.0,7.0,1.0,9.0,13.0,5.0,2.0,2.0,2.0,0.0,7.0,11.0,7.0,0.0,2.0,692.0,261.0,10.0,13.0,137.0,98.0,85.0,46.0,,,,,,
23.01.2020 00:30,Лестер,Вест Хэм,4,1,67.0,33.0,19.0,6.0,8.0,2.0,4.0,3.0,7.0,1.0,19.0,11.0,7.0,8.0,2.0,1.0,1.0,4.0,10.0,19.0,1.0,1.0,569.0,273.0,17.0,9.0,135.0,81.0,70.0,37.0,,,,,,
23.01.2020 00:30,Тоттенхэм,Норвич,2,1,50.0,50.0,14.0,13.0,3.0,2.0,5.0,7.0,6.0,4.0,7.0,12.0,7.0,3.0,1.0,0.0,1.0,1.0,12.0,7.0,0.0,1.0,479.0,475.0,11.0,24.0,148.0,100.0,59.0,37.0,,,,,,
22.01.2020 01:15,Челси,Арсенал,2,2,59.0,41.0,19.0,2.0,8.0,2.0,5.0,0.0,6.0,0.0,6.0,13.0,17.0,5.0,2.0,1.0,0.0,6.0,11.0,6.0,2.0,1.0,546.0,385.0,18.0,21.0,135.0,79.0,98.0,41.0,0.0,1.0,,,,
22.01.2020 00:30,Астон Вилла,Уотфорд,2,1,65.0,35.0,16.0,8.0,5.0,2.0,8.0,3.0,3.0,3.0,21.0,11.0,6.0,3.0,0.0,3.0,1.0,3.0,11.0,18.0,2.0,2.0,558.0,314.0,9.0,21.0,120.0,115.0,78.0,40.0,,,,,,
22.01.2020 00:30,Борнмут,Брайтон,3,1,35.0,65.0,11.0,21.0,3.0,8.0,4.0,6.0,4.0,7.0,13.0,11.0,5.0,8.0,2.0,1.0,7.0,1.0,9.0,12.0,1.0,1.0,303.0,567.0,10.0,16.0,95.0,116.0,38.0,53.0,,,,,,
22.01.2020 00:30,Кристал Пэлас,Саутгемптон,0,2,44.0,56.0,6.0,15.0,0.0,6.0,5.0,6.0,1.0,3.0,14.0,14.0,0.0,8.0,2.0,1.0,4.0,0.0,12.0,13.0,1.0,2.0,365.0,451.0,20.0,22.0,113.0,149.0,32.0,74.0,,,,,,
22.01.2020 00:30,Шеффилд Юнайтед,Манчестер Сити,0,1,33.0,67.0,4.0,18.0,1.0,5.0,2.0,8.0,1.0,5.0,13.0,16.0,5.0,13.0,4.0,1.0,4.0,1.0,13.0,13.0,4.0,3.0,286.0,600.0,13.0,8.0,89.0,135.0,37.0,56.0,,,,,,
22.01.2020 00:30,Эвертон,Ньюкасл Юнайтед,2,2,55.0,45.0,17.0,9.0,8.0,3.0,7.0,3.0,2.0,3.0,10.0,14.0,6.0,4.0,1.0,0.0,1.0,6.0,13.0,10.0,1.0,1.0,562.0,462.0,15.0,9.0,125.0,101.0,62.0,39.0,,,,,,
19.01.2020 21:30,Ливерпуль,Манчестер Юнайтед,2,0,53.0,47.0,16.0,9.0,5.0,4.0,6.0,4.0,5.0,1.0,14.0,9.0,11.0,5.0,2.0,3.0,4.0,3.0,7.0,10.0,1.0,3.0,504.0,448.0,21.0,16.0,127.0,77.0,69.0,48.0,,,,,,
19.01.2020 19:00,Бёрнли,Лестер,2,1,44.0,56.0,8.0,18.0,5.0,8.0,2.0,6.0,1.0,4.0,8.0,15.0,4.0,5.0,1.0,0.0,7.0,3.0,14.0,8.0,1.0,0.0,385.0,491.0,16.0,23.0,117.0,138.0,42.0,64.0,,,,,,
18.01.2020 22:30,Ньюкасл Юнайтед,Челси,1,0,30.0,70.0,7.0,19.0,2.0,4.0,5.0,7.0,0.0,8.0,17.0,10.0,1.0,10.0,1.0,2.0,4.0,1.0,9.0,14.0,1.0,1.0,286.0,655.0,13.0,15.0,92.0,162.0,39.0,102.0,,,,,,
18.01.2020 20:00,Арсенал,Шеффилд Юнайтед,1,1,61.0,39.0,11.0,12.0,4.0,4.0,5.0,6.0,2.0,2.0,13.0,12.0,4.0,5.0,3.0,0.0,3.0,3.0,9.0,13.0,1.0,2.0,567.0,353.0,13.0,20.0,110.0,133.0,53.0,46.0,,,,,,
18.01.2020 20:00,Брайтон,Астон Вилла,1,1,56.0,44.0,10.0,8.0,2.0,3.0,3.0,5.0,5.0,0.0,18.0,14.0,3.0,4.0,2.0,4.0,2.0,1.0,11.0,13.0,3.0,3.0,500.0,397.0,20.0,20.0,111.0,118.0,48.0,34.0,,,,,,
18.01.2020 20:00,Вест Хэм,Эвертон,1,1,49.0,51.0,12.0,11.0,6.0,3.0,4.0,5.0,2.0,3.0,14.0,14.0,7.0,6.0,3.0,1.0,2.0,5.0,11.0,13.0,1.0,0.0,435.0,459.0,16.0,20.0,119.0,101.0,53.0,53.0,,,,,,
18.01.2020 20:00,Манчестер Сити,Кристал Пэлас,2,2,72.0,28.0,25.0,5.0,6.0,3.0,10.0,1.0,9.0,1.0,8.0,9.0,14.0,2.0,0.0,1.0,1.0,4.0,9.0,7.0,1.0,2.0,666.0,270.0,13.0,18.0,146.0,86.0,117.0,20.0,,,,,,
18.01.2020 20:00,Норвич,Борнмут,1,0,66.0,34.0,16.0,6.0,5.0,3.0,5.0,1.0,6.0,2.0,12.0,10.0,4.0,5.0,0.0,3.0,3.0,4.0,10.0,10.0,2.0,2.0,635.0,316.0,13.0,19.0,130.0,103.0,54.0,37.0,1.0,1.0,,,,
