Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Желтые карточки,К2 Желтые карточки,К1 Всего передач,К2 Всего передач,К1 Oтборы,К2 Oтборы,К1 Атаки,К2 Атаки,К1 Опасные атаки,К2 Опасные атаки,К1 Красные карточки,К2 Красные карточки,К1 Вбрасывания,К2 Вбрасывания,К1 Завершено передач,К2 Завершено передач
18.01.2020 20:00,Саутгемптон,Вулверхэмптон,2,3,53.0,47.0,11.0,8.0,5.0,4.0,5.0,3.0,1.0,1.0,14.0,14.0,1.0,3.0,2.0,2.0,1.0,3.0,13.0,12.0,2.0,1.0,402.0,371.0,14.0,13.0,156.0,91.0,53.0,27.0,,,,,,
18.01.2020 17:30,Уотфорд,Тоттенхэм,0,0,42.0,58.0,15.0,17.0,2.0,5.0,8.0,7.0,5.0,5.0,15.0,15.0,3.0,3.0,2.0,3.0,5.0,2.0,13.0,13.0,2.0,3.0,342.0,504.0,25.0,17.0,119.0,120.0,85.0,42.0,,,,,,
12.01.2020 21:30,Астон Вилла,Манчестер Сити,1,6,29.0,71.0,7.0,22.0,1.0,12.0,4.0,8.0,2.0,2.0,11.0,6.0,2.0,4.0,1.0,0.0,6.0,0.0,5.0,12.0,2.0,1.0,358.0,863.0,15.0,15.0,69.0,166.0,32.0,63.0,,,,,,
12.01.2020 19:00,Борнмут,Уотфорд,0,3,56.0,44.0,10.0,18.0,1.0,6.0,7.0,6.0,2.0,6.0,18.0,3.0,5.0,5.0,0.0,5.0,3.0,1.0,3.0,13.0,1.0,1.0,528.0,411.0,10.0,24.0,132.0,114.0,59.0,47.0,,,,,,
11.01.2020 22:30,Тоттенхэм,Ливерпуль,0,1,33.0,67.0,14.0,13.0,4.0,7.0,8.0,5.0,2.0,1.0,10.0,6.0,4.0,3.0,2.0,2.0,6.0,4.0,4.0,8.0,0.0,2.0,381.0,786.0,13.0,20.0,73.0,107.0,25.0,64.0,,,,,,
11.01.2020 20:00,Вулверхэмптон,Ньюкасл Юнайтед,1,1,65.0,35.0,9.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,13.0,14.0,5.0,2.0,0.0,1.0,0.0,3.0,13.0,12.0,0.0,3.0,593.0,311.0,16.0,15.0,121.0,92.0,57.0,36.0,,,,,,
11.01.2020 20:00,Лестер,Саутгемптон,1,2,58.0,42.0,5.0,16.0,5.0,10.0,0.0,5.0,0.0,1.0,18.0,13.0,2.0,4.0,3.0,2.0,8.0,4.0,9.0,17.0,0.0,3.0,455.0,318.0,20.0,23.0,112.0,119.0,29.0,52.0,,,,,,
11.01.2020 20:00,Манчестер Юнайтед,Норвич,4,0,60.0,40.0,13.0,8.0,6.0,3.0,4.0,2.0,3.0,3.0,6.0,20.0,4.0,2.0,2.0,0.0,3.0,2.0,18.0,7.0,,,646.0,424.0,21.0,22.0,152.0,88.0,95.0,33.0,,,,,,
11.01.2020 20:00,Челси,Бёрнли,3,0,65.0,35.0,18.0,7.0,8.0,2.0,4.0,2.0,6.0,3.0,9.0,13.0,10.0,3.0,6.0,6.0,2.0,5.0,7.0,4.0,0.0,3.0,568.0,300.0,13.0,13.0,120.0,74.0,61.0,35.0,,,,,,
11.01.2020 20:00,Эвертон,Брайтон,1,0,53.0,47.0,14.0,9.0,6.0,2.0,4.0,6.0,4.0,1.0,9.0,9.0,4.0,3.0,2.0,2.0,2.0,5.0,7.0,7.0,2.0,1.0,491.0,426.0,21.0,13.0,134.0,86.0,51.0,51.0,,,,,,
11.01.2020 17:30,Кристал Пэлас,Арсенал,1,1,42.0,58.0,6.0,7.0,3.0,4.0,2.0,2.0,1.0,1.0,23.0,17.0,1.0,4.0,3.0,1.0,3.0,2.0,14.0,21.0,2.0,3.0,362.0,487.0,25.0,17.0,118.0,117.0,44.0,35.0,0.0,1.0,,,,
11.01.2020 01:00,Шеффилд Юнайтед,Вест Хэм,1,0,47.0,53.0,13.0,7.0,3.0,2.0,6.0,5.0,4.0,0.0,6.0,14.0,7.0,3.0,3.0,1.0,2.0,2.0,11.0,6.0,1.0,0.0,437.0,504.0,19.0,16.0,120.0,153.0,59.0,42.0,,,,,,
03.01.2020 01:00,Ливерпуль,Шеффилд Юнайтед,2,0,75.0,25.0,19.0,3.0,7.0,2.0,5.0,1.0,7.0,0.0,11.0,6.0,8.0,4.0,1.0,3.0,2.0,5.0,5.0,8.0,,,969.0,327.0,6.0,14.0,176.0,64.0,69.0,31.0,,,,,,
02.01.2020 01:00,Арсенал,Манчестер Юнайтед,2,0,49.0,51.0,10.0,10.0,4.0,4.0,5.0,3.0,1.0,3.0,15.0,11.0,1.0,4.0,0.0,0.0,4.0,2.0,11.0,15.0,2.0,0.0,513.0,542.0,19.0,12.0,104.0,121.0,38.0,58.0,,,,,,
01.01.2020 22:30,Вест Хэм,Борнмут,4,0,43.0,57.0,14.0,3.0,7.0,2.0,5.0,1.0,2.0,0.0,14.0,4.0,9.0,2.0,1.0,3.0,2.0,3.0,3.0,12.0,1.0,2.0,444.0,618.0,23.0,20.0,139.0,116.0,56.0,46.0,,,,,,
01.01.2020 22:30,Манчестер Сити,Эвертон,2,1,65.0,35.0,16.0,7.0,7.0,2.0,7.0,3.0,2.0,2.0,13.0,14.0,3.0,6.0,3.0,1.0,1.0,5.0,11.0,11.0,0.0,4.0,777.0,401.0,10.0,14.0,155.0,97.0,48.0,35.0,,,,,,
01.01.2020 22:30,Норвич,Кристал Пэлас,1,1,41.0,59.0,15.0,12.0,4.0,3.0,8.0,4.0,3.0,5.0,10.0,14.0,2.0,5.0,2.0,1.0,2.0,3.0,12.0,9.0,5.0,0.0,362.0,521.0,30.0,16.0,94.0,144.0,36.0,73.0,,,,,,
01.01.2020 20:00,Ньюкасл Юнайтед,Лестер,0,3,23.0,77.0,5.0,16.0,2.0,9.0,2.0,5.0,1.0,2.0,15.0,8.0,4.0,5.0,0.0,4.0,6.0,2.0,8.0,12.0,1.0,1.0,244.0,833.0,15.0,17.0,89.0,143.0,23.0,64.0,,,,,,
01.01.2020 20:00,Саутгемптон,Тоттенхэм,1,0,41.0,59.0,12.0,11.0,3.0,5.0,4.0,2.0,5.0,4.0,10.0,22.0,6.0,9.0,1.0,3.0,5.0,2.0,21.0,8.0,3.0,4.0,343.0,499.0,22.0,23.0,116.0,132.0,38.0,45.0,,,,,,
01.01.2020 20:00,Уотфорд,Вулверхэмптон,2,1,36.0,64.0,9.0,16.0,3.0,4.0,4.0,7.0,2.0,5.0,6.0,13.0,4.0,7.0,1.0,0.0,3.0,1.0,12.0,6.0,3.0,1.0,343.0,578.0,12.0,22.0,91.0,124.0,40.0,82.0,1.0,0.0,,,,
01.01.2020 17:30,Бёрнли,Астон Вилла,1,2,62.0,38.0,21.0,11.0,1.0,6.0,14.0,3.0,6.0,2.0,10.0,13.0,8.0,4.0,2.0,1.0,4.0,0.0,12.0,10.0,1.0,1.0,506.0,327.0,7.0,13.0,129.0,71.0,84.0,25.0,,,,,,
01.01.2020 17:30,Брайтон,Челси,1,1,48.0,52.0,16.0,16.0,5.0,5.0,4.0,4.0,7.0,7.0,18.0,8.0,5.0,3.0,0.0,3.0,4.0,4.0,8.0,15.0,2.0,3.0,484.0,537.0,20.0,25.0,113.0,137.0,64.0,35.0,,,,,,
29.12.2019 23:00,Манчестер Сити,Шеффилд Юнайтед,2,0,72.0,28.0,16.0,8.0,4.0,0.0,6.0,6.0,6.0,2.0,11.0,6.0,8.0,5.0,1.0,5.0,0.0,2.0,5.0,6.0,1.0,1.0,863.0,314.0,10.0,15.0,134.0,82.0,67.0,41.0,,,,,,
29.12.2019 21:30,Ливерпуль,Вулверхэмптон,1,0,63.0,37.0,10.0,10.0,3.0,2.0,4.0,5.0,3.0,3.0,8.0,9.0,5.0,6.0,2.0,5.0,2.0,2.0,7.0,3.0,1.0,0.0,607.0,352.0,19.0,23.0,160.0,79.0,60.0,47.0,,,,,,
29.12.2019 19:00,Арсенал,Челси,1,2,42.0,58.0,7.0,13.0,2.0,4.0,5.0,6.0,0.0,3.0,20.0,15.0,2.0,3.0,2.0,1.0,2.0,1.0,13.0,19.0,5.0,4.0,427.0,577.0,16.0,17.0,94.0,143.0,32.0,62.0,,,,,,
29.12.2019 00:45,Бёрнли,Манчестер Юнайтед,0,2,38.0,62.0,8.0,14.0,1.0,5.0,5.0,3.0,2.0,6.0,10.0,25.0,5.0,4.0,5.0,2.0,3.0,1.0,17.0,10.0,4.0,3.0,295.0,501.0,13.0,6.0,75.0,104.0,33.0,59.0,,,,,,
28.12.2019 22:30,Вест Хэм,Лестер,1,2,43.0,57.0,14.0,13.0,4.0,8.0,5.0,2.0,5.0,3.0,7.0,17.0,5.0,5.0,2.0,3.0,6.0,3.0,16.0,4.0,4.0,1.0,383.0,523.0,24.0,11.0,114.0,119.0,45.0,47.0,,,,,,
28.12.2019 22:30,Норвич,Тоттенхэм,2,2,41.0,59.0,5.0,15.0,2.0,7.0,3.0,1.0,0.0,7.0,13.0,14.0,4.0,6.0,3.0,3.0,5.0,1.0,12.0,10.0,3.0,3.0,394.0,554.0,22.0,22.0,106.0,151.0,33.0,73.0,,,,,,
28.12.2019 20:00,Ньюкасл Юнайтед,Эвертон,1,2,42.0,58.0,20.0,22.0,5.0,9.0,9.0,7.0,6.0,6.0,14.0,15.0,5.0,8.0,3.0,2.0,7.0,4.0,13.0,13.0,2.0,2.0,311.0,434.0,14.0,17.0,99.0,111.0,57.0,48.0,,,,,,
28.12.2019 20:00,Саутгемптон,Кристал Пэлас,1,1,60.0,40.0,14.0,5.0,5.0,2.0,4.0,3.0,5.0,0.0,9.0,15.0,12.0,4.0,2.0,2.0,1.0,4.0,13.0,7.0,1.0,2.0,471.0,334.0,20.0,16.0,136.0,87.0,64.0,34.0,,,,,,
28.12.2019 20:00,Уотфорд,Астон Вилла,3,0,49.0,51.0,20.0,11.0,6.0,2.0,5.0,3.0,9.0,6.0,11.0,17.0,6.0,3.0,1.0,3.0,2.0,3.0,16.0,9.0,5.0,1.0,417.0,433.0,14.0,11.0,107.0,111.0,61.0,49.0,1.0,0.0,,,,
28.12.2019 17:30,Брайтон,Борнмут,2,0,55.0,45.0,16.0,10.0,6.0,2.0,6.0,3.0,4.0,5.0,11.0,12.0,9.0,2.0,3.0,0.0,2.0,4.0,9.0,11.0,0.0,2.0,496.0,413.0,23.0,18.0,110.0,95.0,73.0,36.0,,,,,,
28.12.2019 00:45,Вулверхэмптон,Манчестер Сити,3,2,62.0,38.0,20.0,7.0,8.0,3.0,5.0,3.0,7.0,1.0,14.0,6.0,3.0,1.0,0.0,1.0,2.0,5.0,7.0,13.0,0.0,1.0,556.0,350.0,13.0,15.0,142.0,72.0,97.0,14.0,0.0,1.0,,,,
27.12.2019 01:00,Лестер,Ливерпуль,0,4,41.0,59.0,3.0,15.0,0.0,6.0,2.0,7.0,1.0,2.0,13.0,7.0,2.0,8.0,6.0,3.0,2.0,0.0,5.0,7.0,1.0,1.0,421.0,590.0,16.0,10.0,79.0,145.0,34.0,63.0,,,,,,
26.12.2019 22:30,Манчестер Юнайтед,Ньюкасл Юнайтед,4,1,73.0,27.0,22.0,7.0,10.0,2.0,7.0,5.0,5.0,0.0,8.0,11.0,5.0,0.0,1.0,1.0,1.0,6.0,10.0,7.0,2.0,2.0,815.0,295.0,17.0,20.0,167.0,78.0,61.0,18.0,,,,,,
26.12.2019 20:00,Астон Вилла,Норвич,1,0,43.0,57.0,11.0,16.0,2.0,6.0,5.0,6.0,4.0,4.0,13.0,15.0,5.0,8.0,1.0,0.0,6.0,1.0,15.0,12.0,2.0,3.0,363.0,508.0,17.0,8.0,109.0,110.0,47.0,63.0,,,,,,
26.12.2019 20:00,Борнмут,Арсенал,1,1,39.0,61.0,12.0,17.0,4.0,2.0,5.0,6.0,3.0,9.0,14.0,5.0,8.0,3.0,1.0,0.0,1.0,3.0,5.0,13.0,4.0,4.0,369.0,592.0,17.0,11.0,84.0,136.0,45.0,80.0,,,,,,
26.12.2019 20:00,Кристал Пэлас,Вест Хэм,2,1,58.0,42.0,13.0,10.0,4.0,2.0,8.0,5.0,1.0,3.0,11.0,7.0,7.0,6.0,1.0,2.0,1.0,2.0,5.0,10.0,0.0,2.0,557.0,390.0,16.0,27.0,127.0,117.0,69.0,60.0,,,,,,
26.12.2019 20:00,Челси,Саутгемптон,0,2,66.0,34.0,10.0,5.0,3.0,3.0,5.0,0.0,2.0,2.0,10.0,12.0,8.0,1.0,1.0,2.0,1.0,3.0,10.0,9.0,3.0,2.0,688.0,362.0,20.0,33.0,159.0,117.0,94.0,22.0,,,,,,
26.12.2019 20:00,Шеффилд Юнайтед,Уотфорд,1,1,58.0,42.0,16.0,5.0,4.0,2.0,6.0,2.0,6.0,1.0,12.0,11.0,9.0,1.0,4.0,1.0,1.0,3.0,11.0,8.0,0.0,3.0,517.0,386.0,18.0,8.0,127.0,107.0,72.0,34.0,,,,,,
26.12.2019 20:00,Эвертон,Бёрнли,1,0,68.0,32.0,21.0,6.0,5.0,0.0,8.0,6.0,8.0,0.0,14.0,16.0,10.0,2.0,0.0,1.0,0.0,4.0,15.0,14.0,,,521.0,255.0,6.0,21.0,144.0,87.0,51.0,21.0,,,,,,
26.12.2019 17:30,Тоттенхэм,Брайтон,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.12.2019 21:30,Тоттенхэм,Челси,0,2,45.0,55.0,5.0,13.0,1.0,3.0,2.0,6.0,2.0,4.0,13.0,8.0,3.0,5.0,0.0,2.0,1.0,1.0,9.0,11.0,4.0,3.0,457.0,565.0,19.0,16.0,111.0,121.0,34.0,69.0,1.0,0.0,,,,
22.12.2019 19:00,Уотфорд,Манчестер Юнайтед,2,0,36.0,64.0,11.0,17.0,3.0,8.0,3.0,6.0,5.0,3.0,15.0,20.0,3.0,5.0,5.0,4.0,8.0,1.0,16.0,11.0,3.0,1.0,313.0,563.0,19.0,18.0,110.0,115.0,51.0,55.0,,,,,,
21.12.2019 22:30,Манчестер Сити,Лестер,3,1,63.0,37.0,23.0,5.0,12.0,2.0,7.0,3.0,4.0,0.0,11.0,15.0,6.0,0.0,1.0,3.0,1.0,9.0,14.0,9.0,2.0,2.0,684.0,397.0,18.0,14.0,142.0,50.0,76.0,27.0,,,,,,
21.12.2019 20:00,Астон Вилла,Саутгемптон,1,3,56.0,44.0,19.0,17.0,6.0,8.0,7.0,5.0,6.0,4.0,18.0,18.0,7.0,5.0,2.0,3.0,5.0,5.0,16.0,15.0,2.0,1.0,422.0,335.0,10.0,15.0,98.0,102.0,63.0,34.0,,,,,,
21.12.2019 20:00,Борнмут,Бёрнли,0,1,65.0,35.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,21.0,15.0,4.0,5.0,2.0,0.0,0.0,0.0,13.0,21.0,2.0,4.0,436.0,230.0,16.0,12.0,81.0,84.0,49.0,42.0,,,,,,
21.12.2019 20:00,Брайтон,Шеффилд Юнайтед,0,1,69.0,31.0,9.0,7.0,2.0,2.0,4.0,5.0,3.0,0.0,14.0,8.0,4.0,3.0,2.0,3.0,1.0,2.0,6.0,11.0,1.0,3.0,641.0,292.0,7.0,22.0,132.0,91.0,75.0,36.0,,,,,,
21.12.2019 20:00,Норвич,Вулверхэмптон,1,2,50.0,50.0,13.0,14.0,7.0,4.0,5.0,2.0,1.0,8.0,16.0,10.0,3.0,11.0,3.0,2.0,2.0,6.0,7.0,14.0,2.0,4.0,446.0,431.0,14.0,11.0,125.0,113.0,32.0,46.0,,,,,,
21.12.2019 20:00,Ньюкасл Юнайтед,Кристал Пэлас,1,0,42.0,58.0,8.0,16.0,3.0,4.0,2.0,7.0,3.0,5.0,12.0,15.0,4.0,5.0,2.0,0.0,4.0,2.0,12.0,11.0,2.0,0.0,360.0,499.0,25.0,17.0,98.0,121.0,48.0,59.0,,,,,,
21.12.2019 17:30,Эвертон,Арсенал,0,0,43.0,57.0,9.0,6.0,0.0,2.0,5.0,4.0,4.0,0.0,12.0,10.0,5.0,4.0,0.0,1.0,2.0,0.0,10.0,11.0,2.0,3.0,350.0,479.0,15.0,16.0,107.0,103.0,61.0,41.0,,,,,,
17.12.2019 00:45,Кристал Пэлас,Брайтон,1,1,34.0,66.0,11.0,15.0,4.0,10.0,6.0,3.0,1.0,2.0,13.0,7.0,3.0,7.0,0.0,1.0,9.0,3.0,7.0,12.0,1.0,1.0,310.0,590.0,14.0,17.0,90.0,148.0,24.0,97.0,,,,,,
15.12.2019 21:30,Арсенал,Манчестер Сити,0,3,42.0,58.0,6.0,14.0,1.0,7.0,4.0,3.0,1.0,4.0,25.0,11.0,3.0,3.0,2.0,1.0,4.0,1.0,9.0,24.0,1.0,4.0,482.0,672.0,16.0,21.0,101.0,139.0,47.0,48.0,,,,,,
15.12.2019 19:00,Вулверхэмптон,Тоттенхэм,1,2,58.0,42.0,18.0,9.0,5.0,5.0,4.0,3.0,9.0,1.0,11.0,14.0,11.0,2.0,0.0,1.0,3.0,4.0,14.0,10.0,4.0,4.0,487.0,368.0,18.0,19.0,140.0,106.0,84.0,27.0,,,,,,
15.12.2019 19:00,Манчестер Юнайтед,Эвертон,1,1,67.0,33.0,24.0,8.0,8.0,3.0,8.0,5.0,8.0,0.0,15.0,12.0,6.0,5.0,2.0,3.0,2.0,7.0,10.0,12.0,1.0,2.0,523.0,262.0,15.0,22.0,111.0,96.0,72.0,55.0,,,,,,
14.12.2019 22:30,Саутгемптон,Вест Хэм,0,1,57.0,43.0,11.0,11.0,2.0,4.0,9.0,3.0,0.0,4.0,15.0,13.0,5.0,8.0,4.0,2.0,3.0,2.0,9.0,14.0,1.0,3.0,474.0,359.0,15.0,17.0,128.0,121.0,60.0,49.0,,,,,,
14.12.2019 20:00,Бёрнли,Ньюкасл Юнайтед,1,0,48.0,52.0,7.0,9.0,4.0,0.0,2.0,7.0,1.0,2.0,13.0,18.0,4.0,3.0,3.0,1.0,0.0,3.0,15.0,12.0,0.0,2.0,369.0,397.0,14.0,17.0,107.0,120.0,46.0,48.0,,,,,,
14.12.2019 20:00,Лестер,Норвич,1,1,57.0,43.0,18.0,10.0,5.0,3.0,8.0,3.0,5.0,4.0,17.0,10.0,12.0,4.0,0.0,1.0,2.0,4.0,11.0,15.0,0.0,5.0,513.0,397.0,21.0,17.0,129.0,100.0,78.0,31.0,,,,,,
14.12.2019 20:00,Челси,Борнмут,0,1,68.0,32.0,18.0,11.0,5.0,2.0,5.0,1.0,8.0,8.0,15.0,12.0,9.0,4.0,3.0,1.0,1.0,5.0,9.0,14.0,1.0,2.0,590.0,293.0,15.0,7.0,134.0,83.0,77.0,53.0,,,,,,
14.12.2019 20:00,Шеффилд Юнайтед,Астон Вилла,2,0,57.0,43.0,7.0,8.0,3.0,0.0,2.0,7.0,2.0,1.0,9.0,12.0,3.0,2.0,3.0,0.0,0.0,1.0,10.0,9.0,2.0,2.0,512.0,396.0,12.0,11.0,138.0,99.0,85.0,28.0,,,,,,
14.12.2019 17:30,Ливерпуль,Уотфорд,2,0,68.0,32.0,16.0,8.0,6.0,2.0,8.0,6.0,2.0,0.0,10.0,11.0,6.0,3.0,5.0,4.0,2.0,4.0,8.0,6.0,2.0,1.0,649.0,309.0,14.0,21.0,137.0,97.0,66.0,31.0,,,,,,
10.12.2019 01:00,Вест Хэм,Арсенал,1,3,36.0,64.0,11.0,10.0,4.0,3.0,4.0,3.0,3.0,4.0,6.0,14.0,4.0,3.0,1.0,0.0,0.0,3.0,12.0,6.0,2.0,0.0,359.0,669.0,26.0,12.0,107.0,109.0,80.0,40.0,,,,,,
08.12.2019 21:30,Брайтон,Вулверхэмптон,2,2,62.0,38.0,13.0,13.0,4.0,5.0,5.0,3.0,4.0,5.0,10.0,11.0,3.0,4.0,1.0,3.0,3.0,2.0,10.0,7.0,3.0,0.0,572.0,354.0,13.0,9.0,126.0,88.0,50.0,44.0,,,,,,
08.12.2019 19:00,Астон Вилла,Лестер,1,4,41.0,59.0,15.0,23.0,2.0,8.0,9.0,8.0,4.0,7.0,15.0,21.0,8.0,5.0,0.0,1.0,4.0,1.0,21.0,15.0,6.0,2.0,300.0,463.0,13.0,17.0,90.0,87.0,73.0,62.0,,,,,231.0,398.0
08.12.2019 19:00,Норвич,Шеффилд Юнайтед,1,2,58.0,42.0,14.0,9.0,4.0,3.0,5.0,5.0,5.0,1.0,15.0,7.0,9.0,1.0,1.0,2.0,1.0,3.0,6.0,12.0,0.0,4.0,570.0,413.0,17.0,14.0,124.0,129.0,60.0,57.0,,,,,442.0,290.0
08.12.2019 19:00,Ньюкасл Юнайтед,Саутгемптон,2,1,45.0,55.0,12.0,19.0,6.0,4.0,0.0,10.0,6.0,5.0,18.0,11.0,3.0,12.0,0.0,1.0,3.0,4.0,11.0,17.0,1.0,3.0,344.0,407.0,16.0,24.0,113.0,120.0,52.0,62.0,,,,,234.0,296.0
07.12.2019 22:30,Манчестер Сити,Манчестер Юнайтед,1,2,72.0,28.0,22.0,11.0,5.0,7.0,6.0,2.0,11.0,2.0,9.0,9.0,16.0,3.0,1.0,0.0,5.0,4.0,10.0,10.0,3.0,2.0,657.0,265.0,14.0,18.0,158.0,55.0,139.0,23.0,,,,,,
07.12.2019 20:00,Борнмут,Ливерпуль,0,3,26.0,74.0,3.0,21.0,0.0,9.0,1.0,7.0,2.0,5.0,7.0,9.0,1.0,3.0,5.0,1.0,6.0,0.0,5.0,6.0,0.0,1.0,305.0,852.0,12.0,10.0,49.0,186.0,21.0,69.0,,,,,,
07.12.2019 20:00,Тоттенхэм,Бёрнли,5,0,49.0,51.0,13.0,7.0,7.0,1.0,3.0,5.0,3.0,1.0,10.0,13.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,8.0,1.0,1.0,476.0,479.0,19.0,15.0,88.0,137.0,27.0,44.0,,,,,,
07.12.2019 20:00,Уотфорд,Кристал Пэлас,0,0,50.0,50.0,13.0,3.0,3.0,0.0,4.0,2.0,6.0,1.0,16.0,17.0,6.0,2.0,1.0,1.0,0.0,3.0,15.0,16.0,4.0,2.0,384.0,391.0,14.0,14.0,131.0,92.0,53.0,38.0,,,,,,
07.12.2019 17:30,Эвертон,Челси,3,1,30.0,70.0,13.0,15.0,7.0,4.0,3.0,7.0,3.0,4.0,12.0,16.0,1.0,5.0,2.0,3.0,3.0,4.0,14.0,9.0,3.0,0.0,255.0,594.0,36.0,14.0,98.0,140.0,36.0,63.0,,,,,,
06.12.2019 01:15,Арсенал,Брайтон,1,2,49.0,51.0,12.0,20.0,5.0,9.0,4.0,5.0,3.0,6.0,11.0,17.0,9.0,9.0,7.0,0.0,7.0,4.0,10.0,11.0,3.0,1.0,387.0,412.0,17.0,15.0,94.0,93.0,51.0,42.0,,,,,,
06.12.2019 00:30,Шеффилд Юнайтед,Ньюкасл Юнайтед,0,2,73.0,27.0,13.0,6.0,6.0,4.0,4.0,1.0,3.0,1.0,8.0,13.0,8.0,1.0,3.0,2.0,2.0,6.0,10.0,6.0,2.0,0.0,677.0,254.0,18.0,13.0,159.0,66.0,86.0,34.0,,,,,,
05.12.2019 01:15,Ливерпуль,Эвертон,5,2,59.0,41.0,11.0,12.0,5.0,4.0,3.0,7.0,3.0,1.0,20.0,16.0,5.0,6.0,3.0,3.0,2.0,0.0,13.0,17.0,1.0,2.0,496.0,326.0,15.0,18.0,98.0,99.0,49.0,44.0,,,,,,
05.12.2019 00:30,Вулверхэмптон,Вест Хэм,2,0,50.0,50.0,13.0,6.0,7.0,3.0,6.0,2.0,0.0,1.0,13.0,10.0,5.0,4.0,3.0,3.0,3.0,5.0,8.0,9.0,1.0,2.0,480.0,492.0,12.0,22.0,122.0,137.0,70.0,43.0,,,,,,
05.12.2019 00:30,Лестер,Уотфорд,2,0,63.0,37.0,12.0,4.0,6.0,1.0,4.0,1.0,2.0,2.0,16.0,15.0,7.0,2.0,3.0,1.0,1.0,4.0,13.0,16.0,3.0,2.0,568.0,324.0,11.0,17.0,116.0,124.0,60.0,51.0,,,,,,
05.12.2019 00:30,Манчестер Юнайтед,Тоттенхэм,2,1,46.0,54.0,12.0,8.0,7.0,5.0,3.0,1.0,2.0,2.0,9.0,10.0,4.0,3.0,1.0,1.0,4.0,5.0,9.0,9.0,0.0,1.0,436.0,499.0,18.0,20.0,113.0,123.0,53.0,46.0,,,,,,
05.12.2019 00:30,Саутгемптон,Норвич,2,1,40.0,60.0,14.0,10.0,5.0,3.0,5.0,5.0,4.0,2.0,8.0,15.0,6.0,1.0,3.0,1.0,2.0,3.0,12.0,7.0,1.0,1.0,370.0,558.0,26.0,11.0,140.0,104.0,59.0,35.0,,,,,,
05.12.2019 00:30,Челси,Астон Вилла,2,1,64.0,36.0,25.0,9.0,9.0,3.0,6.0,1.0,10.0,5.0,11.0,18.0,9.0,5.0,0.0,1.0,2.0,7.0,18.0,10.0,2.0,1.0,644.0,347.0,13.0,21.0,137.0,115.0,68.0,35.0,,,,,,
04.12.2019 01:15,Бёрнли,Манчестер Сити,1,4,24.0,76.0,4.0,17.0,2.0,8.0,1.0,4.0,1.0,5.0,8.0,8.0,3.0,6.0,0.0,2.0,4.0,1.0,9.0,6.0,1.0,1.0,241.0,773.0,14.0,9.0,79.0,155.0,31.0,78.0,,,,,,
04.12.2019 00:30,Кристал Пэлас,Борнмут,1,0,31.0,69.0,7.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,14.0,8.0,6.0,9.0,1.0,0.0,3.0,1.0,6.0,15.0,3.0,3.0,258.0,572.0,14.0,27.0,76.0,123.0,49.0,86.0,1.0,0.0,,,,
01.12.2019 21:30,Лестер,Эвертон,2,1,70.0,30.0,16.0,11.0,6.0,3.0,7.0,5.0,3.0,3.0,12.0,8.0,4.0,4.0,1.0,3.0,2.0,4.0,7.0,9.0,0.0,1.0,652.0,275.0,19.0,20.0,143.0,94.0,64.0,43.0,,,,,,
01.12.2019 21:30,Манчестер Юнайтед,Астон Вилла,2,2,62.0,38.0,16.0,9.0,6.0,3.0,7.0,4.0,3.0,2.0,12.0,17.0,9.0,9.0,1.0,4.0,1.0,4.0,16.0,8.0,4.0,1.0,525.0,309.0,6.0,22.0,122.0,87.0,67.0,44.0,,,,,,
01.12.2019 19:00,Вулверхэмптон,Шеффилд Юнайтед,1,1,59.0,41.0,13.0,9.0,3.0,4.0,4.0,4.0,6.0,1.0,21.0,13.0,7.0,2.0,1.0,3.0,3.0,2.0,12.0,18.0,1.0,5.0,517.0,361.0,17.0,19.0,122.0,110.0,63.0,53.0,,,,,,
01.12.2019 19:00,Норвич,Арсенал,2,2,40.0,60.0,15.0,16.0,8.0,7.0,5.0,1.0,2.0,8.0,10.0,7.0,7.0,12.0,1.0,0.0,5.0,6.0,8.0,10.0,2.0,1.0,364.0,541.0,12.0,16.0,72.0,115.0,34.0,80.0,,,,,,
30.11.2019 22:30,Саутгемптон,Уотфорд,2,1,64.0,36.0,11.0,6.0,6.0,3.0,3.0,3.0,2.0,0.0,14.0,8.0,6.0,7.0,2.0,4.0,2.0,4.0,6.0,10.0,1.0,0.0,542.0,304.0,16.0,18.0,151.0,80.0,69.0,40.0,,,,,,
30.11.2019 20:00,Бёрнли,Кристал Пэлас,0,2,43.0,57.0,15.0,7.0,4.0,2.0,8.0,4.0,3.0,1.0,10.0,14.0,5.0,6.0,1.0,1.0,1.0,4.0,13.0,9.0,2.0,0.0,347.0,464.0,20.0,15.0,113.0,114.0,48.0,34.0,,,,,,
