Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Вбрасывания,К2 Вбрасывания,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Желтые карточки,К2 Желтые карточки,К1 Всего передач,К2 Всего передач,К1 Завершено передач,К2 Завершено передач,К1 Oтборы,К2 Oтборы,К1 Атаки,К2 Атаки,К1 Опасные атаки,К2 Опасные атаки,К1 Красные карточки,К2 Красные карточки
19.02.2022 17:30,Вест Хэм,Ньюкасл Юнайтед,1,1,47.0,53.0,11.0,14.0,3.0,3.0,2.0,5.0,6.0,6.0,8.0,5.0,3.0,7.0,2.0,1.0,22.0,23.0,2.0,2.0,3.0,7.0,3.0,3.0,388.0,431.0,294.0,339.0,11.0,12.0,98.0,115.0,42.0,59.0,,
16.02.2022 01:15,Манчестер Юнайтед,Брайтон,2,0,50.0,50.0,19.0,10.0,7.0,3.0,4.0,6.0,8.0,1.0,9.0,9.0,10.0,2.0,1.0,1.0,13.0,21.0,3.0,5.0,8.0,10.0,3.0,1.0,512.0,516.0,415.0,433.0,18.0,17.0,50.0,113.0,58.0,45.0,0.0,1.0
13.02.2022 21:30,Лестер,Вест Хэм,2,2,55.0,45.0,13.0,8.0,2.0,3.0,7.0,2.0,4.0,3.0,8.0,10.0,5.0,4.0,0.0,0.0,19.0,17.0,1.0,0.0,10.0,9.0,1.0,2.0,550.0,433.0,450.0,341.0,21.0,14.0,97.0,108.0,32.0,44.0,,
13.02.2022 19:00,Бёрнли,Ливерпуль,0,1,33.0,67.0,8.0,11.0,5.0,4.0,3.0,4.0,0.0,3.0,9.0,13.0,5.0,8.0,7.0,3.0,24.0,22.0,3.0,5.0,7.0,6.0,0.0,1.0,303.0,643.0,198.0,525.0,14.0,11.0,97.0,129.0,20.0,45.0,,
13.02.2022 19:00,Ньюкасл Юнайтед,Астон Вилла,1,0,37.0,63.0,10.0,11.0,2.0,1.0,4.0,6.0,4.0,4.0,16.0,19.0,3.0,6.0,3.0,2.0,17.0,21.0,1.0,1.0,22.0,15.0,3.0,4.0,249.0,424.0,170.0,324.0,15.0,14.0,102.0,99.0,29.0,41.0,,
13.02.2022 19:00,Тоттенхэм,Вулверхэмптон,0,2,59.0,41.0,17.0,11.0,7.0,7.0,5.0,1.0,5.0,3.0,11.0,15.0,7.0,3.0,3.0,1.0,20.0,26.0,5.0,7.0,13.0,13.0,3.0,1.0,572.0,412.0,470.0,308.0,15.0,15.0,134.0,108.0,74.0,18.0,,
12.02.2022 22:30,Норвич,Манчестер Сити,0,4,28.0,72.0,8.0,22.0,3.0,9.0,4.0,8.0,1.0,5.0,10.0,8.0,4.0,12.0,2.0,2.0,13.0,11.0,5.0,3.0,7.0,8.0,0.0,2.0,281.0,707.0,200.0,627.0,11.0,5.0,54.0,149.0,28.0,94.0,,
12.02.2022 20:00,Брентфорд,Кристал Пэлас,0,0,43.0,57.0,9.0,6.0,2.0,3.0,5.0,2.0,2.0,1.0,10.0,11.0,3.0,9.0,0.0,0.0,19.0,29.0,3.0,2.0,10.0,10.0,1.0,0.0,377.0,504.0,256.0,389.0,31.0,17.0,105.0,142.0,43.0,69.0,,
12.02.2022 20:00,Уотфорд,Брайтон,0,2,35.0,65.0,9.0,11.0,1.0,6.0,5.0,2.0,3.0,3.0,10.0,17.0,4.0,5.0,1.0,1.0,20.0,23.0,4.0,1.0,16.0,9.0,3.0,2.0,315.0,592.0,222.0,469.0,18.0,21.0,96.0,139.0,43.0,55.0,,
12.02.2022 20:00,Эвертон,Лидс,3,0,42.0,58.0,21.0,7.0,10.0,0.0,2.0,4.0,9.0,3.0,9.0,9.0,5.0,3.0,1.0,0.0,31.0,34.0,0.0,7.0,8.0,9.0,1.0,1.0,344.0,467.0,251.0,371.0,22.0,29.0,132.0,100.0,59.0,38.0,,
12.02.2022 17:30,Манчестер Юнайтед,Саутгемптон,1,1,52.0,48.0,12.0,13.0,8.0,4.0,2.0,6.0,2.0,3.0,14.0,19.0,1.0,4.0,7.0,1.0,21.0,17.0,3.0,7.0,12.0,13.0,4.0,0.0,469.0,430.0,380.0,347.0,14.0,17.0,94.0,103.0,51.0,45.0,,
11.02.2022 00:45,Вулверхэмптон,Арсенал,0,1,58.0,42.0,15.0,12.0,4.0,2.0,7.0,3.0,4.0,7.0,13.0,13.0,7.0,4.0,1.0,2.0,29.0,17.0,1.0,4.0,12.0,13.0,2.0,5.0,481.0,356.0,393.0,272.0,12.0,17.0,112.0,89.0,73.0,41.0,0.0,1.0
11.02.2022 00:45,Ливерпуль,Лестер,2,0,65.0,35.0,22.0,5.0,11.0,1.0,7.0,3.0,4.0,1.0,10.0,13.0,7.0,6.0,3.0,4.0,19.0,27.0,1.0,9.0,11.0,7.0,1.0,0.0,665.0,362.0,557.0,252.0,18.0,23.0,178.0,80.0,101.0,28.0,,
10.02.2022 01:00,Астон Вилла,Лидс,3,3,40.0,60.0,12.0,16.0,4.0,8.0,6.0,5.0,2.0,3.0,11.0,12.0,6.0,11.0,1.0,2.0,20.0,21.0,5.0,1.0,11.0,9.0,3.0,3.0,302.0,456.0,225.0,377.0,22.0,3.0,72.0,102.0,38.0,45.0,1.0,0.0
10.02.2022 00:45,Манчестер Сити,Брентфорд,2,0,75.0,25.0,15.0,6.0,7.0,2.0,6.0,2.0,2.0,2.0,22.0,8.0,9.0,3.0,2.0,10.0,23.0,14.0,2.0,5.0,7.0,13.0,,,709.0,227.0,624.0,136.0,7.0,13.0,133.0,63.0,77.0,22.0,,
10.02.2022 00:45,Норвич,Кристал Пэлас,1,1,28.0,72.0,5.0,13.0,1.0,5.0,2.0,4.0,2.0,4.0,18.0,12.0,4.0,6.0,1.0,3.0,25.0,16.0,4.0,0.0,11.0,15.0,1.0,2.0,256.0,669.0,155.0,565.0,15.0,15.0,69.0,136.0,25.0,55.0,,
10.02.2022 00:45,Тоттенхэм,Саутгемптон,2,3,47.0,53.0,8.0,23.0,3.0,10.0,2.0,10.0,3.0,3.0,16.0,9.0,2.0,8.0,3.0,1.0,24.0,19.0,7.0,1.0,7.0,13.0,2.0,3.0,433.0,472.0,338.0,383.0,18.0,14.0,91.0,123.0,36.0,67.0,,
09.02.2022 01:00,Бёрнли,Манчестер Юнайтед,1,1,36.0,64.0,9.0,22.0,3.0,5.0,5.0,5.0,1.0,12.0,11.0,13.0,2.0,10.0,2.0,1.0,22.0,29.0,4.0,2.0,11.0,10.0,2.0,1.0,288.0,518.0,194.0,421.0,25.0,15.0,114.0,104.0,25.0,67.0,,
09.02.2022 00:45,Вест Хэм,Уотфорд,1,0,65.0,35.0,9.0,6.0,3.0,1.0,4.0,4.0,2.0,1.0,7.0,4.0,5.0,6.0,3.0,1.0,40.0,21.0,1.0,2.0,1.0,6.0,1.0,0.0,609.0,335.0,487.0,225.0,16.0,17.0,138.0,108.0,65.0,44.0,,
09.02.2022 00:45,Ньюкасл Юнайтед,Эвертон,3,1,39.0,61.0,20.0,11.0,9.0,3.0,6.0,3.0,5.0,5.0,14.0,13.0,6.0,2.0,1.0,1.0,26.0,19.0,2.0,6.0,13.0,13.0,2.0,3.0,292.0,454.0,191.0,346.0,21.0,19.0,101.0,100.0,41.0,31.0,,
05.02.2022 23:00,Бёрнли,Уотфорд,0,0,52.0,48.0,13.0,11.0,2.0,5.0,7.0,4.0,4.0,2.0,6.0,19.0,4.0,7.0,3.0,0.0,43.0,21.0,5.0,2.0,16.0,9.0,1.0,2.0,391.0,359.0,270.0,245.0,14.0,16.0,146.0,113.0,89.0,77.0,,
23.01.2022 21:30,Челси,Тоттенхэм,2,0,65.0,35.0,15.0,6.0,7.0,3.0,5.0,2.0,3.0,1.0,15.0,17.0,10.0,3.0,0.0,1.0,18.0,21.0,3.0,5.0,17.0,14.0,2.0,1.0,606.0,341.0,526.0,267.0,15.0,14.0,135.0,84.0,51.0,14.0,,
23.01.2022 19:00,Арсенал,Бёрнли,0,0,76.0,24.0,20.0,10.0,5.0,1.0,8.0,6.0,7.0,3.0,15.0,9.0,12.0,4.0,0.0,2.0,20.0,11.0,1.0,5.0,9.0,13.0,0.0,2.0,643.0,211.0,564.0,136.0,7.0,18.0,133.0,68.0,80.0,27.0,,
23.01.2022 19:00,Кристал Пэлас,Ливерпуль,1,3,43.0,57.0,8.0,14.0,5.0,7.0,3.0,6.0,0.0,1.0,12.0,16.0,2.0,5.0,5.0,2.0,14.0,27.0,4.0,4.0,12.0,10.0,4.0,1.0,431.0,576.0,317.0,456.0,13.0,7.0,78.0,145.0,26.0,56.0,,
23.01.2022 19:00,Лестер,Брайтон,1,1,43.0,57.0,15.0,14.0,5.0,5.0,3.0,4.0,7.0,5.0,9.0,9.0,4.0,5.0,3.0,3.0,14.0,21.0,4.0,4.0,6.0,8.0,0.0,1.0,460.0,577.0,352.0,469.0,18.0,22.0,88.0,143.0,43.0,79.0,,
22.01.2022 22:30,Саутгемптон,Манчестер Сити,1,1,26.0,74.0,7.0,20.0,3.0,5.0,3.0,8.0,1.0,7.0,5.0,12.0,2.0,11.0,2.0,0.0,12.0,15.0,4.0,2.0,13.0,5.0,3.0,0.0,278.0,777.0,193.0,701.0,20.0,21.0,60.0,191.0,12.0,127.0,,
22.01.2022 20:00,Брентфорд,Вулверхэмптон,1,2,50.0,50.0,11.0,7.0,1.0,2.0,5.0,3.0,5.0,2.0,7.0,4.0,6.0,3.0,0.0,4.0,27.0,18.0,0.0,0.0,6.0,7.0,2.0,3.0,455.0,477.0,331.0,352.0,16.0,22.0,118.0,140.0,59.0,34.0,,
22.01.2022 20:00,Лидс,Ньюкасл Юнайтед,0,1,63.0,37.0,13.0,15.0,4.0,3.0,4.0,4.0,5.0,8.0,9.0,8.0,6.0,7.0,0.0,0.0,23.0,22.0,2.0,4.0,9.0,8.0,4.0,2.0,477.0,277.0,372.0,186.0,21.0,18.0,111.0,98.0,73.0,51.0,,
22.01.2022 20:00,Манчестер Юнайтед,Вест Хэм,1,0,57.0,43.0,18.0,6.0,3.0,1.0,9.0,3.0,6.0,2.0,8.0,12.0,3.0,3.0,4.0,1.0,25.0,20.0,1.0,2.0,9.0,8.0,1.0,1.0,548.0,413.0,451.0,308.0,17.0,9.0,136.0,110.0,42.0,42.0,,
22.01.2022 17:30,Эвертон,Астон Вилла,0,1,49.0,51.0,15.0,8.0,1.0,3.0,7.0,4.0,7.0,1.0,13.0,13.0,9.0,2.0,3.0,1.0,35.0,27.0,2.0,1.0,14.0,16.0,5.0,4.0,337.0,361.0,221.0,256.0,24.0,26.0,111.0,118.0,51.0,30.0,,
22.01.2022 01:00,Уотфорд,Норвич,0,3,68.0,32.0,15.0,7.0,4.0,2.0,7.0,2.0,4.0,3.0,11.0,16.0,5.0,1.0,1.0,1.0,17.0,28.0,0.0,4.0,16.0,11.0,2.0,1.0,565.0,259.0,439.0,152.0,14.0,16.0,139.0,82.0,59.0,30.0,1.0,0.0
20.01.2022 01:00,Брентфорд,Манчестер Юнайтед,1,3,44.0,56.0,18.0,13.0,8.0,5.0,4.0,2.0,6.0,6.0,9.0,8.0,6.0,9.0,3.0,0.0,16.0,8.0,2.0,7.0,7.0,9.0,,,405.0,519.0,291.0,411.0,17.0,19.0,124.0,111.0,53.0,58.0,,
20.01.2022 00:30,Лестер,Тоттенхэм,2,3,49.0,51.0,14.0,27.0,4.0,10.0,5.0,10.0,5.0,7.0,10.0,6.0,3.0,8.0,1.0,0.0,9.0,14.0,7.0,2.0,6.0,12.0,1.0,2.0,569.0,592.0,491.0,521.0,17.0,20.0,103.0,133.0,46.0,64.0,,
19.01.2022 01:00,Брайтон,Челси,1,1,43.0,57.0,10.0,15.0,2.0,3.0,3.0,5.0,5.0,7.0,6.0,9.0,5.0,7.0,1.0,0.0,25.0,21.0,2.0,1.0,8.0,5.0,1.0,2.0,438.0,579.0,360.0,503.0,16.0,14.0,99.0,104.0,63.0,65.0,,
16.01.2022 19:00,Вест Хэм,Лидс,2,3,48.0,52.0,15.0,18.0,5.0,5.0,6.0,9.0,4.0,4.0,9.0,4.0,4.0,3.0,1.0,1.0,31.0,24.0,2.0,3.0,6.0,9.0,3.0,2.0,386.0,442.0,269.0,322.0,22.0,23.0,138.0,88.0,63.0,39.0,,
16.01.2022 19:00,Ливерпуль,Брентфорд,3,0,68.0,32.0,27.0,6.0,13.0,1.0,8.0,3.0,6.0,2.0,13.0,8.0,9.0,0.0,2.0,7.0,26.0,12.0,1.0,10.0,6.0,6.0,0.0,1.0,712.0,340.0,589.0,212.0,9.0,21.0,163.0,91.0,75.0,21.0,,
15.01.2022 22:30,Астон Вилла,Манчестер Юнайтед,2,2,55.0,45.0,13.0,13.0,9.0,6.0,4.0,4.0,0.0,3.0,14.0,7.0,3.0,6.0,1.0,1.0,14.0,23.0,4.0,7.0,8.0,13.0,1.0,2.0,540.0,451.0,454.0,368.0,16.0,22.0,124.0,90.0,44.0,27.0,,
15.01.2022 20:00,Вулверхэмптон,Саутгемптон,3,1,41.0,59.0,9.0,13.0,5.0,10.0,3.0,3.0,1.0,0.0,14.0,15.0,2.0,10.0,2.0,1.0,20.0,30.0,9.0,2.0,13.0,13.0,2.0,3.0,327.0,437.0,229.0,353.0,23.0,10.0,79.0,121.0,28.0,50.0,,
15.01.2022 20:00,Норвич,Эвертон,2,1,40.0,60.0,14.0,12.0,3.0,5.0,6.0,1.0,5.0,6.0,16.0,15.0,8.0,8.0,3.0,1.0,24.0,20.0,4.0,1.0,12.0,14.0,3.0,1.0,284.0,435.0,200.0,346.0,18.0,18.0,73.0,108.0,42.0,50.0,,
15.01.2022 20:00,Ньюкасл Юнайтед,Уотфорд,1,1,52.0,48.0,12.0,18.0,1.0,5.0,8.0,6.0,3.0,7.0,14.0,14.0,4.0,6.0,1.0,1.0,29.0,20.0,4.0,0.0,13.0,13.0,3.0,2.0,407.0,381.0,306.0,300.0,27.0,19.0,138.0,90.0,59.0,36.0,,
15.01.2022 17:30,Манчестер Сити,Челси,1,0,56.0,44.0,11.0,4.0,6.0,1.0,3.0,2.0,2.0,1.0,5.0,13.0,9.0,1.0,3.0,4.0,20.0,12.0,1.0,5.0,11.0,6.0,0.0,2.0,579.0,459.0,496.0,384.0,9.0,22.0,121.0,81.0,70.0,22.0,,
15.01.2022 01:00,Брайтон,Кристал Пэлас,1,1,64.0,36.0,19.0,3.0,4.0,1.0,10.0,1.0,5.0,1.0,8.0,12.0,9.0,0.0,1.0,2.0,24.0,23.0,0.0,3.0,11.0,7.0,0.0,2.0,569.0,337.0,467.0,234.0,21.0,17.0,146.0,65.0,68.0,32.0,,
13.01.2022 00:45,Вест Хэм,Норвич,2,0,62.0,38.0,13.0,7.0,5.0,3.0,5.0,3.0,3.0,1.0,9.0,12.0,11.0,2.0,4.0,3.0,26.0,12.0,3.0,3.0,9.0,8.0,,,550.0,337.0,463.0,246.0,8.0,15.0,122.0,61.0,69.0,30.0,,
12.01.2022 00:45,Саутгемптон,Брентфорд,4,1,49.0,51.0,12.0,5.0,6.0,4.0,4.0,0.0,2.0,1.0,8.0,8.0,5.0,2.0,0.0,1.0,18.0,27.0,3.0,2.0,9.0,8.0,0.0,1.0,407.0,428.0,293.0,310.0,16.0,15.0,115.0,107.0,46.0,36.0,,
03.01.2022 22:30,Манчестер Юнайтед,Вулверхэмптон,0,1,51.0,49.0,9.0,19.0,2.0,6.0,4.0,7.0,3.0,6.0,11.0,11.0,3.0,8.0,2.0,3.0,23.0,19.0,5.0,2.0,9.0,8.0,3.0,1.0,487.0,457.0,390.0,372.0,17.0,13.0,129.0,112.0,56.0,62.0,,
02.01.2022 21:30,Челси,Ливерпуль,2,2,55.0,45.0,15.0,10.0,6.0,6.0,5.0,2.0,4.0,2.0,16.0,9.0,6.0,7.0,3.0,3.0,14.0,29.0,4.0,4.0,5.0,13.0,1.0,2.0,574.0,463.0,473.0,355.0,19.0,12.0,135.0,100.0,62.0,53.0,,
02.01.2022 19:00,Брентфорд,Астон Вилла,2,1,45.0,55.0,10.0,16.0,4.0,5.0,6.0,6.0,0.0,5.0,15.0,16.0,3.0,7.0,0.0,4.0,19.0,23.0,4.0,2.0,17.0,11.0,2.0,2.0,400.0,491.0,299.0,401.0,20.0,11.0,94.0,110.0,27.0,40.0,,
02.01.2022 19:00,Лидс,Бёрнли,3,1,55.0,45.0,22.0,8.0,7.0,2.0,6.0,4.0,9.0,2.0,8.0,15.0,9.0,3.0,5.0,1.0,20.0,29.0,1.0,4.0,11.0,7.0,2.0,1.0,360.0,297.0,255.0,178.0,18.0,14.0,92.0,114.0,51.0,44.0,,
02.01.2022 19:00,Эвертон,Брайтон,2,3,50.0,50.0,17.0,12.0,6.0,5.0,7.0,3.0,4.0,4.0,10.0,6.0,8.0,5.0,1.0,1.0,29.0,21.0,2.0,4.0,5.0,12.0,1.0,1.0,395.0,425.0,285.0,307.0,17.0,25.0,106.0,107.0,69.0,43.0,,
01.01.2022 22:30,Кристал Пэлас,Вест Хэм,2,3,63.0,37.0,22.0,10.0,6.0,5.0,11.0,4.0,5.0,1.0,18.0,5.0,9.0,1.0,0.0,2.0,32.0,23.0,2.0,4.0,6.0,16.0,0.0,2.0,558.0,339.0,469.0,244.0,15.0,31.0,111.0,96.0,78.0,56.0,,
01.01.2022 20:00,Уотфорд,Тоттенхэм,0,1,26.0,74.0,6.0,21.0,4.0,9.0,2.0,6.0,0.0,6.0,11.0,5.0,3.0,7.0,1.0,3.0,10.0,20.0,8.0,4.0,6.0,9.0,0.0,1.0,251.0,715.0,169.0,634.0,16.0,16.0,66.0,161.0,18.0,110.0,,
01.01.2022 17:30,Арсенал,Манчестер Сити,1,2,29.0,71.0,7.0,15.0,2.0,2.0,4.0,6.0,1.0,7.0,8.0,12.0,5.0,5.0,1.0,2.0,11.0,13.0,0.0,1.0,13.0,5.0,5.0,2.0,249.0,644.0,179.0,561.0,16.0,14.0,98.0,93.0,37.0,58.0,1.0,0.0
31.12.2021 01:15,Манчестер Юнайтед,Бёрнли,3,1,57.0,43.0,18.0,10.0,6.0,3.0,9.0,4.0,3.0,3.0,13.0,6.0,7.0,5.0,2.0,4.0,20.0,12.0,2.0,3.0,5.0,10.0,,,484.0,355.0,374.0,268.0,8.0,14.0,97.0,103.0,51.0,41.0,,
30.12.2021 01:15,Брентфорд,Манчестер Сити,0,1,24.0,76.0,6.0,12.0,2.0,3.0,2.0,5.0,2.0,4.0,13.0,12.0,3.0,5.0,0.0,3.0,10.0,26.0,2.0,2.0,12.0,10.0,,,217.0,710.0,136.0,629.0,17.0,11.0,55.0,100.0,21.0,68.0,,
30.12.2021 00:30,Челси,Брайтон,1,1,48.0,52.0,11.0,18.0,5.0,6.0,3.0,8.0,3.0,4.0,6.0,12.0,10.0,8.0,1.0,0.0,17.0,25.0,5.0,4.0,14.0,7.0,4.0,1.0,430.0,473.0,343.0,378.0,23.0,23.0,77.0,60.0,45.0,41.0,,
29.12.2021 01:00,Лестер,Ливерпуль,1,0,37.0,63.0,6.0,21.0,1.0,4.0,2.0,12.0,3.0,5.0,12.0,8.0,1.0,12.0,3.0,1.0,15.0,26.0,4.0,0.0,8.0,11.0,0.0,1.0,358.0,587.0,263.0,480.0,17.0,15.0,66.0,161.0,33.0,119.0,,
28.12.2021 20:00,Кристал Пэлас,Норвич,3,0,51.0,49.0,19.0,12.0,6.0,3.0,6.0,2.0,7.0,7.0,13.0,8.0,8.0,8.0,1.0,3.0,33.0,19.0,3.0,3.0,9.0,13.0,1.0,2.0,391.0,376.0,303.0,293.0,26.0,16.0,71.0,100.0,39.0,53.0,,
28.12.2021 20:00,Саутгемптон,Тоттенхэм,1,1,35.0,65.0,9.0,21.0,2.0,11.0,3.0,5.0,4.0,5.0,8.0,17.0,3.0,7.0,3.0,3.0,17.0,23.0,10.0,1.0,15.0,5.0,4.0,2.0,290.0,536.0,201.0,449.0,15.0,9.0,93.0,112.0,28.0,73.0,1.0,0.0
28.12.2021 20:00,Уотфорд,Вест Хэм,1,4,43.0,57.0,14.0,13.0,5.0,6.0,5.0,3.0,4.0,4.0,12.0,11.0,4.0,5.0,0.0,1.0,25.0,26.0,2.0,4.0,12.0,12.0,0.0,1.0,316.0,423.0,208.0,308.0,16.0,15.0,114.0,91.0,50.0,62.0,,
28.12.2021 01:00,Ньюкасл Юнайтед,Манчестер Юнайтед,1,1,30.0,70.0,13.0,13.0,8.0,4.0,3.0,3.0,2.0,6.0,8.0,11.0,2.0,3.0,2.0,3.0,30.0,30.0,3.0,7.0,11.0,8.0,3.0,3.0,259.0,566.0,167.0,455.0,18.0,17.0,85.0,141.0,49.0,55.0,,
27.12.2021 01:00,Брайтон,Брентфорд,2,0,50.0,50.0,15.0,16.0,5.0,6.0,7.0,6.0,3.0,4.0,10.0,9.0,6.0,9.0,2.0,3.0,15.0,19.0,6.0,3.0,8.0,10.0,1.0,3.0,466.0,450.0,374.0,348.0,13.0,16.0,105.0,105.0,54.0,47.0,,
26.12.2021 22:30,Астон Вилла,Челси,1,3,42.0,58.0,8.0,10.0,1.0,4.0,2.0,3.0,5.0,3.0,12.0,6.0,2.0,5.0,2.0,2.0,18.0,23.0,1.0,0.0,8.0,11.0,3.0,1.0,446.0,609.0,382.0,541.0,17.0,17.0,101.0,128.0,34.0,66.0,,
26.12.2021 20:00,Вест Хэм,Саутгемптон,2,3,56.0,44.0,11.0,11.0,5.0,6.0,3.0,2.0,3.0,3.0,10.0,11.0,10.0,2.0,2.0,1.0,20.0,19.0,3.0,3.0,10.0,9.0,3.0,3.0,451.0,378.0,362.0,290.0,13.0,19.0,114.0,91.0,70.0,32.0,,
26.12.2021 20:00,Манчестер Сити,Лестер,6,3,72.0,28.0,17.0,14.0,9.0,8.0,3.0,5.0,5.0,1.0,6.0,12.0,14.0,4.0,2.0,1.0,19.0,3.0,5.0,3.0,11.0,9.0,1.0,2.0,736.0,289.0,693.0,251.0,7.0,15.0,138.0,43.0,60.0,18.0,,
26.12.2021 20:00,Норвич,Арсенал,0,5,35.0,65.0,4.0,16.0,2.0,6.0,1.0,4.0,1.0,6.0,9.0,14.0,3.0,4.0,3.0,2.0,23.0,20.0,1.0,2.0,13.0,7.0,1.0,2.0,314.0,585.0,228.0,493.0,17.0,13.0,81.0,116.0,23.0,41.0,,
26.12.2021 20:00,Тоттенхэм,Кристал Пэлас,3,0,60.0,40.0,17.0,4.0,6.0,0.0,6.0,2.0,5.0,2.0,10.0,16.0,4.0,2.0,1.0,0.0,14.0,13.0,0.0,3.0,16.0,9.0,1.0,3.0,602.0,406.0,548.0,336.0,23.0,18.0,126.0,68.0,62.0,31.0,0.0,1.0
19.12.2021 21:30,Тоттенхэм,Ливерпуль,2,2,43.0,57.0,10.0,18.0,5.0,6.0,3.0,6.0,2.0,6.0,12.0,11.0,6.0,4.0,3.0,1.0,17.0,21.0,4.0,3.0,12.0,11.0,4.0,4.0,413.0,519.0,311.0,417.0,15.0,25.0,79.0,151.0,51.0,79.0,0.0,1.0
19.12.2021 19:00,Вулверхэмптон,Челси,0,0,37.0,63.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,6.0,11.0,11.0,4.0,9.0,2.0,4.0,17.0,22.0,1.0,1.0,9.0,7.0,0.0,2.0,433.0,739.0,328.0,275.0,17.0,16.0,70.0,187.0,28.0,90.0,,
19.12.2021 19:00,Ньюкасл Юнайтед,Манчестер Сити,0,4,28.0,72.0,5.0,18.0,1.0,7.0,4.0,8.0,0.0,3.0,6.0,13.0,3.0,6.0,4.0,2.0,14.0,15.0,3.0,1.0,9.0,6.0,1.0,2.0,265.0,709.0,207.0,642.0,13.0,21.0,70.0,113.0,31.0,47.0,,
18.12.2021 22:30,Лидс,Арсенал,1,4,51.0,49.0,9.0,21.0,2.0,12.0,6.0,3.0,1.0,6.0,7.0,10.0,1.0,4.0,0.0,1.0,27.0,15.0,8.0,1.0,11.0,7.0,3.0,1.0,405.0,392.0,308.0,307.0,14.0,13.0,81.0,104.0,34.0,36.0,,
17.12.2021 01:00,Ливерпуль,Ньюкасл Юнайтед,3,1,74.0,26.0,23.0,5.0,8.0,3.0,9.0,2.0,6.0,0.0,5.0,10.0,11.0,0.0,2.0,1.0,23.0,9.0,2.0,5.0,9.0,4.0,1.0,3.0,738.0,258.0,628.0,154.0,12.0,24.0,151.0,58.0,97.0,10.0,,
17.12.2021 00:45,Челси,Эвертон,1,1,80.0,20.0,23.0,5.0,10.0,3.0,10.0,1.0,3.0,1.0,7.0,10.0,7.0,1.0,0.0,2.0,31.0,11.0,2.0,9.0,11.0,11.0,2.0,3.0,777.0,194.0,698.0,108.0,11.0,19.0,158.0,73.0,84.0,24.0,,
16.12.2021 01:00,Арсенал,Вест Хэм,2,0,56.0,44.0,21.0,7.0,8.0,1.0,5.0,3.0,8.0,3.0,8.0,8.0,5.0,2.0,0.0,0.0,18.0,28.0,1.0,6.0,9.0,9.0,2.0,2.0,501.0,387.0,419.0,314.0,22.0,18.0,111.0,85.0,70.0,54.0,0.0,1.0
16.12.2021 00:30,Брайтон,Вулверхэмптон,0,1,59.0,41.0,12.0,8.0,2.0,5.0,7.0,2.0,3.0,1.0,16.0,12.0,7.0,4.0,1.0,1.0,23.0,15.0,4.0,2.0,11.0,15.0,2.0,0.0,524.0,365.0,441.0,283.0,16.0,17.0,141.0,67.0,61.0,34.0,,
16.12.2021 00:30,Кристал Пэлас,Саутгемптон,2,2,60.0,40.0,9.0,15.0,6.0,4.0,2.0,7.0,1.0,4.0,23.0,17.0,4.0,6.0,1.0,3.0,32.0,23.0,2.0,4.0,16.0,20.0,2.0,4.0,448.0,299.0,333.0,193.0,20.0,24.0,94.0,113.0,48.0,45.0,,
15.12.2021 01:00,Манчестер Сити,Лидс,7,0,64.0,36.0,31.0,6.0,15.0,3.0,9.0,2.0,7.0,1.0,7.0,6.0,6.0,2.0,1.0,0.0,7.0,16.0,3.0,8.0,5.0,9.0,1.0,1.0,608.0,338.0,554.0,267.0,12.0,15.0,169.0,42.0,59.0,21.0,,
15.12.2021 00:45,Норвич,Астон Вилла,0,2,50.0,50.0,7.0,17.0,3.0,6.0,1.0,3.0,3.0,8.0,8.0,10.0,7.0,10.0,0.0,0.0,23.0,20.0,4.0,3.0,12.0,9.0,3.0,1.0,451.0,447.0,368.0,365.0,23.0,17.0,91.0,120.0,43.0,69.0,,
12.12.2021 21:30,Кристал Пэлас,Эвертон,3,1,61.0,39.0,17.0,12.0,6.0,6.0,5.0,1.0,6.0,5.0,11.0,14.0,8.0,2.0,1.0,0.0,31.0,26.0,5.0,3.0,15.0,14.0,0.0,2.0,487.0,306.0,406.0,215.0,15.0,25.0,76.0,101.0,57.0,40.0,,
12.12.2021 19:00,Бёрнли,Вест Хэм,0,0,40.0,60.0,9.0,16.0,1.0,3.0,5.0,8.0,3.0,5.0,10.0,12.0,6.0,14.0,1.0,1.0,10.0,23.0,3.0,1.0,13.0,11.0,2.0,1.0,310.0,471.0,201.0,348.0,19.0,10.0,109.0,102.0,39.0,62.0,,
12.12.2021 19:00,Лестер,Ньюкасл Юнайтед,4,0,47.0,53.0,8.0,12.0,5.0,3.0,2.0,3.0,1.0,6.0,16.0,9.0,4.0,6.0,0.0,1.0,21.0,19.0,3.0,1.0,9.0,16.0,2.0,3.0,400.0,431.0,317.0,343.0,20.0,26.0,105.0,101.0,39.0,59.0,,
