Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Красные карточки,К2 Красные карточки,К1 Желтые карточки,К2 Желтые карточки,К1 Всего передач,К2 Всего передач,К1 Oтборы,К2 Oтборы,К1 Вбрасывания,К2 Вбрасывания,К1 Точность передач,К2 Точность передач
04.03.2017 17:30,Манчестер Юнайтед,Борнмут,1,1,69,31,20,3,7,1,5,1,8,1,11,12,15,2,3,0,0,6,9,11,0.0,1.0,3.0,4.0,620.0,294.0,13.0,14.0,,,,
28.02.2017 01:00,Лестер,Ливерпуль,3,1,31,69,13,17,7,7,4,5,2,5,7,11,5,12,3,2,6,4,8,5,,,,,277.0,620.0,31.0,20.0,,,,
26.02.2017 18:30,Тоттенхэм,Сток Сити,4,0,64,36,21,5,9,3,7,2,5,0,16,12,8,5,1,2,3,5,11,14,,,2.0,3.0,588.0,317.0,11.0,20.0,,,,
25.02.2017 22:30,Уотфорд,Вест Хэм,1,1,36,64,9,13,1,2,3,7,5,4,15,20,4,6,2,2,1,0,18,14,0.0,1.0,4.0,3.0,,,,,,,,
25.02.2017 20:00,Вест Бромвич,Борнмут,2,1,32,68,13,12,4,4,5,6,4,2,5,15,8,6,4,0,3,2,12,5,,,2.0,0.0,,,,,,,,
25.02.2017 20:00,Кристал Пэлас,Мидлсбро,1,0,46,54,15,11,3,4,7,6,5,1,15,15,4,2,2,0,4,2,13,15,,,3.0,1.0,,,,,,,,
25.02.2017 20:00,Халл,Бёрнли,1,1,66,34,15,10,1,3,9,3,5,4,18,8,6,3,0,6,2,0,8,13,0.0,1.0,1.0,3.0,,,,,,,,
25.02.2017 20:00,Челси,Суонси,3,1,66,34,16,3,5,2,6,1,5,0,13,12,8,1,1,0,1,2,11,14,,,1.0,3.0,,,,,,,,
25.02.2017 20:00,Эвертон,Сандерленд,2,0,63,37,20,10,8,1,9,3,3,6,16,11,10,6,1,0,1,6,10,16,,,0.0,2.0,,,,,,,,
14.02.2017 01:00,Борнмут,Манчестер Сити,0,2,38,62,5,17,1,5,0,8,4,4,13,10,3,7,2,2,3,1,8,11,,,2.0,3.0,359.0,598.0,18.0,20.0,,,,
12.02.2017 21:00,Суонси,Лестер,2,0,49,51,10,9,4,1,5,4,1,4,14,6,7,3,0,0,1,2,7,14,,,2.0,2.0,477.0,504.0,21.0,18.0,,,,
12.02.2017 18:30,Бёрнли,Челси,1,1,29,71,6,13,4,2,1,5,1,6,11,14,1,1,3,0,1,3,12,11,,,3.0,2.0,297.0,730.0,13.0,13.0,,,,
11.02.2017 22:30,Ливерпуль,Тоттенхэм,2,0,51,49,17,7,9,2,4,4,4,1,15,16,10,3,2,1,2,7,14,14,,,3.0,5.0,421.0,417.0,18.0,21.0,,,,
11.02.2017 20:00,Вест Хэм,Вест Бромвич,2,2,65,35,16,8,4,3,4,3,8,2,15,10,7,5,3,1,1,2,7,14,,,3.0,2.0,532.0,282.0,12.0,18.0,,,,
11.02.2017 20:00,Манчестер Юнайтед,Уотфорд,2,0,58,42,23,9,11,3,8,5,4,1,12,15,5,1,5,0,3,9,10,12,,,1.0,0.0,582.0,426.0,30.0,20.0,,,,
11.02.2017 20:00,Мидлсбро,Эвертон,0,0,46,54,9,7,3,3,4,3,2,1,11,14,5,2,0,2,3,3,14,9,,,2.0,0.0,463.0,563.0,26.0,24.0,,,,
11.02.2017 20:00,Сандерленд,Саутгемптон,0,4,46,54,6,15,1,8,1,4,4,3,17,13,6,2,1,2,4,1,12,14,,,1.0,0.0,443.0,523.0,15.0,24.0,,,,
11.02.2017 20:00,Сток Сити,Кристал Пэлас,1,0,58,42,7,6,4,1,2,4,1,1,17,13,5,5,3,2,1,3,10,14,,,1.0,3.0,449.0,325.0,24.0,19.0,,,,
11.02.2017 17:30,Арсенал,Халл,2,0,49,51,17,9,7,4,8,5,2,0,8,16,3,8,4,0,4,5,12,9,0.0,1.0,3.0,1.0,485.0,479.0,21.0,15.0,,,,
05.02.2017 21:00,Лестер,Манчестер Юнайтед,0,3,32,68,11,15,1,9,6,4,4,2,15,13,10,3,1,2,6,1,12,13,,,2.0,4.0,276.0,618.0,14.0,15.0,,,,
05.02.2017 18:30,Манчестер Сити,Суонси,2,1,69,31,17,4,5,2,5,2,7,0,13,13,10,3,4,0,1,3,9,13,,,2.0,3.0,704.0,323.0,17.0,24.0,,,,
04.02.2017 22:30,Тоттенхэм,Мидлсбро,1,0,65,35,17,8,5,0,6,5,6,3,11,13,11,2,5,1,0,4,8,11,,,0.0,1.0,579.0,314.0,20.0,31.0,,,,
04.02.2017 20:00,Вест Бромвич,Сток Сити,1,0,38,62,15,12,4,2,7,5,4,5,15,10,5,6,3,2,2,3,6,13,,,2.0,2.0,312.0,504.0,15.0,17.0,,,,
04.02.2017 20:00,Кристал Пэлас,Сандерленд,0,4,65,35,21,10,9,7,8,3,4,0,9,10,7,1,1,1,3,9,8,8,,,3.0,3.0,491.0,279.0,9.0,16.0,,,,
04.02.2017 20:00,Саутгемптон,Вест Хэм,1,3,55,45,21,6,7,4,11,1,3,1,18,14,3,2,2,3,1,6,12,15,,,0.0,2.0,475.0,389.0,16.0,13.0,,,,
04.02.2017 20:00,Уотфорд,Бёрнли,2,1,60,40,16,11,7,7,3,1,6,3,15,12,3,6,2,4,6,5,12,10,0.0,1.0,5.0,0.0,508.0,338.0,15.0,23.0,,,,
04.02.2017 20:00,Халл,Ливерпуль,2,0,28,72,7,22,4,5,3,6,0,11,13,11,1,15,2,1,5,2,9,12,,,2.0,1.0,259.0,638.0,12.0,13.0,,,,
04.02.2017 20:00,Эвертон,Борнмут,6,3,46,54,15,18,10,8,2,8,3,2,4,17,4,8,4,0,5,4,14,4,,,3.0,1.0,478.0,554.0,22.0,22.0,,,,
04.02.2017 17:30,Челси,Арсенал,3,1,42,58,13,9,6,5,5,2,2,2,11,18,10,13,4,3,4,3,14,8,,,1.0,1.0,408.0,566.0,19.0,26.0,,,,
02.02.2017 01:00,Манчестер Юнайтед,Халл,0,0,67,33,15,6,6,2,4,4,5,0,17,26,7,1,6,1,2,6,20,16,,,1.0,4.0,635.0,314.0,18.0,16.0,,,,
02.02.2017 01:00,Сток Сити,Эвертон,1,1,47,53,14,14,7,5,5,6,2,3,14,23,5,5,1,3,4,6,21,12,,,1.0,0.0,416.0,484.0,14.0,14.0,,,,
02.02.2017 00:45,Вест Хэм,Манчестер Сити,0,4,30,70,6,11,1,4,1,5,4,2,17,16,2,4,6,3,0,1,11,14,,,3.0,3.0,280.0,671.0,14.0,13.0,,,,
01.02.2017 01:00,Ливерпуль,Челси,1,1,62,38,7,8,3,2,2,4,2,2,11,17,3,3,5,3,1,2,13,8,,,2.0,1.0,636.0,393.0,15.0,24.0,,,,
01.02.2017 00:45,Арсенал,Уотфорд,1,2,74,26,20,10,5,6,8,2,7,2,16,14,9,5,2,1,4,4,12,15,,,3.0,3.0,597.0,204.0,17.0,24.0,,,,
01.02.2017 00:45,Бёрнли,Лестер,1,0,59,41,24,13,3,5,12,3,9,5,12,5,10,2,1,4,5,2,4,8,,,1.0,0.0,415.0,293.0,15.0,8.0,,,,
01.02.2017 00:45,Борнмут,Кристал Пэлас,0,2,65,35,10,11,2,4,5,6,3,1,23,15,2,3,1,0,2,2,14,23,,,0.0,4.0,454.0,232.0,12.0,16.0,,,,
01.02.2017 00:45,Мидлсбро,Вест Бромвич,1,1,62,38,11,15,3,5,3,5,5,5,14,12,4,3,0,2,4,2,12,13,,,2.0,1.0,482.0,288.0,22.0,15.0,,,,
01.02.2017 00:45,Сандерленд,Тоттенхэм,0,0,28,72,3,14,1,3,0,4,2,7,16,11,2,12,2,3,3,1,9,13,,,2.0,0.0,223.0,556.0,23.0,11.0,,,,
01.02.2017 00:45,Суонси,Саутгемптон,2,1,43,57,11,10,5,2,3,5,3,3,21,11,5,4,1,1,1,3,10,19,,,2.0,0.0,417.0,555.0,14.0,18.0,,,,
22.01.2017 21:30,Челси,Халл,2,0,53,47,9,9,5,4,1,4,3,1,11,13,9,7,1,1,4,3,12,10,,,1.0,3.0,557.0,510.0,11.0,19.0,,,,
22.01.2017 19:15,Арсенал,Бёрнли,2,1,70,30,24,13,8,7,7,3,9,3,10,13,10,4,2,0,6,6,12,11,1.0,0.0,1.0,3.0,578.0,238.0,13.0,25.0,,,,
22.01.2017 17:00,Саутгемптон,Лестер,3,0,60,40,20,11,7,2,10,7,3,2,10,12,7,2,3,1,2,4,8,10,,,0.0,1.0,495.0,329.0,12.0,16.0,,,,
21.01.2017 22:30,Манчестер Сити,Тоттенхэм,2,2,55,45,17,6,7,2,9,3,1,1,12,13,5,4,3,5,0,5,10,7,,,2.0,4.0,474.0,400.0,22.0,20.0,,,,
21.01.2017 20:00,Борнмут,Уотфорд,2,2,63,37,15,10,5,3,6,2,4,5,18,9,9,4,3,2,1,3,6,16,,,1.0,2.0,525.0,318.0,9.0,10.0,,,,
21.01.2017 20:00,Вест Бромвич,Сандерленд,2,0,44,56,14,9,5,3,5,2,4,4,13,18,1,4,2,1,3,3,15,12,,,1.0,1.0,351.0,447.0,16.0,18.0,,,,
21.01.2017 20:00,Кристал Пэлас,Эвертон,0,1,44,56,8,16,2,8,2,6,4,2,16,11,8,7,1,1,7,2,10,15,,,0.0,1.0,368.0,459.0,18.0,14.0,,,,
21.01.2017 20:00,Мидлсбро,Вест Хэм,1,3,61,39,11,13,2,5,5,5,4,3,14,9,7,5,2,0,2,1,7,14,,,2.0,1.0,517.0,342.0,20.0,20.0,,,,
21.01.2017 20:00,Сток Сити,Манчестер Юнайтед,1,1,35,65,6,25,1,8,3,8,2,9,17,13,1,7,0,6,7,1,13,12,,,4.0,0.0,329.0,586.0,16.0,14.0,,,,
21.01.2017 17:30,Ливерпуль,Суонси,2,3,74,26,16,6,5,3,7,2,4,1,8,9,6,3,2,1,0,3,7,7,,,1.0,1.0,784.0,290.0,30.0,12.0,,,,
15.01.2017 21:00,Манчестер Юнайтед,Ливерпуль,1,1,55,45,9,13,3,4,5,2,1,7,15,20,5,7,4,2,3,2,17,13,,,1.0,3.0,491.0,404.0,23.0,28.0,,,,
15.01.2017 18:30,Эвертон,Манчестер Сити,4,0,29,71,6,13,4,5,1,4,1,4,11,20,3,6,4,4,5,0,17,7,,,2.0,2.0,261.0,649.0,22.0,10.0,,,,
14.01.2017 22:30,Лестер,Челси,0,3,35,65,7,8,2,3,5,2,0,3,11,10,3,5,2,1,0,2,8,9,,,1.0,0.0,338.0,630.0,13.0,7.0,,,,
14.01.2017 20:00,Бёрнли,Саутгемптон,1,0,41,59,9,20,3,5,4,8,2,7,16,14,2,7,0,2,5,2,14,14,,,1.0,2.0,294.0,414.0,13.0,13.0,,,,
14.01.2017 20:00,Вест Хэм,Кристал Пэлас,3,0,44,56,14,10,3,1,7,6,4,3,15,11,2,2,1,1,1,0,10,14,,,4.0,2.0,342.0,432.0,19.0,18.0,,,,
14.01.2017 20:00,Сандерленд,Сток Сити,1,3,51,49,14,14,3,6,5,3,6,5,11,22,5,2,5,1,3,2,16,11,,,3.0,1.0,429.0,427.0,14.0,13.0,,,,
14.01.2017 20:00,Суонси,Арсенал,0,4,43,57,12,14,3,6,6,2,3,6,9,14,3,2,2,0,2,3,12,8,,,2.0,0.0,444.0,606.0,11.0,17.0,,,,
14.01.2017 20:00,Уотфорд,Мидлсбро,0,0,47,53,12,5,5,1,6,4,1,0,18,17,3,1,2,3,1,5,15,15,,,3.0,1.0,348.0,414.0,10.0,16.0,,,,
14.01.2017 20:00,Халл,Борнмут,3,1,39,61,14,8,3,6,9,1,2,1,14,15,4,5,3,3,5,0,13,11,,,0.0,1.0,351.0,570.0,14.0,8.0,,,,
14.01.2017 17:30,Тоттенхэм,Вест Бромвич,4,0,73,27,21,3,11,0,7,2,3,1,13,12,8,0,1,1,0,7,11,12,,,0.0,2.0,670.0,248.0,21.0,13.0,,,,
05.01.2017 01:00,Тоттенхэм,Челси,2,0,46,54,9,11,2,2,6,6,1,3,12,10,1,6,2,4,2,0,9,8,,,3.0,2.0,440.0,523.0,24.0,18.0,,,,
04.01.2017 01:00,Кристал Пэлас,Суонси,1,2,47,53,7,11,3,4,2,5,2,2,15,14,4,5,1,1,2,2,13,14,,,2.0,1.0,411.0,477.0,17.0,12.0,,,,
04.01.2017 01:00,Сток Сити,Уотфорд,2,0,54,46,17,9,5,2,8,4,4,3,15,13,7,6,3,0,2,3,10,15,,,1.0,2.0,401.0,350.0,8.0,16.0,,,,
04.01.2017 00:45,Борнмут,Арсенал,3,3,40,60,12,14,6,4,4,5,2,5,14,12,4,7,2,3,1,3,10,12,1.0,0.0,3.0,3.0,377.0,571.0,12.0,16.0,,,,
02.01.2017 22:15,Вест Хэм,Манчестер Юнайтед,0,2,36,64,8,13,2,6,5,5,1,2,18,8,2,1,0,5,4,2,9,13,1.0,0.0,2.0,2.0,396.0,713.0,13.0,18.0,,,,
02.01.2017 20:00,Вест Бромвич,Халл,3,1,41,59,8,17,5,6,0,9,3,2,4,5,7,9,1,0,5,2,5,4,,,,,347.0,532.0,16.0,14.0,,,,
02.01.2017 20:00,Манчестер Сити,Бёрнли,2,1,55,45,14,11,3,3,4,6,7,2,14,14,8,8,3,3,2,1,11,11,1.0,0.0,4.0,3.0,450.0,357.0,9.0,15.0,,,,
02.01.2017 20:00,Сандерленд,Ливерпуль,2,2,29,71,10,21,5,15,0,3,5,3,11,13,2,5,3,3,13,3,10,10,,,2.0,3.0,291.0,695.0,22.0,9.0,,,,
02.01.2017 20:00,Эвертон,Саутгемптон,3,0,54,46,17,12,6,3,5,6,6,3,15,10,10,8,4,2,3,3,5,14,,,0.0,1.0,487.0,403.0,23.0,24.0,,,,
02.01.2017 17:30,Мидлсбро,Лестер,0,0,62,38,9,10,1,4,5,4,3,2,9,10,2,2,0,0,4,1,10,9,,,3.0,0.0,530.0,331.0,18.0,22.0,,,,
01.01.2017 21:00,Арсенал,Кристал Пэлас,2,0,64,36,22,7,7,4,5,2,10,1,10,11,8,4,2,3,4,5,9,7,,,1.0,1.0,639.0,351.0,26.0,17.0,,,,
01.01.2017 18:30,Уотфорд,Тоттенхэм,1,4,34,66,6,19,2,6,1,11,3,2,9,18,0,3,5,3,2,1,11,6,,,3.0,0.0,293.0,578.0,19.0,22.0,,,,
31.12.2016 22:30,Ливерпуль,Манчестер Сити,1,0,43,57,5,9,1,2,3,4,1,3,15,13,4,6,2,2,2,0,12,12,,,2.0,1.0,437.0,575.0,23.0,23.0,,,,
31.12.2016 20:00,Бёрнли,Сандерленд,4,1,46,54,16,11,6,3,8,5,2,3,10,13,6,2,3,3,2,2,10,8,,,1.0,1.0,344.0,418.0,21.0,12.0,,,,
31.12.2016 20:00,Лестер,Вест Хэм,1,0,40,60,12,24,4,5,6,10,2,9,10,14,7,7,3,2,5,3,11,8,,,5.0,3.0,311.0,481.0,15.0,10.0,,,,
31.12.2016 20:00,Манчестер Юнайтед,Мидлсбро,2,1,66,34,32,9,12,2,12,4,8,3,13,13,12,2,5,0,1,10,9,14,,,1.0,1.0,610.0,332.0,7.0,12.0,,,,
31.12.2016 20:00,Саутгемптон,Вест Бромвич,1,2,68,32,10,7,1,3,7,3,2,1,18,14,8,3,1,1,1,0,13,17,1.0,0.0,3.0,3.0,572.0,278.0,22.0,22.0,,,,
31.12.2016 20:00,Суонси,Борнмут,0,3,45,55,14,11,5,6,5,5,4,0,10,15,4,3,1,2,3,5,14,9,,,2.0,0.0,451.0,571.0,14.0,16.0,,,,
31.12.2016 20:00,Челси,Сток Сити,4,2,60,40,18,5,7,2,8,3,3,0,12,14,8,3,2,2,0,3,12,10,,,3.0,2.0,473.0,322.0,12.0,17.0,,,,
31.12.2016 01:00,Халл,Эвертон,2,2,43,57,13,20,4,7,5,7,4,6,13,14,5,5,4,0,5,2,10,13,,,2.0,2.0,402.0,526.0,22.0,23.0,,,,
29.12.2016 00:45,Саутгемптон,Тоттенхэм,1,4,35,65,9,17,2,5,3,7,4,5,16,8,2,10,2,0,1,1,7,16,1.0,0.0,1.0,4.0,321.0,619.0,28.0,27.0,,,,
27.12.2016 22:15,Ливерпуль,Сток Сити,4,1,64,36,21,6,6,2,6,2,8,2,8,9,8,2,0,2,1,3,9,6,,,0.0,1.0,624.0,352.0,23.0,28.0,,,,
26.12.2016 22:15,Халл,Манчестер Сити,0,3,33,67,10,16,3,6,5,6,2,4,15,12,4,7,2,1,3,3,11,14,,,1.0,0.0,320.0,683.0,14.0,14.0,,,,
26.12.2016 20:00,Арсенал,Вест Бромвич,1,0,76,24,26,3,11,1,8,1,7,1,11,12,6,5,1,4,1,10,11,7,,,3.0,1.0,817.0,243.0,16.0,13.0,,,,
26.12.2016 20:00,Бёрнли,Мидлсбро,1,0,44,56,6,8,4,2,2,4,0,2,22,20,7,3,3,4,2,3,17,18,,,6.0,5.0,301.0,404.0,10.0,11.0,,,,
26.12.2016 20:00,Лестер,Эвертон,0,2,43,57,7,8,2,3,3,5,2,0,10,17,3,4,3,3,1,2,14,7,,,3.0,0.0,398.0,544.0,18.0,15.0,,,,
26.12.2016 20:00,Манчестер Юнайтед,Сандерленд,3,1,62,38,26,7,9,4,11,2,6,1,11,10,5,5,4,2,3,6,6,9,,,1.0,2.0,606.0,360.0,11.0,12.0,,,,
26.12.2016 20:00,Суонси,Вест Хэм,1,4,56,44,14,14,7,7,6,4,1,3,13,12,8,4,2,1,3,6,10,12,,,,,517.0,411.0,17.0,21.0,,,,
26.12.2016 20:00,Челси,Борнмут,3,0,44,56,14,7,4,3,7,1,3,3,14,14,5,5,1,1,3,1,13,14,,,1.0,1.0,472.0,591.0,13.0,11.0,,,,
26.12.2016 17:30,Уотфорд,Кристал Пэлас,1,1,56,44,9,10,3,4,4,5,2,1,17,17,7,3,0,1,3,2,18,17,,,2.0,4.0,352.0,292.0,13.0,22.0,,,,
20.12.2016 01:00,Эвертон,Ливерпуль,0,1,32,68,6,11,1,4,3,5,2,2,10,14,1,6,1,1,3,1,13,9,,,3.0,1.0,286.0,604.0,17.0,20.0,,,,
18.12.2016 21:00,Манчестер Сити,Арсенал,2,1,61,39,14,6,5,1,7,5,2,0,14,13,8,1,4,1,0,3,9,13,,,4.0,2.0,594.0,389.0,18.0,16.0,,,,
18.12.2016 21:00,Тоттенхэм,Бёрнли,2,1,60,40,30,5,9,2,12,1,9,2,13,10,11,2,0,2,1,7,10,11,,,1.0,2.0,481.0,328.0,16.0,23.0,,,,
18.12.2016 18:30,Борнмут,Саутгемптон,1,3,47,53,10,14,5,8,2,4,3,2,13,7,7,4,0,2,5,4,6,12,,,0.0,3.0,449.0,519.0,20.0,26.0,,,,
17.12.2016 22:30,Вест Бромвич,Манчестер Юнайтед,0,2,43,57,10,10,1,5,6,4,3,1,16,12,2,3,3,2,3,1,9,13,,,3.0,3.0,412.0,574.0,14.0,14.0,,,,
17.12.2016 20:00,Вест Хэм,Халл,1,0,57,43,18,16,6,5,3,8,9,3,17,14,10,6,1,9,5,5,13,9,,,2.0,4.0,417.0,317.0,7.0,22.0,,,,
17.12.2016 20:00,Мидлсбро,Суонси,3,0,43,57,10,14,4,2,5,6,1,6,13,10,3,8,0,3,2,1,10,11,,,1.0,0.0,409.0,523.0,17.0,17.0,,,,
17.12.2016 20:00,Сандерленд,Уотфорд,1,0,42,58,12,9,4,4,3,4,5,1,11,12,4,11,2,2,4,3,10,9,,,1.0,2.0,272.0,366.0,18.0,14.0,,,,
17.12.2016 20:00,Сток Сити,Лестер,2,2,65,35,16,14,7,8,4,3,5,3,10,10,9,9,3,0,6,5,9,12,0.0,1.0,2.0,6.0,573.0,311.0,9.0,16.0,,,,
17.12.2016 17:30,Кристал Пэлас,Челси,0,1,53,47,6,13,2,6,4,3,0,4,17,12,5,3,1,2,5,2,12,15,,,2.0,3.0,476.0,418.0,12.0,23.0,,,,
15.12.2016 01:00,Вест Бромвич,Суонси,3,1,39,61,13,8,4,4,5,2,4,2,9,10,0,11,3,1,3,1,8,8,,,,,351.0,532.0,19.0,23.0,,,,
15.12.2016 01:00,Кристал Пэлас,Манчестер Юнайтед,1,2,39,61,6,16,3,6,3,7,0,3,11,16,1,8,0,1,4,2,16,10,,,2.0,3.0,397.0,624.0,18.0,24.0,,,,
15.12.2016 01:00,Манчестер Сити,Уотфорд,2,0,64,36,13,5,7,2,4,3,2,0,24,19,5,2,3,3,2,5,16,20,,,1.0,2.0,504.0,288.0,22.0,12.0,,,,
15.12.2016 01:00,Сток Сити,Саутгемптон,0,0,29,71,5,15,3,4,1,7,1,4,13,10,3,11,1,2,4,3,9,10,1.0,0.0,1.0,2.0,231.0,556.0,17.0,20.0,,,,
15.12.2016 01:00,Тоттенхэм,Халл,3,0,63,37,27,10,9,5,6,1,12,4,18,9,5,5,2,4,5,6,6,14,,,0.0,2.0,672.0,386.0,6.0,16.0,,,,
15.12.2016 00:45,Вест Хэм,Бёрнли,1,0,59,41,20,8,7,2,10,4,3,2,17,11,6,1,0,3,2,6,12,15,,,0.0,2.0,440.0,307.0,7.0,12.0,,,,
15.12.2016 00:45,Мидлсбро,Ливерпуль,0,3,36,64,8,15,3,4,1,4,4,7,18,12,5,2,1,4,1,3,11,14,,,1.0,0.0,385.0,681.0,20.0,18.0,,,,
15.12.2016 00:45,Сандерленд,Челси,0,1,34,66,8,19,3,6,4,10,1,3,13,16,5,5,1,3,5,3,15,10,,,3.0,2.0,316.0,619.0,14.0,14.0,,,,
14.12.2016 00:45,Борнмут,Лестер,1,0,63,37,9,12,3,4,3,4,3,4,16,10,4,11,4,2,4,2,5,14,,,0.0,3.0,536.0,309.0,19.0,16.0,,,,
14.12.2016 00:45,Эвертон,Арсенал,2,1,42,58,14,9,4,3,5,6,5,0,12,11,8,3,1,2,2,2,10,10,1.0,0.0,3.0,1.0,357.0,523.0,23.0,19.0,,,,
11.12.2016 21:30,Ливерпуль,Вест Хэм,2,2,68,32,18,7,3,3,7,3,8,1,11,12,11,4,5,3,1,1,7,8,,,2.0,0.0,628.0,295.0,12.0,15.0,,,,
11.12.2016 19:15,Манчестер Юнайтед,Тоттенхэм,1,0,40,60,15,12,5,4,4,4,6,4,17,20,3,8,1,0,4,4,19,17,,,3.0,3.0,288.0,429.0,21.0,22.0,,,,
11.12.2016 19:15,Саутгемптон,Мидлсбро,1,0,55,45,14,6,3,2,6,1,5,3,14,17,4,2,3,2,2,2,14,12,,,4.0,3.0,510.0,418.0,11.0,23.0,,,,
11.12.2016 17:00,Челси,Вест Бромвич,1,0,67,33,12,6,2,1,8,5,2,0,12,8,3,1,2,2,1,1,6,10,,,2.0,4.0,577.0,283.0,14.0,26.0,,,,
10.12.2016 22:30,Лестер,Манчестер Сити,4,2,22,78,10,19,6,4,4,8,0,7,10,10,3,11,0,3,2,2,10,7,,,3.0,1.0,209.0,705.0,13.0,7.0,,,,
10.12.2016 20:00,Арсенал,Сток Сити,3,1,64,36,21,12,6,5,7,5,8,2,9,11,7,7,3,3,4,3,9,6,,,,,540.0,288.0,13.0,15.0,,,,
10.12.2016 20:00,Бёрнли,Борнмут,3,2,31,69,16,17,7,4,7,7,2,6,19,18,4,11,5,0,2,4,14,18,,,2.0,2.0,243.0,548.0,11.0,9.0,,,,
10.12.2016 20:00,Суонси,Сандерленд,3,0,62,38,14,11,5,2,7,4,2,5,9,11,7,4,1,2,2,2,10,8,,,1.0,2.0,475.0,303.0,20.0,16.0,,,,
10.12.2016 20:00,Халл,Кристал Пэлас,3,3,57,43,15,14,6,6,7,6,2,2,13,18,4,7,2,0,3,3,16,14,,,2.0,4.0,447.0,338.0,20.0,7.0,,,,
10.12.2016 17:30,Уотфорд,Эвертон,3,2,47,53,11,11,6,4,4,4,1,3,19,15,2,4,3,3,2,3,11,16,,,2.0,2.0,355.0,398.0,16.0,22.0,,,,
06.12.2016 01:00,Мидлсбро,Халл,1,0,61,39,16,6,4,2,5,3,7,1,12,9,13,7,3,1,2,3,6,11,,,1.0,1.0,,,,,,,,
04.12.2016 21:00,Эвертон,Манчестер Юнайтед,1,1,46,54,13,10,6,2,4,4,3,4,14,16,6,3,3,4,1,5,13,11,,,2.0,3.0,,,,,,,,
04.12.2016 18:30,Борнмут,Ливерпуль,4,3,40,60,12,10,8,3,2,5,2,2,17,10,4,9,1,1,0,4,8,17,,,2.0,2.0,,,,,,,,
03.12.2016 22:30,Вест Хэм,Арсенал,1,5,50,50,10,19,3,10,5,6,2,3,13,10,3,2,0,2,5,2,10,11,,,3.0,3.0,,,,,,,,
03.12.2016 20:00,Вест Бромвич,Уотфорд,3,1,41,59,11,17,3,5,8,5,0,7,10,12,3,4,1,2,4,0,11,8,0.0,1.0,2.0,1.0,,,,,,,,
03.12.2016 20:00,Кристал Пэлас,Саутгемптон,3,0,42,58,9,17,4,3,3,10,2,4,13,11,4,9,0,0,3,1,11,13,,,3.0,1.0,,,,,,,,
03.12.2016 20:00,Сандерленд,Лестер,2,1,53,47,22,17,6,5,9,5,7,7,13,9,3,4,1,3,4,4,8,12,,,3.0,1.0,,,,,,,,
03.12.2016 20:00,Сток Сити,Бёрнли,2,0,57,43,10,14,4,4,3,5,3,5,18,10,4,9,3,5,4,2,7,13,,,3.0,2.0,,,,,,,,
03.12.2016 20:00,Тоттенхэм,Суонси,5,0,60,40,28,1,15,0,7,0,6,1,20,14,5,0,3,4,0,10,11,17,,,0.0,4.0,,,,,,,,
03.12.2016 17:30,Манчестер Сити,Челси,1,3,61,39,14,10,5,4,7,5,2,1,10,15,9,2,2,1,1,4,14,9,2.0,0.0,2.0,3.0,,,,,,,,
27.11.2016 21:30,Манчестер Юнайтед,Вест Хэм,1,1,68,32,17,6,8,2,7,4,2,0,18,20,8,4,4,2,1,7,16,16,,,3.0,1.0,,,,,,,,
27.11.2016 21:30,Саутгемптон,Эвертон,1,0,53,47,17,13,7,1,7,11,3,1,15,11,5,2,0,0,1,6,11,15,,,0.0,2.0,,,,,,,,
27.11.2016 19:15,Арсенал,Борнмут,3,1,52,48,16,9,3,3,7,5,6,1,17,12,3,10,1,4,2,0,12,13,,,3.0,5.0,,,,,,,,
27.11.2016 17:00,Уотфорд,Сток Сити,0,1,50,50,11,14,2,1,8,7,1,6,19,25,3,3,1,6,0,2,24,14,1.0,0.0,5.0,0.0,,,,,,,,
26.11.2016 22:30,Челси,Тоттенхэм,2,1,46,54,9,12,5,6,3,5,1,1,19,15,3,8,3,3,5,3,13,16,,,2.0,1.0,,,,,,,,
26.11.2016 20:00,Лестер,Мидлсбро,2,2,41,59,11,6,3,2,6,2,2,2,12,17,2,3,3,1,0,1,15,12,,,4.0,4.0,,,,,,,,
26.11.2016 20:00,Ливерпуль,Сандерленд,2,0,78,22,27,6,7,1,13,1,7,4,9,5,9,4,0,1,1,5,5,9,,,1.0,3.0,,,,,,,,
26.11.2016 20:00,Суонси,Кристал Пэлас,5,4,57,43,18,12,9,4,7,4,2,4,24,14,10,6,2,0,1,4,12,24,,,4.0,5.0,,,,,,,,
26.11.2016 20:00,Халл,Вест Бромвич,1,1,53,47,10,11,4,2,4,7,2,2,10,8,2,6,1,0,1,3,7,10,,,3.0,2.0,,,,,,,,
26.11.2016 17:30,Бёрнли,Манчестер Сити,1,2,33,67,10,21,5,5,0,8,5,8,18,12,5,8,4,3,3,4,8,15,,,2.0,3.0,,,,,,,,
