Команда,Дата,№ Game,Рейтинг,min Забито,max Забито,mean Забито,std Забито,median Забито,min Пропущено,max Пропущено,mean Пропущено,std Пропущено,median Пропущено,min Владение мячом,max Владение мячом,mean Владение мячом,std Владение мячом,median Владение мячом,min Удары,max Удары,mean Удары,std Удары,median Удары,min Удары в створ,max Удары в створ,mean Удары в створ,std Удары в створ,median Удары в створ,min Удары мимо,max Удары мимо,mean Удары мимо,std Удары мимо,median Удары мимо,min Блок-но ударов,max Блок-но ударов,mean Блок-но ударов,std Блок-но ударов,median Блок-но ударов,min Штрафные,max Штрафные,mean Штрафные,std Штрафные,median Штрафные,min Угловые,max Угловые,mean Угловые,std Угловые,median Угловые,min Офсайды,max Офсайды,mean Офсайды,std Офсайды,median Офсайды,min Сэйвы,max Сэйвы,mean Сэйвы,std Сэйвы,median Сэйвы,min Фолы,max Фолы,mean Фолы,std Фолы,median Фолы,min Всего передач,max Всего передач,mean Всего передач,std Всего передач,median Всего передач,min Oтборы,max Oтборы,mean Oтборы,std Oтборы,median Oтборы,min Атаки,max Атаки,mean Атаки,std Атаки,median Атаки,min Опасные атаки,max Опасные атаки,mean Опасные атаки,std Опасные атаки,median Опасные атаки,min Желтые карточки,max Желтые карточки,mean Желтые карточки,std Желтые карточки,median Желтые карточки,min Красные карточки,max Красные карточки,mean Красные карточки,std Красные карточки,median Красные карточки,min Вбрасывания,max Вбрасывания,mean Вбрасывания,std Вбрасывания,median Вбрасывания,min Рейтинг,max Рейтинг,mean Рейтинг,std Рейтинг,median Рейтинг
Бёрнли,2017-12-13 00:45:00,17,2394.9480890707277,0.0,2.0,1.0,0.7559289460184544,1.0,0.0,1.0,0.375,0.5175491695067657,0.0,36.0,51.0,43.125,6.174544517614234,43.0,5.0,16.0,10.375,3.543101950067402,10.0,1.0,7.0,3.75,1.9820624179302297,4.0,2.0,7.0,3.375,1.7677669529663689,3.0,1.0,6.0,3.25,1.4880476182856899,3.0,4.0,18.0,11.375,5.097268175909804,12.0,1.0,8.0,5.125,2.2320714274285347,5.5,1.0,6.0,3.625,1.9226098333849673,4.0,1.0,7.0,2.75,2.187627547301936,2.0,4.0,12.0,8.875,2.748376143938713,9.5,296.0,451.0,367.5,44.96347724224947,362.0,8.0,24.0,15.75,5.574175147179049,14.0,0.0,164.0,92.375,45.39646776693409,98.0,0.0,99.0,53.75,29.941609843159736,49.5,0.0,3.0,1.25,1.0350983390135313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.2035832958372,2418.7668830208568,2321.2100131553343,94.51217207940864,2356.8230871028463
Бёрнли,2017-12-16 20:00:00,18,2560.6312534512017,0.0,2.0,0.875,0.8345229603962802,1.0,0.0,1.0,0.375,0.5175491695067657,0.0,36.0,51.0,42.5,5.976143046671968,40.5,5.0,16.0,10.25,3.494894235064305,10.0,1.0,7.0,3.875,2.100170061141308,4.0,0.0,7.0,3.0,2.138089935299395,2.5,1.0,6.0,3.375,1.5979898086569353,3.0,4.0,18.0,11.875,5.249149590988185,14.0,1.0,8.0,4.75,2.49284690951645,5.5,1.0,6.0,3.375,1.9955307206712847,3.5,1.0,7.0,2.375,1.9955307206712847,2.0,4.0,13.0,9.375,3.113908889391045,10.5,296.0,393.0,355.875,29.734239522812754,354.0,8.0,24.0,15.375,5.804862493757158,14.0,0.0,164.0,90.5,45.44069918979177,91.0,0.0,99.0,52.125,30.52136254213713,45.5,0.0,2.0,1.125,0.8345229603962802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169.2035832958372,2398.095308466719,2318.232663911568,91.32117483425914,2356.8230871028463
Бёрнли,2017-12-23 22:30:00,19,2499.9391553987134,0.0,2.0,0.75,0.8864052604279183,0.5,0.0,3.0,0.75,1.0350983390135313,0.5,36.0,51.0,42.875,5.667892024377317,41.0,5.0,16.0,10.25,3.494894235064305,10.0,2.0,7.0,4.0,1.927248223318863,4.0,0.0,7.0,3.125,2.100170061141308,3.0,0.0,6.0,3.125,1.9594095320493148,3.0,4.0,18.0,12.625,4.50198368975912,14.0,2.0,8.0,5.125,2.03100960115899,5.5,1.0,6.0,3.875,1.807721533549109,4.0,1.0,7.0,2.625,2.1998376563477846,2.0,6.0,13.0,10.125,2.2320714274285347,10.5,296.0,393.0,356.125,29.62835273372932,354.0,8.0,24.0,15.375,5.804862493757158,14.0,0.0,164.0,93.375,46.693338466454264,92.5,0.0,99.0,51.875,30.558784100717844,44.5,0.0,2.0,1.25,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.7431807000776,2560.6312534512017,2367.1611226809887,104.04144471795287,2375.99543875181
Бёрнли,2017-12-26 20:00:00,20,2150.4189389742724,0.0,2.0,0.75,0.8864052604279183,0.5,0.0,3.0,1.0,1.0690449676496976,1.0,29.0,51.0,41.625,7.46300399111702,41.0,3.0,14.0,8.625,3.4615231989895516,9.0,2.0,6.0,3.375,1.5979898086569353,3.0,0.0,7.0,2.875,2.2320714274285347,2.5,0.0,5.0,2.375,1.8468119248354136,3.0,4.0,18.0,12.25,4.590362575159894,13.0,2.0,7.0,4.375,1.9226098333849673,4.5,1.0,6.0,3.625,2.065879266282796,4.0,1.0,7.0,3.0,2.138089935299395,2.0,6.0,14.0,10.375,2.559994419636775,10.5,270.0,393.0,352.875,37.536410894718514,354.0,8.0,24.0,14.25,4.920801328471382,14.0,81.0,164.0,105.5,27.723120830300267,99.0,29.0,99.0,55.5,24.680819620564815,44.5,0.0,7.0,2.0,2.138089935299395,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.7431807000776,2560.6312534512017,2383.1978120452713,114.22086834557454,2387.6466630449486
Бёрнли,2017-12-30 20:00:00,21,2106.8067956248524,0.0,2.0,0.75,0.8864052604279183,0.5,0.0,3.0,0.875,1.1259916264596033,0.5,29.0,51.0,42.5,7.111359122659224,42.5,3.0,14.0,9.0,3.5456210417116734,10.0,2.0,6.0,3.625,1.5059406173077154,4.0,0.0,7.0,3.125,2.356601669474803,2.5,0.0,5.0,2.25,1.8322507626258087,2.5,4.0,16.0,11.75,4.06201920231798,12.5,2.0,7.0,4.25,1.9086270308410553,4.0,1.0,6.0,3.5,2.0701966780270626,3.5,1.0,7.0,3.0,2.138089935299395,2.0,6.0,14.0,11.125,2.6423744732991303,11.0,270.0,393.0,345.875,42.97653013980006,354.0,8.0,24.0,14.5,4.956957592256421,14.0,81.0,164.0,106.125,27.220987176389155,99.0,29.0,99.0,53.25,24.087637611735314,44.5,0.0,7.0,1.875,2.1671244937540095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.4189389742724,2560.6312534512017,2354.457024789659,140.86186298572565,2368.474311395985
Бёрнли,2018-01-01 20:00:00,22,2123.4792824309275,0.0,2.0,0.625,0.7440238091428449,0.5,0.0,3.0,1.0,1.1952286093343936,0.5,29.0,51.0,43.0,6.8868404532536855,42.5,3.0,14.0,9.25,3.693623849670827,10.5,2.0,6.0,3.625,1.5059406173077154,4.0,0.0,7.0,3.5,2.390457218668787,4.0,0.0,5.0,2.125,1.7268882005337975,2.5,4.0,16.0,12.375,3.9618718519695424,14.0,2.0,7.0,3.875,1.807721533549109,3.5,1.0,6.0,3.5,2.0701966780270626,3.5,1.0,7.0,3.25,1.9820624179302297,2.5,4.0,14.0,10.25,3.654742515847438,10.5,270.0,393.0,349.25,44.38387738164131,366.0,8.0,24.0,13.875,4.764076885549662,13.5,81.0,164.0,108.5,28.69544513382867,99.0,29.0,99.0,53.0,23.766723435449467,44.5,0.0,7.0,1.75,2.2519832529192065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2560.6312534512017,2318.045960684426,163.75707731513427,2320.4401361277814
Бёрнли,2018-01-13 20:00:00,23,2175.755940562938,0.0,2.0,0.625,0.7440238091428449,0.5,0.0,3.0,1.0,1.1952286093343936,0.5,29.0,56.0,44.0,8.176621726430962,42.5,3.0,12.0,8.5,3.1622776601683795,9.0,2.0,6.0,3.375,1.5979898086569353,3.0,0.0,5.0,3.25,2.052872551885702,4.0,0.0,5.0,1.875,1.7268882005337975,1.5,10.0,16.0,13.875,2.2320714274285347,14.5,2.0,6.0,3.25,1.3887301496588271,3.0,1.0,6.0,3.25,1.8322507626258087,3.5,1.0,7.0,3.125,2.100170061141308,2.5,4.0,14.0,10.125,3.6425069859723185,10.0,270.0,414.0,353.25,48.96281387805589,366.0,8.0,18.0,13.125,3.1367635732209265,13.5,83.0,164.0,115.5,27.84651812037856,111.0,29.0,99.0,58.375,25.22435048009873,49.0,0.0,7.0,1.875,2.295181287579947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2560.6312534512017,2296.1209036715018,177.82730218248162,2266.3718572106595
Бёрнли,2018-01-20 20:00:00,24,2213.7031767693597,0.0,2.0,0.5,0.7559289460184544,0.0,0.0,3.0,1.125,1.1259916264596033,1.0,29.0,56.0,43.875,8.096516005577426,42.5,3.0,13.0,9.125,3.5228843701879127,10.5,2.0,6.0,3.0,1.5118578920369088,2.0,0.0,8.0,4.0,2.5634797778466227,5.0,0.0,5.0,2.125,1.7268882005337975,2.5,10.0,16.0,13.625,2.1998376563477846,14.0,2.0,6.0,3.5,1.5118578920369088,3.5,1.0,5.0,2.625,1.5979898086569353,2.5,1.0,7.0,3.0,2.2038926600773587,2.5,4.0,14.0,9.75,3.8078865529319543,10.0,270.0,423.0,359.375,54.66243813494915,367.5,11.0,22.0,14.875,3.720119045714225,14.0,83.0,164.0,116.5,27.39134378386198,115.0,29.0,99.0,63.75,25.811127168612487,65.0,0.0,7.0,2.125,2.295181287579947,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2560.6312534512017,2275.340329526714,181.3780470283885,2183.249560631508
Бёрнли,2018-02-01 00:45:00,25,2111.2092184603175,0.0,2.0,0.5,0.7559289460184544,0.0,0.0,3.0,1.25,1.0350983390135313,1.0,29.0,56.0,43.5,7.782764841072135,42.5,3.0,13.0,9.25,3.575711717366808,11.0,2.0,6.0,3.0,1.5118578920369088,2.0,0.0,8.0,4.125,2.6423744732991303,5.0,0.0,5.0,2.125,1.7268882005337975,2.5,10.0,17.0,13.75,2.3754698783308417,14.0,2.0,5.0,3.25,1.164964745021435,3.5,0.0,5.0,2.125,1.7268882005337975,1.5,1.0,5.0,2.5,1.5118578920369088,2.5,4.0,15.0,10.875,3.8706773124535787,11.5,270.0,423.0,355.75,53.051861418804144,361.0,11.0,22.0,15.375,3.8521793460696654,15.0,83.0,139.0,113.375,22.116170554596472,115.0,29.0,88.0,62.375,23.8862632370275,65.0,0.0,7.0,2.375,2.1339098923270936,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2560.6312534512017,2278.210329035374,180.02481473390026,2194.729558666149
Бёрнли,2018-02-03 17:30:00,26,2147.5442087611336,0.0,2.0,0.625,0.7440238091428449,0.5,0.0,3.0,1.375,0.9161253813129043,1.0,29.0,56.0,41.875,9.341726668173134,42.5,3.0,13.0,8.875,3.5228843701879127,9.5,2.0,4.0,2.625,0.9161253813129043,2.0,1.0,8.0,4.625,2.065879266282796,5.0,0.0,3.0,1.625,1.3024701806293193,1.5,6.0,17.0,12.625,3.543101950067402,13.5,2.0,5.0,3.375,1.0606601717798212,3.5,0.0,5.0,2.0,1.7728105208558367,1.0,1.0,6.0,3.0,1.927248223318863,3.0,4.0,15.0,10.375,3.814914340921881,10.0,270.0,423.0,345.75,59.69146864143509,355.0,9.0,22.0,15.125,4.223657859520077,15.0,82.0,139.0,113.25,22.314313151620226,115.0,29.0,88.0,62.125,24.198214219825633,65.0,0.0,7.0,2.625,2.1998376563477846,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2560.6312534512017,2242.7429702090726,181.6829009244039,2163.0874397686052
Бёрнли,2018-02-10 20:00:00,27,2165.2458201897434,0.0,2.0,0.625,0.7440238091428449,0.5,0.0,2.0,1.125,0.6408699444616557,1.0,29.0,56.0,42.125,9.311091696005821,42.5,3.0,13.0,9.875,3.399054490379851,11.0,1.0,4.0,2.5,1.0690449676496976,2.0,1.0,8.0,5.25,2.2519832529192065,5.0,0.0,4.0,2.125,1.3562026818605375,2.5,6.0,17.0,12.75,3.494894235064305,13.5,2.0,5.0,3.125,1.1259916264596033,3.0,0.0,4.0,1.375,1.407885953173359,1.0,1.0,6.0,2.75,1.7525491637693282,3.0,4.0,15.0,10.25,3.8452196667699345,9.5,270.0,423.0,346.125,59.70268598887084,356.5,9.0,22.0,15.375,3.9977672339873487,15.0,82.0,139.0,109.0,23.814761328698154,103.0,29.0,88.0,64.375,23.415120267529208,72.0,0.0,7.0,2.625,2.1998376563477846,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2499.9391553987134,2191.1070896228143,129.69219916258555,2148.981573867703
Бёрнли,2018-02-24 20:00:00,28,2221.800247971606,0.0,1.0,0.5,0.5345224838248488,0.5,0.0,2.0,1.0,0.5345224838248488,1.0,29.0,56.0,44.75,7.9417522355855805,45.5,8.0,13.0,10.625,2.065879266282796,11.0,1.0,4.0,2.625,1.0606601717798212,2.5,3.0,8.0,5.5,1.7728105208558367,5.0,1.0,4.0,2.5,1.0690449676496976,3.0,6.0,17.0,13.25,3.3273756282434617,14.0,2.0,7.0,3.75,1.6690459207925603,3.5,0.0,4.0,1.375,1.407885953173359,1.0,1.0,6.0,2.875,1.8850918886280925,3.0,4.0,15.0,9.5,3.585685828003181,9.0,278.0,423.0,358.625,51.37519551579064,367.0,8.0,22.0,14.625,4.779046527738113,14.5,82.0,139.0,110.0,23.403296471101793,107.0,35.0,88.0,68.125,18.909087006742855,72.0,0.0,4.0,1.875,1.3562026818605375,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2213.7031767693597,2149.2704227216927,35.91571978060367,2148.981573867703
Бёрнли,2018-03-03 17:30:00,29,2106.352380942927,0.0,2.0,0.75,0.7071067811865476,1.0,1.0,2.0,1.125,0.3535533905932738,1.0,29.0,56.0,46.25,8.664376986917672,48.0,8.0,21.0,11.875,4.223657859520077,11.5,1.0,8.0,3.125,2.1671244937540095,2.5,3.0,8.0,5.25,1.9820624179302297,5.0,1.0,10.0,3.5,2.8284271247461903,3.0,6.0,17.0,13.25,3.3273756282434617,14.0,2.0,10.0,4.5,2.7774602993176543,3.5,0.0,4.0,1.5,1.6035674514745464,1.0,1.0,6.0,3.125,1.7268882005337975,3.0,4.0,15.0,8.875,3.090885217631258,9.0,278.0,423.0,371.25,45.27298153582175,373.5,8.0,22.0,14.5,4.750939756661683,14.0,82.0,139.0,115.0,22.532516186930515,119.0,35.0,88.0,71.125,17.667059744054754,77.0,0.0,4.0,1.875,1.3562026818605375,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.8067956248524,2221.800247971606,2158.1930863463595,44.16190592328705,2156.3950144754385
Бёрнли,2018-03-10 20:00:00,30,2109.14713020492,0.0,3.0,1.0,1.0690449676496976,1.0,0.0,1.0,0.875,0.3535533905932738,1.0,29.0,56.0,46.875,8.492643875731515,48.0,7.0,21.0,11.25,4.5591352563522705,10.0,1.0,8.0,3.125,2.1671244937540095,2.5,2.0,8.0,4.875,2.295181287579947,4.5,1.0,10.0,3.25,2.9640705601780613,3.0,6.0,17.0,13.375,3.3779748793788102,14.0,1.0,10.0,4.25,3.011881234615431,3.5,0.0,4.0,1.75,1.6690459207925603,1.0,1.0,6.0,3.25,1.7525491637693282,3.0,7.0,15.0,9.25,2.5495097567963922,9.0,278.0,423.0,369.25,45.336046837556786,367.0,8.0,22.0,14.0,5.1269595556932455,14.0,82.0,139.0,115.125,22.642800811106135,119.0,35.0,88.0,70.0,17.378147196982766,72.5,1.0,4.0,2.125,1.1259916264596033,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2221.800247971606,2158.1362845111194,44.23766913658074,2156.3950144754385
Бёрнли,2018-03-31 19:00:00,31,2269.4495803784826,0.0,3.0,1.25,1.0350983390135313,1.0,0.0,1.0,0.875,0.3535533905932738,1.0,29.0,55.0,46.5,8.088792952509753,48.0,7.0,21.0,11.625,4.373213921133975,11.0,1.0,8.0,3.375,2.1339098923270936,3.0,2.0,8.0,5.0,2.32992949004287,5.0,1.0,10.0,3.25,2.9640705601780613,3.0,6.0,17.0,13.125,3.226563851175781,14.0,1.0,10.0,4.75,2.9154759474226504,4.5,0.0,4.0,1.5,1.4142135623730951,1.0,1.0,6.0,3.375,1.5979898086569353,3.0,7.0,15.0,9.125,2.5319388392523003,9.0,278.0,461.0,375.125,54.151737869487754,367.0,8.0,22.0,12.875,5.111262075065218,11.0,82.0,139.0,108.375,23.231367341838244,107.0,35.0,88.0,64.375,19.697262318838696,67.5,1.0,4.0,2.125,1.1259916264596033,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2221.800247971606,2156.3447654828683,46.093000270392196,2156.3950144754385
Бёрнли,2018-04-07 19:00:00,32,2303.5070469807724,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,1.0,0.875,0.3535533905932738,1.0,29.0,55.0,45.5,8.366600265340756,47.5,7.0,21.0,10.875,4.611708700997618,10.0,1.0,8.0,3.625,2.065879266282796,3.5,2.0,8.0,4.25,2.187627547301936,3.5,1.0,10.0,3.0,3.070597894314954,2.0,6.0,21.0,14.125,4.257346591481601,14.0,1.0,10.0,4.25,3.1959796173138706,3.5,0.0,4.0,1.625,1.407885953173359,1.5,2.0,6.0,3.75,1.2817398889233114,3.5,7.0,15.0,9.5,2.390457218668787,9.0,260.0,461.0,354.75,63.43444310016895,362.5,8.0,18.0,11.875,3.6425069859723185,11.0,77.0,139.0,104.375,25.72901363941383,96.0,29.0,88.0,57.375,21.212782534527214,62.0,1.0,4.0,2.0,1.0690449676496976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2269.4495803784826,2168.0564704598114,61.16785556895417,2156.3950144754385
Бёрнли,2018-04-14 19:00:00,33,2339.179331409458,0.0,3.0,1.625,0.9161253813129043,2.0,0.0,1.0,0.875,0.3535533905932738,1.0,29.0,55.0,44.375,8.584662402880417,44.5,7.0,21.0,10.5,4.7207747548166585,8.5,1.0,8.0,3.75,1.9820624179302297,3.5,2.0,8.0,3.75,2.187627547301936,3.0,1.0,10.0,3.0,3.070597894314954,2.0,6.0,21.0,13.375,4.2067123233504535,14.0,1.0,10.0,4.25,3.1959796173138706,3.5,0.0,4.0,1.625,1.407885953173359,1.5,2.0,6.0,4.0,1.3093073414159542,4.0,7.0,10.0,8.75,0.8864052604279183,9.0,260.0,461.0,345.5,67.1778024562961,355.0,8.0,15.0,11.375,2.8753881725529062,11.0,77.0,133.0,97.0,22.658962276074593,85.0,29.0,75.0,53.875,17.40638224494518,59.5,1.0,4.0,2.0,1.0690449676496976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2303.5070469807724,2179.2819542362377,76.94681918531518,2156.3950144754385
Бёрнли,2018-04-19 23:45:00,34,2342.634445461688,0.0,3.0,1.625,0.9161253813129043,2.0,0.0,2.0,1.0,0.5345224838248488,1.0,39.0,55.0,45.625,6.5013734812620285,44.5,5.0,21.0,10.125,5.055054048036621,8.5,1.0,8.0,3.625,2.065879266282796,3.5,2.0,8.0,3.5,2.2677868380553634,2.5,1.0,10.0,3.0,3.070597894314954,2.0,11.0,21.0,14.125,3.090885217631258,14.0,1.0,10.0,4.25,3.1959796173138706,3.5,0.0,4.0,1.875,1.4577379737113252,2.0,2.0,5.0,3.625,1.0606601717798212,3.5,7.0,10.0,8.75,0.8864052604279183,9.0,260.0,461.0,359.0,62.353829072479584,365.5,8.0,15.0,11.875,2.748376143938713,13.0,77.0,133.0,101.625,22.934300574840798,96.0,26.0,75.0,52.75,19.016909768489125,59.5,1.0,3.0,1.625,0.7440238091428449,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2339.179331409458,2207.77821835488,89.34896929636896,2193.5230340806747
Бёрнли,2018-04-22 17:30:00,35,2242.942902731721,1.0,3.0,1.75,0.7071067811865476,2.0,0.0,2.0,1.0,0.5345224838248488,1.0,39.0,57.0,47.5,7.406560798180411,48.5,5.0,21.0,10.5,5.398412465054624,8.5,2.0,8.0,4.375,2.065879266282796,4.0,2.0,6.0,3.125,1.5526475085202969,2.5,1.0,10.0,3.0,3.070597894314954,2.0,11.0,21.0,14.75,3.1052950170405937,14.0,1.0,10.0,5.0,3.295017884191656,5.0,0.0,4.0,1.875,1.4577379737113252,2.0,2.0,5.0,3.5,1.1952286093343936,3.5,5.0,10.0,8.25,1.5811388300841898,9.0,260.0,461.0,368.125,65.92081288507121,378.0,8.0,15.0,11.25,3.011881234615431,11.0,77.0,148.0,109.25,27.133268983192675,112.0,26.0,117.0,59.25,29.692471388263677,59.5,1.0,3.0,1.625,0.7440238091428449,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2342.634445461688,2232.1644979424495,96.8675157263944,2245.624914175044
Бёрнли,2018-04-28 19:00:00,36,2290.349210947848,0.0,3.0,1.625,0.9161253813129043,2.0,0.0,2.0,0.875,0.6408699444616557,1.0,39.0,57.0,46.75,7.421012637870156,45.5,5.0,21.0,10.625,5.370222128951997,9.0,2.0,8.0,4.5,2.0,4.0,2.0,6.0,3.0,1.6035674514745464,2.0,1.0,10.0,3.125,3.090885217631258,2.0,11.0,21.0,15.5,3.585685828003181,14.5,1.0,10.0,4.5,3.251373336211726,3.5,0.0,4.0,2.25,1.5811388300841898,2.5,1.0,5.0,3.0,1.3093073414159542,3.0,5.0,10.0,7.875,1.9594095320493148,9.0,260.0,461.0,364.5,66.59686822323447,373.5,8.0,15.0,11.375,2.8753881725529062,11.0,77.0,148.0,107.625,27.805125426798565,105.5,26.0,117.0,60.0,29.7609523657138,62.5,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2342.634445461688,2241.8766332601967,93.01817734738874,2256.1962415551016
Бёрнли,2018-05-06 20:30:00,37,2379.4815977289627,0.0,3.0,1.375,1.0606601717798212,1.5,0.0,5.0,1.375,1.5979898086569353,1.0,36.0,57.0,44.375,7.44383733605956,42.0,5.0,16.0,8.75,3.5355339059327378,7.5,2.0,7.0,3.75,1.5811388300841898,4.0,2.0,6.0,2.875,1.6420805617960927,2.0,1.0,4.0,2.125,1.3562026818605375,1.5,5.0,21.0,14.375,5.180664601601393,14.5,1.0,8.0,3.875,2.416461403433896,3.5,0.0,4.0,1.75,1.5811388300841898,2.0,1.0,5.0,3.0,1.3093073414159542,3.0,5.0,10.0,7.625,1.9226098333849673,8.0,260.0,461.0,361.125,65.50558863835316,364.5,8.0,14.0,11.0,2.5071326821120348,10.5,77.0,148.0,105.625,26.597193729521813,102.5,26.0,117.0,58.875,29.279136892040672,62.5,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.352380942927,2342.634445461688,2250.445253632227,94.0560841200622,2279.8993956631653
Бёрнли,2018-05-13 19:00:00,38,2178.6685126772995,0.0,2.0,1.125,0.8345229603962802,1.0,0.0,5.0,1.625,1.5059406173077154,1.0,36.0,57.0,45.0,7.892129895390362,42.0,5.0,16.0,9.375,3.6228441865473595,9.0,2.0,7.0,3.75,1.5811388300841898,4.0,2.0,6.0,3.125,1.6420805617960927,2.0,1.0,4.0,2.5,1.4142135623730951,2.5,5.0,21.0,13.5,5.631543812693436,13.0,1.0,8.0,4.625,2.326094212561969,4.5,0.0,4.0,1.75,1.5811388300841898,2.0,1.0,5.0,2.875,1.246423454758225,3.0,5.0,14.0,8.5,2.9277002188455996,9.0,260.0,461.0,368.0,68.31649037489306,377.0,8.0,16.0,11.875,2.9001231500945415,12.5,58.0,148.0,96.25,28.704155995753844,87.5,26.0,117.0,55.75,29.256256962034147,52.5,0.0,3.0,1.25,1.0350983390135313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109.14713020492,2379.4815977289627,2284.5864057304816,83.22817579678916,2296.9281289643104
Вест Хэм,2017-12-14 01:00:00,17,1789.3815111798156,0.0,2.0,0.75,0.7071067811865476,1.0,0.0,4.0,1.875,1.5526475085202969,2.0,23.0,56.0,40.125,11.217811092824023,42.0,5.0,10.0,6.875,1.5526475085202969,6.5,0.0,6.0,2.75,1.9086270308410553,2.5,1.0,5.0,3.25,1.164964745021435,3.0,0.0,2.0,0.875,0.8345229603962802,1.0,7.0,20.0,13.25,3.9910614413425693,13.0,1.0,6.0,3.125,1.8850918886280925,3.0,0.0,5.0,2.625,1.7677669529663689,3.0,1.0,7.0,3.5,2.2677868380553634,3.0,6.0,15.0,9.375,2.669269563007828,9.0,221.0,508.0,362.75,94.21517924411118,349.0,7.0,22.0,14.75,5.522680508593631,14.0,0.0,106.0,78.25,32.853571234450946,88.0,0.0,77.0,42.875,23.984742173783257,38.5,1.0,6.0,2.625,1.685018016012207,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.2373052495143,2021.2769709082615,1917.3605399316216,99.63486135558605,1924.4818737862734
Вест Хэм,2017-12-16 21:00:00,18,2004.2491876974636,0.0,3.0,0.875,0.9910312089651149,1.0,0.0,4.0,1.625,1.685018016012207,1.5,23.0,56.0,40.5,11.376667852608312,43.5,5.0,14.0,7.875,2.9001231500945415,7.0,0.0,7.0,3.375,2.38671920665766,3.5,1.0,6.0,3.625,1.5059406173077154,3.5,0.0,2.0,0.875,0.8345229603962802,1.0,7.0,17.0,12.25,2.9154759474226504,12.5,1.0,9.0,4.0,2.7255405754769875,4.0,0.0,5.0,2.625,1.7677669529663689,3.0,0.0,6.0,2.625,2.065879266282796,2.5,6.0,13.0,9.125,2.100170061141308,9.0,221.0,508.0,369.5,92.385836886088,376.0,7.0,20.0,13.0,5.0990195135927845,11.5,0.0,120.0,82.375,36.027519243727326,89.0,0.0,77.0,48.0,25.42215007204769,47.5,1.0,6.0,2.5,1.7728105208558367,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.2373052495143,2021.2769709082615,1899.1387137276279,108.82187849952213,1907.3504527830078
