Команда,Дата,№ Game,Рейтинг,min Забито,max Забито,mean Забито,std Забито,median Забито,min Пропущено,max Пропущено,mean Пропущено,std Пропущено,median Пропущено,min Владение мячом,max Владение мячом,mean Владение мячом,std Владение мячом,median Владение мячом,min Удары,max Удары,mean Удары,std Удары,median Удары,min Удары в створ,max Удары в створ,mean Удары в створ,std Удары в створ,median Удары в створ,min Удары мимо,max Удары мимо,mean Удары мимо,std Удары мимо,median Удары мимо,min Блок-но ударов,max Блок-но ударов,mean Блок-но ударов,std Блок-но ударов,median Блок-но ударов,min Штрафные,max Штрафные,mean Штрафные,std Штрафные,median Штрафные,min Угловые,max Угловые,mean Угловые,std Угловые,median Угловые,min Офсайды,max Офсайды,mean Офсайды,std Офсайды,median Офсайды,min Сэйвы,max Сэйвы,mean Сэйвы,std Сэйвы,median Сэйвы,min Фолы,max Фолы,mean Фолы,std Фолы,median Фолы,min Красные карточки,max Красные карточки,mean Красные карточки,std Красные карточки,median Красные карточки,min Желтые карточки,max Желтые карточки,mean Желтые карточки,std Желтые карточки,median Желтые карточки,min Всего передач,max Всего передач,mean Всего передач,std Всего передач,median Всего передач,min Oтборы,max Oтборы,mean Oтборы,std Oтборы,median Oтборы,min Вбрасывания,max Вбрасывания,mean Вбрасывания,std Вбрасывания,median Вбрасывания,min Точность передач,max Точность передач,mean Точность передач,std Точность передач,median Точность передач,min Рейтинг,max Рейтинг,mean Рейтинг,std Рейтинг,median Рейтинг
Арсенал,2016-12-18 21:00:00,17,2591.947796220251,1.0,5.0,2.375,1.5979898086569353,2.0,1.0,2.0,1.25,0.4629100498862757,1.0,39.0,66.0,53.75,9.01981944703678,53.5,5.0,21.0,14.0,6.524678426668135,15.5,1.0,10.0,4.125,3.226563851175781,3.0,3.0,12.0,6.875,2.6958963523950885,6.5,0.0,8.0,3.0,2.878491668515698,2.5,9.0,18.0,13.875,3.6425069859723185,14.0,1.0,8.0,4.375,2.615202805574687,3.5,0.0,7.0,2.125,2.1671244937540095,1.5,0.0,4.0,2.375,1.3024701806293193,2.0,9.0,13.0,11.25,1.3887301496588271,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.1952286093343936,2.5,0.0,540.0,181.5,254.3653165935055,0.0,0.0,19.0,6.0,8.434622525214577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.7864250383027,2679.974164205576,2584.473889985007,47.9305972013986,2582.5263161611824
Арсенал,2016-12-26 20:00:00,18,2516.423007067824,1.0,5.0,2.0,1.5118578920369088,1.0,0.0,2.0,1.125,0.6408699444616557,1.0,39.0,76.0,55.0,11.35152601446796,53.5,5.0,26.0,14.625,7.46300399111702,15.5,1.0,11.0,4.625,3.9618718519695424,3.0,3.0,9.0,6.375,1.8468119248354136,6.5,0.0,8.0,3.625,3.1594529363709247,3.5,9.0,18.0,13.375,3.7392703642746747,12.0,1.0,7.0,4.125,2.295181287579947,3.5,0.0,7.0,2.125,2.1671244937540095,1.5,1.0,4.0,2.5,1.0690449676496976,2.0,9.0,13.0,11.0,1.1952286093343936,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.1952286093343936,2.5,0.0,817.0,283.625,325.2238514799131,194.5,0.0,19.0,8.0,8.70139561876632,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.7864250383027,2679.974164205576,2591.215936291107,44.10191479977711,2588.5940456666717
Арсенал,2017-01-01 21:00:00,19,2547.367618902289,1.0,5.0,2.125,1.4577379737113252,1.5,0.0,2.0,1.0,0.7559289460184544,1.0,39.0,76.0,57.25,11.093756287724576,56.5,5.0,26.0,15.5,7.91021039994693,17.5,1.0,11.0,5.25,3.882193783343198,4.5,3.0,8.0,5.875,1.5526475085202969,6.0,0.0,10.0,4.375,3.8890872965260113,4.5,9.0,18.0,12.375,3.3779748793788102,11.0,1.0,8.0,4.25,2.49284690951645,3.5,0.0,3.0,1.5,0.9258200997725514,1.5,1.0,4.0,2.75,1.164964745021435,2.5,9.0,13.0,10.75,1.3887301496588271,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.1952286093343936,2.5,0.0,817.0,363.5,324.0815593995702,456.0,0.0,26.0,11.25,10.039208847599213,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.423007067824,2679.974164205576,2580.8623660076946,51.11149122334717,2582.5263161611824
Арсенал,2017-01-04 00:45:00,20,2609.1650820456234,1.0,5.0,2.375,1.407885953173359,2.5,0.0,3.0,1.25,1.0350983390135313,1.0,39.0,76.0,57.875,11.08973141501375,59.0,6.0,26.0,16.625,6.759913355319621,17.5,1.0,11.0,5.625,3.543101950067402,5.0,5.0,8.0,6.125,1.1259916264596033,6.0,0.0,10.0,4.875,3.6425069859723185,5.5,9.0,17.0,11.625,2.5035688811888406,11.0,1.0,8.0,4.625,2.669269563007828,4.5,1.0,3.0,1.875,0.8345229603962802,2.0,1.0,4.0,2.625,1.0606601717798212,2.5,9.0,13.0,10.875,1.4577379737113252,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.1952286093343936,2.5,0.0,817.0,434.875,294.0774618555944,531.5,0.0,26.0,13.25,9.01981944703678,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.423007067824,2679.974164205576,2576.128281481344,52.38610927594972,2570.9100664774255
Арсенал,2017-01-14 20:00:00,21,2542.0636986192267,1.0,5.0,2.5,1.5118578920369088,2.5,0.0,3.0,1.125,1.1259916264596033,1.0,39.0,76.0,58.5,10.8496214548843,59.0,6.0,26.0,16.375,6.823017765517794,16.5,1.0,11.0,6.0,3.3806170189140663,6.0,2.0,8.0,5.5,1.7728105208558367,5.5,0.0,10.0,4.875,3.6425069859723185,5.5,9.0,14.0,11.25,1.6690459207925603,11.0,1.0,8.0,4.5,2.7774602993176543,4.5,0.0,3.0,1.75,1.0350983390135313,2.0,1.0,4.0,2.75,1.0350983390135313,3.0,8.0,13.0,10.375,1.685018016012207,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.625,1.3024701806293193,1.5,0.0,817.0,510.625,238.93629605279432,555.5,0.0,26.0,15.375,7.2886898685566255,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.423007067824,2679.974164205576,2579.797374585888,53.69263195893189,2576.977795982915
Арсенал,2017-01-22 19:15:00,22,2537.1917047412057,1.0,4.0,2.125,1.1259916264596033,2.0,0.0,3.0,1.125,1.1259916264596033,1.0,39.0,76.0,61.0,10.915257997081753,62.0,6.0,26.0,17.0,7.309485031694876,17.5,1.0,11.0,5.75,3.1052950170405937,6.0,2.0,8.0,5.625,1.8468119248354136,5.5,0.0,10.0,5.625,3.814914340921881,6.5,9.0,14.0,11.25,1.6690459207925603,11.0,1.0,10.0,5.5,3.1622776601683795,6.5,0.0,3.0,1.75,1.0350983390135313,2.0,1.0,6.0,3.25,1.4880476182856899,3.0,8.0,13.0,10.5,1.7728105208558367,10.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.375,1.1877349391654208,1.0,389.0,817.0,582.875,120.5196338480048,574.5,13.0,26.0,17.0,4.140393356054125,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.423007067824,2679.974164205576,2577.3043624450943,55.08166845318926,2569.65770756127
Арсенал,2017-02-01 00:45:00,23,2432.2314106490303,1.0,4.0,1.875,1.1259916264596033,1.5,0.0,3.0,1.25,1.164964745021435,1.5,39.0,76.0,62.25,11.841211327997053,62.0,6.0,26.0,16.875,7.239524451627626,17.0,1.0,11.0,5.625,3.113908889391045,5.5,2.0,8.0,5.75,1.9820624179302297,5.5,0.0,10.0,5.5,3.7416573867739413,6.5,10.0,16.0,12.125,2.100170061141308,11.5,1.0,10.0,5.75,3.370036032024414,6.5,0.0,3.0,1.625,0.9161253813129043,2.0,1.0,6.0,3.25,1.4880476182856899,3.0,8.0,13.0,10.875,1.7268882005337975,11.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.75,1.164964745021435,1.5,389.0,817.0,590.0,119.30153872795248,587.5,13.0,26.0,17.5,3.8172540616821107,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.423007067824,2609.1650820456234,2559.456555012048,37.335380903192565,2544.715658760758
Арсенал,2017-02-04 17:30:00,24,2291.646820368835,1.0,4.0,1.875,1.1259916264596033,1.5,0.0,3.0,1.375,1.3024701806293193,1.5,39.0,76.0,62.25,11.841211327997053,62.0,6.0,26.0,16.875,7.239524451627626,17.0,1.0,11.0,5.875,2.948970764763288,5.5,2.0,8.0,5.25,2.3754698783308417,5.0,0.0,10.0,5.75,3.370036032024414,6.5,10.0,18.0,13.0,2.878491668515698,12.5,1.0,13.0,7.0,4.0,7.5,0.0,3.0,1.75,1.0350983390135313,2.0,1.0,6.0,3.375,1.407885953173359,3.0,8.0,13.0,10.625,1.9955307206712847,11.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.75,1.164964745021435,1.5,389.0,817.0,595.375,116.79400363766236,587.5,13.0,26.0,18.375,4.8678977568791,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432.2314106490303,2609.1650820456234,2537.647092910469,53.32637544193672,2539.627701680216
Арсенал,2017-02-11 17:30:00,25,2344.6222089980092,1.0,4.0,2.0,1.0690449676496976,2.0,0.0,3.0,1.125,1.3562026818605375,0.5,49.0,76.0,63.5,9.289010404005062,62.0,9.0,26.0,18.25,5.775564289066727,18.5,4.0,11.0,6.625,2.1998376563477846,6.5,2.0,8.0,5.625,2.559994419636775,6.0,2.0,10.0,6.0,2.9277002188455996,6.5,8.0,18.0,12.375,3.3779748793788102,11.5,2.0,13.0,7.25,3.615443067098218,7.5,0.0,4.0,2.125,1.246423454758225,2.0,1.0,6.0,3.5,1.4142135623730951,3.5,8.0,12.0,10.5,1.8516401995451028,11.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.875,1.246423454758225,2.0,485.0,817.0,607.375,95.56290000383441,587.5,13.0,26.0,19.0,4.840306956027833,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.646820368835,2609.1650820456234,2508.5046423267854,102.4432903252759,2539.627701680216
Арсенал,2017-03-04 22:30:00,26,2424.110869150016,1.0,4.0,2.0,1.0690449676496976,2.0,0.0,3.0,1.5,1.4142135623730951,1.5,48.0,74.0,60.0,9.180725150319788,59.0,7.0,24.0,15.875,6.0341291240504855,15.5,3.0,8.0,5.625,1.685018016012207,5.5,2.0,8.0,4.875,2.6423744732991303,5.0,2.0,10.0,5.375,3.2043497223082786,5.5,8.0,18.0,12.625,3.3354160160315836,12.5,2.0,13.0,6.875,3.9074105418879577,7.5,0.0,4.0,2.375,1.1877349391654208,2.5,3.0,6.0,3.875,0.9910312089651149,4.0,8.0,15.0,11.0,2.449489742783178,12.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.75,1.164964745021435,1.5,405.0,639.0,555.875,75.32868453839954,574.5,13.0,26.0,18.875,4.940720016932176,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.646820368835,2609.1650820456234,2477.5889439240054,110.6544446779512,2526.807355904515
Арсенал,2017-03-18 17:30:00,27,2417.3709317293647,1.0,4.0,1.875,1.1259916264596033,1.5,0.0,3.0,1.875,1.3562026818605375,2.5,48.0,77.0,61.625,10.966670285134734,59.0,7.0,24.0,14.5,5.68205194324324,14.0,2.0,8.0,5.0,2.0,5.0,2.0,8.0,4.75,2.659215781283755,4.5,2.0,9.0,4.75,2.6049403612586386,5.0,7.0,18.0,12.25,3.8078865529319543,12.5,2.0,13.0,6.5,3.927922024247863,6.0,0.0,4.0,2.25,1.2817398889233114,2.5,3.0,6.0,4.0,1.0690449676496976,4.0,6.0,15.0,10.625,2.9730936268953445,12.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.625,1.3024701806293193,1.5,405.0,750.0,569.75,99.25112449884743,574.5,10.0,26.0,16.875,4.882549100038393,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.646820368835,2609.1650820456234,2466.0499266842794,110.83931197865101,2484.7115576951182
Арсенал,2017-04-02 20:00:00,28,2217.325979813815,1.0,4.0,1.75,1.0350983390135313,1.5,0.0,3.0,1.75,1.2817398889233114,2.0,44.0,77.0,59.625,12.637105229103245,57.5,7.0,24.0,13.75,6.135377506140689,12.5,2.0,8.0,4.875,2.100170061141308,5.0,2.0,8.0,4.75,2.659215781283755,4.5,0.0,9.0,4.125,3.090885217631258,3.5,7.0,21.0,13.375,4.897156609415596,13.5,2.0,13.0,6.0,4.105745103771404,4.0,0.0,5.0,2.5,1.6035674514745464,2.5,3.0,6.0,4.0,1.0690449676496976,4.0,6.0,15.0,10.125,3.044315545875155,10.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.625,1.3024701806293193,1.5,405.0,750.0,549.375,114.51504891747385,572.0,10.0,26.0,17.875,5.462534733462636,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.646820368835,2609.1650820456234,2449.8003407876636,106.66513468860711,2428.171139899523
Арсенал,2017-04-05 23:45:00,29,2179.3869182072285,1.0,3.0,1.625,0.7440238091428449,1.5,0.0,3.0,1.75,1.2817398889233114,2.0,44.0,77.0,60.75,12.76994238716168,62.0,7.0,24.0,14.625,6.653409437488207,14.0,2.0,8.0,5.125,2.356601669474803,5.0,2.0,8.0,5.375,2.5035688811888406,6.0,0.0,9.0,4.125,3.090885217631258,3.5,7.0,21.0,12.625,5.2355242608275905,11.5,3.0,13.0,6.375,3.814914340921881,5.0,1.0,5.0,2.75,1.2817398889233114,2.5,2.0,6.0,3.875,1.246423454758225,4.0,6.0,15.0,10.5,2.9277002188455996,11.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,3.0,1.875,1.1259916264596033,2.0,405.0,750.0,558.375,122.17427540783113,572.0,10.0,26.0,17.625,5.5533130394644346,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217.325979813815,2542.0636986192267,2400.8204530086878,112.81915313977063,2420.7409004396904
Арсенал,2017-04-11 00:00:00,30,1979.1982641504335,0.0,3.0,1.375,0.9161253813129043,1.0,0.0,3.0,2.0,1.3093073414159542,2.5,44.0,77.0,61.0,12.994504332876375,62.0,7.0,21.0,13.0,5.529143565818179,11.0,2.0,8.0,4.5,2.138089935299395,4.0,2.0,8.0,5.25,2.434865792722759,5.5,0.0,7.0,3.25,2.434865792722759,2.0,7.0,21.0,13.25,5.175491695067657,14.0,3.0,13.0,6.125,3.6030740843261686,5.0,1.0,5.0,2.75,1.2817398889233114,2.5,2.0,5.0,3.5,0.9258200997725514,3.5,6.0,15.0,10.25,2.866057521105554,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.875,1.1259916264596033,2.0,405.0,750.0,564.625,124.57692689372986,581.5,10.0,26.0,18.5,5.264435935053794,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179.3869182072285,2537.1917047412057,2355.4858554571883,120.5573243784547,2380.996570363687
Арсенал,2017-04-18 00:00:00,31,2175.228057947926,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,3.0,1.875,1.3562026818605375,2.5,44.0,77.0,59.875,12.064558484609845,61.5,7.0,21.0,12.0,4.750939756661683,11.0,2.0,8.0,4.375,2.1339098923270936,3.5,2.0,8.0,4.75,2.187627547301936,4.5,0.0,6.0,2.875,1.9594095320493148,2.0,7.0,21.0,13.0,5.0709255283711,13.5,3.0,13.0,5.5,3.4641016151377544,4.5,0.0,5.0,2.5,1.6035674514745464,2.5,2.0,5.0,3.5,0.9258200997725514,3.5,6.0,16.0,10.75,3.494894235064305,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.75,1.0350983390135313,2.0,405.0,750.0,563.0,124.17844303374767,575.0,10.0,26.0,18.75,5.230405611149374,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2432.2314106490303,2285.7366753833417,156.47648384189768,2318.134514683422
Арсенал,2017-04-26 23:45:00,32,2217.9334374035766,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,3.0,1.5,1.4142135623730951,1.5,44.0,77.0,61.25,12.441290700153031,65.5,7.0,21.0,12.375,4.596194077712559,11.5,2.0,8.0,4.375,2.1339098923270936,3.5,2.0,8.0,5.25,1.9086270308410553,5.5,0.0,6.0,2.75,2.052872551885702,2.0,7.0,21.0,13.125,5.221863378417434,13.5,3.0,12.0,5.375,3.1594529363709247,4.5,0.0,8.0,3.125,2.5319388392523003,2.5,2.0,5.0,3.5,0.9258200997725514,3.5,6.0,16.0,10.875,3.399054490379851,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.875,0.9910312089651149,2.0,405.0,750.0,578.625,132.21404453169328,606.0,10.0,24.0,16.75,5.11998883927355,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2424.110869150016,2253.6112562957032,148.27066785498232,2254.486400091325
Арсенал,2017-04-30 20:30:00,33,2146.393381372337,0.0,3.0,1.25,1.0350983390135313,1.0,0.0,3.0,1.75,1.2817398889233114,2.0,44.0,77.0,61.25,12.441290700153031,65.5,7.0,21.0,11.75,4.200340122282616,11.5,2.0,8.0,4.0,1.8516401995451028,3.5,2.0,7.0,4.75,1.5811388300841898,4.5,0.0,6.0,3.0,2.0701966780270626,3.0,7.0,21.0,13.25,5.092010548749033,13.5,3.0,12.0,5.625,3.020761493398643,5.0,0.0,8.0,3.25,2.6049403612586386,2.5,2.0,9.0,4.125,2.1671244937540095,3.5,6.0,16.0,11.25,3.693623849670827,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.875,0.9910312089651149,2.0,405.0,750.0,568.625,142.90050234841223,606.0,10.0,24.0,17.0,5.398412465054624,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2424.110869150016,2244.3970834250463,147.85916629209444,2217.629708608696
Арсенал,2017-05-07 20:00:00,34,2025.4433257534772,0.0,3.0,1.375,1.0606601717798212,1.5,0.0,3.0,1.375,1.3024701806293193,1.5,44.0,77.0,61.5,12.153776602944689,65.5,8.0,21.0,12.0,3.927922024247863,11.5,2.0,8.0,4.125,1.807721533549109,4.0,1.0,7.0,4.625,1.8468119248354136,4.5,0.0,6.0,3.25,2.052872551885702,4.0,7.0,21.0,13.25,5.092010548749033,13.5,3.0,12.0,5.875,2.850438562747845,5.0,0.0,8.0,3.125,2.6423744732991303,2.0,2.0,9.0,4.125,2.1671244937540095,3.5,6.0,16.0,11.125,3.563204817496262,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.75,1.0350983390135313,2.0,405.0,750.0,583.625,128.88193655989411,606.0,10.0,24.0,17.0,5.398412465054624,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2424.110869150016,2219.618479971837,145.25059513197064,2198.356449010522
Арсенал,2017-05-10 23:45:00,35,2036.1597344191641,0.0,3.0,1.5,1.0690449676496976,2.0,0.0,3.0,1.0,1.1952286093343936,0.5,44.0,72.0,58.5,10.650285039780458,59.0,8.0,21.0,12.0,3.927922024247863,11.5,3.0,8.0,4.375,1.5979898086569353,4.0,1.0,7.0,4.5,1.927248223318863,4.5,0.0,6.0,3.125,1.9594095320493148,4.0,8.0,21.0,13.375,4.926241685388278,13.5,3.0,12.0,5.875,2.850438562747845,5.0,0.0,8.0,3.125,2.6423744732991303,2.0,2.0,9.0,3.875,2.1671244937540095,3.0,5.0,16.0,11.0,3.779644730092272,10.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.7559289460184544,2.0,405.0,691.0,552.875,111.71959477702583,554.5,10.0,24.0,17.875,4.611708700997618,18.0,0.0,20.0,2.5,7.0710678118654755,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2417.3709317293647,2169.7850370472697,132.93608814417817,2177.3074880775775
Арсенал,2017-05-13 21:30:00,36,2086.7902963163297,0.0,4.0,1.75,1.3887301496588271,2.0,0.0,3.0,0.875,1.1259916264596033,0.5,49.0,72.0,61.375,9.179752564359083,65.5,9.0,21.0,12.25,3.693623849670827,11.5,3.0,8.0,4.75,1.5811388300841898,4.0,1.0,7.0,4.25,1.9820624179302297,4.0,1.0,6.0,3.25,1.7525491637693282,4.0,8.0,19.0,12.75,4.06201920231798,13.5,4.0,12.0,6.25,2.6049403612586386,5.0,0.0,8.0,2.75,2.5495097567963922,2.0,2.0,9.0,3.875,2.1671244937540095,3.0,5.0,16.0,10.875,3.9074105418879577,10.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.875,0.6408699444616557,2.0,405.0,691.0,577.75,95.88646560236896,595.5,10.0,23.0,16.875,3.9074105418879577,16.5,0.0,20.0,4.875,9.030701602232876,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2217.9334374035766,2122.1336373834947,94.18501841369907,2160.8107196601313
Арсенал,2017-05-16 23:45:00,37,2516.180682187887,0.0,4.0,1.625,1.3024701806293193,2.0,0.0,3.0,0.875,1.1259916264596033,0.5,49.0,72.0,61.0,9.023778112773575,64.0,9.0,36.0,14.125,8.903249807955358,11.5,3.0,13.0,5.375,3.2043497223082786,4.0,1.0,10.0,4.625,2.7222627143085005,4.0,1.0,13.0,4.125,3.833592123769634,4.0,8.0,19.0,13.375,3.583194903195431,13.5,4.0,17.0,7.75,4.527692569068709,5.5,0.0,8.0,2.75,2.5495097567963922,2.0,2.0,9.0,3.875,2.1671244937540095,3.0,5.0,16.0,11.375,4.172614801981401,12.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.125,0.9910312089651149,2.0,405.0,691.0,561.125,87.15411227081763,564.5,9.0,23.0,16.125,4.793969425970806,16.5,0.0,20.0,4.875,9.030701602232876,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2217.9334374035766,2105.816676946309,86.3161530754991,2116.5918388443333
Арсенал,2017-05-21 19:00:00,38,2511.3987783705043,0.0,4.0,2.0,1.1952286093343936,2.0,0.0,2.0,0.625,0.7440238091428449,0.5,49.0,69.0,58.25,8.531454406237795,58.0,9.0,36.0,14.875,8.854982455415385,12.0,4.0,13.0,6.125,3.2705394924123103,4.5,1.0,10.0,4.25,2.712405363721075,3.5,1.0,13.0,4.5,3.7416573867739413,4.0,8.0,19.0,13.625,3.77728171346236,13.5,4.0,17.0,7.25,4.713203338949606,5.0,0.0,8.0,2.5,2.7255405754769875,2.0,2.0,9.0,4.25,2.2519832529192065,3.5,5.0,16.0,11.375,4.172614801981401,12.0,0.0,1.0,0.125,0.3535533905932738,0.0,1.0,4.0,2.25,0.8864052604279183,2.0,405.0,691.0,537.75,91.61838555349341,535.0,9.0,23.0,15.875,4.611708700997618,16.5,0.0,20.0,4.875,9.030701602232876,0.0,0.0,0.0,0.0,0.0,0.0,1979.1982641504335,2516.180682187887,2147.9158974438915,169.43630469419077,2116.5918388443333
Бёрнли,2016-12-18 21:00:00,17,1943.064792291757,0.0,3.0,1.0,1.3093073414159542,0.5,0.0,4.0,1.875,1.1259916264596033,2.0,28.0,55.0,38.625,8.4335638967165,39.0,5.0,16.0,9.875,4.323936698360485,9.0,1.0,7.0,3.75,2.3754698783308417,3.0,0.0,7.0,3.75,2.49284690951645,4.5,1.0,5.0,2.375,1.685018016012207,2.0,10.0,19.0,13.5,3.5050983275386565,12.5,1.0,9.0,3.625,2.615202805574687,3.5,2.0,5.0,3.375,1.1877349391654208,3.0,2.0,11.0,4.5,3.251373336211726,3.0,8.0,15.0,11.625,2.38671920665766,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.75,0.8864052604279183,2.0,0.0,328.0,109.75,153.30711473565546,0.0,0.0,23.0,5.75,8.6972902183874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.9208669997847,2099.159866931051,1938.236173068045,113.63766834863999,1955.3926135749016
Бёрнли,2016-12-26 20:00:00,18,1880.5549992747447,0.0,3.0,1.125,1.246423454758225,1.0,0.0,4.0,1.875,1.1259916264596033,2.0,31.0,55.0,40.625,7.386038953902926,40.5,5.0,16.0,9.75,4.432026302139591,9.0,2.0,7.0,4.125,2.100170061141308,4.0,0.0,7.0,3.375,2.5035688811888406,3.0,0.0,5.0,2.25,1.8322507626258087,2.0,10.0,22.0,14.75,4.527692569068709,14.0,1.0,9.0,4.375,2.615202805574687,4.0,2.0,5.0,3.5,1.0690449676496976,3.0,2.0,7.0,3.375,1.9955307206712847,2.5,8.0,17.0,12.625,2.774243783705493,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.125,1.7268882005337975,2.0,0.0,328.0,147.375,159.34144604769793,121.5,0.0,23.0,7.0,8.468428763016531,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.9208669997847,2099.159866931051,1948.0387907809609,109.69658986590993,1955.3926135749016
Бёрнли,2016-12-31 20:00:00,19,1953.3774845193952,0.0,4.0,1.25,1.4880476182856899,1.0,0.0,4.0,1.75,1.164964745021435,2.0,31.0,55.0,41.625,7.52021086330506,42.0,5.0,16.0,10.0,4.750939756661683,9.0,2.0,7.0,4.0,1.927248223318863,4.0,0.0,8.0,3.625,2.8753881725529062,3.0,0.0,5.0,2.375,1.7677669529663689,2.0,10.0,22.0,14.125,4.823676724538776,12.0,1.0,9.0,4.625,2.669269563007828,4.5,2.0,5.0,3.5,1.0690449676496976,3.0,2.0,7.0,3.25,2.052872551885702,2.0,8.0,17.0,12.5,2.878491668515698,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.125,1.7268882005337975,2.0,0.0,344.0,190.375,160.30233711869047,272.0,0.0,23.0,9.625,9.210824377561744,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.9208669997847,2054.1756381539267,1920.7131823239224,92.56377279351152,1948.5616476853947
Бёрнли,2017-01-02 20:00:00,20,2052.245524605117,0.0,4.0,1.375,1.407885953173359,1.0,0.0,2.0,1.5,0.7559289460184544,2.0,31.0,46.0,40.375,5.5533130394644346,42.0,5.0,16.0,10.75,4.301162633521313,10.5,2.0,7.0,4.125,1.807721533549109,4.0,0.0,8.0,4.125,2.9001231500945415,4.5,0.0,5.0,2.5,1.6903085094570331,2.0,10.0,22.0,14.25,4.803272693844122,12.5,1.0,9.0,5.25,2.815771906346718,5.5,2.0,5.0,3.5,1.0690449676496976,3.0,1.0,7.0,3.125,2.1671244937540095,2.0,8.0,17.0,12.375,2.9246489410818914,12.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.5,1.5118578920369088,2.0,0.0,357.0,235.0,149.02923970051745,304.0,0.0,23.0,11.5,8.468428763016531,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.9208669997847,2054.1756381539267,1920.2945273800005,92.3850200515294,1948.221138405576
