Команда,Дата,№ Game,Рейтинг,min Забито,max Забито,mean Забито,std Забито,median Забито,min Пропущено,max Пропущено,mean Пропущено,std Пропущено,median Пропущено,min Владение мячом,max Владение мячом,mean Владение мячом,std Владение мячом,median Владение мячом,min Удары,max Удары,mean Удары,std Удары,median Удары,min Удары в створ,max Удары в створ,mean Удары в створ,std Удары в створ,median Удары в створ,min Удары мимо,max Удары мимо,mean Удары мимо,std Удары мимо,median Удары мимо,min Блок-но ударов,max Блок-но ударов,mean Блок-но ударов,std Блок-но ударов,median Блок-но ударов,min Штрафные,max Штрафные,mean Штрафные,std Штрафные,median Штрафные,min Угловые,max Угловые,mean Угловые,std Угловые,median Угловые,min Офсайды,max Офсайды,mean Офсайды,std Офсайды,median Офсайды,min Сэйвы,max Сэйвы,mean Сэйвы,std Сэйвы,median Сэйвы,min Фолы,max Фолы,mean Фолы,std Фолы,median Фолы,min Желтые карточки,max Желтые карточки,mean Желтые карточки,std Желтые карточки,median Желтые карточки,min Всего передач,max Всего передач,mean Всего передач,std Всего передач,median Всего передач,min Завершено передач,max Завершено передач,mean Завершено передач,std Завершено передач,median Завершено передач,min Oтборы,max Oтборы,mean Oтборы,std Oтборы,median Oтборы,min Атаки,max Атаки,mean Атаки,std Атаки,median Атаки,min Опасные атаки,max Опасные атаки,mean Опасные атаки,std Опасные атаки,median Опасные атаки,min Красные карточки,max Красные карточки,mean Красные карточки,std Красные карточки,median Красные карточки,min Рейтинг,max Рейтинг,mean Рейтинг,std Рейтинг,median Рейтинг
Бёрнли,2018-12-15 20:00:00,17,1798.7121205503126,0.0,2.0,0.625,0.7440238091428449,0.5,0.0,4.0,2.0,1.6035674514745464,2.0,26.0,56.0,36.875,9.234059624177068,37.0,4.0,14.0,8.125,4.086126352846737,6.5,0.0,6.0,2.375,2.1998376563477846,2.0,1.0,8.0,3.375,2.1339098923270936,3.0,1.0,6.0,2.375,1.5059406173077154,2.0,7.0,14.0,10.5,2.449489742783178,10.5,1.0,5.0,3.25,1.4880476182856899,3.5,1.0,6.0,2.625,1.8468119248354136,2.0,1.0,9.0,4.375,2.9246489410818914,4.5,6.0,14.0,9.75,2.3145502494313788,10.0,0.0,4.0,1.75,1.5811388300841898,1.5,229.0,585.0,334.625,108.26018592789714,309.5,0.0,0.0,0.0,0.0,0.0,10.0,23.0,14.875,4.642582409453969,13.5,92.0,155.0,109.25,19.703154207240164,105.0,16.0,55.0,35.5,11.74734012447073,34.0,0.0,0.0,0.0,0.0,0.0,1754.3579031830957,2089.3751796685006,1934.489042991373,126.21340709535137,1922.4567925034105
Бёрнли,2018-12-22 17:30:00,18,1870.602266432059,0.0,2.0,0.75,0.7071067811865476,1.0,0.0,4.0,1.875,1.4577379737113252,2.0,26.0,56.0,38.125,8.838834764831844,37.5,4.0,14.0,8.125,4.086126352846737,6.5,0.0,6.0,2.5,2.138089935299395,2.5,1.0,8.0,3.25,2.1213203435596424,3.0,1.0,6.0,2.375,1.5059406173077154,2.0,7.0,14.0,10.75,2.49284690951645,11.5,1.0,5.0,3.125,1.4577379737113252,3.0,1.0,6.0,2.5,1.6903085094570331,2.0,1.0,9.0,4.25,2.9640705601780613,4.0,6.0,14.0,9.75,2.3145502494313788,10.0,0.0,5.0,1.875,1.807721533549109,1.5,229.0,585.0,338.625,108.4447686942199,309.5,0.0,0.0,0.0,0.0,0.0,11.0,23.0,15.625,4.2067123233504535,15.0,97.0,155.0,111.0,18.539533050060502,106.5,16.0,55.0,36.25,12.186057606953941,34.0,0.0,0.0,0.0,0.0,0.0,1754.3579031830957,2089.3751796685006,1918.816487201514,135.15653508127673,1912.7939963417198
Бёрнли,2018-12-26 20:00:00,19,1938.475415259542,0.0,1.0,0.625,0.5175491695067657,1.0,0.0,5.0,2.0,1.6903085094570331,2.0,26.0,56.0,39.625,9.605615916892427,39.0,4.0,14.0,8.75,4.0970372570571385,8.5,0.0,6.0,2.625,2.1998376563477846,3.0,2.0,8.0,3.875,2.100170061141308,3.0,1.0,6.0,2.25,1.5811388300841898,2.0,7.0,19.0,12.0,3.7032803990902057,12.0,1.0,5.0,3.25,1.5811388300841898,3.0,1.0,6.0,2.5,1.6903085094570331,2.0,1.0,9.0,3.625,3.0676887530703447,2.5,6.0,14.0,10.0,2.32992949004287,10.0,0.0,5.0,1.625,1.5979898086569353,1.5,229.0,585.0,349.75,109.87882936606643,332.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,15.25,3.9910614413425693,15.0,97.0,155.0,114.875,21.536928418748243,106.5,30.0,60.0,41.75,11.65884091273963,41.0,0.0,0.0,0.0,0.0,0.0,1754.3579031830957,2089.3751796685006,1914.5458986872954,136.19961280347488,1895.7116422848471
Бёрнли,2018-12-30 19:15:00,20,1824.483607534334,0.0,2.0,0.875,0.6408699444616557,1.0,0.0,5.0,2.0,1.6903085094570331,2.0,26.0,56.0,40.375,9.605615916892427,40.5,4.0,17.0,10.125,4.823676724538776,10.5,0.0,6.0,3.125,2.2320714274285347,4.0,2.0,9.0,4.625,2.7222627143085005,3.5,1.0,6.0,2.375,1.5979898086569353,2.0,7.0,19.0,11.75,3.615443067098218,12.0,2.0,5.0,3.75,1.3887301496588271,4.0,1.0,6.0,2.75,1.7525491637693282,2.0,1.0,9.0,3.5,3.0237157840738176,2.5,6.0,15.0,10.625,2.9246489410818914,10.5,0.0,5.0,1.75,1.4880476182856899,1.5,229.0,585.0,354.75,108.08297077444055,347.5,0.0,0.0,0.0,0.0,0.0,11.0,23.0,16.5,4.035556254807296,16.0,97.0,155.0,114.375,21.79080736719697,104.5,30.0,60.0,45.0,11.538754575033526,45.5,0.0,0.0,0.0,0.0,0.0,1754.3579031830957,2089.3751796685006,1916.7526983275338,136.45858954106788,1904.5388408458005
Бёрнли,2019-01-03 00:45:00,21,1915.5712945291866,0.0,2.0,1.0,0.7559289460184544,1.0,0.0,5.0,1.875,1.7268882005337975,1.5,26.0,57.0,40.5,9.841602656942763,40.5,4.0,17.0,10.375,5.097268175909804,10.5,0.0,8.0,3.625,2.8252686345094435,4.0,2.0,9.0,4.5,2.5634797778466227,3.5,1.0,6.0,2.25,1.6690459207925603,2.0,7.0,19.0,11.625,3.6228441865473595,11.5,2.0,5.0,3.375,1.407885953173359,3.0,1.0,6.0,2.875,1.6420805617960927,2.0,1.0,9.0,3.5,3.0237157840738176,2.5,8.0,15.0,11.0,2.390457218668787,10.5,1.0,5.0,2.25,1.4880476182856899,2.0,229.0,483.0,342.0,79.1977633161803,347.5,0.0,0.0,0.0,0.0,0.0,9.0,23.0,15.875,4.793969425970806,16.0,97.0,156.0,114.5,22.05836414087474,104.5,30.0,60.0,46.625,12.569094750901629,50.0,0.0,1.0,0.125,0.3535533905932738,0.0,1754.3579031830957,2089.3751796685006,1888.1107082502685,127.37165745596297,1847.5429369831963
Бёрнли,2019-01-12 20:00:00,22,1957.2480559545957,0.0,2.0,1.25,0.7071067811865476,1.0,0.0,5.0,1.75,1.7525491637693282,1.0,26.0,57.0,40.625,9.855201672213513,41.0,4.0,17.0,11.25,4.399675312695569,11.0,0.0,8.0,3.625,2.8252686345094435,4.0,2.0,9.0,5.0,2.390457218668787,5.0,1.0,6.0,2.625,1.9226098333849673,2.0,7.0,19.0,11.375,3.7392703642746747,11.5,2.0,5.0,3.375,1.407885953173359,3.0,1.0,6.0,2.875,1.6420805617960927,2.0,0.0,9.0,2.625,2.8753881725529062,1.5,5.0,15.0,10.375,3.2043497223082786,10.5,1.0,5.0,2.25,1.4880476182856899,2.0,229.0,483.0,349.75,83.77648834846207,347.5,0.0,0.0,0.0,0.0,0.0,9.0,23.0,16.375,5.2355242608275905,16.0,97.0,156.0,117.0,21.6992429097686,108.5,30.0,60.0,44.375,12.466383368311527,41.0,0.0,1.0,0.125,0.3535533905932738,0.0,1754.3579031830957,2053.8983425760794,1866.3852226078545,100.02535135360567,1847.5429369831963
Бёрнли,2019-01-19 20:00:00,23,2049.9058813205907,0.0,2.0,1.125,0.8345229603962802,1.0,0.0,5.0,1.375,1.7677669529663689,1.0,30.0,57.0,43.0,7.928249671720919,42.5,4.0,17.0,11.375,4.373213921133975,11.0,0.0,8.0,3.25,2.659215781283755,3.5,2.0,9.0,5.375,2.2638462845343543,6.0,1.0,6.0,2.75,1.8322507626258087,2.0,8.0,21.0,13.125,4.580626906564522,12.0,2.0,7.0,3.625,1.8468119248354136,3.0,1.0,8.0,3.125,2.2320714274285347,2.0,0.0,4.0,2.0,1.5118578920369088,1.5,5.0,15.0,10.25,3.24037034920393,10.0,1.0,5.0,2.375,1.407885953173359,2.0,264.0,483.0,362.375,69.34785504974181,347.5,0.0,0.0,0.0,0.0,0.0,9.0,23.0,16.25,5.338539126015656,16.0,97.0,156.0,117.625,21.138573407736995,108.5,30.0,60.0,47.125,13.02127380207372,50.5,0.0,1.0,0.125,0.3535533905932738,0.0,1754.3579031830957,1957.2480559545957,1854.303936780169,77.42528285797655,1847.5429369831963
Бёрнли,2019-01-30 01:00:00,24,1964.3415657214368,0.0,2.0,1.25,0.8864052604279183,1.5,0.0,5.0,1.625,1.685018016012207,1.0,26.0,57.0,41.5,9.899494936611665,42.5,4.0,17.0,10.375,4.596194077712559,11.0,0.0,8.0,3.25,2.659215781283755,3.5,0.0,9.0,4.875,2.948970764763288,6.0,1.0,5.0,2.25,1.2817398889233114,2.0,8.0,21.0,13.0,4.59813626840888,12.0,2.0,7.0,3.75,1.7525491637693282,3.0,1.0,8.0,3.375,2.1998376563477846,3.0,0.0,7.0,2.75,2.2519832529192065,2.5,5.0,15.0,10.0,3.251373336211726,9.0,1.0,5.0,2.5,1.4142135623730951,2.0,228.0,483.0,352.5,82.69911037697356,347.5,0.0,0.0,0.0,0.0,0.0,9.0,23.0,16.5,5.0990195135927845,16.0,71.0,156.0,112.625,26.880356609029043,104.5,26.0,60.0,46.5,13.98979219696582,50.5,0.0,1.0,0.125,0.3535533905932738,0.0,1754.3579031830957,2049.9058813205907,1888.6695680954647,95.97820706452433,1893.0867804806228
Бёрнли,2019-02-02 20:00:00,25,2001.681687162827,0.0,2.0,1.375,0.7440238091428449,1.5,0.0,5.0,1.625,1.685018016012207,1.0,26.0,57.0,44.5,9.54687682663064,44.0,6.0,17.0,11.75,4.026696625558687,11.0,0.0,8.0,4.0,2.449489742783178,4.0,0.0,9.0,5.0,2.8284271247461903,6.0,1.0,6.0,2.75,1.8322507626258087,2.0,8.0,21.0,13.0,4.59813626840888,12.0,2.0,7.0,3.875,1.7268882005337975,3.5,2.0,8.0,3.5,2.0701966780270626,3.0,0.0,7.0,2.875,2.2320714274285347,3.0,5.0,15.0,10.25,3.1509635714446826,9.5,1.0,5.0,2.625,1.407885953173359,2.5,228.0,483.0,376.625,81.33341871580218,379.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,15.125,4.54933276112317,14.5,71.0,156.0,119.5,29.242825737996956,114.5,26.0,65.0,50.875,13.558734664941479,57.5,0.0,1.0,0.125,0.3535533905932738,0.0,1798.7121205503126,2049.9058813205907,1914.9175259127574,81.64181281303513,1927.0233548943643
Бёрнли,2019-02-09 22:30:00,26,2017.9040118238627,0.0,3.0,1.625,0.9161253813129043,2.0,0.0,5.0,1.375,1.5979898086569353,1.0,26.0,57.0,43.5,10.460811222298748,44.0,6.0,17.0,12.0,3.7416573867739413,11.0,0.0,8.0,4.375,2.326094212561969,4.5,0.0,9.0,4.875,2.948970764763288,6.0,1.0,6.0,2.75,1.8322507626258087,2.0,8.0,21.0,12.5,4.928053803045811,11.5,2.0,7.0,3.875,1.7268882005337975,3.5,0.0,8.0,3.0,2.390457218668787,2.0,0.0,7.0,3.125,2.356601669474803,3.5,5.0,15.0,9.375,2.9246489410818914,9.0,1.0,4.0,2.125,1.1259916264596033,2.0,228.0,483.0,363.625,92.4676584387366,369.5,0.0,0.0,0.0,0.0,0.0,9.0,22.0,14.5,4.750939756661683,12.5,71.0,156.0,116.125,32.41004033144227,113.0,26.0,65.0,48.875,15.578717167065733,57.5,0.0,1.0,0.125,0.3535533905932738,0.0,1824.483607534334,2049.9058813205907,1940.2887217393215,71.24649566962151,1947.8617356070688
Бёрнли,2019-02-23 17:30:00,27,2142.487429474974,0.0,3.0,1.75,0.8864052604279183,2.0,0.0,2.0,0.875,0.6408699444616557,1.0,26.0,57.0,41.25,11.02918207043737,42.5,6.0,17.0,11.875,3.7961446607992015,11.0,0.0,8.0,4.375,2.326094212561969,4.5,0.0,9.0,4.5,2.9760952365713798,4.5,1.0,6.0,3.0,1.6903085094570331,2.5,8.0,21.0,11.625,4.172614801981401,11.5,2.0,7.0,4.125,2.03100960115899,3.5,0.0,8.0,3.25,2.3754698783308417,3.0,0.0,7.0,3.625,2.2638462845343543,4.0,5.0,15.0,9.125,2.850438562747845,9.0,1.0,4.0,2.0,1.1952286093343936,1.5,214.0,483.0,340.25,104.52033295010115,334.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,14.0,4.780914437337574,12.0,71.0,156.0,108.625,32.50906466993915,103.0,26.0,65.0,48.625,15.389583675794668,57.0,0.0,1.0,0.125,0.3535533905932738,0.0,1824.483607534334,2049.9058813205907,1958.701439913297,69.68105675514092,1960.7948108380162
Бёрнли,2019-02-27 01:00:00,28,2430.2307368788215,0.0,3.0,1.5,1.0690449676496976,2.0,0.0,2.0,1.125,0.6408699444616557,1.0,26.0,57.0,41.625,11.14754937835474,43.5,6.0,16.0,11.25,3.1959796173138706,11.0,0.0,8.0,4.0,2.449489742783178,4.0,0.0,7.0,4.125,2.4748737341529163,4.5,1.0,6.0,3.125,1.7268882005337975,2.5,8.0,21.0,11.125,4.356850107261306,10.0,2.0,7.0,4.375,2.2638462845343543,3.5,0.0,8.0,3.0,2.390457218668787,2.0,0.0,7.0,3.25,2.434865792722759,3.5,5.0,10.0,8.25,1.5811388300841898,9.0,1.0,4.0,2.25,1.164964745021435,2.5,214.0,483.0,343.875,104.9332270677746,348.5,0.0,0.0,0.0,0.0,0.0,9.0,24.0,14.375,5.475595205741825,12.0,71.0,156.0,109.625,32.43427419963553,107.0,26.0,65.0,48.875,15.541993804804177,58.0,0.0,1.0,0.125,0.3535533905932738,0.0,1824.483607534334,2142.487429474974,1984.202941690226,94.22900132612571,1983.011626442132
Бёрнли,2019-03-02 20:00:00,29,2250.0051160929015,0.0,3.0,1.375,1.0606601717798212,1.5,0.0,3.0,1.375,0.9161253813129043,1.0,26.0,57.0,41.625,11.14754937835474,43.5,6.0,18.0,11.5,3.6645015252516173,11.0,0.0,6.0,3.5,1.8516401995451028,4.0,0.0,10.0,4.5,3.116774889895918,4.5,2.0,6.0,3.5,1.5118578920369088,3.5,8.0,21.0,11.25,4.367084676466507,10.5,2.0,8.0,5.125,2.356601669474803,5.5,0.0,8.0,3.0,2.390457218668787,2.0,0.0,7.0,3.375,2.326094212561969,3.5,5.0,10.0,8.25,1.5811388300841898,9.0,1.0,3.0,1.875,0.9910312089651149,1.5,214.0,457.0,336.25,95.13862066930098,348.5,0.0,0.0,0.0,0.0,0.0,11.0,24.0,15.25,5.035587637718447,12.5,71.0,152.0,107.0,28.78987917406294,107.0,26.0,77.0,51.125,18.27908641043091,58.0,0.0,0.0,0.0,0.0,0.0,1915.5712945291866,2430.2307368788215,2059.921332858287,164.6286136930183,2009.7928494933449
Бёрнли,2019-03-10 17:00:00,30,2171.3981501840653,0.0,3.0,1.375,1.0606601717798212,1.5,0.0,4.0,1.75,1.2817398889233114,1.5,26.0,57.0,40.25,11.756457192295889,38.5,3.0,18.0,10.5,4.750939756661683,10.5,2.0,6.0,3.75,1.3887301496588271,4.0,0.0,10.0,3.75,3.4121631178560534,3.0,1.0,6.0,3.0,1.6035674514745464,2.5,6.0,21.0,10.875,4.703721930556695,10.0,3.0,8.0,5.25,2.187627547301936,5.5,0.0,8.0,3.625,2.7222627143085005,3.0,1.0,7.0,3.5,2.138089935299395,3.5,7.0,10.0,8.5,1.0690449676496976,9.0,0.0,3.0,1.75,1.164964745021435,1.5,214.0,457.0,320.125,89.89746142927825,310.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,15.625,5.680480361981471,12.5,71.0,152.0,104.375,28.071019626246976,102.5,26.0,77.0,52.25,17.54789364649135,58.0,0.0,0.0,0.0,0.0,0.0,1957.2480559545957,2430.2307368788215,2101.725560553751,165.19781500753783,2033.9049465722267
Бёрнли,2019-03-16 20:00:00,31,2195.0202966816078,0.0,3.0,1.5,0.9258200997725514,1.5,1.0,4.0,2.0,1.0690449676496976,2.0,26.0,62.0,42.375,14.050292320294062,39.0,3.0,18.0,10.75,4.832922806867792,11.0,2.0,6.0,3.625,1.5059406173077154,4.0,0.0,10.0,3.875,3.5228843701879127,3.0,1.0,6.0,3.25,1.5811388300841898,3.5,6.0,12.0,9.625,2.38671920665766,9.5,3.0,9.0,5.5,2.5071326821120348,5.5,0.0,7.0,3.125,2.100170061141308,3.0,1.0,7.0,3.25,2.187627547301936,2.5,7.0,10.0,8.5,1.0690449676496976,9.0,0.0,3.0,1.625,1.1877349391654208,1.0,214.0,472.0,337.875,104.89373874817996,328.5,0.0,0.0,0.0,0.0,0.0,11.0,25.0,15.625,5.680480361981471,12.5,71.0,152.0,107.375,29.16425160069381,106.5,26.0,78.0,54.625,19.74073019347128,58.0,0.0,0.0,0.0,0.0,0.0,1964.3415657214368,2430.2307368788215,2128.494322332435,155.50848122766104,2096.1966553977823
Бёрнли,2019-03-30 20:00:00,32,2234.8699845970314,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,4.0,1.75,1.2817398889233114,1.5,31.0,62.0,43.75,12.691391908353811,41.5,3.0,18.0,10.625,4.983902658989812,11.0,1.0,6.0,3.25,1.7525491637693282,3.0,0.0,10.0,4.25,3.1959796173138706,3.0,1.0,6.0,3.125,1.7268882005337975,3.5,6.0,13.0,9.75,2.5495097567963922,9.5,1.0,9.0,5.25,2.866057521105554,5.5,0.0,7.0,2.75,2.187627547301936,2.0,1.0,5.0,2.5,1.6903085094570331,2.0,7.0,12.0,8.875,1.6420805617960927,9.0,0.0,3.0,1.375,1.0606601717798212,1.0,214.0,472.0,349.625,95.68838935389631,344.5,0.0,0.0,0.0,0.0,0.0,11.0,25.0,15.75,5.625198409199194,13.0,79.0,152.0,111.875,25.266790739738088,109.0,26.0,78.0,54.625,19.74073019347128,58.0,0.0,0.0,0.0,0.0,0.0,1964.3415657214368,2430.2307368788215,2146.633624252562,153.48220099010786,2156.94278982952
Бёрнли,2019-04-06 19:00:00,33,2165.6325889511563,0.0,3.0,1.75,1.0350983390135313,2.0,0.0,4.0,1.75,1.2817398889233114,1.5,31.0,62.0,42.0,12.023785950000464,38.5,3.0,18.0,10.125,4.67325215607779,10.5,1.0,5.0,2.875,1.3562026818605375,2.5,0.0,10.0,4.5,3.1622776601683795,4.0,1.0,4.0,2.75,1.2817398889233114,3.0,6.0,13.0,10.375,2.669269563007828,11.5,1.0,9.0,5.5,2.8284271247461903,6.5,0.0,7.0,3.125,2.295181287579947,3.0,1.0,5.0,2.25,1.7525491637693282,1.5,7.0,16.0,9.625,3.020761493398643,9.0,0.0,3.0,1.375,1.0606601717798212,1.0,214.0,472.0,328.0,87.12060605849801,306.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.5,5.855400437691199,13.0,79.0,135.0,104.875,19.708138275486963,104.5,26.0,78.0,53.75,19.366760921006605,58.0,0.0,0.0,0.0,0.0,0.0,2001.681687162827,2430.2307368788215,2180.449676612011,136.43656801986918,2183.2092234328366
Бёрнли,2019-04-13 19:00:00,34,2260.812934881882,0.0,3.0,1.625,0.9161253813129043,2.0,0.0,4.0,1.625,1.407885953173359,1.5,31.0,62.0,43.75,11.360960723962942,43.0,3.0,18.0,10.75,4.832922806867792,11.5,1.0,7.0,3.125,1.8850918886280925,2.5,0.0,10.0,5.0,3.0237157840738176,5.5,1.0,4.0,2.625,1.407885953173359,3.0,6.0,13.0,10.625,2.5035688811888406,11.5,1.0,9.0,6.125,2.748376143938713,7.0,1.0,7.0,3.5,1.927248223318863,3.5,1.0,5.0,1.875,1.3562026818605375,1.5,7.0,16.0,9.625,3.020761493398643,9.0,0.0,3.0,1.5,1.0690449676496976,1.0,214.0,472.0,331.375,84.27664902823659,306.0,0.0,175.0,21.875,61.87184335382291,0.0,10.0,25.0,16.0,5.5805785670356025,14.5,82.0,135.0,108.5,16.707568857941517,107.5,26.0,78.0,57.125,16.591198182857596,58.0,0.0,0.0,0.0,0.0,0.0,2017.9040118238627,2430.2307368788215,2200.943539335552,116.62278900778338,2183.2092234328366
Бёрнли,2019-04-23 00:00:00,35,2279.7094290557066,0.0,3.0,1.625,0.9161253813129043,2.0,0.0,4.0,1.75,1.3887301496588271,2.0,24.0,62.0,42.875,12.676609506150632,43.0,3.0,18.0,10.25,5.11998883927355,11.5,1.0,7.0,3.0,1.8516401995451028,2.5,0.0,10.0,4.875,3.1367635732209265,5.5,1.0,4.0,2.375,1.5059406173077154,2.0,6.0,13.0,10.375,2.445841952609133,10.5,1.0,9.0,5.375,3.2486260832190936,6.5,1.0,7.0,3.25,1.9820624179302297,2.5,1.0,7.0,2.125,2.03100960115899,1.5,4.0,16.0,9.0,3.625307868699863,8.5,0.0,3.0,1.5,1.0690449676496976,1.0,219.0,472.0,332.0,83.2946576918352,306.0,0.0,175.0,38.375,71.98003195331327,0.0,10.0,25.0,16.375,5.370222128951997,15.0,73.0,135.0,107.375,18.905309156046993,107.5,24.0,78.0,52.875,20.279740065958862,57.0,0.0,0.0,0.0,0.0,0.0,2142.487429474974,2430.2307368788215,2231.307154717805,90.95635310443221,2214.9451406393196
Бёрнли,2019-04-28 18:05:00,36,2268.0434700381393,0.0,3.0,1.625,0.9161253813129043,2.0,0.0,4.0,1.625,1.407885953173359,1.5,24.0,62.0,40.875,13.357047364058955,38.5,2.0,18.0,9.0,5.80640040940045,8.5,0.0,7.0,2.75,2.1213203435596424,2.5,0.0,10.0,4.375,3.2486260832190936,4.0,0.0,4.0,1.875,1.5526475085202969,1.0,6.0,13.0,10.625,2.2638462845343543,10.5,0.0,9.0,4.5,3.6645015252516173,4.5,1.0,7.0,3.25,1.9820624179302297,2.5,1.0,7.0,2.75,2.3754698783308417,2.0,4.0,16.0,8.625,3.8890872965260113,8.0,0.0,3.0,1.25,0.8864052604279183,1.0,219.0,472.0,319.0,85.14693182963201,287.0,0.0,175.0,58.0,80.87556579621031,0.0,10.0,25.0,15.375,4.405759217854998,15.0,73.0,135.0,105.0,19.566735620873065,104.5,24.0,78.0,48.75,22.339906637482365,51.0,0.0,0.0,0.0,0.0,0.0,2165.6325889511563,2430.2307368788215,2248.459904665396,84.52515188912685,2242.4375503449664
Бёрнли,2019-05-04 00:00:00,37,2292.8597524124425,0.0,3.0,1.5,1.0690449676496976,2.0,0.0,4.0,1.5,1.3093073414159542,1.5,24.0,62.0,38.75,11.67108759774708,38.5,2.0,14.0,7.375,4.627171304989074,5.5,0.0,7.0,2.375,2.1339098923270936,2.0,0.0,7.0,3.625,2.326094212561969,3.5,0.0,4.0,1.375,1.407885953173359,1.0,6.0,13.0,10.25,2.2519832529192065,10.0,0.0,9.0,3.625,3.543101950067402,2.0,1.0,7.0,3.25,1.9820624179302297,2.5,1.0,7.0,3.0,2.390457218668787,2.0,4.0,16.0,8.625,3.8890872965260113,8.0,0.0,3.0,1.375,0.9161253813129043,1.0,219.0,472.0,312.375,77.72651229976626,287.0,0.0,271.0,91.875,105.97228411240366,66.0,10.0,25.0,15.5,4.44007721940573,15.0,73.0,127.0,102.875,16.53081538046013,104.5,24.0,78.0,44.875,19.208907903812303,46.0,0.0,0.0,0.0,0.0,0.0,2165.6325889511563,2279.7094290557066,2228.186496310311,44.82712987793186,2242.4375503449664
Бёрнли,2019-05-12 19:00:00,38,2426.3625009014927,0.0,3.0,1.375,1.0606601717798212,1.5,0.0,3.0,1.375,1.0606601717798212,1.5,24.0,62.0,39.875,11.243251944420452,40.0,2.0,14.0,8.75,4.77343841331532,8.5,0.0,7.0,2.75,2.3145502494313788,2.5,2.0,7.0,4.375,1.9226098333849673,4.5,0.0,4.0,1.625,1.5059406173077154,1.0,3.0,13.0,9.875,3.1367635732209265,10.0,0.0,9.0,3.75,3.5355339059327378,2.5,1.0,5.0,2.875,1.3562026818605375,2.5,1.0,7.0,3.25,2.2519832529192065,2.5,4.0,16.0,9.125,3.9074105418879577,9.0,1.0,5.0,2.0,1.4142135623730951,1.5,219.0,472.0,318.75,77.72065362566117,303.0,0.0,271.0,125.0,114.24535001478178,144.5,10.0,17.0,14.25,2.2519832529192065,15.0,73.0,127.0,103.125,16.53081538046013,105.5,24.0,78.0,45.75,19.425682558333513,49.5,0.0,0.0,0.0,0.0,0.0,2165.6325889511563,2292.8597524124425,2233.543325850254,50.06183878182977,2247.8414597394567
Брайтон,2018-12-16 18:30:00,17,2136.372841214475,0.0,3.0,1.25,0.8864052604279183,1.0,0.0,3.0,1.375,0.9161253813129043,1.0,31.0,68.0,47.125,12.944248584934215,41.0,5.0,14.0,9.5,3.8913824205360674,8.0,1.0,6.0,2.75,1.5811388300841898,3.0,0.0,12.0,4.5,3.8172540616821107,3.0,1.0,5.0,2.25,1.3887301496588271,2.0,7.0,13.0,9.5,1.8516401995451028,9.0,1.0,7.0,4.125,2.2320714274285347,4.0,0.0,5.0,2.125,2.2320714274285347,1.5,0.0,7.0,2.75,2.2519832529192065,2.5,10.0,21.0,13.75,3.693623849670827,13.0,0.0,3.0,1.75,1.0350983390135313,2.0,269.0,568.0,403.75,105.81486528028901,396.5,0.0,0.0,0.0,0.0,0.0,12.0,30.0,18.875,6.401729676981281,17.5,68.0,129.0,96.125,21.209415025273227,95.0,19.0,54.0,38.375,12.45491870708115,38.0,0.0,1.0,0.25,0.4629100498862757,0.0,1989.0043536535013,2287.98808869741,2131.6672901583515,104.0804565598243,2144.6873515067628
Брайтон,2018-12-22 20:00:00,18,2108.5616055693404,0.0,3.0,1.125,0.9910312089651149,1.0,1.0,3.0,1.625,0.7440238091428449,1.5,31.0,68.0,47.5,12.750350135248388,42.5,5.0,14.0,9.875,3.758324094593227,9.5,1.0,6.0,3.25,1.5811388300841898,3.0,0.0,12.0,4.375,3.814914340921881,3.0,1.0,5.0,2.25,1.3887301496588271,2.0,7.0,13.0,9.75,1.9086270308410553,9.5,1.0,7.0,4.625,1.8468119248354136,4.5,0.0,5.0,2.375,2.065879266282796,2.0,0.0,4.0,2.0,1.5118578920369088,1.5,10.0,21.0,14.625,3.77728171346236,14.0,0.0,3.0,1.625,0.9161253813129043,2.0,269.0,568.0,407.5,104.64907343798401,411.5,0.0,0.0,0.0,0.0,0.0,12.0,30.0,18.75,6.386369413502032,17.0,68.0,129.0,99.25,20.66570658292207,102.0,19.0,54.0,39.0,12.212405870378577,38.0,0.0,1.0,0.375,0.5175491695067657,0.0,1989.0043536535013,2287.98808869741,2148.9413751888483,89.15906051763449,2145.2882009652626
