Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Всего передач,К2 Всего передач,К1 Oтборы,К2 Oтборы,К1 Атаки,К2 Атаки,К1 Опасные атаки,К2 Опасные атаки,К1 Желтые карточки,К2 Желтые карточки,К1 Красные карточки,К2 Красные карточки,К1 Вбрасывания,К2 Вбрасывания
10.02.2018 20:00,Суонси,Бёрнли,1,0,58,42,12,13,4,1,2,8,6,4,9,12,5,2,2,0,1,3,10,9,478,349,14,13,105.0,87.0,86.0,65.0,2.0,1.0,,,,
10.02.2018 20:00,Эвертон,Кристал Пэлас,3,1,53,47,11,16,5,4,2,5,4,7,17,15,8,7,2,1,3,2,14,15,391,345,16,10,127.0,101.0,73.0,64.0,1.0,1.0,,,,
10.02.2018 17:30,Тоттенхэм,Арсенал,1,0,50,50,18,6,6,1,11,3,1,2,15,15,10,2,1,6,1,5,13,9,495,509,13,12,88.0,82.0,69.0,42.0,2.0,1.0,,,,
06.02.2018 01:00,Уотфорд,Челси,4,1,45,55,21,7,8,3,9,2,4,2,8,12,6,2,1,1,2,4,11,8,409,512,18,16,113.0,105.0,68.0,50.0,2.0,4.0,0.0,1.0,,
04.02.2018 21:30,Ливерпуль,Тоттенхэм,2,2,34,66,9,13,3,6,4,2,2,5,11,15,3,7,2,2,4,1,15,9,303,587,16,16,99.0,110.0,43.0,70.0,3.0,1.0,,,,
04.02.2018 19:15,Кристал Пэлас,Ньюкасл Юнайтед,1,1,54,46,21,11,6,8,10,1,5,2,10,15,5,6,4,3,7,5,11,8,424,363,19,11,140.0,110.0,102.0,85.0,1.0,1.0,,,,
03.02.2018 22:30,Арсенал,Эвертон,5,1,58,42,15,11,7,2,3,4,5,5,11,9,4,6,1,3,1,2,8,8,552,376,21,10,75.0,96.0,39.0,63.0,2.0,0.0,,,,
03.02.2018 20:00,Борнмут,Сток Сити,2,1,57,43,15,13,8,4,3,6,4,3,24,16,8,1,2,6,3,6,14,19,436,325,10,27,115.0,126.0,80.0,58.0,2.0,3.0,,,,
03.02.2018 20:00,Брайтон,Вест Хэм,3,1,55,45,21,4,5,1,11,2,5,1,11,14,4,1,3,3,0,2,11,7,452,375,7,18,117.0,90.0,63.0,29.0,3.0,1.0,,,,
03.02.2018 20:00,Вест Бромвич,Саутгемптон,2,3,39,61,9,13,3,5,4,5,2,3,13,11,5,7,1,2,2,1,12,10,318,524,11,13,65.0,86.0,61.0,73.0,2.0,1.0,,,,
03.02.2018 20:00,Лестер,Суонси,1,1,60,40,12,3,5,1,4,1,3,1,8,15,3,3,5,0,0,4,9,8,521,342,15,13,127.0,88.0,90.0,56.0,1.0,0.0,,,,
03.02.2018 20:00,Манчестер Юнайтед,Хаддерсфилд,2,0,74,26,16,4,7,0,4,1,5,3,18,9,5,2,4,0,0,5,5,19,781,265,15,23,127.0,66.0,109.0,38.0,2.0,4.0,,,,
03.02.2018 17:30,Бёрнли,Манчестер Сити,1,1,29,71,8,20,3,7,4,6,1,7,6,10,3,13,1,0,6,2,9,6,278,697,9,11,82.0,94.0,35.0,74.0,4.0,1.0,,,,
01.02.2018 01:00,Манчестер Сити,Вест Бромвич,3,0,74,26,19,3,10,1,7,1,2,1,10,10,9,1,0,0,1,7,10,10,693,243,16,18,108.0,55.0,73.0,12.0,1.0,3.0,,,,
01.02.2018 01:00,Сток Сити,Уотфорд,0,0,47,53,11,12,4,2,4,6,3,4,11,15,2,6,5,0,2,4,12,12,262,302,10,14,72.0,88.0,77.0,79.0,4.0,3.0,,,,
01.02.2018 01:00,Тоттенхэм,Манчестер Юнайтед,2,0,53,47,22,6,6,3,9,2,7,1,22,11,6,3,1,9,3,4,10,13,527,470,22,25,107.0,80.0,74.0,37.0,2.0,2.0,,,,
01.02.2018 00:45,Ньюкасл Юнайтед,Бёрнли,1,1,52,48,14,11,4,2,7,6,3,3,14,17,7,4,2,0,1,3,15,15,397,364,18,18,135.0,139.0,77.0,88.0,1.0,2.0,,,,
01.02.2018 00:45,Саутгемптон,Брайтон,1,1,66,34,18,9,3,2,8,4,7,3,14,7,7,2,0,4,1,2,8,10,588,315,10,19,135.0,92.0,98.0,47.0,3.0,1.0,,,,
01.02.2018 00:45,Челси,Борнмут,0,3,66,34,21,11,5,5,8,2,8,4,14,9,8,5,4,2,2,5,5,12,618,329,17,23,133.0,91.0,104.0,58.0,1.0,0.0,,,,
01.02.2018 00:45,Эвертон,Лестер,2,1,45,55,9,8,4,1,4,4,1,3,11,11,5,5,3,0,0,2,9,10,347,440,21,17,111.0,109.0,77.0,72.0,0.0,2.0,,,,
31.01.2018 01:00,Хаддерсфилд,Ливерпуль,0,3,25,75,5,14,1,7,2,3,2,4,11,9,1,4,3,2,4,1,8,8,307,911,12,13,89.0,169.0,31.0,83.0,,,,,,
31.01.2018 00:45,Вест Хэм,Кристал Пэлас,1,1,40,60,8,9,3,3,4,5,1,1,14,13,5,3,2,0,2,2,11,15,285,454,25,12,107.0,124.0,74.0,75.0,1.0,3.0,,,,
31.01.2018 00:45,Суонси,Арсенал,3,1,26,74,12,9,4,4,5,4,3,1,11,4,4,3,0,3,3,1,4,8,307,894,12,10,95.0,148.0,52.0,114.0,0.0,3.0,,,,
23.01.2018 01:00,Суонси,Ливерпуль,1,0,28,72,3,21,2,4,1,11,0,6,10,6,3,9,1,1,4,1,5,9,295,756,15,14,73.0,124.0,17.0,87.0,0.0,2.0,,,,
21.01.2018 21:00,Саутгемптон,Тоттенхэм,1,1,41,59,10,17,4,2,5,10,1,5,16,10,2,9,2,1,1,3,8,15,343,491,21,16,91.0,87.0,45.0,57.0,2.0,3.0,,,,
20.01.2018 22:30,Манчестер Сити,Ньюкасл Юнайтед,3,1,81,19,21,6,9,4,10,1,2,1,10,9,18,0,4,2,3,6,5,10,799,193,20,18,114.0,58.0,100.0,26.0,0.0,1.0,,,,
20.01.2018 20:00,Арсенал,Кристал Пэлас,4,1,64,36,16,9,10,5,1,1,5,3,10,8,5,10,3,1,4,6,6,8,727,406,21,12,92.0,88.0,63.0,50.0,,,,,,
20.01.2018 20:00,Бёрнли,Манчестер Юнайтед,0,1,48,52,13,12,2,2,8,4,3,6,13,8,5,4,1,2,1,2,7,12,423,461,22,13,109.0,102.0,85.0,77.0,3.0,3.0,,,,
20.01.2018 20:00,Вест Хэм,Борнмут,1,1,47,53,12,8,4,3,6,5,2,0,12,13,6,3,5,5,2,3,8,7,386,434,14,16,139.0,129.0,85.0,75.0,3.0,1.0,,,,
20.01.2018 20:00,Лестер,Уотфорд,2,0,53,47,9,11,5,3,3,4,1,4,12,16,4,5,5,3,3,3,11,10,422,356,14,26,109.0,88.0,91.0,63.0,,,,,,
20.01.2018 20:00,Сток Сити,Хаддерсфилд,2,0,49,51,11,6,6,3,4,3,1,0,13,29,3,2,10,0,3,4,18,13,330,353,23,12,95.0,121.0,76.0,73.0,1.0,1.0,,,,
20.01.2018 20:00,Эвертон,Вест Бромвич,1,1,57,43,9,15,4,5,2,9,3,1,10,15,0,3,0,0,4,3,15,10,474,356,20,14,127.0,105.0,69.0,63.0,2.0,1.0,,,,
20.01.2018 17:30,Брайтон,Челси,0,4,42,58,10,14,3,10,5,1,2,3,5,16,5,3,4,0,6,3,12,5,362,535,11,12,82.0,84.0,60.0,41.0,3.0,0.0,,,,
16.01.2018 01:00,Манчестер Юнайтед,Сток Сити,3,0,60,40,20,11,9,5,6,5,5,1,10,17,6,1,4,0,5,6,14,10,604,395,16,15,91.0,70.0,74.0,33.0,2.0,1.0,,,,
14.01.2018 21:00,Ливерпуль,Манчестер Сити,4,3,36,64,16,11,7,4,4,3,5,4,10,13,5,6,3,3,1,3,10,7,366,668,32,24,128.0,137.0,62.0,80.0,2.0,3.0,,,,
14.01.2018 18:30,Борнмут,Арсенал,2,1,41,59,13,12,5,3,5,5,3,4,14,8,4,5,0,4,2,3,8,10,367,550,23,20,113.0,144.0,65.0,72.0,2.0,2.0,,,,
13.01.2018 22:30,Тоттенхэм,Эвертон,4,0,61,39,20,7,10,0,6,4,4,3,20,13,3,3,2,7,0,6,11,15,578,344,18,17,113.0,93.0,70.0,37.0,0.0,2.0,,,,
13.01.2018 20:00,Вест Бромвич,Брайтон,2,0,44,56,15,13,4,1,6,7,5,5,17,12,9,6,3,2,1,2,8,15,353,447,7,17,84.0,83.0,52.0,40.0,,,,,,
13.01.2018 20:00,Кристал Пэлас,Бёрнли,1,0,44,56,17,8,2,2,8,5,7,1,14,16,3,2,0,4,2,1,16,10,323,414,19,18,113.0,137.0,61.0,83.0,0.0,3.0,,,,
13.01.2018 20:00,Ньюкасл Юнайтед,Суонси,1,1,43,57,12,8,4,5,7,2,1,1,10,13,4,5,2,0,4,3,11,10,371,493,22,8,91.0,105.0,53.0,51.0,0.0,3.0,,,,
13.01.2018 20:00,Уотфорд,Саутгемптон,2,2,56,44,16,10,4,4,10,4,2,2,16,11,5,4,0,3,2,2,11,13,465,375,14,15,154.0,128.0,108.0,83.0,0.0,5.0,,,,
13.01.2018 20:00,Хаддерсфилд,Вест Хэм,1,4,65,35,8,8,2,6,4,1,2,1,13,7,7,3,0,5,2,1,7,9,549,306,13,17,90.0,71.0,73.0,50.0,1.0,1.0,,,,
13.01.2018 20:00,Челси,Лестер,0,0,55,45,17,14,7,1,4,6,6,7,16,18,6,3,5,3,1,7,14,13,508,415,13,15,101.0,96.0,93.0,80.0,2.0,4.0,0.0,1.0,,
05.01.2018 01:00,Тоттенхэм,Вест Хэм,1,1,71,29,31,3,8,1,9,2,14,0,9,13,7,1,3,3,0,7,10,6,668,282,19,17,137.0,66.0,91.0,19.0,0.0,2.0,,,,
04.01.2018 00:45,Арсенал,Челси,2,2,58,42,14,19,6,6,3,10,5,3,14,12,10,8,2,3,4,4,11,11,600,422,17,18,100.0,84.0,66.0,51.0,3.0,2.0,,,,
03.01.2018 01:00,Манчестер Сити,Уотфорд,3,1,77,23,17,7,7,4,7,2,3,1,14,9,9,1,1,3,3,4,8,12,854,261,15,25,134.0,87.0,88.0,29.0,1.0,1.0,,,,
03.01.2018 00:45,Вест Хэм,Вест Бромвич,2,1,53,47,13,10,5,3,5,6,3,1,13,13,3,4,1,1,2,3,12,12,447,408,15,17,137.0,122.0,87.0,68.0,3.0,2.0,,,,
03.01.2018 00:45,Саутгемптон,Кристал Пэлас,1,2,61,39,10,11,3,4,7,4,0,3,11,9,4,7,1,0,2,2,8,11,559,352,26,15,180.0,127.0,106.0,92.0,0.0,1.0,,,,
03.01.2018 00:45,Суонси,Тоттенхэм,0,2,33,67,8,12,1,5,5,5,2,2,11,16,6,5,4,2,3,1,12,9,315,672,18,20,82.0,125.0,32.0,56.0,2.0,2.0,,,,
01.01.2018 22:30,Эвертон,Манчестер Юнайтед,0,2,40,60,12,21,0,6,6,8,6,7,11,12,6,6,1,1,4,0,11,10,365,584,12,12,88.0,116.0,43.0,62.0,2.0,0.0,,,,
01.01.2018 20:00,Бёрнли,Ливерпуль,1,2,42,58,12,18,4,5,5,7,3,6,14,5,3,9,1,2,3,3,4,12,377,512,13,13,132.0,138.0,79.0,81.0,,,,,,
01.01.2018 20:00,Лестер,Хаддерсфилд,3,0,51,49,11,6,5,1,6,3,0,2,10,11,4,1,4,1,1,2,7,9,489,451,14,28,109.0,106.0,95.0,51.0,1.0,1.0,,,,
01.01.2018 20:00,Сток Сити,Ньюкасл Юнайтед,0,1,59,41,11,13,4,6,3,4,4,3,11,12,10,5,2,0,5,4,10,11,461,338,13,16,108.0,91.0,87.0,70.0,3.0,1.0,,,,
01.01.2018 17:30,Брайтон,Борнмут,2,2,49,51,15,27,6,9,3,6,6,12,9,14,5,12,1,0,7,4,13,9,396,403,24,6,101.0,84.0,57.0,65.0,2.0,1.0,,,,
31.12.2017 21:30,Вест Бромвич,Арсенал,1,1,35,65,14,14,3,4,4,5,7,5,10,15,5,6,1,2,3,2,14,9,322,647,14,12,101.0,119.0,59.0,80.0,3.0,3.0,,,,
31.12.2017 17:00,Кристал Пэлас,Манчестер Сити,0,0,26,74,10,15,1,4,4,4,5,7,13,16,7,8,4,2,4,1,14,11,208,628,19,14,77.0,106.0,43.0,80.0,5.0,4.0,,,,
30.12.2017 22:30,Манчестер Юнайтед,Саутгемптон,0,0,55,45,15,8,3,3,5,4,7,1,15,13,10,7,1,2,3,3,12,13,500,421,12,19,100.0,98.0,68.0,51.0,2.0,4.0,,,,
30.12.2017 20:00,Борнмут,Эвертон,2,1,47,53,18,6,7,1,7,3,4,2,18,8,4,4,0,5,0,5,8,13,416,471,8,14,104.0,98.0,72.0,56.0,,,,,,
30.12.2017 20:00,Ливерпуль,Лестер,2,1,60,40,17,7,6,1,6,1,5,5,7,11,7,1,5,3,0,4,6,3,568,376,14,16,109.0,94.0,98.0,53.0,3.0,2.0,,,,
30.12.2017 20:00,Ньюкасл Юнайтед,Брайтон,0,0,45,55,11,10,2,3,5,5,4,2,12,11,3,6,1,2,3,2,11,10,411,505,11,13,103.0,110.0,77.0,61.0,2.0,2.0,,,,
30.12.2017 20:00,Уотфорд,Суонси,1,2,51,49,9,9,4,4,4,4,1,1,15,17,1,8,3,2,2,3,14,13,502,489,21,18,90.0,103.0,31.0,32.0,4.0,2.0,,,,
30.12.2017 20:00,Хаддерсфилд,Бёрнли,0,0,57,43,3,11,1,4,2,5,0,2,17,14,5,4,0,3,4,1,14,14,381,294,14,16,88.0,89.0,50.0,51.0,2.0,1.0,,,,
30.12.2017 20:00,Челси,Сток Сити,5,0,59,41,21,1,12,1,7,0,2,0,11,8,7,0,3,2,1,7,5,10,655,473,9,27,149.0,130.0,122.0,56.0,1.0,1.0,,,,
29.12.2017 01:00,Кристал Пэлас,Арсенал,2,3,35,65,16,16,2,9,9,3,5,4,10,13,5,4,1,3,6,0,12,7,333,653,27,19,98.0,101.0,56.0,67.0,1.0,1.0,,,,
28.12.2017 00:45,Ньюкасл Юнайтед,Манчестер Сити,0,1,22,78,6,21,2,6,3,12,1,3,11,15,3,8,4,4,5,2,11,6,228,824,15,14,42.0,87.0,33.0,66.0,1.0,0.0,,,,
26.12.2017 22:30,Ливерпуль,Суонси,5,0,55,45,22,7,9,4,7,2,6,1,8,8,4,2,3,0,4,4,5,8,598,499,21,13,114.0,83.0,69.0,27.0,0.0,1.0,,,,
26.12.2017 20:00,Борнмут,Вест Хэм,3,3,56,44,26,10,10,5,11,3,5,2,16,12,7,4,0,2,2,7,12,14,418,333,16,21,82.0,81.0,77.0,60.0,3.0,4.0,,,,
26.12.2017 20:00,Вест Бромвич,Эвертон,0,0,53,47,17,7,3,3,10,4,4,0,15,15,10,2,1,1,3,3,14,13,367,345,15,16,107.0,116.0,94.0,68.0,2.0,0.0,,,,
26.12.2017 20:00,Манчестер Юнайтед,Бёрнли,2,2,71,29,23,3,6,2,7,1,10,0,15,10,12,2,0,1,0,4,10,14,643,270,10,14,133.0,97.0,115.0,29.0,3.0,7.0,,,,
26.12.2017 20:00,Уотфорд,Лестер,2,1,50,50,11,11,1,5,7,3,3,3,19,11,8,8,4,6,4,0,7,13,355,354,22,15,77.0,93.0,45.0,41.0,3.0,3.0,,,,
26.12.2017 20:00,Хаддерсфилд,Сток Сити,1,1,59,41,18,15,8,7,7,5,3,3,12,11,8,5,2,2,6,7,9,12,500,365,18,31,106.0,83.0,96.0,60.0,2.0,4.0,,,,
26.12.2017 20:00,Челси,Брайтон,2,0,67,33,25,8,8,1,10,4,7,3,10,10,13,1,2,2,1,6,8,8,696,342,12,10,123.0,95.0,97.0,39.0,0.0,1.0,,,,
26.12.2017 17:30,Тоттенхэм,Саутгемптон,5,2,57,43,16,16,7,6,7,7,2,3,16,9,3,8,1,1,4,2,8,15,495,359,11,28,92.0,78.0,59.0,54.0,0.0,2.0,,,,
24.12.2017 00:45,Лестер,Манчестер Юнайтед,2,2,50,50,11,19,3,6,3,9,5,4,13,18,4,6,0,5,4,1,19,8,448,448,7,14,109.0,95.0,62.0,71.0,4.0,2.0,1.0,0.0,,
23.12.2017 22:30,Бёрнли,Тоттенхэм,0,3,40,60,5,18,2,8,3,5,0,5,11,14,4,4,5,1,5,2,10,10,346,528,11,9,121.0,136.0,47.0,73.0,1.0,2.0,,,,
23.12.2017 20:00,Брайтон,Уотфорд,1,0,52,48,14,13,3,1,8,7,3,5,11,14,6,4,6,0,1,2,8,11,425,395,14,19,104.0,100.0,74.0,67.0,,,,,,
23.12.2017 20:00,Вест Хэм,Ньюкасл Юнайтед,2,3,63,37,19,11,6,4,5,5,8,2,11,13,6,3,4,0,1,4,9,12,423,250,16,21,99.0,66.0,57.0,25.0,1.0,1.0,,,,
23.12.2017 20:00,Манчестер Сити,Борнмут,4,0,79,21,14,5,5,1,5,2,4,2,9,12,4,6,4,2,1,1,8,7,900,230,19,11,115.0,51.0,65.0,28.0,0.0,1.0,,,,
23.12.2017 20:00,Саутгемптон,Хаддерсфилд,1,1,53,47,12,10,6,3,4,4,2,3,13,19,9,1,3,4,2,5,16,9,386,344,13,15,113.0,103.0,91.0,75.0,2.0,1.0,,,,
23.12.2017 20:00,Сток Сити,Вест Бромвич,3,1,43,57,9,17,5,7,2,5,2,5,13,9,1,11,0,2,6,2,9,11,354,447,28,15,91.0,101.0,64.0,106.0,1.0,0.0,,,,
23.12.2017 20:00,Суонси,Кристал Пэлас,1,1,64,36,7,13,2,5,3,4,2,4,12,13,6,3,1,1,4,1,13,11,596,337,17,21,161.0,100.0,102.0,65.0,2.0,3.0,,,,
23.12.2017 17:30,Эвертон,Челси,0,0,32,68,5,25,0,8,3,9,2,8,8,10,2,7,2,4,8,0,8,4,327,676,16,18,86.0,124.0,22.0,85.0,3.0,0.0,,,,
23.12.2017 00:45,Арсенал,Ливерпуль,3,3,54,46,11,14,4,9,3,5,4,0,12,12,7,8,3,1,6,1,9,11,504,434,17,20,132.0,139.0,64.0,84.0,1.0,0.0,,,,
19.12.2017 01:00,Эвертон,Суонси,3,1,51,49,12,8,7,3,3,4,2,1,10,13,6,3,1,0,2,4,12,12,447,431,18,12,106.0,90.0,50.0,37.0,2.0,3.0,,,,
17.12.2017 21:30,Борнмут,Ливерпуль,0,4,44,56,6,21,2,7,2,12,2,2,14,7,2,3,2,4,3,2,5,10,511,655,9,12,81.0,103.0,36.0,48.0,1.0,1.0,,,,
17.12.2017 19:15,Вест Бромвич,Манчестер Юнайтед,1,2,43,57,12,8,5,3,3,2,4,3,8,15,6,3,1,1,1,4,14,7,433,586,16,12,101.0,93.0,44.0,45.0,1.0,3.0,,,,
16.12.2017 22:30,Манчестер Сити,Тоттенхэм,4,1,53,47,20,7,11,2,7,4,2,1,21,16,5,1,4,2,1,7,13,20,453,413,18,13,95.0,70.0,61.0,35.0,2.0,4.0,,,,
16.12.2017 21:00,Сток Сити,Вест Хэм,0,3,54,46,17,14,0,7,8,6,9,1,14,12,7,9,0,1,4,0,12,13,417,371,28,8,142.0,120.0,109.0,72.0,2.0,1.0,,,,
16.12.2017 20:00,Арсенал,Ньюкасл Юнайтед,1,0,71,29,23,10,5,2,11,4,7,4,11,14,7,5,1,2,2,4,13,9,760,301,16,22,170.0,105.0,84.0,64.0,2.0,1.0,,,,
16.12.2017 20:00,Брайтон,Бёрнли,0,0,58,42,12,11,2,6,6,0,4,5,14,15,8,2,2,2,6,2,13,13,474,358,11,11,107.0,83.0,61.0,37.0,4.0,2.0,,,,
16.12.2017 20:00,Уотфорд,Хаддерсфилд,1,4,59,41,13,15,3,9,6,4,4,2,20,14,8,7,3,3,5,2,12,17,450,308,19,22,94.0,65.0,83.0,79.0,2.0,3.0,1.0,1.0,,
16.12.2017 20:00,Челси,Саутгемптон,1,0,54,46,24,6,8,2,8,2,8,2,18,11,8,4,3,2,2,7,8,16,549,477,12,21,104.0,83.0,86.0,35.0,1.0,3.0,,,,
16.12.2017 17:30,Лестер,Кристал Пэлас,0,3,56,44,11,13,2,6,5,3,4,4,13,12,6,4,0,0,3,2,12,13,382,305,12,25,87.0,81.0,66.0,53.0,4.0,2.0,1.0,0.0,,
14.12.2017 01:00,Вест Хэм,Арсенал,0,0,30,70,6,22,0,3,4,8,2,11,10,13,1,7,4,0,3,0,9,9,302,700,11,17,80.0,106.0,37.0,72.0,2.0,0.0,,,,
14.12.2017 01:00,Ливерпуль,Вест Бромвич,0,0,71,29,14,6,5,1,3,4,6,1,10,17,5,7,1,4,1,5,16,6,715,286,19,24,137.0,89.0,118.0,72.0,1.0,1.0,,,,
14.12.2017 01:00,Манчестер Юнайтед,Борнмут,1,0,56,44,9,14,2,7,3,4,4,3,12,16,4,9,2,0,7,1,14,12,567,426,13,9,94.0,87.0,78.0,72.0,1.0,2.0,,,,
14.12.2017 01:00,Тоттенхэм,Брайтон,2,0,75,25,25,7,8,4,6,2,11,1,11,7,10,2,3,1,4,6,5,10,752,244,15,13,185.0,90.0,142.0,37.0,1.0,1.0,,,,
14.12.2017 00:45,Ньюкасл Юнайтед,Эвертон,0,1,55,45,16,7,4,4,4,3,8,0,13,12,4,1,2,3,3,4,10,11,506,427,17,25,120.0,86.0,58.0,18.0,3.0,2.0,1.0,0.0,,
14.12.2017 00:45,Саутгемптон,Лестер,1,4,54,46,12,16,4,11,5,2,3,3,11,16,9,9,3,1,7,3,13,9,417,369,17,21,104.0,111.0,72.0,63.0,1.0,0.0,,,,
14.12.2017 00:45,Суонси,Манчестер Сити,0,4,22,78,7,23,3,10,2,10,2,3,7,14,2,5,2,1,6,3,12,6,224,831,12,16,76.0,135.0,37.0,102.0,,,,,,
13.12.2017 01:00,Кристал Пэлас,Уотфорд,2,1,53,47,14,7,4,2,6,3,4,2,18,17,4,6,3,0,1,2,14,18,414,352,13,19,99.0,90.0,90.0,79.0,2.0,3.0,0.0,1.0,,
13.12.2017 01:00,Хаддерсфилд,Челси,1,3,36,64,7,12,2,5,4,4,1,3,13,13,1,3,2,10,2,1,11,4,433,769,7,10,66.0,97.0,24.0,59.0,,,,,,
13.12.2017 00:45,Бёрнли,Сток Сити,1,0,51,49,10,14,2,7,5,6,3,1,16,11,6,4,4,2,7,1,6,14,393,377,14,17,164.0,140.0,99.0,79.0,,,,,,
10.12.2017 21:30,Манчестер Юнайтед,Манчестер Сити,1,2,35,65,8,14,5,7,2,3,1,4,10,20,2,8,4,0,5,4,16,10,325,606,22,18,88.0,100.0,36.0,69.0,4.0,2.0,,,,
10.12.2017 19:15,Ливерпуль,Эвертон,1,1,79,21,23,3,3,2,12,1,8,0,11,8,12,1,1,0,1,2,8,11,732,201,12,19,107.0,63.0,88.0,15.0,1.0,3.0,,,,
10.12.2017 17:00,Саутгемптон,Арсенал,1,1,33,67,6,11,3,6,2,4,1,1,11,16,4,5,4,1,5,2,12,10,378,758,14,12,115.0,141.0,47.0,96.0,2.0,2.0,,,,
09.12.2017 22:30,Ньюкасл Юнайтед,Лестер,2,3,38,62,10,13,4,5,4,7,2,1,10,10,6,5,1,2,2,2,10,9,338,562,21,20,85.0,95.0,46.0,44.0,2.0,1.0,,,,
09.12.2017 20:00,Бёрнли,Уотфорд,1,0,49,51,8,11,5,2,2,8,1,1,15,15,3,5,6,3,2,4,10,12,374,397,8,10,101.0,88.0,42.0,36.0,1.0,0.0,0.0,1.0,,
09.12.2017 20:00,Кристал Пэлас,Борнмут,2,2,45,55,24,11,8,5,8,3,8,3,15,19,6,3,5,3,3,6,14,14,344,440,18,19,119.0,129.0,100.0,84.0,5.0,2.0,,,,
09.12.2017 20:00,Суонси,Вест Бромвич,1,0,54,46,18,7,3,1,8,3,7,3,20,10,6,3,1,2,1,2,8,18,454,390,18,15,121.0,121.0,86.0,81.0,2.0,5.0,,,,
09.12.2017 20:00,Тоттенхэм,Сток Сити,5,1,71,29,20,4,11,3,6,1,3,0,10,19,12,6,7,2,2,6,12,9,657,266,19,16,100.0,77.0,89.0,33.0,1.0,0.0,,,,
09.12.2017 20:00,Хаддерсфилд,Брайтон,2,0,59,41,19,7,6,2,8,2,5,3,16,7,8,1,1,5,2,4,6,10,543,393,23,13,150.0,112.0,96.0,43.0,,,,,,
09.12.2017 17:30,Вест Хэм,Челси,1,0,31,69,5,19,2,2,1,8,2,9,12,13,4,3,3,2,2,1,10,10,300,682,20,25,89.0,109.0,35.0,69.0,6.0,1.0,,,,
03.12.2017 21:00,Манчестер Сити,Вест Хэм,2,1,77,23,24,7,8,4,5,3,11,0,10,7,10,4,2,4,3,6,5,7,755,221,21,20,127.0,78.0,121.0,40.0,2.0,2.0,,,,
03.12.2017 18:30,Борнмут,Саутгемптон,1,1,48,52,16,15,5,4,7,9,4,2,19,6,5,4,0,6,3,4,6,12,415,457,10,23,106.0,106.0,69.0,65.0,2.0,1.0,,,,
02.12.2017 22:30,Арсенал,Манчестер Юнайтед,1,3,75,25,33,8,16,4,5,1,12,3,10,15,12,1,4,0,1,15,11,10,656,222,16,15,110.0,66.0,97.0,26.0,3.0,2.0,0.0,1.0,,
02.12.2017 20:00,Брайтон,Ливерпуль,1,5,43,57,6,12,2,6,3,3,1,3,8,8,2,2,0,2,1,1,8,7,489,662,18,14,85.0,109.0,30.0,55.0,1.0,0.0,,,,
02.12.2017 20:00,Вест Бромвич,Кристал Пэлас,0,0,51,49,20,10,6,2,8,3,6,5,12,14,3,7,3,1,2,6,11,10,398,379,16,16,101.0,94.0,94.0,78.0,3.0,1.0,,,,
02.12.2017 20:00,Лестер,Бёрнли,1,0,52,48,16,14,3,4,6,7,7,3,17,4,10,7,1,6,4,2,3,11,415,382,7,24,97.0,81.0,56.0,40.0,0.0,2.0,,,,
02.12.2017 20:00,Сток Сити,Суонси,2,1,44,56,10,10,3,3,6,2,1,5,11,15,2,6,3,0,2,1,12,10,377,458,13,22,111.0,118.0,68.0,77.0,2.0,0.0,,,,
02.12.2017 20:00,Уотфорд,Тоттенхэм,1,1,50,50,6,8,2,2,2,4,2,2,18,17,7,2,1,10,1,1,16,8,399,404,18,21,100.0,125.0,69.0,84.0,4.0,1.0,0.0,1.0,,
02.12.2017 20:00,Эвертон,Хаддерсфилд,2,0,47,53,6,5,4,3,1,2,1,0,9,13,2,5,1,0,3,2,12,9,368,394,13,23,128.0,137.0,75.0,83.0,2.0,1.0,,,,
02.12.2017 17:30,Челси,Ньюкасл Юнайтед,3,1,66,34,23,8,9,2,8,4,6,2,13,10,11,4,2,1,1,6,8,13,743,389,18,17,96.0,68.0,74.0,28.0,0.0,1.0,,,,
30.11.2017 01:00,Манчестер Сити,Саутгемптон,2,1,75,25,26,6,12,2,8,3,6,1,13,13,6,5,1,1,1,10,12,11,779,270,15,14,101.0,71.0,99.0,36.0,1.0,1.0,,,,
30.11.2017 01:00,Сток Сити,Ливерпуль,0,3,39,61,10,14,1,7,4,3,5,4,12,11,5,9,4,2,4,1,8,10,341,549,15,14,102.0,119.0,68.0,89.0,1.0,5.0,,,,
30.11.2017 01:00,Эвертон,Вест Хэм,4,0,44,56,8,7,5,3,2,3,1,1,6,17,2,6,2,1,3,1,16,6,411,508,18,12,94.0,106.0,36.0,55.0,2.0,1.0,,,,
30.11.2017 00:45,Арсенал,Хаддерсфилд,5,0,70,30,17,7,7,2,7,3,3,2,15,12,7,2,2,3,2,2,10,12,809,332,19,13,108.0,71.0,47.0,22.0,0.0,1.0,,,,
30.11.2017 00:45,Борнмут,Бёрнли,1,2,62,38,10,10,2,4,4,2,4,4,12,9,4,6,0,1,2,1,9,11,572,350,13,18,118.0,113.0,94.0,81.0,0.0,1.0,,,,
