Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Всего передач,К2 Всего передач,К1 Oтборы,К2 Oтборы,К1 Атаки,К2 Атаки,К1 Опасные атаки,К2 Опасные атаки,К1 Желтые карточки,К2 Желтые карточки,К1 Красные карточки,К2 Красные карточки,К1 Вбрасывания,К2 Вбрасывания
30.11.2017 00:45,Челси,Суонси,1,0,61,39,21,2,10,0,7,1,4,1,9,10,15,1,0,0,0,9,10,7,607,404,22,16,118.0,105.0,117.0,41.0,1.0,0.0,,,,
29.11.2017 01:00,Вест Бромвич,Ньюкасл Юнайтед,2,2,48,52,8,14,4,4,2,5,2,5,14,13,1,6,0,2,2,2,13,12,401,435,21,17,128.0,130.0,76.0,89.0,,,,,,
29.11.2017 01:00,Уотфорд,Манчестер Юнайтед,2,4,59,41,12,15,3,7,5,3,4,5,12,12,5,5,0,0,3,1,12,10,496,346,16,14,101.0,93.0,63.0,50.0,2.0,1.0,,,,
29.11.2017 00:45,Брайтон,Кристал Пэлас,0,0,53,47,9,11,4,4,4,6,1,1,8,18,10,5,5,0,4,4,13,8,452,403,15,10,103.0,87.0,97.0,80.0,2.0,0.0,,,,
29.11.2017 00:45,Лестер,Тоттенхэм,2,1,37,63,7,18,4,6,3,9,0,3,10,9,4,9,2,1,5,2,7,10,337,563,23,19,90.0,121.0,61.0,114.0,1.0,2.0,,,,
26.11.2017 21:00,Хаддерсфилд,Манчестер Сити,1,2,21,79,4,14,0,5,3,7,1,2,13,12,3,7,3,3,3,0,10,10,185,732,16,20,54.0,82.0,28.0,62.0,2.0,3.0,1.0,0.0,,
26.11.2017 19:00,Бёрнли,Арсенал,0,1,36,64,8,17,2,2,3,8,3,7,18,11,5,5,4,3,1,2,8,14,350,637,14,12,84.0,123.0,69.0,93.0,2.0,0.0,,,,
26.11.2017 18:30,Саутгемптон,Эвертон,4,1,67,33,17,5,5,2,7,3,5,0,13,6,7,2,0,0,1,1,6,13,661,327,18,11,97.0,76.0,64.0,22.0,,,,,,
25.11.2017 22:30,Ливерпуль,Челси,1,1,53,47,16,11,4,3,3,5,9,3,12,10,7,8,0,5,2,3,10,7,585,500,17,23,107.0,84.0,66.0,53.0,,,,,,
25.11.2017 20:00,Кристал Пэлас,Сток Сити,2,1,54,46,10,10,5,3,2,5,3,2,7,11,5,2,2,1,2,3,9,6,492,424,27,19,100.0,94.0,49.0,38.0,1.0,1.0,,,,
25.11.2017 20:00,Манчестер Юнайтед,Брайтон,1,0,58,42,16,8,5,2,7,3,4,3,10,11,5,0,2,1,2,4,9,9,549,367,9,21,109.0,80.0,74.0,41.0,0.0,2.0,,,,
25.11.2017 20:00,Ньюкасл Юнайтед,Уотфорд,0,3,53,47,12,12,2,4,5,7,5,1,14,12,6,3,4,1,1,2,8,13,481,435,10,5,112.0,84.0,98.0,70.0,1.0,2.0,,,,
25.11.2017 20:00,Суонси,Борнмут,0,0,48,52,10,9,1,5,6,2,3,2,8,21,4,5,3,1,5,1,18,6,400,423,16,14,92.0,101.0,76.0,74.0,4.0,2.0,,,,
25.11.2017 20:00,Тоттенхэм,Вест Бромвич,1,1,73,27,23,5,5,2,9,3,9,0,18,12,8,0,2,6,1,4,10,13,667,252,15,19,164.0,118.0,143.0,37.0,1.0,4.0,,,,
25.11.2017 01:00,Вест Хэм,Лестер,1,1,49,51,8,7,4,2,3,5,1,0,13,9,5,5,0,1,1,3,9,12,381,404,16,24,89.0,100.0,77.0,64.0,1.0,1.0,,,,
21.11.2017 01:00,Брайтон,Сток Сити,2,2,54,46,9,13,3,6,6,2,0,5,7,15,6,7,3,1,4,1,13,6,462,396,14,10,0.0,0.0,0.0,0.0,1.0,0.0,,,,
19.11.2017 21:00,Уотфорд,Вест Хэм,2,0,59,41,17,10,7,6,8,4,2,0,13,13,3,1,0,3,6,5,13,10,614,434,13,7,0.0,0.0,0.0,0.0,1.0,4.0,,,,
18.11.2017 22:30,Манчестер Юнайтед,Ньюкасл Юнайтед,4,1,65,35,16,12,7,5,6,6,3,1,10,11,11,4,1,1,4,3,10,9,617,345,15,17,95.0,74.0,71.0,39.0,1.0,1.0,,,,
18.11.2017 20:00,Бёрнли,Суонси,2,0,39,61,16,13,7,1,3,8,6,4,13,15,8,6,3,1,1,5,12,12,296,471,23,10,0.0,0.0,0.0,0.0,1.0,1.0,,,,
18.11.2017 20:00,Борнмут,Хаддерсфилд,4,0,31,69,11,20,5,3,5,10,1,7,10,14,8,11,1,0,3,1,13,10,248,529,12,15,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,,
18.11.2017 20:00,Вест Бромвич,Челси,0,4,39,61,7,11,2,7,5,2,0,2,13,16,3,4,3,1,3,2,13,12,378,610,18,14,,,,,2.0,3.0,,,,
18.11.2017 20:00,Кристал Пэлас,Эвертон,2,2,69,31,16,8,7,5,5,2,4,1,25,10,9,4,1,1,3,5,9,26,539,250,13,34,0.0,0.0,0.0,0.0,2.0,3.0,,,,
18.11.2017 20:00,Лестер,Манчестер Сити,0,2,25,75,2,12,0,4,1,6,1,2,11,11,1,7,3,1,2,0,8,10,266,784,11,14,,,,,1.0,1.0,,,,
18.11.2017 20:00,Ливерпуль,Саутгемптон,3,0,61,39,21,5,8,0,6,3,7,2,11,17,10,2,2,2,0,5,15,9,562,357,11,27,0.0,0.0,0.0,0.0,1.0,1.0,,,,
18.11.2017 17:30,Арсенал,Тоттенхэм,2,0,42,58,14,14,5,4,4,8,5,2,17,19,7,4,8,1,4,3,11,16,399,549,18,12,95.0,103.0,57.0,54.0,4.0,1.0,,,,
05.11.2017 21:30,Челси,Манчестер Юнайтед,1,0,54,46,18,10,8,2,6,3,4,5,20,16,4,7,0,0,2,7,16,20,471,393,15,13,92.0,99.0,64.0,58.0,1.0,3.0,,,,
05.11.2017 21:30,Эвертон,Уотфорд,3,2,38,62,10,11,5,3,2,6,3,2,12,18,2,5,5,1,1,2,14,12,294,472,19,15,94.0,108.0,76.0,91.0,0.0,2.0,,,,
05.11.2017 19:15,Манчестер Сити,Арсенал,3,1,58,42,9,6,5,3,2,3,2,0,17,18,5,5,3,3,2,2,15,15,624,450,18,16,108.0,78.0,54.0,45.0,1.0,6.0,,,,
05.11.2017 17:00,Тоттенхэм,Кристал Пэлас,1,0,68,32,12,11,2,3,6,5,4,3,11,9,10,9,3,4,3,1,6,7,582,269,20,19,99.0,80.0,62.0,47.0,0.0,2.0,,,,
04.11.2017 22:30,Вест Хэм,Ливерпуль,1,4,48,52,6,15,1,7,5,6,0,2,14,14,2,3,5,1,3,0,9,13,439,486,10,20,97.0,86.0,68.0,61.0,3.0,0.0,,,,
04.11.2017 20:00,Ньюкасл Юнайтед,Борнмут,0,1,48,52,16,16,4,6,9,6,3,4,13,17,11,9,5,1,5,4,11,12,373,409,20,11,105.0,98.0,84.0,80.0,2.0,2.0,,,,
04.11.2017 20:00,Саутгемптон,Бёрнли,0,1,63,37,13,5,3,1,6,2,4,2,5,5,9,1,2,1,0,3,4,4,575,344,15,11,140.0,98.0,96.0,49.0,,,,,,
04.11.2017 20:00,Суонси,Брайтон,0,1,56,44,12,5,2,2,3,2,7,1,17,13,8,7,1,2,1,2,13,12,468,371,12,17,102.0,81.0,46.0,36.0,2.0,1.0,,,,
04.11.2017 20:00,Хаддерсфилд,Вест Бромвич,1,0,50,50,7,9,3,3,3,2,1,4,18,12,3,5,4,4,3,2,8,15,421,417,21,12,121.0,127.0,63.0,61.0,3.0,4.0,1.0,0.0,,
04.11.2017 17:30,Сток Сити,Лестер,2,2,47,53,11,14,7,4,3,5,1,5,13,12,4,10,0,5,2,5,12,8,380,423,15,14,90.0,80.0,73.0,76.0,,,,,,
31.10.2017 01:00,Бёрнли,Ньюкасл Юнайтед,1,0,47,53,12,12,5,5,3,3,4,4,11,13,5,3,4,1,5,4,9,10,451,521,14,10,98.0,97.0,50.0,34.0,3.0,0.0,,,,
29.10.2017 21:00,Лестер,Эвертон,2,0,40,60,9,15,3,2,5,7,1,6,11,10,3,10,4,1,2,1,6,10,324,470,14,19,104.0,130.0,38.0,82.0,0.0,2.0,,,,
29.10.2017 18:30,Брайтон,Саутгемптон,1,1,52,48,7,6,2,1,4,2,1,3,11,9,2,7,0,1,0,1,9,10,490,450,18,15,108.0,97.0,54.0,55.0,3.0,1.0,,,,
28.10.2017 21:30,Борнмут,Челси,0,1,42,58,7,18,1,5,3,7,3,6,10,5,5,5,0,5,4,1,5,5,460,652,7,16,84.0,93.0,36.0,61.0,2.0,0.0,,,,
28.10.2017 19:00,Арсенал,Суонси,2,1,73,27,17,4,5,2,8,2,4,0,10,11,5,2,2,1,1,3,9,9,805,300,16,14,198.0,116.0,153.0,46.0,,,,,,
28.10.2017 19:00,Вест Бромвич,Манчестер Сити,2,3,22,78,7,15,4,5,1,8,2,2,8,15,1,2,5,1,2,2,10,7,254,929,21,16,71.0,125.0,30.0,70.0,2.0,3.0,,,,
28.10.2017 19:00,Кристал Пэлас,Вест Хэм,2,2,57,43,19,6,9,2,7,3,3,1,15,20,11,2,3,1,0,7,18,15,411,317,21,22,100.0,87.0,56.0,31.0,1.0,2.0,,,,
28.10.2017 19:00,Ливерпуль,Хаддерсфилд,3,0,73,27,16,1,8,0,6,1,2,0,8,10,9,2,0,1,0,5,10,8,766,280,14,13,175.0,100.0,91.0,24.0,0.0,1.0,,,,
28.10.2017 19:00,Уотфорд,Сток Сити,0,1,70,30,15,6,0,2,7,3,8,1,11,13,8,1,4,2,1,0,10,9,561,249,11,18,128.0,78.0,104.0,52.0,4.0,4.0,,,,
28.10.2017 16:30,Манчестер Юнайтед,Тоттенхэм,1,0,45,55,11,13,3,4,5,5,3,4,15,14,6,3,2,1,4,2,12,14,405,509,9,11,95.0,96.0,59.0,51.0,1.0,0.0,,,,
22.10.2017 20:00,Тоттенхэм,Ливерпуль,4,1,36,64,14,12,6,7,5,1,3,4,10,2,3,5,1,2,6,2,2,8,359,629,22,26,86.0,136.0,48.0,62.0,0.0,1.0,,,,
22.10.2017 17:30,Эвертон,Арсенал,2,5,32,68,9,30,3,14,4,8,2,8,15,16,0,7,2,1,9,1,14,14,287,616,8,12,92.0,101.0,35.0,74.0,3.0,1.0,1.0,0.0,,
21.10.2017 21:30,Саутгемптон,Вест Бромвич,1,0,66,34,20,7,6,2,11,4,3,1,9,12,8,3,2,1,2,5,10,8,590,305,20,9,106.0,90.0,75.0,31.0,0.0,1.0,,,,
21.10.2017 19:00,Манчестер Сити,Бёрнли,3,0,78,22,15,6,10,0,4,3,1,3,7,11,4,5,1,2,0,7,10,6,802,220,9,16,120.0,69.0,93.0,59.0,2.0,3.0,,,,
21.10.2017 19:00,Ньюкасл Юнайтед,Кристал Пэлас,1,0,55,45,7,10,3,0,1,7,3,3,15,12,3,5,0,1,0,2,12,14,453,365,16,16,90.0,94.0,57.0,72.0,4.0,2.0,,,,
21.10.2017 19:00,Сток Сити,Борнмут,1,2,52,48,11,7,3,3,6,3,2,1,11,21,8,3,4,1,1,2,17,10,407,391,11,17,151.0,124.0,108.0,58.0,0.0,1.0,,,,
21.10.2017 19:00,Суонси,Лестер,1,2,56,44,19,11,4,6,8,3,7,2,12,6,7,6,0,3,4,3,6,9,463,381,17,23,100.0,98.0,41.0,41.0,0.0,1.0,,,,
21.10.2017 19:00,Хаддерсфилд,Манчестер Юнайтед,2,1,22,78,5,9,3,3,0,3,2,3,15,12,4,7,2,3,2,1,10,12,210,741,24,11,64.0,106.0,36.0,66.0,4.0,2.0,,,,
21.10.2017 16:30,Челси,Уотфорд,4,2,53,47,14,16,8,5,5,6,1,5,19,19,6,6,6,3,3,4,13,16,462,406,21,17,86.0,83.0,52.0,54.0,2.0,3.0,,,,
21.10.2017 00:00,Вест Хэм,Брайтон,0,3,65,35,16,7,2,5,5,1,9,1,14,7,10,3,3,1,2,2,5,13,604,337,15,10,130.0,87.0,114.0,44.0,1.0,0.0,,,,
17.10.2017 00:00,Лестер,Вест Бромвич,1,1,57,43,11,5,3,1,4,3,4,1,7,14,4,1,1,1,0,2,13,6,486,378,21,15,103.0,85.0,57.0,32.0,2.0,2.0,,,,
15.10.2017 20:00,Саутгемптон,Ньюкасл Юнайтед,2,2,62,38,12,19,2,5,6,8,4,6,10,12,3,8,1,0,3,0,11,12,583,347,12,14,100.0,77.0,56.0,48.0,1.0,2.0,,,,
15.10.2017 17:30,Брайтон,Эвертон,1,1,47,53,12,13,3,6,3,5,6,2,11,16,7,1,5,1,5,2,12,10,385,451,18,20,122.0,130.0,66.0,61.0,4.0,1.0,,,,
14.10.2017 21:30,Уотфорд,Арсенал,2,1,46,54,11,9,2,6,6,3,3,0,9,8,2,5,1,0,5,0,8,10,465,552,15,18,82.0,83.0,45.0,44.0,1.0,0.0,,,,
14.10.2017 19:00,Бёрнли,Вест Хэм,1,1,62,38,20,8,5,6,8,1,7,1,15,12,7,4,2,1,5,4,11,14,456,284,12,9,119.0,101.0,100.0,51.0,2.0,4.0,0.0,1.0,,
14.10.2017 19:00,Кристал Пэлас,Челси,2,1,43,57,14,15,5,5,6,6,3,4,12,8,5,8,1,6,4,3,7,6,431,559,23,24,82.0,95.0,50.0,56.0,2.0,1.0,,,,
14.10.2017 19:00,Манчестер Сити,Сток Сити,7,2,79,21,20,5,11,1,9,3,0,1,9,7,5,0,2,1,0,4,5,8,892,231,12,12,122.0,66.0,96.0,31.0,0.0,1.0,,,,
14.10.2017 19:00,Суонси,Хаддерсфилд,2,0,40,60,7,7,3,2,2,1,2,4,17,13,5,3,1,0,2,1,12,16,360,539,15,16,86.0,89.0,76.0,59.0,1.0,5.0,,,,
14.10.2017 19:00,Тоттенхэм,Борнмут,1,0,73,27,18,5,6,1,4,3,8,1,8,12,9,5,3,1,1,5,9,7,688,254,19,11,121.0,61.0,82.0,26.0,1.0,3.0,,,,
14.10.2017 16:30,Ливерпуль,Манчестер Юнайтед,0,0,62,38,19,6,5,1,8,2,6,3,14,10,7,3,3,1,1,5,7,13,580,354,16,20,88.0,83.0,66.0,28.0,0.0,2.0,,,,
01.10.2017 20:30,Ньюкасл Юнайтед,Ливерпуль,1,1,32,68,8,17,4,2,1,9,3,6,7,13,1,5,1,2,1,3,11,6,295,613,13,15,94.0,136.0,36.0,97.0,1.0,1.0,,,,
01.10.2017 18:15,Эвертон,Бёрнли,0,1,63,37,23,5,4,2,11,1,8,2,8,16,9,3,1,1,1,4,14,7,501,295,8,17,83.0,75.0,60.0,31.0,2.0,2.0,,,,
01.10.2017 16:00,Арсенал,Брайтон,2,0,65,35,25,9,12,1,8,5,5,3,11,9,6,5,2,3,1,10,7,8,697,356,15,10,90.0,70.0,73.0,43.0,0.0,2.0,,,,
30.09.2017 21:30,Челси,Манчестер Сити,0,1,38,62,4,17,2,6,2,6,0,5,13,16,4,8,8,0,5,2,8,13,395,653,18,20,84.0,92.0,39.0,60.0,0.0,2.0,,,,
30.09.2017 19:00,Борнмут,Лестер,0,0,61,39,19,8,4,1,10,4,5,3,13,7,7,5,1,3,1,4,6,10,542,346,14,15,104.0,88.0,89.0,70.0,1.0,0.0,,,,
30.09.2017 19:00,Вест Бромвич,Уотфорд,2,2,34,66,9,15,4,3,3,6,2,6,12,13,7,6,1,1,1,2,12,11,295,552,23,20,92.0,117.0,63.0,104.0,3.0,0.0,,,,
30.09.2017 19:00,Вест Хэм,Суонси,1,0,43,57,9,6,4,1,3,3,2,2,13,16,2,1,1,0,1,3,15,13,375,501,22,14,78.0,89.0,36.0,24.0,3.0,2.0,,,,
30.09.2017 19:00,Манчестер Юнайтед,Кристал Пэлас,4,0,60,40,18,6,7,1,6,4,5,1,10,8,6,5,2,1,1,3,6,9,566,377,18,17,91.0,70.0,50.0,40.0,,,,,,
30.09.2017 19:00,Сток Сити,Саутгемптон,2,1,30,70,17,21,6,3,1,12,10,6,12,12,5,6,1,3,2,4,11,10,262,620,14,13,107.0,150.0,70.0,93.0,1.0,2.0,,,,
30.09.2017 16:30,Хаддерсфилд,Тоттенхэм,0,4,41,59,6,14,1,7,2,5,3,2,6,11,4,7,4,2,3,1,7,4,368,558,25,16,88.0,93.0,44.0,56.0,1.0,1.0,,,,
26.09.2017 00:00,Арсенал,Вест Бромвич,2,0,69,31,16,7,6,3,6,3,4,1,16,8,7,4,0,0,3,4,8,17,615,272,15,16,106.0,72.0,60.0,33.0,1.0,4.0,,,,
24.09.2017 20:00,Брайтон,Ньюкасл Юнайтед,1,0,49,51,7,17,3,5,2,7,2,5,8,7,2,8,1,0,5,2,6,8,438,458,16,14,106.0,100.0,63.0,70.0,2.0,1.0,,,,
23.09.2017 21:30,Лестер,Ливерпуль,2,3,43,57,12,23,7,6,2,9,3,8,14,16,3,6,4,1,3,5,13,14,360,486,15,14,86.0,94.0,50.0,51.0,3.0,3.0,,,,
23.09.2017 19:00,Бёрнли,Хаддерсфилд,0,0,52,48,4,9,2,2,1,5,1,2,16,14,3,4,5,3,2,2,9,14,456,417,15,25,105.0,90.0,31.0,35.0,3.0,2.0,,,,
23.09.2017 19:00,Манчестер Сити,Кристал Пэлас,5,0,72,28,25,5,9,0,8,2,8,3,8,6,8,2,0,1,0,4,6,7,724,281,6,16,142.0,97.0,116.0,41.0,3.0,1.0,,,,
23.09.2017 19:00,Саутгемптон,Манчестер Юнайтед,0,1,61,39,14,9,4,4,6,3,4,2,12,14,8,4,3,2,3,4,12,9,544,368,18,16,106.0,70.0,62.0,34.0,1.0,4.0,,,,
23.09.2017 19:00,Сток Сити,Челси,0,4,44,56,13,7,2,4,7,3,4,0,15,5,5,0,0,1,0,2,5,14,407,547,18,26,119.0,113.0,95.0,48.0,2.0,2.0,,,,
23.09.2017 19:00,Суонси,Уотфорд,1,2,51,49,10,8,3,4,3,2,4,2,19,9,5,4,0,3,2,2,9,16,429,433,21,17,91.0,83.0,71.0,61.0,1.0,3.0,,,,
23.09.2017 19:00,Эвертон,Борнмут,2,1,51,49,12,8,3,4,5,2,4,2,12,14,4,6,3,1,3,1,12,11,426,415,19,13,80.0,81.0,78.0,79.0,3.0,1.0,,,,
23.09.2017 16:30,Вест Хэм,Тоттенхэм,2,3,49,51,10,15,4,5,5,7,1,3,25,16,4,3,6,5,2,2,10,20,367,394,19,19,118.0,103.0,55.0,48.0,4.0,4.0,0.0,1.0,,
17.09.2017 20:00,Манчестер Юнайтед,Эвертон,4,0,49,51,16,7,7,3,5,2,4,2,16,17,4,1,2,3,3,3,15,14,476,510,14,22,130.0,127.0,91.0,46.0,1.0,1.0,,,,
17.09.2017 17:30,Челси,Арсенал,0,0,51,49,13,11,4,2,3,5,6,4,17,14,5,1,4,2,2,4,11,15,527,518,13,18,129.0,120.0,72.0,61.0,2.0,3.0,1.0,0.0,,
16.09.2017 21:30,Тоттенхэм,Суонси,0,0,75,25,26,4,8,0,14,4,4,0,9,11,11,1,0,0,0,8,11,9,757,257,14,17,122.0,66.0,92.0,18.0,1.0,3.0,,,,
16.09.2017 19:00,Вест Бромвич,Вест Хэм,0,0,37,63,6,9,1,1,3,5,2,3,10,18,2,3,3,2,1,1,15,7,160,256,2,4,87.0,136.0,36.0,73.0,2.0,2.0,,,,
16.09.2017 19:00,Ливерпуль,Бёрнли,1,1,71,29,35,5,9,4,14,1,12,0,14,8,12,2,1,5,3,8,7,9,676,277,6,11,164.0,103.0,121.0,41.0,1.0,2.0,,,,
16.09.2017 19:00,Ньюкасл Юнайтед,Сток Сити,2,1,42,58,14,13,3,4,6,7,5,2,12,14,7,5,2,1,3,1,13,11,151,177,0,4,117.0,142.0,79.0,91.0,3.0,1.0,,,,
16.09.2017 19:00,Уотфорд,Манчестер Сити,0,6,33,67,7,28,1,10,5,10,1,8,6,9,3,11,2,0,4,1,8,6,312,637,7,19,61.0,94.0,25.0,79.0,2.0,0.0,,,,
16.09.2017 19:00,Хаддерсфилд,Лестер,1,1,60,40,15,10,3,1,6,4,6,5,7,8,8,4,3,2,0,2,6,6,483,336,15,8,92.0,84.0,89.0,64.0,1.0,1.0,,,,
16.09.2017 16:30,Кристал Пэлас,Саутгемптон,0,1,45,55,14,13,3,4,9,4,2,5,14,14,5,5,0,1,3,3,14,13,398,494,15,14,84.0,104.0,45.0,54.0,5.0,1.0,,,,
16.09.2017 00:00,Борнмут,Брайтон,2,1,63,37,15,9,3,2,5,5,7,2,13,6,6,4,1,1,1,1,5,11,649,392,11,18,128.0,108.0,91.0,57.0,,,,,,
12.09.2017 00:00,Вест Хэм,Хаддерсфилд,2,0,43,57,19,10,3,2,10,1,6,7,15,11,10,3,0,1,2,1,11,14,311,426,20,19,94.0,80.0,63.0,37.0,1.0,2.0,,,,
10.09.2017 20:00,Суонси,Ньюкасл Юнайтед,0,1,62,38,10,16,4,8,5,3,1,5,15,12,7,5,1,0,7,4,11,15,525,329,13,20,132.0,96.0,88.0,64.0,2.0,3.0,,,,
10.09.2017 17:30,Бёрнли,Кристал Пэлас,1,0,35,65,4,23,2,4,2,6,0,13,14,14,3,13,8,1,4,1,7,14,254,450,18,12,93.0,110.0,38.0,78.0,1.0,1.0,,,,
09.09.2017 21:30,Сток Сити,Манчестер Юнайтед,2,2,37,63,10,18,5,8,4,5,1,5,14,10,5,11,1,4,6,3,10,10,332,564,19,9,75.0,91.0,39.0,78.0,,,,,,
09.09.2017 19:00,Арсенал,Борнмут,3,0,59,41,17,7,9,2,4,5,4,0,10,18,10,3,4,0,2,6,14,10,583,401,16,11,103.0,59.0,61.0,30.0,0.0,1.0,,,,
09.09.2017 19:00,Брайтон,Вест Бромвич,3,1,49,51,12,11,6,2,3,6,3,3,5,10,2,6,1,1,1,3,9,4,448,461,17,8,70.0,91.0,43.0,71.0,2.0,0.0,,,,
09.09.2017 19:00,Лестер,Челси,1,2,40,60,8,16,2,6,3,5,3,5,10,12,2,9,1,3,4,1,11,8,347,521,17,21,69.0,83.0,59.0,65.0,1.0,0.0,,,,
09.09.2017 19:00,Саутгемптон,Уотфорд,0,2,52,48,9,12,1,3,3,5,5,4,12,10,7,4,2,1,1,1,8,11,423,384,17,18,100.0,73.0,69.0,41.0,,,,,,
09.09.2017 19:00,Эвертон,Тоттенхэм,0,3,51,49,12,15,1,6,5,6,6,3,16,19,7,3,4,3,3,1,14,14,464,458,15,11,92.0,93.0,42.0,52.0,3.0,1.0,,,,
09.09.2017 16:30,Манчестер Сити,Ливерпуль,5,0,66,34,13,7,10,3,3,2,0,2,11,14,8,3,5,2,3,5,10,9,730,372,14,15,103.0,75.0,70.0,42.0,2.0,2.0,0.0,1.0,,
27.08.2017 20:00,Ливерпуль,Арсенал,4,0,49,51,18,8,10,0,5,6,3,2,13,9,4,3,3,5,0,6,6,9,508,538,22,12,96.0,77.0,63.0,37.0,2.0,4.0,,,,
27.08.2017 20:00,Тоттенхэм,Бёрнли,1,1,67,33,28,13,5,3,6,8,17,2,15,10,10,7,1,6,2,4,9,9,586,272,7,15,105.0,66.0,113.0,71.0,,,,,,
27.08.2017 17:30,Вест Бромвич,Сток Сити,1,1,43,57,10,16,2,2,7,9,1,5,9,12,10,4,2,0,1,1,10,9,309,433,14,17,85.0,94.0,53.0,52.0,2.0,2.0,,,,
27.08.2017 17:30,Челси,Эвертон,2,0,57,43,18,7,7,0,4,5,7,2,7,12,6,3,0,0,0,5,12,7,584,437,13,18,118.0,103.0,96.0,70.0,2.0,2.0,,,,
26.08.2017 21:30,Манчестер Юнайтед,Лестер,2,0,69,31,22,11,7,4,7,5,8,2,9,10,9,3,2,3,4,5,8,7,662,300,9,22,115.0,82.0,89.0,34.0,1.0,2.0,,,,
26.08.2017 19:00,Кристал Пэлас,Суонси,0,2,53,47,16,7,3,3,12,2,1,2,9,9,1,1,0,3,1,3,9,6,504,464,16,20,86.0,87.0,57.0,41.0,4.0,1.0,,,,
26.08.2017 19:00,Ньюкасл Юнайтед,Вест Хэм,3,0,37,63,17,8,8,3,5,5,4,0,13,17,7,5,0,2,3,5,17,11,271,473,14,17,76.0,102.0,57.0,33.0,1.0,3.0,,,,
26.08.2017 19:00,Уотфорд,Брайтон,0,0,42,58,8,16,0,2,5,8,3,6,23,7,3,11,0,5,2,0,7,18,334,436,10,11,83.0,79.0,64.0,78.0,0.0,1.0,1.0,0.0,,
26.08.2017 19:00,Хаддерсфилд,Саутгемптон,0,0,45,55,16,6,6,3,4,3,6,0,13,10,5,4,0,3,3,6,10,10,378,502,17,16,144.0,131.0,98.0,57.0,0.0,1.0,,,,
26.08.2017 16:30,Борнмут,Манчестер Сити,1,2,30,70,9,19,3,8,3,7,3,4,17,13,2,5,0,3,6,2,13,14,259,601,20,11,77.0,127.0,24.0,81.0,5.0,6.0,0.0,1.0,,
22.08.2017 00:00,Манчестер Сити,Эвертон,1,1,65,35,19,7,6,2,9,5,4,0,12,7,7,1,0,3,1,5,7,9,560,302,12,19,120.0,87.0,70.0,42.0,3.0,4.0,1.0,1.0,,
20.08.2017 20:00,Тоттенхэм,Челси,1,2,68,32,18,9,6,2,6,4,6,3,20,14,14,3,0,0,0,6,14,21,592,280,17,30,0.0,0.0,0.0,0.0,4.0,3.0,,,,
20.08.2017 17:30,Хаддерсфилд,Ньюкасл Юнайтед,1,0,53,47,7,13,3,5,3,3,1,5,15,17,7,3,4,5,5,2,13,10,457,417,23,16,0.0,0.0,0.0,0.0,3.0,4.0,,,,
19.08.2017 21:30,Сток Сити,Арсенал,1,0,22,78,10,18,4,6,4,6,2,6,14,8,2,9,4,2,6,3,6,11,213,731,19,16,0.0,0.0,0.0,0.0,,,,,,
19.08.2017 19:00,Бёрнли,Вест Бромвич,0,1,68,32,20,8,0,1,15,5,5,2,14,12,5,5,1,3,0,0,11,11,471,226,8,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,
19.08.2017 19:00,Борнмут,Уотфорд,0,2,56,44,6,19,2,7,1,7,3,5,19,8,8,5,1,7,5,2,6,14,430,337,13,18,0.0,0.0,0.0,0.0,1.0,3.0,,,,
19.08.2017 19:00,Лестер,Брайтон,2,0,45,55,14,5,4,2,4,0,6,3,12,9,6,2,1,2,2,2,8,10,427,523,10,9,0.0,0.0,0.0,0.0,1.0,0.0,,,,
19.08.2017 19:00,Ливерпуль,Кристал Пэлас,1,0,72,28,21,4,11,1,5,2,5,1,17,14,4,2,2,4,1,10,12,13,712,275,23,22,0.0,0.0,0.0,0.0,1.0,3.0,,,,
19.08.2017 19:00,Саутгемптон,Вест Хэм,3,2,67,33,14,16,5,8,6,6,3,2,8,20,7,2,1,0,6,2,18,10,568,283,10,12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,
19.08.2017 16:30,Суонси,Манчестер Юнайтед,0,4,41,59,6,17,1,8,5,6,0,3,11,13,3,5,1,0,4,1,12,11,404,601,21,16,0.0,0.0,0.0,0.0,1.0,1.0,,,,
13.08.2017 20:00,Манчестер Юнайтед,Вест Хэм,4,0,55,45,21,8,5,1,8,6,8,1,11,20,11,1,1,4,1,1,19,7,491,398,14,21,0.0,0.0,0.0,0.0,2.0,2.0,,,,
13.08.2017 17:30,Ньюкасл Юнайтед,Тоттенхэм,0,2,27,73,6,18,2,6,4,5,0,7,11,9,5,7,2,1,4,2,6,10,246,699,17,15,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,
