Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Желтые карточки,К2 Желтые карточки,К1 Красные карточки,К2 Красные карточки,К1 Всего передач,К2 Всего передач,К1 Вбрасывания,К2 Вбрасывания
04.02.2016 00:45,Эвертон,Ньюкасл Юнайтед,3,0,56,44,18,7,7,3,8,2,3,2,13.0,8.0,3,3,0,1,3,4,8,15,1.0,2.0,0.0,1.0,,,,
03.02.2016 01:00,Вест Бромвич,Суонси,1,1,45,55,16,18,6,4,7,8,3,6,13.0,14.0,7,7,2,0,3,5,12,13,,,,,,,,
03.02.2016 01:00,Кристал Пэлас,Борнмут,1,2,50,50,14,8,3,4,6,2,5,2,15.0,14.0,5,3,3,0,2,2,11,15,3.0,4.0,,,,,,
03.02.2016 01:00,Манчестер Юнайтед,Сток Сити,3,0,47,53,15,10,5,0,5,7,5,3,14.0,16.0,2,5,3,1,0,2,13,13,2.0,1.0,,,,,,
03.02.2016 00:45,Арсенал,Саутгемптон,0,0,67,33,20,14,10,3,6,4,4,7,21.0,11.0,13,3,0,2,3,10,11,19,2.0,1.0,,,,,,
03.02.2016 00:45,Вест Хэм,Астон Вилла,2,0,68,32,25,6,6,2,17,2,2,2,11.0,14.0,5,5,5,0,2,4,9,11,3.0,0.0,0.0,1.0,,,,
03.02.2016 00:45,Лестер,Ливерпуль,2,0,36,64,13,14,6,2,4,5,3,7,9.0,10.0,3,12,3,2,2,4,6,7,0.0,1.0,,,,,,
03.02.2016 00:45,Норвич,Тоттенхэм,0,3,46,54,10,17,2,6,6,8,2,3,9.0,12.0,6,8,5,0,3,2,8,9,2.0,2.0,,,,,,
03.02.2016 00:45,Сандерленд,Манчестер Сити,0,1,49,51,11,6,2,2,5,3,4,1,17.0,9.0,8,4,4,2,1,2,6,15,1.0,4.0,,,,,,
24.01.2016 21:00,Арсенал,Челси,0,1,47,53,9,11,1,5,7,3,1,3,20.0,16.0,6,7,1,7,4,1,14,13,1.0,3.0,1.0,0.0,,,,
24.01.2016 18:30,Эвертон,Суонси,1,2,60,40,20,7,2,5,11,1,7,1,12.0,6.0,7,1,2,0,3,1,5,12,0.0,3.0,,,,,,
23.01.2016 22:30,Вест Хэм,Манчестер Сити,2,2,46,54,10,16,3,3,5,3,2,10,16.0,12.0,5,2,1,1,1,1,11,15,2.0,3.0,,,,,,
23.01.2016 20:00,Вест Бромвич,Астон Вилла,0,0,39,61,4,15,0,4,3,7,1,4,14.0,8.0,2,6,1,1,4,0,7,13,0.0,1.0,,,,,,
23.01.2016 20:00,Кристал Пэлас,Тоттенхэм,1,3,36,64,11,24,3,11,3,6,5,7,14.0,11.0,3,10,0,2,8,3,11,12,2.0,2.0,,,,,,
23.01.2016 20:00,Лестер,Сток Сити,3,0,45,55,15,3,5,2,7,0,3,1,13.0,11.0,8,4,1,0,2,2,10,13,0.0,1.0,,,,,,
23.01.2016 20:00,Манчестер Юнайтед,Саутгемптон,0,1,56,44,8,7,1,2,5,5,2,0,8.0,13.0,4,4,2,1,1,1,11,8,,,,,,,,
23.01.2016 20:00,Сандерленд,Борнмут,1,1,42,58,10,15,5,5,1,7,4,3,9.0,7.0,3,4,2,1,4,4,5,9,1.0,1.0,,,,,,
23.01.2016 20:00,Уотфорд,Ньюкасл Юнайтед,2,1,51,49,13,11,5,2,7,8,1,1,12.0,8.0,2,7,1,1,1,3,10,12,2.0,1.0,,,,,,
23.01.2016 17:45,Норвич,Ливерпуль,4,5,47,53,6,13,5,7,0,2,1,4,17.0,11.0,3,3,1,4,2,1,10,14,0.0,1.0,,,,,,
19.01.2016 01:00,Суонси,Уотфорд,1,0,57,43,10,13,2,2,4,8,4,3,11.0,14.0,6,3,5,0,2,1,8,11,2.0,2.0,,,,,,
17.01.2016 21:15,Сток Сити,Арсенал,0,0,45,55,13,8,5,3,3,1,5,4,8.0,23.0,6,6,9,0,3,5,16,10,,,,,,,,
17.01.2016 19:05,Ливерпуль,Манчестер Юнайтед,0,1,53,47,19,7,4,1,10,5,5,1,17.0,9.0,5,4,3,0,0,4,6,18,0.0,2.0,,,,,,
16.01.2016 22:30,Астон Вилла,Лестер,1,1,56,44,14,12,5,5,5,5,4,2,19.0,13.0,3,4,1,4,4,4,13,15,3.0,2.0,,,,,,
16.01.2016 20:00,Борнмут,Норвич,3,0,46,54,14,10,7,3,6,3,1,4,16.0,9.0,5,3,1,4,3,4,8,13,1.0,1.0,,,,,,
16.01.2016 20:00,Манчестер Сити,Кристал Пэлас,4,0,53,47,17,9,4,3,6,5,7,1,12.0,10.0,5,6,0,1,3,0,10,11,0.0,2.0,,,,,,
16.01.2016 20:00,Ньюкасл Юнайтед,Вест Хэм,2,1,50,50,23,10,10,3,8,5,5,2,7.0,11.0,3,3,2,1,2,8,9,4,1.0,0.0,,,,,,
16.01.2016 20:00,Саутгемптон,Вест Бромвич,3,0,56,44,8,9,4,0,2,7,2,2,13.0,13.0,1,3,2,4,0,1,10,11,,,,,,,,
16.01.2016 20:00,Челси,Эвертон,3,3,55,45,14,9,7,4,3,3,4,2,6.0,15.0,6,4,3,1,1,4,12,5,1.0,1.0,,,,,,
16.01.2016 17:45,Тоттенхэм,Сандерленд,4,1,68,32,26,5,11,2,9,2,6,1,15.0,9.0,11,3,1,3,1,7,8,13,0.0,2.0,,,0.0,0.0,,
14.01.2016 01:00,Ливерпуль,Арсенал,3,3,59,41,22,14,6,5,6,5,10,4,12.0,13.0,9,3,4,5,2,3,9,7,2.0,0.0,,,,,,
14.01.2016 01:00,Тоттенхэм,Лестер,0,1,62,38,21,10,5,2,5,3,11,5,12.0,15.0,16,8,2,2,1,5,13,10,1.0,0.0,,,,,,
14.01.2016 00:45,Манчестер Сити,Эвертон,0,0,55,45,22,7,5,2,7,3,10,2,10.0,8.0,12,5,3,4,2,5,5,6,0.0,1.0,,,,,,
14.01.2016 00:45,Саутгемптон,Уотфорд,2,0,50,50,14,4,6,1,7,0,1,3,14.0,13.0,8,1,4,3,1,4,9,11,1.0,2.0,,,,,,
14.01.2016 00:45,Сток Сити,Норвич,3,1,64,36,14,5,4,2,7,3,3,0,8.0,6.0,7,3,2,1,1,1,5,8,0.0,1.0,0.0,1.0,,,,
14.01.2016 00:45,Суонси,Сандерленд,2,4,51,49,10,7,5,5,3,2,2,0,13.0,11.0,8,6,2,2,1,3,9,12,0.0,2.0,1.0,0.0,,,,
14.01.2016 00:45,Челси,Вест Бромвич,2,2,62,38,14,13,2,6,8,4,4,3,9.0,14.0,7,7,1,1,4,0,13,8,3.0,3.0,,,,,,
13.01.2016 00:45,Астон Вилла,Кристал Пэлас,1,0,51,49,13,8,3,1,3,6,7,1,14.0,17.0,9,0,2,5,1,2,15,9,2.0,1.0,,,,,,
13.01.2016 00:45,Борнмут,Вест Хэм,1,3,48,52,11,10,4,5,3,4,4,1,10.0,8.0,4,7,0,4,2,3,8,5,1.0,1.0,,,,,,
13.01.2016 00:45,Ньюкасл Юнайтед,Манчестер Юнайтед,3,3,54,46,14,12,6,4,4,4,4,4,13.0,13.0,5,3,3,1,1,3,10,12,1.0,3.0,,,,,,
03.01.2016 21:00,Эвертон,Тоттенхэм,1,1,41,59,12,19,3,4,4,4,5,11,12.0,12.0,4,4,3,1,3,2,8,11,1.0,2.0,,,,,,
03.01.2016 18:30,Кристал Пэлас,Челси,0,3,40,60,8,10,4,4,2,2,2,4,15.0,12.0,5,7,0,0,1,4,12,15,3.0,0.0,,,,,,
02.01.2016 22:30,Уотфорд,Манчестер Сити,1,2,48,52,11,16,3,5,6,7,2,4,11.0,7.0,4,5,0,1,3,2,6,10,1.0,0.0,,,,,,
02.01.2016 20:00,Арсенал,Ньюкасл Юнайтед,1,0,51,49,16,16,3,6,11,5,2,5,9.0,12.0,7,4,2,0,6,2,10,9,2.0,2.0,,,,,,
02.01.2016 20:00,Вест Бромвич,Сток Сити,2,1,46,54,16,10,5,3,5,2,6,5,16.0,8.0,4,6,1,1,2,3,7,15,1.0,1.0,0.0,1.0,,,,
02.01.2016 20:00,Лестер,Борнмут,0,0,53,47,16,9,2,0,12,4,2,5,6.0,9.0,7,1,0,2,0,2,9,5,1.0,1.0,0.0,1.0,,,,
02.01.2016 20:00,Манчестер Юнайтед,Суонси,2,1,54,46,19,9,6,4,5,3,8,2,11.0,15.0,4,2,1,1,3,4,14,10,2.0,1.0,,,,,,
02.01.2016 20:00,Норвич,Саутгемптон,1,0,41,59,10,10,1,4,7,5,2,1,9.0,13.0,4,9,2,2,4,0,9,7,1.0,2.0,0.0,1.0,,,,
02.01.2016 20:00,Сандерленд,Астон Вилла,3,1,45,55,13,8,6,3,4,5,3,0,15.0,10.0,3,3,2,2,2,3,8,13,3.0,4.0,,,,,,
02.01.2016 17:45,Вест Хэм,Ливерпуль,2,0,35,65,18,22,10,1,5,9,3,12,12.0,12.0,3,9,1,3,1,8,11,8,1.0,1.0,,,,,,
31.12.2015 00:45,Сандерленд,Ливерпуль,0,1,42,58,8,17,3,6,3,7,2,4,16.0,9.0,6,4,1,0,5,3,8,16,1.0,3.0,,,,,,
30.12.2015 00:45,Лестер,Манчестер Сити,0,0,40,60,11,21,4,5,7,9,0,7,9.0,12.0,1,13,2,1,5,4,11,8,1.0,3.0,,,,,,
28.12.2015 22:30,Арсенал,Борнмут,2,0,51,49,13,10,6,3,5,3,2,4,9.0,8.0,9,3,1,1,3,4,7,8,2.0,0.0,,,,,,
28.12.2015 22:30,Вест Хэм,Саутгемптон,2,1,50,50,12,15,4,4,7,8,1,3,14.0,7.0,4,7,1,2,3,2,6,12,1.0,3.0,,,,,,
28.12.2015 22:30,Манчестер Юнайтед,Челси,0,0,67,33,12,8,2,3,5,5,5,0,6.0,18.0,5,3,2,0,3,2,16,6,4.0,2.0,,,,,,
28.12.2015 20:00,Вест Бромвич,Ньюкасл Юнайтед,1,0,52,48,21,7,4,2,5,3,12,2,14.0,10.0,18,6,2,1,2,3,7,13,,,,,,,,
28.12.2015 20:00,Кристал Пэлас,Суонси,0,0,54,46,10,5,2,3,6,0,2,2,16.0,15.0,7,4,4,1,3,2,11,16,3.0,2.0,,,,,,
28.12.2015 20:00,Норвич,Астон Вилла,2,0,48,52,9,6,4,3,4,2,1,1,21.0,12.0,3,7,2,0,3,2,10,21,2.0,5.0,,,,,,
28.12.2015 20:00,Уотфорд,Тоттенхэм,1,2,37,63,9,10,1,3,4,7,4,0,13.0,14.0,5,3,2,1,1,0,11,13,4.0,2.0,1.0,0.0,,,,
28.12.2015 20:00,Эвертон,Сток Сити,3,4,51,49,15,8,3,5,6,1,6,2,17.0,11.0,6,2,2,5,1,0,10,12,2.0,1.0,,,,,,
27.12.2015 00:45,Саутгемптон,Арсенал,4,0,35,65,11,7,5,4,5,3,1,0,10.0,16.0,3,4,6,1,4,1,10,9,1.0,0.0,,,,,,
26.12.2015 22:30,Ньюкасл Юнайтед,Эвертон,0,1,41,59,10,20,1,7,6,5,3,8,15.0,16.0,3,7,0,3,6,1,16,12,2.0,2.0,,,,,,
26.12.2015 20:00,Астон Вилла,Вест Хэм,1,1,59,41,14,10,7,4,5,4,2,2,13.0,16.0,9,6,3,1,3,6,14,13,3.0,3.0,,,,,,
26.12.2015 20:00,Борнмут,Кристал Пэлас,0,0,55,45,9,8,3,0,4,4,2,4,14.0,12.0,8,9,2,1,2,3,10,13,1.0,0.0,,,,,,
26.12.2015 20:00,Ливерпуль,Лестер,1,0,65,35,25,7,4,3,12,3,9,1,9.0,16.0,7,6,5,1,3,3,11,8,2.0,1.0,,,,,,
26.12.2015 20:00,Манчестер Сити,Сандерленд,4,1,66,34,19,11,9,3,6,8,4,0,11.0,13.0,5,1,3,1,2,5,10,11,1.0,1.0,,,,,,
26.12.2015 20:00,Суонси,Вест Бромвич,1,0,57,43,7,9,2,3,3,3,2,3,16.0,11.0,0,7,1,2,3,1,10,13,1.0,3.0,,,,,,
26.12.2015 20:00,Тоттенхэм,Норвич,3,0,60,40,15,11,10,3,3,7,2,1,20.0,7.0,9,4,3,8,3,7,4,13,1.0,2.0,,,,,,
26.12.2015 20:00,Челси,Уотфорд,2,2,62,38,17,12,2,3,8,4,7,5,15.0,7.0,9,4,2,1,1,0,7,15,1.0,4.0,,,,,,
26.12.2015 17:45,Сток Сити,Манчестер Юнайтед,2,0,42,58,13,11,3,6,8,3,2,2,16.0,18.0,1,12,3,1,6,1,13,16,1.0,2.0,,,,,,
22.12.2015 01:00,Арсенал,Манчестер Сити,2,1,37,63,8,20,5,6,3,8,0,6,16.0,8.0,4,8,3,1,5,3,5,16,0.0,2.0,,,,,,
20.12.2015 21:00,Суонси,Вест Хэм,0,0,73,27,21,11,2,2,8,6,11,3,11.0,9.0,8,9,4,2,2,2,6,9,0.0,1.0,,,,,,
20.12.2015 18:30,Уотфорд,Ливерпуль,3,0,34,66,6,12,5,4,0,4,1,4,19.0,7.0,7,9,1,10,4,2,6,9,1.0,0.0,,,,,,
19.12.2015 22:30,Ньюкасл Юнайтед,Астон Вилла,1,1,47,53,8,10,4,7,4,3,0,0,14.0,9.0,3,7,0,0,6,3,9,14,1.0,3.0,,,,,,
19.12.2015 20:00,Вест Бромвич,Борнмут,1,2,32,68,6,16,2,7,2,4,2,5,12.0,10.0,4,8,1,3,5,1,12,9,2.0,1.0,2.0,0.0,,,,
19.12.2015 20:00,Манчестер Юнайтед,Норвич,1,2,70,30,11,6,2,4,6,2,3,0,12.0,6.0,11,0,2,1,2,1,4,10,0.0,2.0,,,,,,
19.12.2015 20:00,Саутгемптон,Тоттенхэм,0,2,51,49,11,13,4,6,2,4,5,3,11.0,23.0,4,7,5,2,4,4,18,9,1.0,1.0,,,,,,
19.12.2015 20:00,Сток Сити,Кристал Пэлас,1,2,59,41,26,12,5,3,10,7,11,2,12.0,5.0,7,3,0,1,1,4,6,12,2.0,0.0,,,,,,
19.12.2015 20:00,Челси,Сандерленд,3,1,68,32,17,11,7,3,6,6,4,2,14.0,12.0,2,2,0,3,2,4,12,12,1.0,3.0,,,,,,
19.12.2015 20:00,Эвертон,Лестер,2,3,67,33,12,10,4,5,5,5,3,0,16.0,6.0,10,2,2,2,2,2,6,14,2.0,1.0,,,,,,
15.12.2015 01:00,Лестер,Челси,2,1,35,65,9,9,5,3,3,2,1,4,11.0,16.0,1,8,0,2,2,3,16,8,2.0,0.0,,,,,,
13.12.2015 21:00,Ливерпуль,Вест Бромвич,2,2,70,30,28,4,8,2,11,2,9,0,11.0,8.0,4,4,1,1,0,6,7,10,,,,,,,,
13.12.2015 21:00,Тоттенхэм,Ньюкасл Юнайтед,1,2,58,42,20,8,8,4,7,2,5,2,18.0,15.0,6,2,2,4,2,7,13,14,2.0,2.0,,,,,,
13.12.2015 18:30,Астон Вилла,Арсенал,0,2,46,54,18,8,2,4,12,3,4,1,11.0,9.0,5,5,2,5,2,2,8,7,,,,,,,,
12.12.2015 22:30,Борнмут,Манчестер Юнайтед,2,1,43,57,11,11,5,5,6,3,0,3,14.0,13.0,4,7,1,2,4,3,12,12,2.0,1.0,,,,,,
12.12.2015 20:00,Вест Хэм,Сток Сити,0,0,47,53,21,12,8,3,6,4,7,5,9.0,8.0,11,7,1,1,3,8,7,9,1.0,2.0,,,,,,
12.12.2015 20:00,Кристал Пэлас,Саутгемптон,1,0,43,57,12,15,5,3,3,8,4,4,13.0,15.0,8,5,3,0,3,4,11,13,,,,,,,,
12.12.2015 20:00,Манчестер Сити,Суонси,2,1,53,47,13,13,5,7,4,3,4,3,21.0,17.0,5,5,3,6,6,3,13,15,3.0,1.0,,,,,,
12.12.2015 20:00,Сандерленд,Уотфорд,0,1,47,53,14,12,2,7,11,2,1,3,12.0,8.0,8,3,3,2,6,2,6,9,1.0,0.0,,,,,,
12.12.2015 17:45,Норвич,Эвертон,1,1,41,59,8,15,1,3,5,10,2,2,8.0,9.0,5,4,1,1,2,0,9,6,1.0,0.0,,,,,,
08.12.2015 01:00,Эвертон,Кристал Пэлас,1,1,62,38,19,14,4,5,8,8,7,1,14.0,4.0,13,6,0,3,4,3,4,11,1.0,2.0,,,,,,
06.12.2015 21:00,Ньюкасл Юнайтед,Ливерпуль,2,0,40,60,6,10,1,1,4,7,1,2,12.0,7.0,2,7,1,2,1,0,6,10,3.0,1.0,,,,,,
05.12.2015 22:30,Челси,Борнмут,0,1,63,37,19,15,6,5,9,4,4,6,14.0,12.0,11,4,2,1,4,6,10,13,2.0,1.0,,,,,,
05.12.2015 20:00,Арсенал,Сандерленд,3,1,73,27,15,11,6,4,4,6,5,1,12.0,8.0,2,2,1,1,3,3,7,11,1.0,1.0,,,,,,
05.12.2015 20:00,Вест Бромвич,Тоттенхэм,1,1,35,65,11,9,4,3,3,2,4,4,11.0,15.0,3,6,2,1,2,3,13,10,3.0,2.0,,,,,,
05.12.2015 20:00,Манчестер Юнайтед,Вест Хэм,0,0,63,37,21,9,1,2,10,5,10,2,14.0,12.0,6,2,2,1,2,1,9,13,1.0,0.0,,,,,,
05.12.2015 20:00,Саутгемптон,Астон Вилла,1,1,64,36,22,9,4,2,12,3,6,4,9.0,7.0,10,4,3,0,1,3,4,9,1.0,2.0,,,,,,
05.12.2015 20:00,Суонси,Лестер,0,3,59,41,10,16,2,5,8,5,0,6,21.0,5.0,3,8,2,2,2,2,3,19,2.0,3.0,,,,,,
05.12.2015 20:00,Уотфорд,Норвич,2,0,51,49,14,6,7,1,4,3,3,2,14.0,15.0,4,1,3,5,1,5,11,10,3.0,3.0,,,,,,
05.12.2015 17:45,Сток Сити,Манчестер Сити,2,0,47,53,7,11,4,4,3,6,0,1,10.0,13.0,1,6,3,0,4,2,9,10,0.0,1.0,,,,,,
29.11.2015 21:15,Ливерпуль,Суонси,1,0,54,46,10,8,2,0,3,4,5,4,7.0,12.0,8,7,0,1,0,1,12,6,3.0,1.0,,,,,,
29.11.2015 21:15,Норвич,Арсенал,1,1,37,63,7,11,2,2,4,5,1,4,8.0,11.0,3,6,3,2,1,1,8,6,1.0,1.0,,,,,,
29.11.2015 19:05,Вест Хэм,Вест Бромвич,1,1,61,39,17,7,6,3,8,4,3,0,18.0,15.0,5,2,1,2,2,5,15,16,0.0,2.0,,,,,,
29.11.2015 17:00,Тоттенхэм,Челси,0,0,57,43,9,5,4,1,2,3,3,1,13.0,16.0,4,4,2,4,1,4,14,9,4.0,2.0,,,,,,
28.11.2015 22:30,Лестер,Манчестер Юнайтед,1,1,31,69,7,10,3,2,2,4,2,4,8.0,8.0,1,8,3,1,1,2,5,7,0.0,1.0,,,,,,
28.11.2015 20:00,Астон Вилла,Уотфорд,2,3,66,34,12,14,6,6,4,2,2,6,13.0,7.0,10,10,3,0,3,4,6,13,2.0,3.0,,,,,,
28.11.2015 20:00,Борнмут,Эвертон,3,3,57,43,18,11,9,6,5,1,4,4,6.0,8.0,10,5,2,0,3,6,6,6,2.0,0.0,,,,,,
28.11.2015 20:00,Кристал Пэлас,Ньюкасл Юнайтед,5,1,54,46,19,7,8,2,6,1,5,4,14.0,10.0,7,5,3,1,1,3,7,13,1.0,1.0,,,,,,
28.11.2015 20:00,Манчестер Сити,Саутгемптон,3,1,46,54,15,12,8,8,1,2,6,2,17.0,16.0,6,4,2,6,7,5,14,11,2.0,1.0,,,,,,
28.11.2015 20:00,Сандерленд,Сток Сити,2,0,48,52,18,7,5,3,7,3,6,1,13.0,4.0,9,5,0,3,3,3,4,10,0.0,4.0,0.0,1.0,,,,
24.11.2015 01:00,Кристал Пэлас,Сандерленд,0,1,67,33,19,11,7,3,8,6,4,2,14.0,18.0,11,2,1,3,2,7,18,11,1.0,3.0,,,,,,
22.11.2015 21:00,Тоттенхэм,Вест Хэм,4,1,56,44,22,10,12,4,5,3,5,3,11.0,16.0,7,6,3,3,3,8,13,9,2.0,2.0,,,,,,
21.11.2015 22:30,Манчестер Сити,Ливерпуль,1,4,59,41,11,14,3,9,5,2,3,3,17.0,6.0,11,5,1,5,5,2,5,13,0.0,3.0,,,,,,
21.11.2015 20:00,Вест Бромвич,Арсенал,2,1,28,72,4,11,1,3,2,7,1,1,10.0,17.0,3,5,5,1,2,0,14,10,3.0,2.0,,,,,,
21.11.2015 20:00,Ньюкасл Юнайтед,Лестер,0,3,54,46,8,18,0,7,4,5,4,6,13.0,10.0,4,9,1,1,4,0,9,12,4.0,1.0,,,,,,
21.11.2015 20:00,Саутгемптон,Сток Сити,0,1,58,42,16,15,1,3,14,11,1,1,10.0,8.0,7,3,0,2,2,1,8,8,2.0,0.0,,,,,,
21.11.2015 20:00,Суонси,Борнмут,2,2,43,57,11,16,4,4,2,6,5,6,13.0,8.0,4,5,0,5,2,2,7,9,3.0,2.0,,,,,,
21.11.2015 20:00,Челси,Норвич,1,0,65,35,21,4,7,2,9,1,5,1,16.0,9.0,6,5,6,3,2,6,4,12,1.0,4.0,,,,,,
21.11.2015 20:00,Эвертон,Астон Вилла,4,0,60,40,16,10,9,3,4,3,3,4,13.0,7.0,2,3,1,4,3,5,6,9,,,,,,,,
21.11.2015 17:45,Уотфорд,Манчестер Юнайтед,1,2,44,56,10,13,5,6,2,5,3,2,16.0,8.0,4,10,1,5,4,4,6,12,1.0,2.0,,,,,,
08.11.2015 21:00,Арсенал,Тоттенхэм,1,1,55,45,10,13,4,4,5,7,1,2,20.0,13.0,7,6,1,3,3,3,12,17,0.0,1.0,,,,,,
08.11.2015 21:00,Ливерпуль,Кристал Пэлас,1,2,64,36,22,9,4,4,9,4,9,1,8.0,8.0,14,6,1,2,2,3,7,6,1.0,2.0,,,,,,
08.11.2015 18:30,Астон Вилла,Манчестер Сити,0,0,40,60,3,13,0,3,3,5,0,5,8.0,8.0,3,8,1,1,3,0,7,7,1.0,1.0,,,,,,
07.11.2015 22:30,Сток Сити,Челси,1,0,36,64,8,19,2,4,5,8,1,7,11.0,17.0,1,9,3,1,4,1,13,10,3.0,1.0,,,,,,
07.11.2015 20:00,Вест Хэм,Эвертон,1,1,51,49,16,13,5,4,8,6,3,3,13.0,13.0,3,5,2,1,3,4,11,12,1.0,2.0,,,,,,
07.11.2015 20:00,Лестер,Уотфорд,2,1,40,60,12,8,6,4,4,4,2,0,10.0,14.0,4,2,4,1,3,4,10,10,0.0,1.0,,,,,,
07.11.2015 20:00,Манчестер Юнайтед,Вест Бромвич,2,0,69,31,13,4,3,0,5,3,5,1,9.0,12.0,5,1,1,0,0,1,11,10,1.0,3.0,0.0,1.0,,,,
07.11.2015 20:00,Норвич,Суонси,1,0,32,68,9,8,5,0,4,7,0,1,9.0,15.0,5,2,3,2,0,4,12,7,1.0,0.0,,,,,,
07.11.2015 20:00,Сандерленд,Саутгемптон,0,1,35,65,9,11,3,4,5,3,1,4,16.0,11.0,3,7,2,5,3,3,10,11,1.0,3.0,,,,,,
07.11.2015 17:45,Борнмут,Ньюкасл Юнайтед,0,1,68,32,20,2,5,1,8,1,7,0,14.0,13.0,16,0,4,3,0,5,9,11,2.0,2.0,,,,,,
03.11.2015 01:00,Тоттенхэм,Астон Вилла,3,1,62,38,17,13,6,2,4,5,7,6,16.0,9.0,4,3,3,1,1,3,6,15,0.0,3.0,,,,,,
01.11.2015 21:00,Саутгемптон,Борнмут,2,0,48,52,11,16,2,2,4,9,5,5,6.0,6.0,4,6,1,1,2,0,5,5,2.0,2.0,1.0,0.0,,,,
01.11.2015 18:30,Эвертон,Сандерленд,6,2,68,32,15,17,8,9,5,3,2,5,7.0,9.0,6,1,3,2,7,3,6,5,3.0,2.0,,,,,,
31.10.2015 20:00,Вест Бромвич,Лестер,2,3,47,53,14,13,6,5,5,3,3,5,11.0,5.0,6,4,2,1,2,4,3,11,0.0,2.0,,,,,,
31.10.2015 20:00,Кристал Пэлас,Манчестер Юнайтед,0,0,44,56,10,5,5,1,3,2,2,2,16.0,12.0,7,3,0,1,1,5,12,15,3.0,3.0,,,,,,
31.10.2015 20:00,Манчестер Сити,Норвич,2,1,72,28,21,5,5,3,10,1,6,1,12.0,8.0,12,4,4,0,2,3,4,13,2.0,2.0,0.0,1.0,,,,
31.10.2015 20:00,Ньюкасл Юнайтед,Сток Сити,0,0,52,48,15,9,6,2,5,6,4,1,21.0,10.0,11,4,4,5,2,6,6,16,1.0,3.0,,,,,,
31.10.2015 20:00,Суонси,Арсенал,0,3,54,46,8,14,3,5,1,7,4,2,6.0,17.0,4,4,5,1,2,3,12,7,2.0,0.0,,,,,,
31.10.2015 20:00,Уотфорд,Вест Хэм,2,0,50,50,19,8,5,3,6,5,8,0,,,7,2,3,3,3,3,16,12,3.0,0.0,0.0,1.0,,,,
31.10.2015 17:45,Челси,Ливерпуль,1,3,42,58,8,16,2,7,2,5,4,4,23.0,12.0,1,7,3,2,4,1,9,21,1.0,4.0,,,,,,
25.10.2015 21:15,Ливерпуль,Саутгемптон,1,1,61,39,15,8,2,3,8,3,5,2,13.0,12.0,10,7,4,2,2,1,8,11,1.0,2.0,0.0,1.0,,,,
25.10.2015 19:05,Борнмут,Тоттенхэм,1,5,45,55,11,14,2,9,6,2,3,3,17.0,9.0,4,5,3,5,4,1,8,15,0.0,1.0,,,,,,
25.10.2015 19:05,Манчестер Юнайтед,Манчестер Сити,0,0,59,41,6,6,1,1,2,2,3,3,13.0,17.0,6,4,0,0,1,1,17,13,2.0,2.0,,,,,,
25.10.2015 17:00,Сандерленд,Ньюкасл Юнайтед,3,0,39,61,9,21,3,8,1,8,5,5,11.0,13.0,1,10,0,1,8,0,12,10,0.0,2.0,0.0,1.0,,,,
24.10.2015 21:30,Арсенал,Эвертон,2,1,57,43,20,10,5,5,9,3,6,2,16.0,11.0,7,5,0,2,4,3,11,14,2.0,2.0,0.0,1.0,,,,
24.10.2015 19:00,Астон Вилла,Суонси,1,2,48,52,9,10,3,4,5,5,1,1,12.0,10.0,4,6,0,4,2,2,10,8,2.0,3.0,,,,,,
24.10.2015 19:00,Вест Хэм,Челси,2,1,45,55,12,9,5,3,4,5,3,1,17.0,14.0,7,4,4,5,2,3,10,12,1.0,7.0,0.0,1.0,,,,
24.10.2015 19:00,Лестер,Кристал Пэлас,1,0,48,52,12,9,3,4,5,3,4,2,15.0,8.0,3,2,2,3,4,2,7,11,3.0,1.0,,,,,,
24.10.2015 19:00,Норвич,Вест Бромвич,0,1,61,39,16,7,3,4,9,3,4,0,6.0,15.0,13,3,4,0,3,3,11,6,1.0,2.0,,,,,,
24.10.2015 19:00,Сток Сити,Уотфорд,0,2,68,32,12,13,1,3,8,5,3,5,18.0,17.0,11,5,7,0,1,1,10,18,3.0,1.0,,,,,,
20.10.2015 00:00,Суонси,Сток Сити,0,1,55,45,14,9,2,2,10,6,2,1,15.0,5.0,1,2,1,2,1,2,6,14,2.0,2.0,,,,,,
18.10.2015 20:00,Ньюкасл Юнайтед,Норвич,6,2,46,54,11,18,6,6,2,6,3,6,10.0,13.0,3,7,3,1,4,0,10,10,1.0,1.0,,,,,,
17.10.2015 21:30,Уотфорд,Арсенал,0,3,33,67,8,17,1,6,6,5,1,6,17.0,10.0,3,9,1,4,3,1,11,12,2.0,1.0,,,,,,
17.10.2015 19:00,Вест Бромвич,Сандерленд,1,0,57,43,8,9,1,2,5,1,2,6,19.0,14.0,1,5,2,5,2,0,12,13,2.0,2.0,,,,,,
17.10.2015 19:00,Кристал Пэлас,Вест Хэм,1,3,38,62,6,24,1,4,3,12,2,8,14.0,11.0,1,9,2,4,1,0,9,11,3.0,3.0,1.0,0.0,,,,
