Команда,Дата,№ Game,Рейтинг,min Забито,max Забито,mean Забито,std Забито,median Забито,min Пропущено,max Пропущено,mean Пропущено,std Пропущено,median Пропущено,min Владение мячом,max Владение мячом,mean Владение мячом,std Владение мячом,median Владение мячом,min Удары,max Удары,mean Удары,std Удары,median Удары,min Удары в створ,max Удары в створ,mean Удары в створ,std Удары в створ,median Удары в створ,min Удары мимо,max Удары мимо,mean Удары мимо,std Удары мимо,median Удары мимо,min Блок-но ударов,max Блок-но ударов,mean Блок-но ударов,std Блок-но ударов,median Блок-но ударов,min Штрафные,max Штрафные,mean Штрафные,std Штрафные,median Штрафные,min Угловые,max Угловые,mean Угловые,std Угловые,median Угловые,min Офсайды,max Офсайды,mean Офсайды,std Офсайды,median Офсайды,min Сэйвы,max Сэйвы,mean Сэйвы,std Сэйвы,median Сэйвы,min Фолы,max Фолы,mean Фолы,std Фолы,median Фолы,min Желтые карточки,max Желтые карточки,mean Желтые карточки,std Желтые карточки,median Желтые карточки,min Красные карточки,max Красные карточки,mean Красные карточки,std Красные карточки,median Красные карточки,min Всего передач,max Всего передач,mean Всего передач,std Всего передач,median Всего передач,min Вбрасывания,max Вбрасывания,mean Вбрасывания,std Вбрасывания,median Вбрасывания,min Рейтинг,max Рейтинг,mean Рейтинг,std Рейтинг,median Рейтинг
Манчестер Юнайтед,2015-12-19 20:00:00,17,2666.530737701417,0.0,2.0,0.875,0.8345229603962802,1.0,0.0,2.0,0.75,0.8864052604279183,0.5,56.0,70.0,62.375,6.186101934405635,61.0,5.0,21.0,11.25,4.920801328471382,11.0,1.0,6.0,2.625,1.9226098333849673,2.0,2.0,10.0,4.625,2.615202805574687,4.5,2.0,10.0,4.0,2.6186146828319083,3.0,8.0,14.0,11.125,2.416461403433896,12.0,3.0,11.0,7.0,2.6186146828319083,6.5,0.0,5.0,1.75,1.4880476182856899,1.5,0.0,5.0,2.375,1.5979898086569353,2.0,4.0,17.0,10.875,4.189698250300543,11.5,0.0,3.0,1.375,0.9161253813129043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389.012241027324,2740.7938353755417,2590.0219358206286,132.59376222892988,2602.695191211794
Манчестер Юнайтед,2015-12-26 17:45:00,18,2237.5274133899757,0.0,2.0,0.875,0.8345229603962802,1.0,0.0,2.0,1.0,0.9258200997725514,1.0,56.0,70.0,62.25,6.273527146441853,60.5,5.0,21.0,11.875,4.454131308603925,11.0,1.0,6.0,3.25,2.1213203435596424,2.5,2.0,10.0,4.75,2.49284690951645,4.5,2.0,10.0,3.875,2.6958963523950885,3.0,8.0,18.0,11.75,3.4121631178560534,12.0,3.0,12.0,7.75,3.1052950170405937,7.5,1.0,5.0,1.875,1.3562026818605375,1.5,0.0,5.0,2.375,1.5979898086569353,2.0,4.0,16.0,10.75,3.9910614413425693,11.5,0.0,3.0,1.375,0.9161253813129043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463.0908762011386,2740.7938353755417,2624.7117479048907,106.15983592069287,2665.9975096666094
Манчестер Юнайтед,2015-12-28 22:30:00,19,2182.378583125869,0.0,2.0,0.875,0.8345229603962802,1.0,0.0,2.0,1.0,0.9258200997725514,1.0,56.0,70.0,63.625,5.902481318419036,65.0,10.0,21.0,12.75,3.494894235064305,11.5,1.0,6.0,3.375,1.9955307206712847,2.5,3.0,10.0,5.125,2.2320714274285347,5.0,2.0,10.0,4.25,2.6049403612586386,3.5,6.0,18.0,11.0,3.9641248358604595,10.5,5.0,12.0,8.0,2.7255405754769875,7.5,1.0,5.0,2.0,1.3093073414159542,2.0,0.0,4.0,2.125,1.246423454758225,2.0,4.0,16.0,10.875,4.155461122770509,11.5,0.0,4.0,1.5,1.1952286093343936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237.5274133899757,2740.7938353755417,2596.5163150534954,167.46851243187498,2665.9975096666094
Манчестер Юнайтед,2016-01-02 20:00:00,20,2217.977737944054,0.0,2.0,0.875,0.8345229603962802,1.0,0.0,2.0,1.125,0.8345229603962802,1.0,54.0,70.0,61.75,6.3189058727418494,60.5,10.0,21.0,13.5,4.140393356054125,11.5,1.0,6.0,3.75,2.187627547301936,3.5,3.0,10.0,5.125,2.2320714274285347,5.0,2.0,10.0,4.625,2.9246489410818914,3.5,6.0,18.0,11.25,3.882193783343198,11.5,4.0,12.0,7.875,2.9001231500945415,7.5,1.0,5.0,2.0,1.3093073414159542,2.0,1.0,4.0,2.5,0.9258200997725514,2.5,4.0,16.0,11.25,4.301162633521313,12.0,0.0,4.0,1.625,1.1877349391654208,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2182.378583125869,2740.7938353755417,2556.2898993932645,222.44116336046324,2665.9975096666094
Манчестер Юнайтед,2016-01-13 00:45:00,21,2070.7056284430964,0.0,3.0,1.0,1.0690449676496976,1.0,0.0,3.0,1.375,1.0606601717798212,1.5,46.0,70.0,60.5,8.298020417975776,60.5,10.0,21.0,13.375,4.172614801981401,11.5,1.0,6.0,3.5,2.0,3.0,3.0,10.0,5.0,2.2677868380553634,4.5,2.0,10.0,4.875,2.748376143938713,4.0,6.0,18.0,11.875,3.6815175442433286,12.5,3.0,12.0,7.0,3.2071349029490928,6.5,1.0,2.0,1.5,0.5345224838248488,1.5,1.0,3.0,2.375,0.7440238091428449,2.5,4.0,16.0,11.25,4.301162633521313,12.0,0.0,4.0,1.75,1.2817398889233114,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2182.378583125869,2740.7938353755417,2516.046354037298,252.86684786303732,2665.9975096666094
Манчестер Юнайтед,2016-01-17 19:05:00,22,1916.2679025735872,0.0,3.0,1.0,1.0690449676496976,1.0,0.0,3.0,1.25,1.164964745021435,1.5,46.0,70.0,57.75,8.713700214522612,57.5,7.0,21.0,13.0,4.6291004988627575,11.5,1.0,6.0,3.375,2.1339098923270936,3.0,3.0,10.0,5.125,2.2320714274285347,5.0,1.0,10.0,4.5,3.070597894314954,3.5,6.0,18.0,12.0,3.5456210417116734,12.5,3.0,12.0,6.5,3.3380918415851206,5.5,0.0,2.0,1.375,0.7440238091428449,1.5,1.0,4.0,2.625,0.9161253813129043,3.0,4.0,18.0,12.625,4.50198368975912,13.0,0.0,4.0,1.875,1.246423454758225,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070.7056284430964,2740.7938353755417,2436.5729798294788,282.62088246198005,2451.495847510889
Манчестер Юнайтед,2016-01-23 20:00:00,23,2029.1142588784378,0.0,3.0,1.0,1.0690449676496976,1.0,0.0,3.0,1.375,1.0606601717798212,1.5,46.0,70.0,56.875,8.458934414485753,56.5,7.0,19.0,11.375,3.583194903195431,11.0,1.0,6.0,3.375,2.1339098923270936,3.0,3.0,6.0,4.5,1.0690449676496976,5.0,1.0,8.0,3.5,2.2038926600773587,3.0,6.0,18.0,11.25,3.693623849670827,11.5,3.0,12.0,6.25,3.453776401067595,4.5,0.0,2.0,1.375,0.7440238091428449,1.5,1.0,4.0,2.5,1.0690449676496976,3.0,4.0,18.0,12.875,4.323936698360485,13.0,0.0,4.0,1.75,1.3887301496588271,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2740.7938353755417,2337.2057650231677,310.62735626170405,2227.7525756670148
Манчестер Юнайтед,2016-02-03 01:00:00,24,1950.2465522525442,0.0,3.0,1.25,1.2817398889233114,1.0,0.0,3.0,1.125,1.1259916264596033,1.0,46.0,70.0,55.625,9.148575220843329,55.0,7.0,19.0,11.875,3.7961446607992015,11.5,1.0,6.0,3.375,2.1339098923270936,3.0,3.0,6.0,4.75,0.8864052604279183,5.0,1.0,8.0,3.75,2.2519832529192065,3.5,6.0,18.0,11.375,3.77728171346236,11.5,2.0,12.0,5.625,3.7392703642746747,4.0,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,4.0,2.125,1.3562026818605375,2.5,4.0,18.0,13.0,4.3094580368566735,13.5,0.0,4.0,1.875,1.3562026818605375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2666.530737701417,2248.24581796103,278.8116490147676,2200.1781605349615
Манчестер Юнайтед,2016-02-07 21:00:00,25,2055.911565402303,0.0,3.0,1.25,1.2817398889233114,1.0,0.0,3.0,1.0,1.0690449676496976,1.0,46.0,67.0,53.25,7.126409634992524,52.5,7.0,19.0,12.625,4.172614801981401,12.0,1.0,7.0,4.0,2.390457218668787,4.5,3.0,6.0,4.75,0.8864052604279183,5.0,1.0,8.0,3.875,2.2320714274285347,4.0,6.0,18.0,10.75,4.06201920231798,10.0,2.0,12.0,5.625,3.7392703642746747,4.0,0.0,3.0,1.375,0.9161253813129043,1.0,0.0,4.0,2.375,1.5059406173077154,3.0,9.0,18.0,13.625,2.9730936268953445,13.5,0.0,4.0,2.25,1.164964745021435,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2666.530737701417,2158.843601788623,237.52949148234575,2126.542105784483
Манчестер Юнайтед,2016-02-13 17:45:00,26,2148.628952329279,0.0,3.0,1.375,1.1877349391654208,1.0,0.0,3.0,1.0,1.0690449676496976,1.0,46.0,67.0,54.25,8.345229603962801,52.5,7.0,19.0,12.75,4.131758532565592,12.0,1.0,7.0,4.0,2.390457218668787,4.5,1.0,6.0,4.5,1.5118578920369088,5.0,1.0,8.0,4.25,2.1213203435596424,4.5,6.0,14.0,9.5,2.878491668515698,8.5,2.0,11.0,5.125,2.948970764763288,4.0,0.0,6.0,2.0,1.8516401995451028,1.5,0.0,4.0,2.5,1.4142135623730951,3.0,9.0,18.0,13.5,2.878491668515698,13.5,0.0,4.0,2.375,1.1877349391654208,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2237.5274133899757,2082.5162052512333,120.22812822352354,2063.3085969226995
Манчестер Юнайтед,2016-02-28 19:05:00,27,2280.481947134176,0.0,3.0,1.75,1.164964745021435,1.5,0.0,3.0,1.25,1.0350983390135313,1.0,39.0,66.0,50.75,8.102027964828135,49.0,7.0,19.0,12.125,4.611708700997618,12.0,1.0,7.0,4.375,2.2638462845343543,5.0,1.0,6.0,4.0,1.927248223318863,5.0,1.0,8.0,3.75,2.3754698783308417,4.0,7.0,16.0,10.75,3.2841611235921855,10.0,2.0,11.0,4.75,3.1509635714446826,4.0,0.0,6.0,2.0,1.8516401995451028,1.5,0.0,4.0,2.5,1.4142135623730951,3.0,9.0,21.0,14.125,3.8706773124535787,13.5,0.0,4.0,2.375,1.1877349391654208,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2217.977737944054,2071.403897618646,107.26347623833783,2063.3085969226995
Манчестер Юнайтед,2016-03-03 01:00:00,28,2360.37731523413,0.0,3.0,1.625,1.1877349391654208,1.0,0.0,3.0,1.125,1.1259916264596033,1.0,39.0,66.0,51.625,8.846912294289863,49.0,7.0,17.0,11.5,3.8172540616821107,12.0,1.0,7.0,4.0,2.2038926600773587,4.5,1.0,6.0,4.125,2.03100960115899,5.0,1.0,5.0,3.375,1.7677669529663689,4.0,7.0,17.0,11.5,3.9641248358604595,11.0,2.0,11.0,5.375,3.4615231989895516,4.0,0.0,6.0,2.125,1.807721533549109,2.0,0.0,4.0,2.5,1.4142135623730951,3.0,7.0,21.0,13.25,4.621378891320518,12.5,0.0,4.0,2.25,1.2817398889233114,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2280.481947134176,2083.6668181196846,125.77382736779101,2063.3085969226995
Манчестер Юнайтед,2016-03-06 21:00:00,29,2362.1986946470843,0.0,3.0,1.25,1.164964745021435,1.0,0.0,2.0,0.875,0.8345229603962802,1.0,39.0,66.0,52.5,8.55235974119758,52.0,7.0,17.0,10.875,4.120939559996343,10.0,1.0,7.0,3.625,2.445841952609133,4.0,1.0,6.0,3.875,2.1671244937540095,5.0,1.0,5.0,3.375,1.7677669529663689,4.0,7.0,17.0,11.5,3.9641248358604595,11.0,2.0,11.0,5.625,3.3354160160315836,4.5,0.0,6.0,2.125,1.807721533549109,2.0,0.0,4.0,2.25,1.4880476182856899,2.5,7.0,21.0,12.625,5.125217765408329,12.0,0.0,4.0,2.125,1.246423454758225,2.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2360.37731523413,2101.4667652809444,154.33172094684627,2063.3085969226995
Манчестер Юнайтед,2016-03-20 21:00:00,30,2428.6750196024886,0.0,3.0,1.25,1.164964745021435,1.0,0.0,2.0,0.875,0.8345229603962802,1.0,39.0,66.0,52.375,8.650970218090322,52.0,5.0,17.0,10.625,4.438065859293728,10.0,1.0,7.0,4.0,2.2038926600773587,4.5,0.0,6.0,3.25,2.49284690951645,3.5,1.0,5.0,3.375,1.7677669529663689,4.0,7.0,17.0,11.75,3.8452196667699345,12.0,2.0,11.0,5.75,3.2841611235921855,5.0,1.0,6.0,2.25,1.6690459207925603,2.0,0.0,4.0,2.125,1.3562026818605375,2.5,7.0,21.0,11.875,4.642582409453969,11.5,0.0,4.0,2.0,1.3093073414159542,2.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.2679025735872,2362.1986946470843,2137.903398556443,178.54244238464273,2102.270258865791
Манчестер Юнайтед,2016-04-03 20:00:00,31,2393.7545214641123,0.0,3.0,1.375,1.0606601717798212,1.0,0.0,2.0,0.75,0.8864052604279183,0.5,39.0,66.0,52.125,8.559664546164012,52.0,5.0,17.0,10.875,4.323936698360485,11.0,1.0,7.0,4.125,2.03100960115899,4.5,0.0,6.0,3.0,2.390457218668787,2.5,1.0,5.0,3.75,1.7525491637693282,4.5,7.0,17.0,11.875,3.720119045714225,12.0,2.0,11.0,5.875,3.226563851175781,5.0,1.0,6.0,2.25,1.6690459207925603,2.0,0.0,4.0,2.125,1.3562026818605375,2.5,7.0,21.0,12.375,4.749060057376767,12.5,1.0,4.0,2.25,1.0350983390135313,2.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.2465522525442,2428.6750196024886,2201.9542881850557,179.58187028967336,2214.5554497317275
Манчестер Юнайтед,2016-04-10 20:00:00,32,2558.2066537452174,0.0,3.0,1.0,0.9258200997725514,1.0,0.0,3.0,1.125,1.1259916264596033,1.0,39.0,66.0,52.875,8.305548919676705,53.0,5.0,17.0,9.625,4.405759217854998,8.5,1.0,7.0,3.625,2.2638462845343543,3.5,0.0,6.0,2.5,2.32992949004287,1.5,1.0,5.0,3.5,1.6903085094570331,4.0,7.0,17.0,11.75,3.654742515847438,12.0,2.0,11.0,6.5,2.8284271247461903,6.0,1.0,6.0,2.25,1.6690459207925603,2.0,1.0,5.0,2.75,1.3887301496588271,3.0,7.0,21.0,12.0,4.810702354423639,11.0,1.0,4.0,2.375,1.0606601717798212,2.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.2465522525442,2428.6750196024886,2247.5343210082647,175.67863337641305,2320.429631184153
Манчестер Юнайтед,2016-04-16 19:00:00,33,2467.0739321154715,0.0,3.0,1.0,0.9258200997725514,1.0,0.0,3.0,1.0,1.1952286093343936,0.5,39.0,66.0,54.75,9.437766079503591,53.5,5.0,14.0,9.125,3.6030740843261686,8.5,1.0,6.0,3.25,1.8322507626258087,3.5,0.0,7.0,2.625,2.559994419636775,1.5,1.0,5.0,3.25,1.7525491637693282,3.5,8.0,17.0,12.125,3.226563851175781,12.0,2.0,14.0,6.875,3.6030740843261686,6.0,1.0,6.0,2.625,1.685018016012207,2.0,1.0,5.0,2.375,1.407885953173359,2.5,7.0,21.0,12.0,4.810702354423639,11.0,0.0,4.0,2.0,1.3093073414159542,2.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055.911565402303,2558.2066537452174,2323.529333694849,159.4527340739575,2361.288004940607
Манчестер Юнайтед,2016-04-21 00:00:00,34,2330.3363437173466,0.0,3.0,1.125,0.9910312089651149,1.0,0.0,3.0,0.75,1.164964745021435,0.0,39.0,66.0,54.75,9.437766079503591,53.5,5.0,16.0,9.625,4.274091382136927,8.5,1.0,10.0,3.75,2.9154759474226504,3.5,0.0,7.0,2.875,2.4748737341529163,2.5,1.0,5.0,3.0,1.6035674514745464,3.0,8.0,17.0,12.125,3.226563851175781,12.0,2.0,14.0,7.125,3.758324094593227,6.0,1.0,4.0,2.25,1.0350983390135313,2.0,0.0,5.0,2.125,1.6420805617960927,2.0,7.0,21.0,11.75,4.6827952580239325,11.0,0.0,4.0,1.75,1.2817398889233114,1.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.628952329279,2558.2066537452174,2374.924629533995,122.95771118578578,2377.9766080555983
Манчестер Юнайтед,2016-05-01 18:05:00,35,2530.5886826210785,0.0,2.0,0.875,0.6408699444616557,1.0,0.0,3.0,0.625,1.0606601717798212,0.0,46.0,70.0,58.625,8.348438690643214,57.5,5.0,21.0,11.375,5.680480361981471,11.5,1.0,10.0,3.875,2.997022331772464,3.5,0.0,7.0,3.625,2.7222627143085005,3.0,1.0,8.0,3.875,2.1671244937540095,3.5,8.0,17.0,11.375,2.8753881725529062,10.5,5.0,14.0,7.625,3.2043497223082786,6.5,1.0,4.0,2.125,1.1259916264596033,2.0,0.0,5.0,2.0,1.6035674514745464,1.5,7.0,16.0,11.125,3.440826312717007,11.0,0.0,3.0,1.625,1.0606601717798212,1.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280.481947134176,2558.2066537452174,2397.6380534575032,86.58717810080516,2377.9766080555983
Манчестер Юнайтед,2016-05-07 16:45:00,36,2443.539207626787,0.0,2.0,0.875,0.6408699444616557,1.0,0.0,3.0,0.625,1.0606601717798212,0.0,46.0,70.0,59.375,8.846912294289863,60.0,5.0,21.0,11.5,5.756983337031396,11.5,1.0,10.0,3.75,3.058944729337694,3.0,0.0,7.0,3.625,2.7222627143085005,3.0,1.0,8.0,4.125,2.416461403433896,3.5,8.0,13.0,10.625,1.7677669529663689,10.5,5.0,14.0,7.25,3.1959796173138706,6.0,1.0,4.0,2.0,1.1952286093343936,1.5,0.0,5.0,1.875,1.5526475085202969,1.5,7.0,16.0,11.5,3.070597894314954,11.0,0.0,3.0,1.5,1.1952286093343936,1.5,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.3363437173466,2558.2066537452174,2428.901395393366,83.33454097310103,2411.2147705333005
Манчестер Юнайтед,2016-05-10 23:45:00,37,2479.831495296275,0.0,2.0,1.125,0.6408699444616557,1.0,0.0,3.0,0.875,1.3562026818605375,0.0,46.0,70.0,60.125,8.47580590352833,62.5,3.0,21.0,11.0,6.347102826149446,11.5,1.0,10.0,3.875,2.948970764763288,3.0,0.0,7.0,3.5,2.8284271247461903,3.0,0.0,8.0,3.625,2.8252686345094435,3.0,7.0,13.0,9.875,1.8850918886280925,10.0,2.0,14.0,6.875,3.6425069859723185,6.0,1.0,4.0,2.125,1.1259916264596033,2.0,0.0,5.0,2.0,1.5118578920369088,2.0,9.0,18.0,12.875,3.226563851175781,12.5,0.0,3.0,1.625,1.3024701806293193,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.3363437173466,2558.2066537452174,2439.2966319424486,78.61910752519087,2436.107113614638
Манчестер Юнайтед,2016-05-18 00:00:00,38,2466.569124113041,0.0,3.0,1.375,0.9161253813129043,1.0,0.0,3.0,1.0,1.3093073414159542,0.5,53.0,70.0,62.75,6.497252166438187,66.0,3.0,21.0,11.875,5.866064633612068,12.5,1.0,10.0,4.0,2.9760952365713798,3.0,1.0,7.0,3.875,2.4748737341529163,3.0,0.0,8.0,4.0,2.6186146828319083,3.5,7.0,13.0,9.75,1.8322507626258087,10.0,2.0,14.0,7.125,3.563204817496262,6.5,1.0,4.0,2.5,1.1952286093343936,2.5,0.0,5.0,1.625,1.5979898086569353,1.5,9.0,18.0,12.5,3.5050983275386565,11.5,0.0,3.0,1.625,1.3024701806293193,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.3363437173466,2558.2066537452174,2454.0007320235973,72.93445904640751,2455.3065698711293
Арсенал,2015-12-22 01:00:00,17,2577.9567897298975,1.0,3.0,1.875,0.8345229603962802,2.0,0.0,2.0,0.875,0.6408699444616557,1.0,37.0,73.0,57.125,12.252550754842845,56.0,8.0,20.0,12.125,4.051013982414068,11.0,2.0,6.0,4.25,1.2817398889233114,4.5,3.0,9.0,5.375,2.1339098923270936,5.0,0.0,6.0,2.5,2.2038926600773587,1.5,9.0,20.0,14.75,3.693623849670827,16.0,2.0,7.0,5.0,1.6903085094570331,5.0,0.0,5.0,1.75,1.5811388300841898,1.0,0.0,5.0,2.625,1.5979898086569353,3.0,5.0,12.0,8.125,2.5319388392523003,7.0,0.0,2.0,0.75,0.8864052604279183,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.8048496941215,2831.3988574421096,2736.585240115728,91.05026137021684,2742.952974927563
Арсенал,2015-12-27 00:45:00,18,2472.7878729069384,0.0,3.0,1.625,1.0606601717798212,1.5,0.0,4.0,1.25,1.2817398889233114,1.0,37.0,73.0,58.125,12.563410592442075,59.0,7.0,15.0,10.5,2.878491668515698,10.5,2.0,6.0,4.125,1.246423454758225,4.0,3.0,7.0,4.625,1.685018016012207,4.5,0.0,5.0,1.75,1.8322507626258087,1.0,9.0,20.0,14.75,3.693623849670827,16.0,2.0,7.0,4.625,1.5059406173077154,4.5,1.0,5.0,1.875,1.4577379737113252,1.0,0.0,5.0,2.25,1.5811388300841898,2.5,5.0,12.0,7.875,2.295181287579947,7.0,0.0,2.0,0.5,0.7559289460184544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2577.9567897298975,2831.3988574421096,2741.2292326202005,79.90310322617913,2742.952974927563
Арсенал,2015-12-28 22:30:00,19,2179.1301767690534,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,4.0,1.25,1.2817398889233114,1.0,37.0,73.0,58.75,11.985109809378349,59.0,7.0,15.0,10.375,2.7222627143085005,10.5,2.0,6.0,4.25,1.3887301496588271,4.0,3.0,7.0,4.375,1.407885953173359,4.5,0.0,5.0,1.75,1.8322507626258087,1.0,9.0,20.0,13.75,4.06201920231798,14.0,2.0,9.0,5.25,2.1213203435596424,5.0,1.0,5.0,1.875,1.4577379737113252,1.0,0.0,5.0,2.25,1.5811388300841898,2.5,5.0,12.0,7.875,2.295181287579947,7.0,0.0,2.0,0.75,0.8864052604279183,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.7878729069384,2831.3988574421096,2705.2786596180686,123.08273998862275,2724.6141826979206
Арсенал,2016-01-02 20:00:00,20,2144.6972108097843,0.0,3.0,1.5,0.9258200997725514,1.5,0.0,4.0,1.125,1.3562026818605375,1.0,37.0,73.0,58.25,12.244532307465704,58.5,7.0,16.0,11.125,3.3567628964311944,11.0,2.0,6.0,4.125,1.4577379737113252,4.0,3.0,11.0,5.125,2.748376143938713,4.5,0.0,5.0,1.875,1.807721533549109,1.5,9.0,17.0,12.375,3.4615231989895516,11.5,2.0,9.0,5.25,2.1213203435596424,5.0,1.0,5.0,2.0,1.4142135623730951,1.5,0.0,6.0,2.625,2.065879266282796,2.5,5.0,10.0,7.625,1.8468119248354136,7.0,0.0,2.0,1.0,0.9258200997725514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179.1301767690534,2831.3988574421096,2637.2055726561116,222.15383887673767,2717.9043452924143
Арсенал,2016-01-14 01:00:00,21,2197.4893024137436,0.0,3.0,1.75,1.0350983390135313,2.0,0.0,4.0,1.25,1.4880476182856899,1.0,37.0,73.0,54.375,12.176528944771459,52.5,7.0,16.0,11.5,3.5050983275386565,12.0,2.0,6.0,4.375,1.407885953173359,4.5,3.0,11.0,4.875,2.6423744732991303,4.5,0.0,5.0,2.25,1.9086270308410553,2.0,9.0,16.0,11.875,2.948970764763288,11.5,2.0,9.0,5.0,2.2677868380553634,4.5,1.0,5.0,2.5,1.6903085094570331,2.0,1.0,6.0,3.0,1.7728105208558367,3.0,5.0,10.0,7.25,1.5811388300841898,7.0,0.0,2.0,0.75,0.8864052604279183,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2144.6972108097843,2831.3988574421096,2552.392163760361,266.1601758571074,2644.125993691797
Арсенал,2016-01-17 21:15:00,22,2271.375157320563,0.0,3.0,1.625,1.1877349391654208,2.0,0.0,4.0,1.125,1.5526475085202969,0.5,37.0,73.0,53.375,11.685613866142052,52.5,7.0,16.0,11.125,3.720119045714225,10.5,3.0,6.0,4.5,1.1952286093343936,4.5,1.0,11.0,4.375,2.9730936268953445,3.5,0.0,5.0,2.25,1.9086270308410553,2.0,9.0,23.0,13.375,4.8678977568791,12.5,2.0,9.0,5.0,2.2677868380553634,4.5,0.0,5.0,2.25,1.9086270308410553,1.5,1.0,6.0,3.5,1.6903085094570331,3.0,5.0,10.0,7.75,1.7525491637693282,7.0,0.0,2.0,0.625,0.9161253813129043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2144.6972108097843,2777.35771184028,2473.1534693818157,265.590935426286,2525.372331318418
Арсенал,2016-01-24 21:00:00,23,2332.1396441544352,0.0,3.0,1.25,1.164964745021435,1.5,0.0,4.0,1.125,1.5526475085202969,0.5,37.0,65.0,50.125,8.675704993996577,51.0,7.0,16.0,10.375,3.420004177106889,8.5,1.0,6.0,3.875,1.5526475085202969,4.0,1.0,11.0,4.75,3.1052950170405937,4.0,0.0,4.0,1.75,1.5811388300841898,1.5,9.0,23.0,14.375,5.343554194407635,14.5,3.0,9.0,5.5,1.927248223318863,5.5,0.0,5.0,2.25,1.9086270308410553,1.5,1.0,6.0,3.625,1.685018016012207,3.5,5.0,14.0,8.625,2.774243783705493,8.0,0.0,2.0,0.625,0.9161253813129043,0.0,0.0,1.0,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2144.6972108097843,2777.35771184028,2416.3861774304946,252.13899712909256,2372.081515113751
